code,所属概念,股票代码,所属概念数量,market_code
002856,ST板块;新型城镇化;垃圾分类;国企改革;粤港澳大湾区,002856.SZ,5,33
600529,国企改革;医疗器械概念;股权转让(并购重组);沪股通;融资融券,600529.SH,5,17
920245,融资融券;中俄贸易概念;专精特新,920245.BJ,3,151
002271,冰雪产业;装配式建筑;新型城镇化;房屋检测;高股息精选;雄安新区;光伏建筑一体化;同花顺中特估100;地下管网;乡村振兴;水利;一带一路;同花顺漂亮100;建筑节能;绿色电力;数字经济;高铁;核电;海工装备;抽水蓄能;石墨烯;储能;充电桩;光伏概念;数据中心(AIDC);深股通;融资融券,002271.SZ,27,33
600519,超级品牌;白酒概念;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券,600519.SH,8,17
600725,西部大开发;国企改革;化肥;煤化工概念;超超临界发电;煤炭概念;股权转让(并购重组);沪股通,600725.SH,8,17
002951,超级电容;风电;蚂蚁集团概念;储能;数字经济;西部大开发;深股通,002951.SZ,7,33
600081,减速器;一体化压铸;华为汽车;长安汽车概念;汽车热管理;机器人概念;无人驾驶;EDR概念;比亚迪概念;新能源汽车;氢能源;智能座舱;传感器;汽车电子;2026中报预增;沪股通;融资融券,600081.SH,17,17
300875,军民融合;核污染防治;食品安全;京津冀一体化;核电;军工;高端装备;锂电池概念;专精特新;低空经济;机器人概念;无人机;融资融券,300875.SZ,13,33
920807,培育钻石;融资融券;芯片概念;粤港澳大湾区;第三代半导体;稀土永磁;乡村振兴;一带一路,920807.BJ,8,151
002513,染料;草甘膦;生态农业;人民币贬值受益;光伏概念;TOPCON电池;绿色电力,002513.SZ,7,33
002540,大飞机;军工;汽车热管理;新能源汽车;3D打印;比亚迪概念;商业航天;深股通,002540.SZ,8,33
601933,预制菜;统一大市场;IP经济(谷子经济);冷链物流;跨境电商;福建自贸区;腾讯概念;股权转让(并购重组);海峡两岸;沪股通;融资融券;职业教育,601933.SH,12,17
301429,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,301429.SZ,5,33
002660,换电概念;创投;智慧灯杆;数字乡村;粤港澳大湾区;体育产业;区块链;知识产权保护;充电桩;机器人概念;储能;比亚迪概念;光伏概念;国企改革;绿色电力;消费电子概念;5G;柔性屏(折叠屏);OLED;第三代半导体,002660.SZ,20,33
002454,长安汽车概念;汽车热管理;低空经济;一带一路;华为汽车;飞行汽车(eVTOL);数字经济;新能源汽车;冷链物流;比亚迪概念;华为概念;储能;宁德时代概念;汽车电子;深股通;融资融券,002454.SZ,16,33
605028,绿色电力;固废处理;生物质能发电;高股息精选,605028.SH,4,17
603838,ST板块;智能家居;人民币贬值受益;小金属概念,603838.SH,4,22
688369,财税数字化;云办公;AIGC概念;智慧政务;ERP概念;信创;鸿蒙概念;数据要素;AI智能体;云计算;区块链;阿里巴巴概念;百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;专精特新;AI应用;融资融券,688369.SH,20,17
300886,烟草;人民币贬值受益;融资融券,300886.SZ,3,33
000570,乡村振兴;农机;国企改革;海峡两岸;参股银行;无人机;华为概念;锂电池概念;固态电池;2026一季报预增,000570.SZ,10,33
300299,手机游戏;文化传媒概念;网络游戏;AIGC概念;IP经济(谷子经济);AI应用;数字经济;人工智能;智慧城市;抖音概念(字节概念);数据安全;虚拟现实;福建自贸区;机器人概念;海峡两岸;5G;融资融券,300299.SZ,17,33
601588,物业管理;京津冀一体化;养老概念;数字经济;国企改革;小米概念;沪股通;融资融券,601588.SH,8,17
600032,抽水蓄能;绿色电力;风电;储能;氢能源;国企改革;沪股通;融资融券,600032.SH,8,17
600523,军民融合;西部大开发;国企改革;成飞概念;央企国企改革;低空经济;汽车热管理;军工;航空发动机;长安汽车概念;高端装备;小米汽车;华为汽车;新能源汽车;华为概念;比亚迪概念;储能;小米概念;传感器;汽车电子;华为数字能源;融资融券;沪股通,600523.SH,23,17
920717,融资融券;天然气,920717.BJ,2,151
300188,AI视频;财税数字化;数据确权;ChatGPT概念;AIGC概念;知识产权保护;职业教育;国资云;AI应用;区块链;元宇宙;数据要素;华为鲲鹏;鸿蒙概念;AI智能体;数字乡村;数字经济;DeepSeek概念;人脸识别;数据安全;电子身份证;数字货币;信创;国产操作系统;阿里巴巴概念;腾讯概念;人工智能;智慧城市;网络安全;车联网(车路协同);国企改革;安防;央企国企改革;食品安全;低空经济;福建自贸区;EDR概念;机器人概念;东数西算(算力);华为概念;海峡两岸;军工;无人机;数据中心(AIDC);智能穿戴;消费电子概念;深股通;AI眼镜;融资融券,300188.SZ,49,33
600298,人造肉;NMN概念;维生素;合成生物;国企改革;沪股通;融资融券,600298.SH,7,17
600876,光热发电;光伏概念;碳中和;国企改革;央企国企改革;沪股通;融资融券,600876.SH,7,17
301318,人脸识别;AI应用;在线教育;腾讯概念;信创;云办公;人工智能;物联网;跨境电商;粤港澳大湾区;一带一路;消费电子概念;融资融券,301318.SZ,13,33
002402,智能座舱;卫星导航;智能穿戴;小米概念;机器视觉;比亚迪概念;商业航天;军工;汽车电子;长安汽车概念;汽车热管理;物联网;机器人概念;语音技术;人形机器人;智能家居;5G;新型工业化;家用电器;人民币贬值受益;汽车芯片;芯片概念;粤港澳大湾区;人工智能;华为海思概念股;储能;AI智能体;DeepSeek概念;智能医疗;一带一路;第三代半导体;深股通;融资融券,002402.SZ,33,33
301063,海工装备;专精特新;高端装备;核电;氢能源;储能;页岩气;风电;天然气;融资融券,301063.SZ,10,33
002303,人造肉;工业大麻;一带一路;预制菜;绿色电力;区块链;军民融合;海峡两岸;高股息精选;深股通;融资融券,002303.SZ,11,33
000980,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券,000980.SZ,6,33
688165,减速器;人形机器人;新型工业化;机器视觉;机器人概念;新能源汽车;华为欧拉;专精特新;工业互联网;人工智能;华为概念;富士康概念;锂电池概念;光伏概念;氢能源;国企改革;沪股通;融资融券,688165.SH,18,17
000995,白酒概念;农业种植;乡村振兴;西部大开发,000995.SZ,4,33
688111,云办公;智谱AI;AI应用;AI智能体;鸿蒙概念;云计算;信创;腾讯概念;DeepSeek概念;人工智能;中国AI 50;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券,688111.SH,17,17
300915,IP经济(谷子经济);融资融券,300915.SZ,2,33
600843,碳纤维;低空经济;工业互联网;机器人概念;新型工业化;比亚迪概念;沪股通;融资融券,600843.SH,8,17
600881,物业管理;体育产业;水泥概念;参股银行;禽流感;参股券商;医药电商;生物疫苗;国企改革;创新药;医疗器械概念;煤炭概念;沪股通;融资融券;股权转让(并购重组),600881.SH,15,17
601113,沪股通,601113.SH,1,17
300007,人形机器人;机器人概念;传感器;元宇宙;语音技术;比亚迪概念;数字孪生;新能源汽车;小米概念;工业互联网;数据安全;脑机接口;物联网;抖音概念(字节概念);华为概念;智慧城市;区块链;智能家居;专精特新;军工;智能穿戴;柔性屏(折叠屏);互联网金融;独角兽概念;无线耳机;消费电子概念;核污染防治;创投;水利;储能;养老概念;氢能源;食品安全;锂电池概念;芯片概念;固态电池;碳中和;地下管网;污水处理;医美概念;深股通;融资融券,300007.SZ,42,33
002798,智能家居;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组),002798.SZ,7,33
603418,注册制次新股;一体化压铸;小米汽车;华为汽车;宁德时代概念;机器人概念;无人驾驶;特斯拉概念;新能源汽车;比亚迪概念;小米概念;新股与次新股;融资融券,603418.SH,13,17
300349,云计算;鸿蒙概念;AI智能体;数据要素;AI应用;星闪概念;物联网;智慧城市;量子科技;人工智能;DeepSeek概念;数字经济;华为概念;传感器;华为海思概念股;储能;芯片概念;地下管网;氢能源;绿色电力;深股通;融资融券,300349.SZ,22,33
920363,高端装备;车联网(车路协同);融资融券;生态农业;机器视觉;机器人概念;无人驾驶;无人机;新型城镇化;商业航天;安防;卫星导航;农机;军民融合;军工;传感器;专精特新;DeepSeek概念,920363.BJ,18,151
300512,无人零售;创投;高端装备;柔性屏(折叠屏),300512.SZ,4,33
300195,烟草;ERP概念;信创;网络安全;中俄贸易概念;人工智能;数字经济;工业互联网;物联网;区块链;智能物流;高端装备;机器人概念;新型工业化;专精特新;机器视觉;一带一路;锂电池概念;京津冀一体化;C2M概念;医疗器械概念;光伏概念;数据中心(AIDC);工业母机;绿色电力,300195.SZ,25,33
603296,AI PC;智能音箱;中国AI 50;液冷服务器;无线耳机;英伟达概念;华为手机;数据中心(AIDC);消费电子概念;上海自贸区;星闪概念;AI眼镜;抖音概念(字节概念);智能穿戴;东数西算(算力);小米概念;华为概念;汽车电子;智能家居;阿里巴巴概念;腾讯概念;虚拟现实;医疗器械概念;芯片概念;智能座舱;无人驾驶;毫米波雷达;机器人概念;人形机器人;2026中报预增;百度概念;车联网(车路协同);MR(混合现实);5G;沪股通;融资融券,603296.SH,36,17
301327,钠离子电池;BC电池;固态电池;光伏建筑一体化;锂电池概念;储能;光伏概念;智能电网;露营经济;网红经济;人民币贬值受益;特斯拉概念;新能源汽车;机器人概念;深股通;融资融券,301327.SZ,16,33
002331,ETC;安防;数字孪生;智慧城市;华为鲲鹏;华为昇腾;数字乡村;水利;智慧政务;鸿蒙概念;数字经济;雄安新区;区块链;华为概念;DeepSeek概念;智能物流;航运概念,002331.SZ,17,33
601615,钙钛矿电池;商业航天;风电;HJT电池;绿色电力;光伏建筑一体化;储能;阿里巴巴概念;海工装备;人工智能;高端装备;光伏概念;氢能源;粤港澳大湾区;芯片概念;融资融券;沪股通,601615.SH,17,17
600975,猪肉;冷链物流;乡村振兴;国企改革;华为概念;沪股通;融资融券,600975.SH,7,17
600551,参股券商;高股息精选;文化传媒概念;托育服务;在线教育;国企改革;数字经济;AI应用;创投;人工智能;沪股通;融资融券,600551.SH,12,17
600702,白酒概念;旅游概念;西部大开发;C2M概念;融资融券;沪股通,600702.SH,6,17
000929,污水处理;西部大开发;啤酒概念;摘帽;股权转让(并购重组),000929.SZ,5,33
300535,有机硅概念;染料;一带一路;西部大开发;专精特新;新型工业化;高端装备;充电桩;光刻胶,300535.SZ,9,33
300783,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,300783.SZ,9,33
300258,减速器;人形机器人;华为汽车;汽车热管理;长安汽车概念;农机;小米汽车;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;小米概念;燃料电池;氢能源;深股通;融资融券,300258.SZ,16,33
300080,石墨电极;煤化工概念;TOPCON电池;钒电池;绿色电力;国企改革;储能;锂电池概念;石墨烯;宁德时代概念;股权转让(并购重组);融资融券;深股通,300080.SZ,13,33
600335,国企改革;央企国企改革;智能物流;一带一路;独角兽概念;一体化压铸;阿里巴巴概念;长安汽车概念;燃料电池;车联网(车路协同);机器人概念;小米汽车;动力电池回收;工业母机;新能源汽车;华为概念;特斯拉概念;比亚迪概念;小米概念;宁德时代概念;沪股通;融资融券,600335.SH,22,17
002329,乳业;绿色电力;生态农业;乡村振兴;跨境电商;三胎概念;西部大开发;文化传媒概念;数字经济;智慧城市;一带一路;冷链物流;光伏概念;融资融券,002329.SZ,14,33
600563,高压快充;数据中心(AIDC);柔性直流输电;光伏概念;特高压;储能;新能源汽车;人形机器人;军工;海峡两岸;高铁;福建自贸区;沪股通;融资融券,600563.SH,14,17
301636,钙钛矿电池;专精特新;光伏概念;新能源汽车;融资融券,301636.SZ,5,33
002978,小金属概念;钛白粉概念;钒电池;西部大开发;参股银行;锂电池概念;股权转让(并购重组);融资融券;深股通,002978.SZ,9,33
920523,安防;锂电池概念;人民币贬值受益;融资融券;专精特新,920523.BJ,5,151
300383,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;数据中心(AIDC);抖音概念(字节概念);百度概念;液冷服务器;区块链;AIGC概念;华为概念;数字经济;DeepSeek概念;工业互联网;京津冀一体化;深股通;融资融券,300383.SZ,19,33
688004,网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;AI应用;融资融券,688004.SH,14,17
002296,高铁;智慧城市;人工智能;安防;低空经济;工业互联网;信创;区块链;卫星导航;大飞机;高端装备;专精特新;储能;钒电池,002296.SZ,14,33
002658,中芯国际概念;航空发动机;核电;氢能源;PM2.5;专精特新;商业航天;芯片概念;固废处理;碳中和;雄安新区;物联网;数字经济;数据要素;AI智能体;DeepSeek概念;京津冀一体化;碳交易;深股通,002658.SZ,19,33
603284,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券,603284.SH,6,17
600329,高股息精选;医药电商;养老概念;京津冀一体化;智能医疗;沪股通;融资融券,600329.SH,7,17
600285,高股息精选;芬太尼;创新药;沪股通;融资融券,600285.SH,5,17
301399,空气能热泵;专精特新;家用电器;液冷服务器;数据中心(AIDC);融资融券,301399.SZ,6,33
603368,高股息精选;医药电商;流感;肝炎概念;创新药;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,603368.SH,13,17
688253,重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券,688253.SH,11,17
300171,细胞免疫治疗;生物疫苗;合成生物;基因测序;医疗器械概念;智能医疗;DeepSeek概念;独角兽概念;机器人概念;华为概念;融资融券;深股通,300171.SZ,12,33
300197,股权转让(并购重组);土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,300197.SZ,21,33
601921,高股息精选;网络游戏;国企改革;NFT概念;共同富裕示范区;文化传媒概念;在线教育;短剧游戏;国资云;AI应用;数据要素;人工智能;阿里巴巴概念;沪股通,601921.SH,14,17
301683,注册制次新股;商业航天;专精特新;粤港澳大湾区;MiniLED;MicroLED概念;超级电容;深股通;新股与次新股;融资融券,301683.SZ,10,33
600686,国企改革;福建自贸区;智能物流;氢能源;海峡两岸;燃料电池;长安汽车概念;车联网(车路协同);安防;百度概念;无人驾驶;新能源汽车;华为概念;融资融券;2026中报预增;沪股通,600686.SH,16,17
603613,ERP概念;虚拟数字人;跨境电商;统一大市场;ChatGPT概念;农村电商;数字经济;数据要素;DeepSeek概念;人工智能;抖音概念(字节概念);新疆振兴;算力租赁;工业互联网;物联网;东数西算(算力);华为概念;融资融券;沪股通,603613.SH,19,17
300423,智能电网;智慧政务;智慧城市;安防;智慧灯杆;虚拟电厂;光热发电;水利;数据中心(AIDC);储能;专精特新;风电;商业航天;光伏概念;智能家居;燃料电池;可控核聚变;氢能源;锂电池概念;冷链物流;股权转让(并购重组),300423.SZ,21,33
002073,参股银行;智能物流;一带一路;知识产权保护;数字经济;证金持股;生物质能发电;工业互联网;绿色电力;物联网;机器视觉;锂电池概念;宁德时代概念;传感器;固态电池;深股通;融资融券,002073.SZ,17,33
601360,云办公;数据安全;智谱AI;多模态AI;网络安全;信创;ChatGPT概念;云计算;AI语料;国产操作系统;区块链;AI应用;AIGC概念;AI智能体;鸿蒙概念;AI视频;虚拟数字人;DeepSeek概念;数字经济;智慧城市;人工智能;车联网(车路协同);文化传媒概念;物联网;安防;EDR概念;网络游戏;跨境电商;机器人概念;比亚迪概念;新能源汽车;智能穿戴;参股银行;消费电子概念;同花顺漂亮100;沪股通;融资融券,601360.SH,37,17
002875,广东自贸区;跨境电商;粤港澳大湾区;IP经济(谷子经济);三胎概念;股权转让(并购重组),002875.SZ,6,33
002755,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,002755.SZ,7,33
300333,芯片概念;数字货币;网络安全;信创;数据安全;移动支付;鸿蒙概念;数字经济;数据要素;互联网金融;融资融券,300333.SZ,11,33
603086,大豆;生态农业;人民币贬值受益;创新药,603086.SH,4,17
300278,新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;数字孪生;工业互联网;高端装备;智能物流;特斯拉概念;比亚迪概念;新能源汽车;人民币贬值受益;光伏概念;深股通;融资融券,300278.SZ,16,33
002651,西部大开发;军民融合;成飞概念;大飞机;军工;低空经济;高端装备;无人机;机器人概念;商业航天;深股通,002651.SZ,11,33
300995,小米汽车;人形机器人;碳纤维;比亚迪概念;新能源汽车;创投;一带一路;小米概念;粤港澳大湾区;三胎概念;融资融券,300995.SZ,11,33
000557,统一大市场;国企改革;西部大开发;一带一路;煤炭概念;无人驾驶;股权转让(并购重组);深股通;融资融券,000557.SZ,9,33
301159,智慧政务;数据安全;数据确权;信创;数据要素;鸿蒙概念;AI应用;AI智能体;区块链;数字经济;DeepSeek概念;人工智能;军工信息化;工业互联网;智能医疗;华为概念;食品安全;军工;人形机器人;小米概念;比亚迪概念;商业航天;合成生物;芯片概念;融资融券,301159.SZ,25,33
000505,粮食概念;转基因;海南自贸区;网红经济;国企改革;京津冀一体化;一带一路;融资融券,000505.SZ,8,33
002084,空气能热泵;一带一路;智能物流;人民币贬值受益;智能家居;海峡两岸;物联网;3D打印,002084.SZ,8,33
000513,生物疫苗;创新药;仿制药一致性评价;重组蛋白;减肥药;流感;辅助生殖;猴痘概念;宠物经济;基因测序;智能医疗;横琴新区;DeepSeek概念;AI应用;深股通;融资融券;AI智能体,000513.SZ,17,33
000778,地下管网;特钢概念;央企国企改革;PPP概念;国企改革;参股银行;水利;京津冀一体化;钒电池;核电;小金属概念;储能;深股通;融资融券,000778.SZ,14,33
000573,广东自贸区;物业管理;创投;粤港澳大湾区;锂电池概念;动力电池回收;互联网金融;金属回收;金属铅,000573.SZ,9,33
002590,小米汽车;人形机器人;华为汽车;长安汽车概念;无人驾驶;比亚迪概念;汽车电子;小米概念;机器人概念;车联网(车路协同);毫米波雷达;飞行汽车(eVTOL);新能源汽车;工业互联网;百度概念;低空经济;独角兽概念;无线充电;军工;两轮车;绿色电力;融资融券;深股通,002590.SZ,23,33
300520,量子科技;华为昇腾;网络安全;MLOps概念;东数西算(算力);信创;5G;华为鲲鹏;数据中心(AIDC);智慧政务;车联网(车路协同);华为概念;AI智能体;军工信息化;AI应用;数据要素;ChatGPT概念;ETC;商业航天;数字乡村;无人驾驶;智慧城市;AIGC概念;人工智能;区块链;低空经济;DeepSeek概念;军工;数字孪生;比亚迪概念;机器人概念;数字经济;虚拟电厂;在线教育;储能;汽车热管理;新能源汽车;智能物流;智能医疗;水利;宁德时代概念;锂电池概念;养老概念;深股通;融资融券,300520.SZ,45,33
300515,物联网;工业互联网;电力物联网;机器人概念;专精特新;碳中和;固废处理,300515.SZ,7,33
600573,啤酒概念;合成生物;旅游概念;国企改革;海峡两岸,600573.SH,5,17
300815,AI应用;人形机器人;人工智能;DeepSeek概念;数字乡村;机器人概念;阿里巴巴概念;智慧城市;无人驾驶;一带一路;无人机;垃圾分类;金属回收;粤港澳大湾区;新型城镇化;PPP概念;碳中和;物业管理;东数西算(算力);深股通,300815.SZ,20,33
300368,算力租赁;互联网金融;信创;云计算;风电;智慧城市;数据中心(AIDC);京津冀一体化;无人零售;华为概念;雄安新区;机器人概念;国企改革;股权转让(并购重组);深股通,300368.SZ,15,33
002191,IP经济(谷子经济);烟草;区块链;粤港澳大湾区;蚂蚁集团概念;物联网;新型烟草(电子烟);PET铜箔;芯片概念;深股通;融资融券,002191.SZ,11,33
002868,宠物经济;合成生物;POE胶膜;海峡两岸;光伏概念;深股通;摘帽;股权转让(并购重组),002868.SZ,8,33
600588,ERP概念;财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;鸿蒙概念;AI应用;AI智能体;信创;区块链;互联网金融;云计算;数字经济;阿里巴巴概念;网络安全;DeepSeek概念;人工智能;工业互联网;智能医疗;华为概念;参股保险;中国AI 50;机器人概念;参股银行;同花顺漂亮100;沪股通;融资融券,600588.SH,28,17
002259,天然气;西部大开发,002259.SZ,2,33
600960,中俄贸易概念;长安汽车概念;汽车热管理;华为汽车;DeepSeek概念;减速器;国企改革;新型工业化;机器人概念;工业母机;新能源汽车;氢能源;无人机;比亚迪概念;智能座舱;汽车电子;股权转让(并购重组),600960.SH,17,17
002999,供销社;化肥;粮食概念;农业种植;乡村振兴;农机;数字乡村;智能物流;数字经济;低空经济;无人机,002999.SZ,11,33
301599,注册制次新股;光刻胶;宁德时代概念;固态电池;锂电池概念;比亚迪概念;工业互联网;芯片概念;高端装备;人工智能;深股通;新股与次新股;融资融券,301599.SZ,13,33
301027,智慧城市;空间计算;数据要素;AIGC概念;建筑节能;车联网(车路协同);数据中心(AIDC);数字乡村;人工智能;DeepSeek概念;数字经济;房屋检测;新型城镇化;光伏建筑一体化;水利;装配式建筑;地下管网;储能;污水处理;一带一路;乡村振兴;绿色电力;西部大开发;融资融券,301027.SZ,24,33
002434,减速器;农机;一体化压铸;人形机器人;工业互联网;机器人概念;高端装备;新能源汽车;碳中和;碳交易;比亚迪概念;绿色电力;储能;虚拟电厂;深股通;融资融券,002434.SZ,16,33
300790,AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;融资融券;深股通,300790.SZ,18,33
300847,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,300847.SZ,6,33
300011,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充,300011.SZ,13,33
600699,EDR概念;人形机器人;华为汽车;汽车热管理;智能座舱;英伟达概念;长安汽车概念;特斯拉概念;无人驾驶;无线充电;汽车电子;传感器;机器人概念;小米概念;新能源汽车;车联网(车路协同);比亚迪概念;华为概念;鸿蒙概念;5G;AI智能体;AI应用;人民币贬值受益;阿里巴巴概念;共封装光学(CPO);DeepSeek概念;充电桩;数字经济;芯片概念;高压快充;创投;储能;固态电池;汽车芯片;碳中和;沪股通;融资融券,600699.SH,37,17
601601,证金持股;互联网保险;同花顺中特估100;蚂蚁集团概念;沪股通;融资融券;华为概念,601601.SH,7,17
000333,超级品牌;高股息精选;证金持股;同花顺漂亮100;同花顺出海50;净水概念;空气能热泵;深股通;融资融券;家用电器;一带一路;智能家居;汽车热管理;工业互联网;机器人概念;AI智能体;人形机器人;物联网;储能;华为概念;智能电网;液冷服务器;芯片概念;数据中心(AIDC);MCU芯片,000333.SZ,25,33
688578,创新药;沪股通;融资融券,688578.SH,3,17
002424,民营医院;参股银行;仿制药一致性评价;乡村振兴;创新药;流感;肝炎概念;智能医疗;医疗器械概念;西部大开发;ST板块;腾讯概念,002424.SZ,12,33
603551,跨境电商;高股息精选;智能家居;家用电器;华为概念,603551.SH,5,17
603191,智能电网;水利;风电;雅下水电概念;东数西算(算力);充电桩;特钢概念;数据中心(AIDC);PPP概念;储能;工业互联网;西部大开发;一带一路;光伏概念;高铁;专精特新;沪股通;融资融券,603191.SH,18,17
301040,卫星导航;商业航天;核电;军工;高端装备;风电;绿色电力;专精特新;人民币贬值受益;融资融券,301040.SZ,10,33
002439,华为欧拉;网络安全;数据安全;华为昇腾;信创;电子身份证;智慧灯杆;云计算;华为鲲鹏;多模态AI;智慧政务;东数西算(算力);量子科技;鸿蒙概念;车联网(车路协同);物联网;智慧城市;腾讯概念;数据要素;军工信息化;AI智能体;数据中心(AIDC);数字经济;数字货币;DeepSeek概念;AI应用;华为概念;人工智能;工业互联网;低空经济;军民融合;商业航天;京津冀一体化;无人机;小米概念;机器人概念;跨境支付(CIPS);6G概念;5G;烟草;国企改革;2026一季报预增;融资融券;深股通,002439.SZ,44,33
603693,生物质能发电;绿色电力;风电;充电桩;储能;国企改革;海工装备;钠离子电池;沪股通;融资融券,603693.SH,10,17
603648,统一大市场;冷链物流;自由贸易港;国企改革;智能物流;医疗器械概念;一带一路;上海自贸区;长三角一体化;换电概念;机器人概念;新能源汽车;苹果概念,603648.SH,13,17
920779,高股息精选;宁德时代概念;锂电池概念;融资融券;消费电子概念;比亚迪概念;固态电池,920779.BJ,7,151
000820,ST板块;金属铜;固废处理;储能;光伏概念,000820.SZ,5,33
601518,高股息精选;国企改革;沪股通,601518.SH,3,17
300828,汽车热管理;比亚迪概念;新能源汽车;光伏概念;液冷服务器;机器人概念;数据中心(AIDC);5G;医疗器械概念;一带一路;储能;充电桩;京津冀一体化;风电;国企改革;股权转让(并购重组),300828.SZ,16,33
600550,柔性直流输电;抽水蓄能;智能电网;虚拟电厂;特高压;超超临界发电;核电;可控核聚变;雄安新区;央企国企改革;京津冀一体化;海峡两岸;国企改革;乡村振兴;2026中报预增;股权转让(并购重组);沪股通;融资融券,600550.SH,18,17
002203,PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券,002203.SZ,15,33
688586,军民融合;大飞机;商业航天;军工;无人机;专精特新;高端装备;央企国企改革;国企改革;沪股通;融资融券,688586.SH,11,17
301076,PEEK材料;专精特新;深股通;融资融券,301076.SZ,4,33
920242,传感器;跨境电商;融资融券;特斯拉概念;汽车电子;汽车拆解概念;毫米波雷达;无人驾驶;机器人概念;人民币贬值受益;新能源汽车;一带一路,920242.BJ,12,151
603516,虚拟现实;液冷服务器;同花顺新质50;军工信息化;MR(混合现实);安防;华为概念;星闪概念;智慧城市;芯片概念;人工智能;融资融券;沪股通,603516.SH,13,17
000062,华为海思概念股;存储芯片;共封装光学(CPO);芯片概念;第三代半导体;6G概念;2026一季报预增;汽车电子;传感器;华为昇腾;东数西算(算力);华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;人形机器人;机器人概念;腾讯概念;智慧城市;人民币贬值受益;AI智能体;互联网金融;创投;雄安新区;深股通;融资融券;证金持股;2026中报预增,000062.SZ,28,33
920579,高铁;高端装备;车联网(车路协同);融资融券;芯片概念;第三代半导体;物联网;烟草;污水处理;比亚迪概念;机器视觉;机器人概念;智能物流;无人驾驶;智能医疗;新能源汽车;新型工业化;数字孪生;工业母机;工业互联网;央企国企改革;垃圾分类;国企改革;固废处理;京津冀一体化;专精特新;一体化压铸,920579.BJ,27,151
688347,国家大基金持股;存储芯片;芯片概念;消费电子概念;国企改革;上海国企改革;沪股通;融资融券,688347.SH,8,17
000007,粤港澳大湾区;物业管理,000007.SZ,2,33
688334,智能电网;柔性直流输电;核电;特高压;充电桩;央企国企改革;无人机;一带一路;西部大开发;超导概念;国企改革;固态电池;沪股通;融资融券,688334.SH,14,17
920689,数据中心(AIDC);氢能源;燃料电池;高铁;高端装备;风电;海工装备;融资融券;核电;专精特新,920689.BJ,10,151
002168,国企改革;西部大开发;创投;网络游戏;手机游戏;区块链;ST板块;腾讯概念;新能源汽车;充电桩;华为概念;光伏概念;智能电网;储能;高压快充,002168.SZ,15,33
000923,金属铜;人民币贬值受益;雄安新区;国企改革;京津冀一体化;同花顺中特估100;融资融券;深股通,000923.SZ,8,33
600333,天然气;国企改革;融资融券,600333.SH,3,17
603317,高股息精选;西部大开发;2026中报预增;融资融券;沪股通,603317.SH,5,17
600027,超超临界发电;煤炭概念;绿色电力;抽水蓄能;证金持股;虚拟电厂;风电;国企改革;央企国企改革;氢能源;储能;沪股通;融资融券;股权转让(并购重组),600027.SH,14,17
600580,人形机器人;特斯拉概念;机器人概念;飞行汽车(eVTOL);家用电器;工业互联网;智能家居;比亚迪概念;航空发动机;小米概念;新能源汽车;低空经济;阿里巴巴概念;DeepSeek概念;无人机;华为概念;军工;储能;一带一路;氢能源;海工装备;风电;核电;光伏建筑一体化;数据中心(AIDC);沪股通;融资融券,600580.SH,27,17
000035,碳交易;生物质能发电;绿色电力;风电;固废处理;垃圾分类;氢能源;储能;一带一路;人工智能;机器人概念;深股通;融资融券,000035.SZ,13,33
