股票代码,code,所属概念数量,所属概念,market_code
601089.SH,601089,5,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,17
600456.SH,600456,16,大飞机;航空发动机;军工;商业航天;无人机;国产航母;小金属概念;核电;海工装备;3D打印;燃料电池;苹果概念;西部大开发;国企改革;融资融券;沪股通,17
300868.SZ,300868,7,AI眼镜;消费电子概念;智能穿戴;华为概念;跨境电商;深股通;融资融券,33
600461.SH,600461,11,高股息精选;天然气;PPP概念;国企改革;绿色电力;固废处理;污水处理;创投;垃圾分类;融资融券;沪股通,17
301110.SZ,301110,14,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;2026中报预增;深股通;融资融券,33
300025.SZ,300025,6,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,33
300715.SZ,300715,8,OLED;芯片概念;光伏概念;专精特新;长三角一体化;光伏建筑一体化;核电;深股通,33
920198.BJ,920198,15,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,151
000045.SZ,000045,6,粤港澳大湾区;虚拟现实;深圳国企改革;国企改革;OLED;深股通,33
000417.SZ,000417,19,互联网金融;AI应用;虚拟数字人;人工智能;跨境电商;养老概念;创投;乡村振兴;农村电商;充电桩;冷链物流;统一大市场;啤酒概念;参股银行;国企改革;黄金概念;证金持股;深股通;融资融券,33
000819.SZ,000819,7,POE胶膜;消毒剂;锂电池概念;国企改革;央企国企改革;深股通;融资融券,33
300018.SZ,300018,15,电力物联网;柔性直流输电;特高压;智能电网;抽水蓄能;核电;家庭医生;专精特新;智能医疗;血氧仪;水利;基因测序;医疗器械概念;深股通;融资融券,33
003041.SZ,003041,5,人民币贬值受益;共同富裕示范区;一带一路;深股通;股权转让(并购重组),33
300822.SZ,300822,11,人脸识别;跨境电商;AIGC概念;智能家居;人工智能;人民币贬值受益;粤港澳大湾区;机器视觉;宠物经济;锂电池概念;深股通,33
000507.SZ,000507,12,绿色电力;航运概念;光伏建筑一体化;统一大市场;天然气;国企改革;广东自贸区;风电;一带一路;横琴新区;粤港澳大湾区;深股通,33
001296.SZ,001296,6,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印,33
688349.SH,688349,8,绿色电力;氢能源;风电;DeepSeek概念;海工装备;数字经济;沪股通;融资融券,17
000566.SZ,000566,17,猴痘概念;肝炎概念;民营医院;维生素;细胞免疫治疗;流感;海南自贸区;仿制药一致性评价;创新药;医疗器械概念;参股银行;国企改革;创投;央企国企改革;脑机接口;深股通;融资融券,33
001225.SZ,001225,2,一带一路;水泥概念,33
002922.SZ,002922,15,高压快充;华为数字能源;数据中心(AIDC);5G;充电桩;光伏概念;华为概念;储能;2026一季报预增;新能源汽车;智能家居;粤港澳大湾区;一带一路;深股通;融资融券,33
600559.SH,600559,5,白酒概念;国企改革;京津冀一体化;沪股通;融资融券,17
300263.SZ,300263,24,OLED;芯片概念;碳纤维;柔性屏(折叠屏);大飞机;HJT电池;MicroLED概念;商业航天;钙钛矿电池;军工;无人机;军民融合;核电;飞行汽车(eVTOL);光伏概念;盐湖提锂;低空经济;动力电池回收;风电;超超临界发电;污水处理;PPP概念;融资融券;深股通,33
601500.SH,601500,10,国企改革;一带一路;AI应用;人民币贬值受益;工业互联网;新能源汽车;2026中报预增;股权转让(并购重组);融资融券;沪股通,17
603706.SH,603706,4,天然气;新疆振兴;西部大开发;高股息精选,17
600398.SH,600398,6,高股息精选;三胎概念;体育产业;阿里巴巴概念;沪股通;融资融券,17
600584.SH,600584,27,国家大基金持股;存储芯片;先进封装;中芯国际概念;共封装光学(CPO);汽车芯片;同花顺果指数;第三代半导体;芯片概念;苹果概念;汽车电子;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;人民币贬值受益;沪股通;融资融券;人工智能;绿色电力;央企国企改革;国企改革;数据中心(AIDC);2026中报预增;玻璃基板;股权转让(并购重组),17
000898.SZ,000898,13,特钢概念;证金持股;煤化工概念;国企改革;央企国企改革;金属回收;氢能源;数据要素;海工装备;比亚迪概念;深股通;融资融券;数据中心(AIDC),33
300119.SZ,300119,10,动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;京津冀一体化;绿色电力;AI应用;深股通,33
002267.SZ,002267,8,天然气;证金持股;地下管网;国企改革;西部大开发;氢能源;深股通;融资融券,33
603288.SH,603288,4,超级品牌;同花顺漂亮100;沪股通;融资融券,17
000683.SZ,000683,7,化肥;煤化工概念;高股息精选;西部大开发;碳中和;深股通;融资融券,33
000617.SZ,000617,18,信托概念;新疆振兴;同花顺中特估100;跨境支付(CIPS);参股券商;期货概念;参股银行;数字货币;国企改革;碳中和;西部大开发;氢能源;创投;一带一路;深股通;可控核聚变;中字头股票;融资融券,33
002263.SZ,002263,12,PET铜箔;石墨烯;特高压;比亚迪概念;军工;新能源汽车;柔性直流输电;光伏概念;共同富裕示范区;国企改革;深股通;融资融券,33
002390.SZ,002390,17,医药电商;流感;肝炎概念;民营医院;医美概念;农业种植;养老概念;冷链物流;土地流转;基因测序;乡村振兴;医疗器械概念;西部大开发;创投;牙科医疗;深股通;融资融券,33
600166.SH,600166,21,动力电池回收;燃料电池;氢能源;固态电池;锂电池概念;国企改革;华为汽车;无人驾驶;车联网(车路协同);智慧城市;军工;新能源汽车;工业互联网;宁德时代概念;冷链物流;百度概念;DeepSeek概念;华为概念;智能座舱;沪股通;融资融券,17
688410.SH,688410,6,医疗器械概念;智能医疗;专精特新;西部大开发;沪股通;融资融券,17
920395.BJ,920395,6,融资融券;消费电子概念;小米概念;安防;华为概念;华为手机,151
300159.SZ,300159,21,成飞概念;航空发动机;专精特新;商业航天;可控核聚变;大飞机;卫星导航;军工;军民融合;无人机;海工装备;股权转让(并购重组);核电;农机;新疆振兴;低空经济;西部大开发;国企改革;乡村振兴;深股通;摘帽,33
688311.SH,688311,10,军工信息化;卫星导航;军民融合;商业航天;大飞机;军工;西部大开发;先进封装;沪股通;融资融券,17
920367.BJ,920367,11,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;融资融券;维生素;流感;华为鲲鹏;智能医疗;创新药,151
300690.SZ,300690,16,碳纤维;风电;飞行汽车(eVTOL);PEEK材料;大飞机;海工装备;低空经济;军工;机器人概念;人形机器人;无人机;比亚迪概念;新能源汽车;3D打印;深股通;融资融券,33
600959.SH,600959,33,国资云;短剧游戏;虚拟数字人;AIGC概念;数据要素;文化传媒概念;腾讯概念;元宇宙;数字乡村;云办公;网络安全;DeepSeek概念;数据安全;智慧城市;人工智能;数字孪生;算力租赁;养老概念;工业互联网;东数西算(算力);低空经济;华为概念;食品安全;乡村振兴;数据中心(AIDC);机器视觉;足球概念;国企改革;储能;5G;光伏概念;沪股通;融资融券,17
300144.SZ,300144,11,旅游概念;IP经济(谷子经济);网红经济;文化传媒概念;电子竞技;共同富裕示范区;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券,33
688016.SH,688016,4,医疗器械概念;专精特新;沪股通;融资融券,17
300360.SZ,300360,12,电力物联网;虚拟电厂;智能电网;一带一路;创投;充电桩;物联网;共同富裕示范区;高压快充;高股息精选;深股通;融资融券,33
600369.SH,600369,6,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,17
600637.SH,600637,21,AI智能体;AI应用;腾讯概念;短剧游戏;云游戏;百度概念;智慧城市;虚拟现实;人工智能;在线教育;文化传媒概念;5G;电子竞技;网络游戏;创投;旅游概念;上海国企改革;国企改革;证金持股;沪股通;融资融券,17
002737.SZ,002737,9,流感;医药电商;创新药;肝炎概念;维生素;三胎概念;黑龙江自贸区;深股通;融资融券,33
600198.SH,600198,24,汽车芯片;芯片概念;MCU芯片;5G;卫星导航;智能穿戴;商业航天;量子科技;无人机;核电;网络安全;数据安全;低空经济;车联网(车路协同);智慧城市;智慧政务;移动支付;创投;一带一路;央企国企改革;国企改革;融资融券;股权转让(并购重组);沪股通,17
920263.BJ,920263,21,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;页岩气;融资融券;稀土永磁;碳交易;碳中和;污水处理;水泥概念;机器人概念;新疆振兴;土壤修复;专精特新;人形机器人;人工智能;AIGC概念,151
600989.SH,600989,11,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;跨境电商;DeepSeek概念;2026中报预增;融资融券;沪股通,17
600301.SH,600301,9,金属铅;金属锌;金属铜;小金属概念;DeepSeek概念;西部大开发;国企改革;融资融券;沪股通,17
000902.SZ,000902,11,化肥;磷化工;农村电商;大豆;生态农业;氟化工概念;乡村振兴;数字乡村;锂电池概念;深股通;融资融券,33
002926.SZ,002926,6,期货概念;国企改革;西部大开发;2026中报预增;融资融券;深股通,33
688302.SH,688302,4,创新药;西部大开发;沪股通;融资融券,17
601686.SH,601686,7,高股息精选;天津自贸区;地下管网;雅下水电概念;雄安新区;水利;沪股通,17
688676.SH,688676,23,智能电网;中国AI 50;数据中心(AIDC);抽水蓄能;核电;光伏概念;储能;风电;华为概念;阿里巴巴概念;百度概念;海工装备;专精特新;工业互联网;新能源汽车;数据要素;数字孪生;高端装备;机器人概念;雅下水电概念;海南自贸区;融资融券;沪股通,17
600718.SH,600718,43,DRG/DIP;AI应用;互联网金融;智能医疗;区块链;AIGC概念;财税数字化;数据要素;养老概念;DeepSeek概念;数字经济;AI智能体;独角兽概念;数字货币;人工智能;智慧政务;智慧城市;数据安全;信创;参股保险;百度概念;云计算;车联网(车路协同);网络安全;抖音概念(字节概念);工业互联网;华为昇腾;医疗器械概念;食品安全;长安汽车概念;机器人概念;华为概念;虚拟电厂;无人驾驶;东数西算(算力);新能源汽车;比亚迪概念;智能座舱;中国AI 50;5G;汽车电子;融资融券;沪股通,17
301055.SZ,301055,10,物联网;家用电器;AI智能体;DeepSeek概念;NFT概念;露营经济;IP经济(谷子经济);跨境电商;超级品牌;融资融券,33
300893.SZ,300893,10,华为汽车;网络安全;一带一路;智能座舱;专精特新;新能源汽车;比亚迪概念;汽车电子;深股通;融资融券,33
603320.SH,603320,2,空气能热泵;家用电器,17
300546.SZ,300546,29,电子身份证;数字货币;移动支付;区块链;蚂蚁集团概念;人脸识别;智慧政务;数据安全;华为鲲鹏;鸿蒙概念;信创;数据要素;网络安全;智慧城市;数字经济;人工智能;DeepSeek概念;车联网(车路协同);腾讯概念;网约车;云计算;粤港澳大湾区;专精特新;智能物流;量子科技;数字孪生;机器人概念;一带一路;深股通,33
603370.SH,603370,11,注册制次新股;家用电器;工业母机;机器人概念;新能源汽车;比亚迪概念;专精特新;液冷服务器;储能;新股与次新股;融资融券,17
688428.SH,688428,3,创新药;沪股通;融资融券,17
002511.SZ,002511,4,三胎概念;IP经济(谷子经济);深股通;融资融券,33
300294.SZ,300294,7,生物疫苗;肝炎概念;仿制药一致性评价;国企改革;央企国企改革;深股通;融资融券,33
605003.SH,605003,2,共同富裕示范区;人民币贬值受益,17
605398.SH,605398,18,MLOps概念;华为鲲鹏;AIGC概念;信创;短剧游戏;数据要素;百度概念;蚂蚁集团概念;腾讯概念;数字经济;阿里巴巴概念;互联网金融;人工智能;华为概念;长三角一体化;数据中心(AIDC);机器人概念;沪股通,17
002555.SZ,002555,24,电子竞技;手机游戏;网络游戏;NFT概念;云游戏;养老概念;AIGC概念;虚拟数字人;文化传媒概念;AI视频;AI应用;在线教育;ChatGPT概念;元宇宙;AI智能体;脑机接口;人工智能;多模态AI;创投;虚拟现实;高股息精选;华为概念;深股通;融资融券,33
300393.SZ,300393,11,BC电池;TOPCON电池;钙钛矿电池;光伏概念;光伏建筑一体化;华为概念;虚拟电厂;AI智能体;国企改革;深股通;融资融券,33
920106.BJ,920106,10,两轮车;碳纤维;军工;新能源汽车;飞行汽车(eVTOL);低空经济;农机;融资融券;长安汽车概念;比亚迪概念,151
603828.SH,603828,6,ST板块;光伏建筑一体化;建筑节能;装配式建筑;PPP概念;新型城镇化,22
002608.SZ,002608,10,超超临界发电;碳交易;信托概念;虚拟电厂;参股保险;国企改革;储能;工业互联网;深股通;融资融券,33
301237.SZ,301237,6,消费电子概念;碳纤维;光伏概念;MLCC概念;商业航天;融资融券,33
002324.SZ,002324,20,军工;碳纤维;PEEK材料;商业航天;低空经济;卫星导航;脑机接口;6G概念;专精特新;机器人概念;新能源汽车;储能;长三角一体化;毫米波雷达;钠离子电池;锂电池概念;固态电池;消费电子概念;深股通;融资融券,33
600897.SH,600897,5,国企改革;福建自贸区;海峡两岸;沪股通;融资融券,17
002997.SZ,002997,11,一体化压铸;小米汽车;华为汽车;机器人概念;人工智能;新能源汽车;新型工业化;专精特新;比亚迪概念;深股通;融资融券,33
600930.SH,600930,11,绿色电力;风电;央企国企改革;国企改革;氢能源;储能;核电;一带一路;人工智能;东数西算(算力);融资融券,17
002132.SZ,002132,14,硅能源;有机硅概念;光纤概念;钙钛矿电池;光伏概念;高铁;机器人概念;一带一路;特高压;2026一季报预增;黄金概念;2026中报预增;深股通;融资融券,33
000042.SZ,000042,5,物业管理;粤港澳大湾区;深股通;2026中报预增;融资融券,33
000625.SZ,000625,32,证金持股;俄乌冲突概念;网约车;国企改革;西部大开发;智能物流;一带一路;央企国企改革;兵装重组概念;DeepSeek概念;华为汽车;长安汽车概念;车联网(车路协同);动力电池回收;燃料电池;飞行汽车(eVTOL);腾讯概念;换电概念;机器人概念;低空经济;人形机器人;深股通;融资融券;无人驾驶;新能源汽车;华为概念;智能座舱;锂电池概念;宁德时代概念;固态电池;数字孪生;股权转让(并购重组),33
920523.BJ,920523,5,安防;锂电池概念;人民币贬值受益;融资融券;专精特新,151
300617.SZ,300617,16,智能电网;电力物联网;特高压;东数西算(算力);数据中心(AIDC);虚拟电厂;核电;充电桩;风电;腾讯概念;光伏概念;储能;专精特新;宁德时代概念;氟化工概念;深股通,33
920035.BJ,920035,10,跨境电商;芯片概念;液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,151
600336.SH,600336,18,净水概念;空气能热泵;医疗器械概念;跨境电商;家用电器;冰雪产业;一带一路;物业管理;创投;智能家居;冷链物流;无人零售;物联网;国企改革;DeepSeek概念;超级品牌;融资融券;沪股通,17
003015.SZ,003015,7,柔性屏(折叠屏);新能源汽车;小米概念;华为概念;消费电子概念;AI眼镜;PET铜箔,33
000852.SZ,000852,19,页岩气;可燃冰;天然气;俄乌冲突概念;地下管网;雄安新区;国企改革;央企国企改革;氢能源;一带一路;海工装备;数字经济;燃料电池;高端装备;工业互联网;专精特新;储能;深股通;融资融券,33
920436.BJ,920436,6,融资融券;百度概念;无人驾驶;新能源汽车;专精特新;充电桩,151
600079.SH,600079,13,芬太尼;生物疫苗;创新药;肝炎概念;民营医院;流感;ST板块;辅助生殖;国企改革;医疗器械概念;央企国企改革;人工智能;智能医疗,22
601139.SH,601139,17,天然气;证金持股;绿色电力;POE胶膜;国企改革;深圳国企改革;氢能源;DeepSeek概念;华为数字能源;燃料电池;智慧城市;沪股通;融资融券;百度概念;固态电池;光伏概念;数据中心(AIDC),17
002096.SZ,002096,9,民爆概念;新疆振兴;雅下水电概念;国企改革;一带一路;央企国企改革;军民融合;军工;深股通,33
300919.SZ,300919,21,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;2026中报预增;深股通;融资融券,33
000516.SZ,000516,19,高压氧舱;民营医院;毛发医疗;养老概念;三胎概念;医美概念;细胞免疫治疗;辅助生殖;智能医疗;旅游概念;西部大开发;脑机接口;DeepSeek概念;人工智能;阿里巴巴概念;机器人概念;华为概念;深股通;融资融券,33
603383.SH,603383,14,AI应用;互联网金融;AI智能体;华为鲲鹏;区块链;鸿蒙概念;腾讯概念;信创;DeepSeek概念;福建自贸区;华为概念;海峡两岸;融资融券;沪股通,17
300087.SZ,300087,11,粮食概念;玉米;转基因;大豆;农业种植;乡村振兴;俄乌冲突概念;国企改革;央企国企改革;一带一路;ST板块,33
000709.SZ,000709,12,特钢概念;国企改革;雄安新区;京津冀一体化;钒电池;钠离子电池;核电;储能;比亚迪概念;深股通;融资融券;可控核聚变,33
601900.SH,601900,10,IP经济(谷子经济);文化传媒概念;高股息精选;在线教育;参股银行;国企改革;AI应用;人工智能;沪股通;融资融券,17
301658.SZ,301658,8,储能;充电桩;光伏概念;一带一路;粤港澳大湾区;人民币贬值受益;深股通;融资融券,33
301028.SZ,301028,9,福建自贸区;雅下水电概念;海峡两岸;核电;比亚迪概念;专精特新;PCB概念;深股通;融资融券,33
600238.SH,600238,7,ST板块;白酒概念;跨境电商;养老概念;海南自贸区;国企改革;专精特新,22
300292.SZ,300292,27,光纤概念;5G;数据中心(AIDC);毫米波雷达;信创;物联网;传感器;云计算;华为概念;车联网(车路协同);华为鲲鹏;移动支付;百度概念;军工;阿里巴巴概念;智能座舱;汽车电子;鸿蒙概念;数字经济;ChatGPT概念;新能源汽车;DeepSeek概念;储能;长安汽车概念;汽车热管理;跨境电商;深股通,33
000002.SZ,000002,16,租售同权;物业管理;证金持股;冰雪产业;超级品牌;养老概念;装配式建筑;冷链物流;体育产业;同花顺漂亮100;智能物流;空间计算;粤港澳大湾区;机器人概念;深股通;融资融券,33
300479.SZ,300479,40,移动支付;AIGC概念;智慧政务;数字货币;数据要素;AI应用;电子身份证;财税数字化;华为鲲鹏;国产操作系统;AI智能体;ChatGPT概念;信创;数字经济;云计算;语音技术;网络安全;百度概念;智慧城市;独角兽概念;人工智能;DeepSeek概念;人脸识别;车联网(车路协同);华为昇腾;安防;低空经济;工业互联网;智能医疗;智慧灯杆;华为概念;无人机;机器人概念;机器视觉;高铁;东数西算(算力);专精特新;国企改革;5G;融资融券,33
002206.SZ,002206,13,中俄贸易概念;一带一路;长三角一体化;创投;人民币贬值受益;工业互联网;俄乌冲突概念;PEEK材料;海工装备;新能源汽车;光伏概念;深股通;融资融券,33
688569.SH,688569,8,高铁;国企改革;一带一路;京津冀一体化;央企国企改革;充电桩;沪股通;融资融券,17
600377.SH,600377,4,高股息精选;国企改革;沪股通;融资融券,17
301309.SZ,301309,6,共同富裕示范区;人民币贬值受益;智能家居;3D打印;专精特新;融资融券,33
600533.SH,600533,8,物业管理;雄安新区;国企改革;参股银行;互联网金融;长三角一体化;独角兽概念;融资融券,17
601789.SH,601789,18,国资云;东数西算(算力);腾讯概念;阿里巴巴概念;数据中心(AIDC);区块链;百度概念;房屋检测;水利;新型城镇化;装配式建筑;PPP概念;低空经济;地下管网;国企改革;参股券商;沪股通;融资融券,17
688656.SH,688656,2,沪股通;融资融券,17
600481.SH,600481,16,硅能源;光热发电;光伏概念;专精特新;氢能源;高端装备;碳中和;工业互联网;储能;核电;DeepSeek概念;液冷服务器;数据中心(AIDC);超超临界发电;融资融券;沪股通,17
000553.SZ,000553,6,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,33
301151.SZ,301151,16,新型城镇化;地下管网;雄安新区;水利;乡村振兴;污水处理;一带一路;专精特新;碳中和;核电;海峡两岸;液冷服务器;超超临界发电;抽水蓄能;数据中心(AIDC);融资融券,33
688522.SH,688522,13,低空经济;卫星导航;军工;专精特新;同花顺新质50;东数西算(算力);毫米波雷达;粤港澳大湾区;水利;MCU芯片;AI应用;沪股通;融资融券,17
600125.SH,600125,9,航运概念;统一大市场;冷链物流;国企改革;中俄贸易概念;一带一路;碳中和;沪股通;融资融券,17
600177.SH,600177,10,高股息精选;证金持股;冰雪产业;参股保险;参股银行;养老概念;三胎概念;互联网金融;沪股通;融资融券,17
920183.BJ,920183,5,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,151
300940.SZ,300940,8,电子纸;新能源汽车;MicroLED概念;智能穿戴;消费电子概念;OLED;深股通;融资融券,33
300733.SZ,300733,15,成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;小米概念;减速器;深股通,33
600537.SH,600537,8,ST板块;绿色电力;光伏建筑一体化;硅能源;光伏概念;TOPCON电池;钙钛矿电池;5G,22
300454.SZ,300454,21,云办公;数据安全;信创;云计算;智慧政务;网络安全;ChatGPT概念;中国AI 50;算力租赁;AI智能体;东数西算(算力);AI应用;数据中心(AIDC);DeepSeek概念;物联网;人工智能;英伟达概念;粤港澳大湾区;机器人概念;融资融券;深股通,33
688155.SH,688155,17,专精特新;锂电池概念;宁德时代概念;高端装备;固态电池;新型工业化;机器人概念;新能源汽车;人工智能;燃料电池;一带一路;DeepSeek概念;智能物流;数据要素;储能;沪股通;融资融券,17
301246.SZ,301246,12,氟化工概念;磷化工;钠离子电池;固态电池;锂电池概念;仿制药一致性评价;合成生物;流感;猴痘概念;比亚迪概念;深股通;融资融券,33
920753.BJ,920753,5,食品安全;融资融券;国企改革;创投;京津冀一体化,151
603194.SH,603194,11,共同富裕示范区;人民币贬值受益;智能物流;汽车拆解概念;机器人概念;军工;新能源汽车;锂电池概念;储能;沪股通;融资融券,17
600596.SH,600596,20,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;2026一季报预增;光伏概念;转基因;玉米;华为概念;液冷服务器;乡村振兴;农业种植;共同富裕示范区;光纤概念;东数西算(算力);人形机器人;沪股通;融资融券;2026中报预增,17
601107.SH,601107,9,高股息精选;国企改革;西部大开发;创投;氢能源;沪股通;融资融券;DeepSeek概念;充电桩,17
002004.SZ,002004,15,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,33
300073.SZ,300073,20,钠离子电池;动力电池回收;固态电池;金属钴;锂电池概念;宁德时代概念;小金属概念;储能;比亚迪概念;特斯拉概念;飞行汽车(eVTOL);新能源汽车;无人机;低空经济;高端装备;国企改革;央企国企改革;深股通;2026中报预增;融资融券,33
000777.SZ,000777,19,高端装备;核电;商业航天;可控核聚变;水利;一带一路;燃料电池;储能;氢能源;央企国企改革;国企改革;抽水蓄能;幽门螺杆菌概念;超超临界发电;天然气;煤化工概念;融资融券;深股通;中字头股票,33
600604.SH,600604,8,租售同权;蚂蚁集团概念;数字经济;创投;国企改革;DeepSeek概念;融资融券;沪股通,17
601828.SH,601828,7,国企改革;DeepSeek概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);沪股通;融资融券,17
002032.SZ,002032,5,高股息精选;深股通;融资融券;一带一路;家用电器,33
600207.SH,600207,11,建筑节能;光热发电;光伏概念;医疗器械概念;储能;国企改革;天然气;富士康概念;芯片概念;沪股通;融资融券,17
002275.SZ,002275,7,高股息精选;仿制药一致性评价;流感;创新药;西部大开发;深股通;融资融券,33
000632.SZ,000632,10,ST板块;特色小镇;物业管理;国企改革;露营经济;旅游概念;跨境电商;创投;福建自贸区;海峡两岸,33
920906.BJ,920906,8,高端装备;长安汽车概念;融资融券;机器人概念;比亚迪概念;智能座舱;无人驾驶;新能源汽车,151
600252.SH,600252,13,医药电商;仿制药一致性评价;肝炎概念;生物疫苗;创新药;幽门螺杆菌概念;参股券商;国企改革;医疗器械概念;西部大开发;创投;沪股通;融资融券,17
000727.SZ,000727,37,信创;AIGC概念;AI PC;电子纸;云办公;AI应用;阿里巴巴概念;腾讯概念;虚拟现实;在线教育;云游戏;电子竞技;智慧城市;数字经济;数字孪生;华为概念;小米概念;智能穿戴;智能家居;充电桩;无线耳机;海峡两岸;汽车电子;消费电子概念;MicroLED概念;家用电器;人民币贬值受益;智能医疗;跨境电商;一带一路;中俄贸易概念;MiniLED;富士康概念;国企改革;PCB概念;央企国企改革;深股通,33
300582.SZ,300582,8,智慧灯杆;传感器;专精特新;换电概念;新能源汽车;人民币贬值受益;充电桩;储能,33
601997.SH,601997,4,高股息精选;西部大开发;沪股通;融资融券,17
603025.SH,603025,18,量子科技;国产操作系统;网络安全;人工智能;华为概念;工业互联网;华为鲲鹏;DeepSeek概念;数字经济;机器人概念;新型工业化;东数西算(算力);京津冀一体化;5G;国企改革;芯片概念;沪股通;融资融券,17
600888.SH,600888,9,石墨烯;煤炭概念;新疆振兴;西部大开发;军工;一带一路;一体化压铸;沪股通;融资融券,17
920145.BJ,920145,7,碳中和;污水处理;高端装备;汽车电子;融资融券;芯片概念;传感器,151
000001.SZ,000001,5,高股息精选;证金持股;跨境支付(CIPS);深股通;融资融券,33
002798.SZ,002798,7,智能家居;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组),33
601390.SH,601390,20,同花顺中特估100;证金持股;中字头股票;参股券商;国企改革;央企国企改革;PPP概念;新型城镇化;一带一路;水利;金属铜;金属铅;金属锌;高铁;人工智能;金属钴;小金属概念;低空经济;沪股通;融资融券,17
000049.SZ,000049,28,钠离子电池;固态电池;锂电池概念;储能;人民币贬值受益;粤港澳大湾区;比亚迪概念;智能家居;新能源汽车;物联网;机器人概念;无线耳机;华为手机;小米概念;无人机;华为概念;消费电子概念;苹果概念;人形机器人;智能穿戴;同花顺果指数;AI眼镜;5G;深股通;融资融券;先进封装;2026中报预增;数据中心(AIDC),33
688529.SH,688529,20,新型工业化;长安汽车概念;人形机器人;机器人概念;智能物流;机器视觉;特斯拉概念;燃料电池;高端装备;小米汽车;新能源汽车;比亚迪概念;人工智能;小米概念;DeepSeek概念;华为概念;氢能源;锂电池概念;固态电池;融资融券,17
688128.SH,688128,25,可控核聚变;比亚迪概念;无人机;无人驾驶;充电桩;低空经济;华为概念;汽车热管理;储能;车联网(车路协同);特高压;粤港澳大湾区;新型工业化;一带一路;宁德时代概念;氢能源;房屋检测;锂电池概念;抽水蓄能;固态电池;央企国企改革;国企改革;沪股通;中字头股票;融资融券,17
600568.SH,600568,8,ST板块;PPP概念;民营医院;粤港澳大湾区;医疗器械概念;眼科医疗;细胞免疫治疗;医药电商,22
688581.SH,688581,5,医疗器械概念;机器人概念;人民币贬值受益;沪股通;融资融券,17
300691.SZ,300691,24,MicroLED概念;虚拟现实;消费电子概念;智能穿戴;机器视觉;汽车电子;毫米波雷达;智能座舱;比亚迪概念;AI眼镜;新能源汽车;机器人概念;无人驾驶;安防;华为概念;物联网;元宇宙;无人机;车联网(车路协同);智慧城市;人工智能;智能物流;深股通;融资融券,33
603195.SH,603195,14,超级品牌;高股息精选;露营经济;家用电器;同花顺漂亮100;智能家居;腾讯概念;抖音概念(字节概念);充电桩;华为概念;储能;无线充电;沪股通;融资融券,17
603098.SH,603098,14,绿色电力;土壤修复;光伏建筑一体化;建筑节能;腾讯概念;装配式建筑;人工智能;一带一路;储能;华为概念;光伏概念;专精特新;沪股通;融资融券,17
920556.BJ,920556,17,数据中心(AIDC);电力物联网;数字孪生;商业航天;阿里巴巴概念;融资融券;腾讯概念;百度概念;物联网;智能电网;华为概念;华为数字能源;充电桩;储能;传感器;云计算;5G,151
300647.SZ,300647,10,液冷服务器;消费电子概念;数据中心(AIDC);锂电池概念;智慧城市;5G;智慧灯杆;动力电池回收;一带一路;跨境电商,33
603215.SH,603215,10,网红经济;共同富裕示范区;一带一路;人民币贬值受益;智能家居;家用电器;人工智能;机器人概念;小米概念;AI眼镜,17
300234.SZ,300234,5,氢能源;燃料电池;碳交易;碳中和;专精特新,33
