股票代码,所属概念数量,所属概念,market_code,code
300832.SZ,8,肝炎概念;流感;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,33,300832
600798.SH,5,航运概念;中俄贸易概念;国企改革;一带一路;融资融券,17,600798
920642.BJ,9,低空经济;碳纤维;新能源汽车;融资融券;专精特新;大飞机;军民融合;小米概念;军工,151,920642
002837.SZ,20,液冷服务器;英伟达概念;中国AI 50;数据中心;东数西算(算力);比亚迪概念;新能源汽车;华为概念;军工;储能;充电桩;腾讯概念;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;家用电器;高铁;冷链物流;融资融券;深股通,33,002837
002258.SZ,6,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券,33,002258
600560.SH,4,新型工业化;工业互联网;国企改革;央企国企改革,17,600560
300562.SZ,16,智能医疗;养老概念;无人零售;三胎概念;AI应用;人工智能;体育产业;医疗器械概念;区块链;血氧仪;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念,33,300562
688183.SH,10,共封装光学(CPO);PCB概念;5G;毫米波雷达;汽车电子;华为概念;2025年报预增;工业互联网;沪股通;融资融券,17,688183
603109.SH,14,数据中心;新能源汽车;专精特新;储能;无人机;机器人概念;人民币贬值受益;农机;水利;中俄贸易概念;乡村振兴;一带一路;西部大开发;沪股通,17,603109
688612.SH,12,飞行汽车(eVTOL);无线充电;长安汽车概念;新能源汽车;低空经济;华为概念;粤港澳大湾区;回购增持再贷款概念;高压快充;充电桩;沪股通;融资融券,17,688612
601177.SH,14,减速器;农机;人形机器人;机器人概念;工业互联网;军工;海工装备;军民融合;核电;风电;参股银行;国企改革;融资融券;沪股通,17,601177
603151.SH,4,乡村振兴;回购增持再贷款概念;2025年报预增;股权转让(并购重组),17,603151
300483.SZ,3,俄乌冲突概念;天然气;股权转让(并购重组),33,300483
000717.SZ,12,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,33,000717
300266.SZ,17,土壤修复;碳交易;PPP概念;污水处理;固废处理;水利;乡村振兴;虚拟电厂;生态农业;国企改革;共同富裕示范区;储能;阿里巴巴概念;东数西算(算力);股权转让(并购重组);固态电池;融资融券,33,300266
600033.SH,8,参股保险;参股银行;国企改革;福建自贸区;海峡两岸;回购增持再贷款概念;融资融券;沪股通,17,600033
688357.SH,8,专精特新;污水处理;一带一路;氢能源;净水概念;核污染防治;股权转让(并购重组);融资融券,17,688357
920414.BJ,11,机器视觉;数字孪生;钙钛矿电池;机器人概念;光伏概念;人工智能;融资融券;无人机;储能;专精特新;云计算,151,920414
688582.SH,10,传感器;芯片概念;商业航天;无人驾驶;低空经济;机器人概念;专精特新;股权转让(并购重组);沪股通;融资融券,17,688582
002413.SZ,27,太赫兹;军工信息化;商业航天;军民融合;卫星导航;大飞机;军工;6G概念;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;无人驾驶;京津冀一体化;人工智能;数据要素;东数西算(算力);芯片概念;华为概念;DeepSeek概念;比亚迪概念;汽车电子;养老概念;存储芯片;深股通;融资融券,33,002413
001322.SZ,7,养老概念;回购增持再贷款概念;智能家居;粤港澳大湾区;鸿蒙概念;华为概念;深股通,33,001322
300320.SZ,12,比亚迪概念;光伏建筑一体化;光伏概念;华为汽车;新能源汽车;特斯拉概念;高铁;钙钛矿电池;高端装备;大飞机;深股通;融资融券,33,300320
301421.SZ,17,光刻机;PCB概念;AI眼镜;消费电子概念;芯片概念;3D打印;机器视觉;无人驾驶;专精特新;机器人概念;安防;无人机;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,33,301421
301613.SZ,14,固态电池;锂电池概念;宁德时代概念;消费电子概念;富士康概念;比亚迪概念;新能源汽车;西部大开发;储能;机器人概念;无人机;股权转让(并购重组);深股通;融资融券,33,301613
300315.SZ,14,AI应用;AIGC概念;手机游戏;文化传媒概念;网络游戏;抖音概念(字节概念);百度概念;IP经济(谷子经济);职业教育;人工智能;虚拟现实;英伟达概念;深股通;融资融券,33,300315
603697.SH,3,预制菜;西部大开发;沪股通,17,603697
688210.SH,12,3D打印;消费电子概念;柔性屏(折叠屏);苹果概念;AI眼镜;智能穿戴;无人机;专精特新;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,17,688210
002993.SZ,22,AI PC;苹果概念;汽车电子;消费电子概念;第三代半导体;AI眼镜;小米概念;无线充电;数据中心;新能源汽车;专精特新;光伏概念;华为概念;机器人概念;充电桩;储能;露营经济;一带一路;广东自贸区;跨境电商;网红经济;深股通,33,002993
300129.SZ,11,商业航天;海工装备;高端装备;光伏概念;专精特新;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,33,300129
688070.SH,9,军民融合;无人机;时空大数据;低空经济;智慧城市;专精特新;职业教育;西部大开发;融资融券,17,688070
000025.SZ,7,物业管理;国企改革;深圳国企改革;黄金概念;粤港澳大湾区;深股通;融资融券,33,000025
001269.SZ,5,硅能源;光伏概念;西部大开发;芯片概念;深股通,33,001269
300135.SZ,10,俄乌冲突概念;新疆振兴;中俄贸易概念;国企改革;一带一路;雅下水电概念;高铁;低空经济;芯片概念;股权转让(并购重组),33,300135
600730.SH,14,物业管理;创投;化债概念(AMC概念);人工智能;参股券商;信创;职业教育;在线教育;DeepSeek概念;国企改革;AI应用;融资融券;沪股通;股权转让(并购重组),17,600730
000697.SZ,8,大飞机;航空发动机;军工;ST板块;西部大开发;国企改革;无人机;人民币贬值受益,33,000697
301175.SZ,16,医疗废物处理;生物质能发电;商业航天;海峡两岸;专精特新;固废处理;碳中和;绿色电力;华为概念;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券,33,301175
300856.SZ,3,人民币贬值受益;融资融券;深股通,33,300856
601022.SH,7,航运概念;统一大市场;国企改革;一带一路;共同富裕示范区;融资融券;沪股通,17,601022
300158.SZ,13,仿制药一致性评价;维生素;创新药;肝炎概念;医药电商;流感;毛发医疗;医美概念;农业种植;乡村振兴;土地流转;融资融券;深股通,33,300158
000862.SZ,8,绿色电力;智能电网;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,33,000862
603312.SH,11,储能;光伏概念;宁德时代概念;锂电池概念;风电;特斯拉概念;新能源汽车;比亚迪概念;高铁;沪股通;融资融券,17,603312
300962.SZ,10,净水概念;核污染防治;食品安全;幽门螺杆菌概念;国企改革;央企国企改革;粤港澳大湾区;专精特新;中字头股票;融资融券,33,300962
002187.SZ,11,免税店;预制菜;网红经济;物业管理;广东自贸区;IP经济(谷子经济);农村电商;国企改革;创投;粤港澳大湾区;深股通,33,002187
300445.SZ,6,商业航天;芯片概念;传感器;高端装备;特斯拉概念;物联网,33,300445
002097.SZ,26,高铁;军民融合;飞行汽车(eVTOL);低空经济;军工;农机;无人机;高端装备;机器人概念;海峡两岸;航空发动机;核污染防治;工业互联网;传感器;雅下水电概念;人工智能;数字经济;一带一路;人民币贬值受益;国企改革;5G;消费电子概念;锂电池概念;深股通;页岩气;融资融券,33,002097
301050.SZ,13,军工信息化;卫星导航;商业航天;6G概念;军工;无人机;毫米波雷达;芯片概念;专精特新;先进封装;西部大开发;深股通;融资融券,33,301050
600751.SH,6,天津自贸区;航运概念;京津冀一体化;人民币贬值受益;融资融券;沪股通,17,600751
600668.SH,11,医药电商;仿制药一致性评价;眼科医疗;创新药;猴痘概念;水泥概念;国企改革;绿色电力;2025年报预增;核电;融资融券,17,600668
000630.SZ,11,黄金概念;金属铜;小金属概念;金属镍;锂电池概念;国企改革;PCB概念;5G;新能源汽车;深股通;融资融券,33,000630
603156.SH,4,创投;超级品牌;沪股通;融资融券,17,603156
301170.SZ,9,新能源汽车;专精特新;减速器;燃料电池;一带一路;储能;参股银行;氢能源;融资融券,33,301170
300695.SZ,13,人形机器人;长安汽车概念;比亚迪概念;机器人概念;新能源汽车;专精特新;工业互联网;汽车电子;高压快充;充电桩;创投;2025年报预增;深股通,33,300695
001216.SZ,11,牙科医疗;跨境电商;NFT概念;华为概念;特高压;人民币贬值受益;参股银行;柔性直流输电;智能穿戴;消费电子概念;股权转让(并购重组),33,001216
002017.SZ,27,Web3.0;移动支付;数字货币;电子身份证;跨境支付(CIPS);区块链;信创;数据安全;网络安全;车联网(车路协同);卫星导航;量子科技;华为概念;安防;物联网;横琴新区;低空经济;工业互联网;无人机;5G;粤港澳大湾区;一带一路;中俄贸易概念;消费电子概念;国企改革;深股通;融资融券,33,002017
688663.SH,13,华为数字能源;储能;光伏概念;数据中心;风电;核电;可控核聚变;光热发电;稀土永磁;阿里巴巴概念;国企改革;融资融券;股权转让(并购重组),17,688663
603019.SH,31,中国AI 50;液冷服务器;东数西算(算力);量子科技;数据中心;芯片概念;国产操作系统;新型工业化;网络安全;算力租赁;数据安全;信创;工业互联网;百度概念;腾讯概念;云计算;智慧城市;抖音概念(字节概念);数字孪生;智谱AI;人工智能;区块链;DeepSeek概念;数字经济;Web3.0;创投;智能医疗;雄安新区;沪股通;同花顺中特估100;融资融券,17,603019
000519.SZ,14,军民融合;培育钻石;军工;无人机;商业航天;央企国企改革;芯片概念;新能源汽车;国企改革;冷链物流;同花顺中特估100;中字头股票;深股通;融资融券,33,000519
300360.SZ,11,智能电网;电力物联网;虚拟电厂;充电桩;高压快充;物联网;一带一路;共同富裕示范区;创投;深股通;融资融券,33,300360
002584.SZ,17,消毒剂;光刻胶;磷化工;食品安全;碳中和;创投;辅助生殖;锂电池概念;粤港澳大湾区;煤化工概念;专精特新;重组蛋白;核污染防治;光伏概念;核电;PCB概念;深股通,33,002584
688147.SH,17,中芯国际概念;存储芯片;先进封装;OLED;第三代半导体;BC电池;汽车芯片;芯片概念;TOPCON电池;钙钛矿电池;HJT电池;光伏概念;专精特新;高端装备;回购增持再贷款概念;沪股通;融资融券,17,688147
002706.SZ,14,智能电网;数据中心;核电;充电桩;光伏概念;储能;换电概念;风电;华为概念;新能源汽车;物联网;智能家居;融资融券;深股通,33,002706
300207.SZ,42,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;盐湖提锂;石墨烯;新型烟草(电子烟);储能;无线耳机;虚拟电厂;高压快充;无线充电;换电概念;华为手机;新能源汽车;小米概念;苹果概念;AI眼镜;金属回收;消费电子概念;智能穿戴;星闪概念;数据中心;粤港澳大湾区;无人机;汽车电子;智能音箱;低空经济;深股通;机器人概念;华为概念;智能家居;工业互联网;虚拟现实;创投;数字孪生;数字经济;DeepSeek概念;人工智能;一带一路;融资融券,33,300207
688458.SH,15,MCU芯片;汽车芯片;芯片概念;汽车电子;AI眼镜;AI手机;小米概念;消费电子概念;传感器;专精特新;机器人概念;特斯拉概念;无线充电;华为概念;融资融券,17,688458
600580.SH,27,人形机器人;特斯拉概念;飞行汽车(eVTOL);航空发动机;比亚迪概念;新能源汽车;无人机;机器人概念;小米概念;储能;低空经济;军工;数据中心;工业互联网;核电;华为概念;家用电器;风电;智能家居;海工装备;阿里巴巴概念;氢能源;DeepSeek概念;光伏建筑一体化;一带一路;沪股通;融资融券,17,600580
300643.SZ,10,专精特新;传感器;车联网(车路协同);长安汽车概念;特斯拉概念;华为汽车;汽车电子;芯片概念;人民币贬值受益;深股通,33,300643
688185.SH,9,猴痘概念;生物疫苗;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,17,688185
600679.SH,11,共享单车;物业管理;体育产业;三胎概念;跨境电商;网红经济;国企改革;两轮车;创投;医疗器械概念;互联网金融,17,600679
000789.SZ,4,水泥概念;国企改革;2025年报预增;融资融券,33,000789
600117.SH,8,特钢概念;雅下水电概念;西部大开发;海工装备;煤炭概念;军工;商业航天;沪股通,17,600117
002198.SZ,6,医疗器械概念;流感;创新药;仿制药一致性评价;医药电商;融资融券,33,002198
301172.SZ,36,共封装光学(CPO);光纤概念;华为昇腾;数据中心;网络安全;腾讯概念;AIGC概念;信创;空间计算;华为鲲鹏;智慧政务;AI智能体;时空大数据;华为概念;鸿蒙概念;数据要素;区块链;数字乡村;物联网;安防;智慧城市;人工智能;DeepSeek概念;数字经济;海峡两岸;低空经济;智能医疗;军工;机器人概念;AI应用;水利;新型城镇化;乡村振兴;地下管网;西部大开发;融资融券,33,301172
000755.SZ,6,绿色电力;国企改革;乡村振兴;一带一路;深股通;融资融券,33,000755
603899.SH,5,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,17,603899
688597.SH,20,特高压;智能电网;电力物联网;虚拟电厂;高压快充;充电桩;储能;机器人概念;碳交易;军工;无人机;数字孪生;低空经济;智慧城市;京津冀一体化;空间计算;人工智能;时空大数据;数据要素;融资融券,17,688597
000716.SZ,16,农业种植;粮食概念;乡村振兴;PPP概念;国企改革;西部大开发;养老概念;跨境电商;网红经济;一带一路;锂电池概念;新能源汽车;储能;股权转让(并购重组);深股通;融资融券,33,000716
300304.SZ,16,传感器;新能源汽车;比亚迪概念;专精特新;芯片概念;充电桩;机器人概念;储能;无人驾驶;汽车电子;海峡两岸;汽车芯片;横琴新区;绿色电力;创投;深股通,33,300304
300037.SZ,17,钠离子电池;固态电池;氟化工概念;宁德时代概念;锂电池概念;2026一季报预增;超级电容;特斯拉概念;OLED;比亚迪概念;新能源汽车;先进封装;液冷服务器;芯片概念;数据中心;深股通;融资融券,33,300037
000750.SZ,6,期货概念;国企改革;西部大开发;2025年报预增;深股通;融资融券,33,000750
300349.SZ,19,AI智能体;云计算;数据要素;鸿蒙概念;量子科技;星闪概念;人工智能;DeepSeek概念;智慧城市;华为概念;物联网;传感器;芯片概念;AI应用;储能;氢能源;绿色电力;深股通;融资融券,33,300349
600621.SH,11,期货概念;参股券商;物业管理;互联网金融;上海国企改革;DeepSeek概念;创投;国企改革;2025年报预增;沪股通;融资融券,17,600621
301103.SZ,14,合成生物;跨境电商;基因测序;民营医院;眼科医疗;细胞免疫治疗;智能医疗;乡村振兴;医药电商;创新药;雄安新区;DeepSeek概念;ChatGPT概念;融资融券,33,301103
002375.SZ,17,建筑节能;装配式建筑;新型城镇化;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;安防;百度概念;华为概念;虚拟现实;3D打印;腾讯概念;深股通;融资融券,33,002375
688630.SH,14,先进封装;光刻机;PCB概念;OLED;芯片概念;光刻胶;2025年报预增;专精特新;高端装备;光伏概念;BC电池;2026一季报预增;融资融券;沪股通,17,688630
600496.SH,11,装配式建筑;新型城镇化;NMN概念;雄安新区;一带一路;回购增持再贷款概念;光伏建筑一体化;工业互联网;DeepSeek概念;沪股通;融资融券,17,600496
300747.SZ,23,光纤概念;商业航天;先进封装;航空发动机;5G;OLED;芯片概念;无人机;PCB概念;3D打印;工业母机;低空经济;高端装备;新能源汽车;数字水印;光伏概念;BC电池;TOPCON电池;风电;央企国企改革;国企改革;融资融券;深股通,33,300747
300175.SZ,8,ST板块;工业大麻;土地流转;人民币贬值受益;冷链物流;数字经济;数据中心;期货概念,33,300175
002690.SZ,13,机器视觉;机器人概念;工业互联网;牙科医疗;医疗器械概念;农机;人工智能;智能医疗;食品安全;鸿蒙概念;深股通;高股息精选;融资融券,33,002690
688297.SH,11,军民融合;军工;无人机;央企国企改革;低空经济;人工智能;西部大开发;国企改革;沪股通;中字头股票;融资融券,17,688297
600333.SH,3,天然气;国企改革;融资融券,17,600333
600916.SH,9,黄金概念;培育钻石;央企国企改革;同花顺中特估100;回购增持再贷款概念;国企改革;中字头股票;沪股通;融资融券,17,600916
002932.SZ,14,猴痘概念;流感;肝炎概念;辅助生殖;基因测序;医疗器械概念;食品安全;智能医疗;创投;DeepSeek概念;专精特新;股权转让(并购重组);融资融券;深股通,33,002932
300151.SZ,9,芯片概念;人民币贬值受益;创投;医疗器械概念;基因测序;辅助生殖;医药电商;融资融券;深股通,33,300151
000972.SZ,9,ST板块;农业种植;股权转让(并购重组);乡村振兴;新疆振兴;西部大开发;国企改革;医疗器械概念;维生素,33,000972
002563.SZ,11,高股息精选;三胎概念;网红经济;体育产业;跨境电商;共同富裕示范区;IP经济(谷子经济);足球概念;数字经济;深股通;融资融券,33,002563
002789.SZ,16,ST板块;新型城镇化;建筑节能;装配式建筑;粤港澳大湾区;横琴新区;储能;绿色电力;养老概念;充电桩;创投;智慧城市;人工智能;互联网金融;国企改革;智能电网,33,002789
002948.SZ,5,高股息精选;一带一路;跨境支付(CIPS);融资融券;深股通,33,002948
300627.SZ,17,卫星导航;商业航天;无人机;低空经济;无人驾驶;智慧城市;百度概念;芯片概念;机器人概念;小米汽车;比亚迪概念;水利;农机;雅下水电概念;长三角一体化;融资融券;深股通,33,300627
601700.SH,11,柔性直流输电;特高压;智能电网;光伏概念;硅能源;一带一路;回购增持再贷款概念;化债概念(AMC概念);国企改革;沪股通;融资融券,17,601700
603050.SH,13,高压快充;智能电网;虚拟电厂;充电桩;储能;光伏概念;绿色电力;雄安新区;金属回收;特斯拉概念;京津冀一体化;沪股通;融资融券,17,603050
002233.SZ,8,高股息精选;水泥概念;参股银行;绿色电力;创投;粤港澳大湾区;深股通;融资融券,33,002233
002607.SZ,14,AI应用;AIGC概念;在线教育;虚拟数字人;职业教育;阿里巴巴概念;DeepSeek概念;百度概念;人工智能;旅游概念;乡村振兴;超级品牌;融资融券;深股通,33,002607
603209.SH,12,航运概念;统一大市场;自由贸易港;一带一路;海峡两岸;数字经济;DeepSeek概念;人工智能;数据要素;AI智能体;智谱AI;沪股通,17,603209
603307.SH,3,露营经济;体育产业;人民币贬值受益,17,603307
300005.SZ,21,商业航天;露营经济;体育产业;足球概念;冰雪产业;三胎概念;京津冀一体化;机器人概念;跨境电商;柔性屏(折叠屏);智能穿戴;消费电子概念;芯片概念;MiniLED;AI眼镜;MicroLED概念;OLED;汽车芯片;MCU芯片;融资融券;深股通,33,300005
300773.SZ,25,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);云计算;数据确权;区块链;AI智能体;互联网金融;数据要素;鸿蒙概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;AI应用;跨境电商;智能物流;智能穿戴;小米概念;2025年报预增;参股保险;深股通;融资融券,33,300773
600853.SH,17,冰雪产业;新型城镇化;体育产业;水利;旅游概念;PPP概念;地下管网;雅下水电概念;农村电商;创投;乡村振兴;黑龙江自贸区;国企改革;一带一路;生态农业;智慧城市;商业航天,17,600853
002189.SZ,24,兵装重组概念;军民融合;军工;MR(混合现实);安防;无人驾驶;AI眼镜;车联网(车路协同);机器视觉;虚拟现实;智能座舱;3D打印;汽车电子;消费电子概念;华为概念;长安汽车概念;家用电器;数字经济;央企国企改革;国企改革;证金持股;深股通;中字头股票;融资融券,33,002189
002593.SZ,9,新型城镇化;装配式建筑;中俄贸易概念;海峡两岸;福建自贸区;一带一路;机器人概念;比亚迪概念;2025年报预增,33,002593
000795.SZ,17,稀土永磁;小金属概念;苹果概念;消费电子概念;无线耳机;新能源汽车;比亚迪概念;专精特新;机器人概念;人形机器人;风电;减速器;新型工业化;医疗器械概念;养老概念;深股通;融资融券,33,000795
600619.SH,16,光刻机;汽车热管理;比亚迪概念;芯片概念;小米概念;新能源汽车;上海国企改革;上海自贸区;家用电器;2025年报预增;空气能热泵;一带一路;冷链物流;国企改革;沪股通;融资融券,17,600619
000953.SZ,6,维生素;化肥;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),33,000953
600138.SH,18,冰雪产业;旅游概念;IP经济(谷子经济);体育产业;露营经济;网络游戏;养老概念;乡村振兴;国企改革;DeepSeek概念;阿里巴巴概念;云计算;一带一路;AI应用;央企国企改革;沪股通;融资融券;中字头股票,17,600138
002024.SZ,17,农村电商;ST板块;乡村振兴;无人零售;超级品牌;跨境电商;智能物流;互联网金融;智能医疗;家用电器;智能家居;独角兽概念;区块链;人工智能;DeepSeek概念;AI智能体;阿里巴巴概念,33,002024
002674.SZ,4,海峡两岸;华为汽车;PPP概念;固废处理,33,002674
688212.SH,4,医疗器械概念;回购增持再贷款概念;沪股通;融资融券,17,688212
603313.SH,8,C2M概念;人民币贬值受益;智能家居;跨境电商;回购增持再贷款概念;独角兽概念;鸿蒙概念;沪股通,17,603313
000725.SZ,35,MicroLED概念;电子纸;MiniLED;智能医疗;民营医院;医疗器械概念;回购增持再贷款概念;光伏建筑一体化;光伏概念;国企改革;人工智能;柔性屏(折叠屏);工业互联网;钙钛矿电池;OLED;长安汽车概念;智能穿戴;机器人概念;虚拟现实;AI眼镜;华为概念;智能座舱;物联网;虚拟电厂;储能;传感器;充电桩;小米概念;芯片概念;苹果概念;同花顺漂亮100;同花顺果指数;光纤概念;深股通;融资融券,33,000725
603402.SH,7,注册制次新股;旅游概念;文化传媒概念;西部大开发;国企改革;新股与次新股;融资融券,17,603402
301522.SZ,14,航空发动机;商业航天;军民融合;军工;可控核聚变;核电;高端装备;芯片概念;专精特新;京津冀一体化;特钢概念;金属回收;深股通;融资融券,33,301522
601012.SH,18,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;同花顺漂亮100;储能;绿色电力;氢能源;特斯拉概念;百度概念;华为概念;西部大开发;证金持股;沪股通;融资融券,17,601012
300893.SZ,7,华为汽车;汽车电子;比亚迪概念;新能源汽车;一带一路;深股通;融资融券,33,300893
002249.SZ,17,人形机器人;长安汽车概念;家用电器;机器人概念;新能源汽车;比亚迪概念;充电桩;粤港澳大湾区;燃料电池;储能;数据中心;风电;回购增持再贷款概念;氢能源;AIGC概念;深股通;融资融券,33,002249
002697.SZ,10,养老概念;无人零售;参股银行;乡村振兴;国企改革;西部大开发;腾讯概念;机器人概念;深股通;融资融券,33,002697
605286.SH,9,东数西算(算力);虚拟电厂;人工智能;绿色电力;新型城镇化;储能;风电;氢能源;沪股通,17,605286
600775.SH,18,脑机接口;商业航天;卫星导航;军工;智慧城市;人工智能;无人机;东数西算(算力);工业互联网;新型工业化;机器人概念;消费电子概念;储能;汽车电子;央企国企改革;国企改革;沪股通;融资融券,17,600775
600362.SH,11,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;一带一路;国企改革;沪股通;融资融券;参股券商;证金持股,17,600362
002561.SZ,4,物业管理;乡村振兴;国企改革;融资融券,33,002561
600095.SH,9,互联网金融;参股券商;参股银行;创投;黑龙江自贸区;2025年报预增;股权转让(并购重组);融资融券;沪股通,17,600095
600598.SH,16,大豆;玉米;粮食概念;土地流转;化肥;俄乌冲突概念;农业种植;生态农业;高股息精选;乡村振兴;黑龙江自贸区;国企改革;参股银行;沪股通;融资融券;区块链,17,600598
603606.SH,8,海工装备;风电;柔性直流输电;高端装备;工业互联网;参股券商;沪股通;融资融券,17,603606
600873.SH,8,代糖概念;维生素;合成生物;参股银行;西部大开发;生物疫苗;融资融券;沪股通,17,600873
688318.SH,9,ChatGPT概念;鸿蒙概念;互联网金融;腾讯概念;人工智能;数字经济;AI应用;沪股通;融资融券,17,688318
601688.SH,7,期货概念;证金持股;沪股通;融资融券;互联网金融;参股银行;国企改革,17,601688
300423.SZ,21,光热发电;智慧灯杆;智能电网;光伏概念;可控核聚变;虚拟电厂;风电;商业航天;燃料电池;水利;储能;安防;氢能源;专精特新;智慧城市;数据中心;智能家居;锂电池概念;智慧政务;冷链物流;股权转让(并购重组),33,300423
300943.SZ,16,商业航天;卫星导航;军民融合;军工;无人机;核电;芯片概念;传感器;汽车热管理;智慧城市;新能源汽车;燃料电池;氢能源;天然气;股权转让(并购重组);融资融券,33,300943
688087.SH,7,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,688087
300171.SZ,12,医疗器械概念;基因测序;智能医疗;细胞免疫治疗;合成生物;机器人概念;DeepSeek概念;华为概念;独角兽概念;生物疫苗;融资融券;深股通,33,300171
002387.SZ,15,MicroLED概念;柔性屏(折叠屏);虚拟现实;智能穿戴;小米概念;OLED;人脸识别;汽车电子;消费电子概念;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,33,002387
600025.SH,11,绿色电力;央企国企改革;风电;国企改革;同花顺漂亮100;西部大开发;沪股通;水利;DeepSeek概念;华为概念;融资融券,17,600025
002459.SZ,18,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏概念;风电;绿色电力;储能;京津冀一体化;雄安新区;DeepSeek概念;比亚迪概念;回购增持再贷款概念;一带一路;人民币贬值受益;融资融券;深股通,33,002459
001318.SZ,4,乳业;三胎概念;冷链物流;乡村振兴,33,001318
603082.SH,12,新型工业化;智能物流;机器人概念;军工;人形机器人;冷链物流;京津冀一体化;数字孪生;国企改革;央企国企改革;沪股通;融资融券,17,603082
601882.SH,6,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,17,601882
920039.BJ,9,人工智能;碳交易;国企改革;新型城镇化;军工;数据要素;区块链;融资融券;碳中和,151,920039
002208.SZ,9,新型城镇化;长三角一体化;租售同权;创投;物业管理;国企改革;独角兽概念;养老概念;深股通,33,002208
600084.SH,9,白酒概念;农业种植;化债概念(AMC概念);乡村振兴;新疆振兴;西部大开发;国企改革;中字头股票;沪股通,17,600084
603713.SH,10,上海自贸区;航运概念;回购增持再贷款概念;统一大市场;自由贸易港;跨境电商;智能物流;人工智能;融资融券;沪股通,17,603713
688608.SH,16,星闪概念;语音技术;智能音箱;智能穿戴;小米概念;AI眼镜;无线耳机;人工智能;阿里巴巴概念;华为概念;芯片概念;中国AI 50;消费电子概念;人民币贬值受益;融资融券;沪股通,17,688608
300482.SZ,21,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;医药电商;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;DeepSeek概念;人工智能;腾讯概念;粤港澳大湾区;AI应用;深股通;融资融券,33,300482
001287.SZ,44,国家大基金持股;存储芯片;MCU芯片;华为海思概念股;芯片概念;WiFi 6;富士康概念;无线耳机;英伟达概念;毫米波雷达;智能座舱;汽车电子;消费电子概念;小米概念;星闪概念;人形机器人;机器视觉;卫星导航;比亚迪概念;语音技术;物联网;小米汽车;机器人概念;网络安全;低空经济;新能源汽车;智能家居;充电桩;粤港澳大湾区;长安汽车概念;储能;智能电网;核污染防治;数据要素;人工智能;DeepSeek概念;智能物流;跨境电商;央企国企改革;乡村振兴;国企改革;深股通;中字头股票;融资融券,33,001287
300429.SZ,8,光刻胶;先进封装;PCB概念;芯片概念;专精特新;创投;深股通;融资融券,33,300429
600171.SH,20,MCU芯片;汽车芯片;存储芯片;无线耳机;芯片概念;汽车电子;第三代半导体;无线充电;智能家居;物联网;共封装光学(CPO);低空经济;充电桩;锂电池概念;长三角一体化;智能电网;国企改革;央企国企改革;沪股通;融资融券,17,600171
300761.SZ,4,养鸡;猪肉;深股通;融资融券,33,300761
300820.SZ,14,第三代半导体;可控核聚变;芯片概念;核电;光伏概念;充电桩;专精特新;新能源汽车;储能;TOPCON电池;氢能源;西部大开发;深股通;融资融券,33,300820
920592.BJ,16,蚂蚁集团概念;人工智能;AIGC概念;阿里巴巴概念;智谱AI;华为概念;智慧政务;数字经济;DeepSeek概念;信创;区块链;互联网金融;融资融券;数据要素;京津冀一体化;鸿蒙概念,151,920592
603070.SH,7,智能电网;储能;数据中心;共同富裕示范区;数字经济;沪股通;融资融券,17,603070
688057.SH,4,专精特新;机器人概念;污水处理;融资融券,17,688057
603662.SH,11,人形机器人;传感器;机器人概念;同花顺新质50;机器视觉;芯片概念;物联网;华为概念;数据中心;融资融券;沪股通,17,603662
688450.SH,12,光纤概念;MR(混合现实);物联网;地下管网;工业互联网;机器人概念;传感器;人工智能;风电;智能电网;柔性直流输电;融资融券,17,688450
600725.SH,7,超超临界发电;西部大开发;化肥;国企改革;股权转让(并购重组);煤化工概念;煤炭概念,17,600725
