股票代码,所属概念,market_code,所属概念数量,code
600475.SH,垃圾分类;PPP概念;碳交易;土壤修复;生物质能发电;信托概念;光伏建筑一体化;建筑节能;碳中和;乡村振兴;污水处理;固废处理;数字孪生;数字经济;智慧城市;绿色电力;一带一路;化债概念(AMC概念);氢能源;国企改革;抖音概念(字节概念);参股券商;储能;专精特新;数据中心(AIDC);华为概念;硅能源;光伏概念;沪股通;融资融券,17,30,600475
300650.SZ,5G;传感器;小米概念;无线耳机;汽车电子;芯片概念;智慧灯杆;华为概念;物联网;比亚迪概念;海峡两岸;MiniLED;机器人概念;智慧城市;存储芯片;元宇宙;人民币贬值受益,33,17,300650
688349.SH,绿色电力;氢能源;风电;DeepSeek概念;海工装备;数字经济;沪股通;融资融券,17,8,688349
300493.SZ,智能音箱;智能穿戴;AI眼镜;无线耳机;汽车芯片;汽车电子;传感器;5G;物联网;芯片概念;先进封装;智能家居;数据中心(AIDC);专精特新;存储芯片;抖音概念(字节概念);人工智能;海峡两岸;智能医疗;养老概念;深股通;融资融券,33,22,300493
300710.SZ,光纤概念;芯片概念;WiFi 6;5G;毫米波雷达;无人驾驶;物联网;拼多多概念;阿里巴巴概念;水利;创投;手机游戏;电子竞技;股权转让(并购重组),33,14,300710
688208.SH,人形机器人;传感器;机器人概念;无人驾驶;汽车电子;毫米波雷达;高压快充;新能源汽车;专精特新;华为概念;无人机;充电桩;AI智能体;人民币贬值受益;AI应用;储能;人工智能;DeepSeek概念;跨境电商;沪股通;融资融券,17,21,688208
603666.SH,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,17,19,603666
002865.SZ,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,33,8,002865
300615.SZ,5G;充电桩;新能源汽车;工业母机;医疗器械概念,33,5,300615
300593.SZ,芯片概念;5G;数据中心(AIDC);卫星导航;商业航天;比亚迪概念;专精特新;信创;储能;军工;军民融合;融资融券;深股通,33,13,300593
600151.SH,军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,17,14,600151
603435.SH,注册制次新股;柔性直流输电;储能;海峡两岸;特高压;专精特新;新能源汽车;锂电池概念;PET铜箔;新股与次新股;融资融券,17,11,603435
002796.SZ,共封装光学(CPO);6G概念;5G;军工;储能;医疗器械概念;一带一路;深股通;融资融券,33,9,002796
920122.BJ,国企改革;中字头股票;跨境电商;融资融券;三胎概念;央企国企改革;京津冀一体化,151,7,920122
301159.SZ,智慧政务;数据安全;数据确权;信创;数据要素;鸿蒙概念;AI应用;AI智能体;区块链;数字经济;DeepSeek概念;人工智能;军工信息化;工业互联网;智能医疗;华为概念;食品安全;军工;人形机器人;小米概念;比亚迪概念;商业航天;合成生物;芯片概念;融资融券,33,25,301159
000829.SZ,深圳国企改革;Web3.0;数据确权;拼多多概念;鸿蒙概念;百度概念;独角兽概念;人工智能;抖音概念(字节概念);一带一路;华为汽车;AI智能体;腾讯概念;创投;虚拟现实;华为概念;粤港澳大湾区;国企改革;新型烟草(电子烟);AI手机;智能穿戴;消费电子概念;苹果概念;华为手机;深股通;融资融券,33,26,000829
600510.SH,体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,17,14,600510
600719.SH,国企改革,17,1,600719
603262.SH,三胎概念;AI智能体;人民币贬值受益;注册制次新股;新股与次新股;融资融券,17,6,603262
300383.SZ,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;数据中心(AIDC);抖音概念(字节概念);百度概念;液冷服务器;区块链;AIGC概念;华为概念;数字经济;DeepSeek概念;工业互联网;京津冀一体化;深股通;融资融券,33,19,300383
603045.SH,汽车电子;5G;比亚迪概念;新能源汽车;数据中心(AIDC);工业互联网;智能家居;BC电池;智能电网;高铁;充电桩;HJT电池;TOPCON电池;储能;金属回收;黄金概念;股权转让(并购重组);融资融券,17,18,603045
920504.BJ,医疗器械概念;融资融券;食品安全,151,3,920504
300286.SZ,电力物联网;传感器;智能电网;数据中心(AIDC);虚拟电厂;充电桩;储能;华为概念;安防;专精特新;人工智能;深股通,33,12,300286
300187.SZ,生物质能发电;新型城镇化;PPP概念;固废处理;光伏建筑一体化;雄安新区;碳中和;土壤修复;污水处理;风电;PM2.5;智能电网;AI智能体;充电桩;储能;金属回收;比亚迪概念;小金属概念,33,18,300187
920145.BJ,碳中和;污水处理;高端装备;汽车电子;传感器;芯片概念;融资融券,151,7,920145
300032.SZ,虚拟现实;元宇宙;新型烟草(电子烟);海峡两岸;人民币贬值受益;智能穿戴;消费电子概念;OLED,33,8,300032
605090.SH,俄乌冲突概念;煤化工概念;天然气;新疆振兴;航运概念;氢能源;商业航天;粤港澳大湾区;智能物流;绿色电力;芯片概念;融资融券;沪股通,17,13,605090
301662.SZ,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券,33,9,301662
300018.SZ,电力物联网;柔性直流输电;特高压;智能电网;抽水蓄能;核电;家庭医生;专精特新;智能医疗;血氧仪;水利;基因测序;医疗器械概念;深股通;融资融券,33,15,300018
300006.SZ,创新药;细胞免疫治疗;眼科医疗;仿制药一致性评价;幽门螺杆菌概念;医药电商;辅助生殖;肝炎概念;医疗器械概念;西部大开发;知识产权保护;国企改革;深股通;融资融券,33,14,300006
300317.SZ,虚拟电厂;绿色电力;光伏建筑一体化;风电;储能;国企改革;华为概念;粤港澳大湾区;光伏概念;锂电池概念;OLED,33,11,300317
688619.SH,信创;人脸识别;网络安全;多模态AI;机器视觉;安防;物联网;虚拟现实;智慧城市;智慧灯杆;AI应用;量子科技;机器人概念;专精特新;人工智能;军工;海峡两岸;智能医疗;海工装备;土壤修复;福建自贸区;融资融券,17,22,688619
002225.SZ,中俄贸易概念;燃料电池;氢能源;碳中和;小金属概念;俄乌冲突概念;证金持股;深股通,33,8,002225
300131.SZ,第三代半导体;存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;AI眼镜;汽车电子;传感器;小米概念;数据中心(AIDC);新能源汽车;智能座舱;无人驾驶;智能家居;物联网;机器人概念;粤港澳大湾区;ERP概念;长安汽车概念;车联网(车路协同);阿里巴巴概念;腾讯概念;智慧城市;深股通;融资融券,33,26,300131
603335.SH,动力电池回收;锂电池概念;宁德时代概念;人民币贬值受益;一体化压铸;新能源汽车;存储芯片;芯片概念;融资融券,17,9,603335
301468.SZ,核电;海工装备;垃圾分类;人民币贬值受益;深股通;融资融券,33,6,301468
002921.SZ,农机;减速器;人民币贬值受益;机器人概念;乡村振兴;新能源汽车;燃料电池;光热发电;氢能源;光伏概念,33,10,002921
603712.SH,军工信息化;军民融合;大飞机;军工;卫星导航;无人机;DeepSeek概念;商业航天;高铁;京津冀一体化;一带一路;国企改革;6G概念;融资融券;沪股通,17,15,603712
605218.SH,虚拟现实;元宇宙;智能家居;长安汽车概念;智能座舱;比亚迪概念;消费电子概念;OLED;汽车电子;MiniLED;特斯拉概念,17,11,605218
002803.SZ,抖音概念(字节概念);华为盘古;云计算;数据要素;ChatGPT概念;AIGC概念;AI应用;人工智能;华为概念;海峡两岸;福建自贸区;跨境电商;一带一路;专精特新;人民币贬值受益;宠物经济;新型烟草(电子烟);白酒概念;融资融券;深股通,33,20,002803
600863.SH,超超临界发电;煤炭概念;高股息精选;绿色电力;国企改革;风电;央企国企改革;西部大开发;沪股通;融资融券,17,10,600863
002229.SZ,算力租赁;数字水印;Web3.0;云计算;ChatGPT概念;虚拟数字人;AIGC概念;数据要素;元宇宙;区块链;东数西算(算力);数字经济;DeepSeek概念;人工智能;数据中心(AIDC);体育产业;海峡两岸;福建自贸区;融资融券;深股通,33,20,002229
300468.SZ,数字货币;跨境支付(CIPS);互联网金融;Web3.0;区块链;数据确权;信创;NFT概念;云计算;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;人民币贬值受益;粤港澳大湾区;参股银行;融资融券;深股通,33,19,300468
002201.SZ,商业航天;高铁;比亚迪概念;风电;创投;深股通;融资融券,33,7,002201
688516.SH,BC电池;钙钛矿电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;机器视觉;高端装备;储能;共封装光学(CPO);锂电池概念;固态电池;先进封装;沪股通;融资融券,17,15,688516
603315.SH,抽水蓄能;算力租赁;核电;东数西算(算力);军工;专精特新;特钢概念;超超临界发电;宁德时代概念;中俄贸易概念;锂电池概念;石墨电极;俄乌冲突概念;沪股通,17,14,603315
300638.SZ,移动支付;阿里巴巴概念;AI智能体;区块链;车联网(车路协同);人工智能;DeepSeek概念;物联网;工业互联网;东数西算(算力);智能电网;虚拟电厂;低空经济;机器人概念;海峡两岸;机器视觉;智能座舱;人形机器人;卫星导航;粤港澳大湾区;商业航天;新能源汽车;比亚迪概念;人民币贬值受益;毫米波雷达;专精特新;5G;汽车电子;AI眼镜;消费电子概念;WiFi 6;宠物经济;股权转让(并购重组);深股通;融资融券,33,35,300638
301531.SZ,注册制次新股;专精特新;新能源汽车;深股通;新股与次新股;融资融券,33,6,301531
002200.SZ,特色小镇;西部大开发;PPP概念;国企改革;污水处理;摘帽,33,6,002200
688820.SH,存储芯片;科创次新股;先进封装;芯片概念;注册制次新股;新股与次新股;融资融券,17,7,688820
688692.SH,信创;数据要素;AI语料;华为概念;智能电网;沪股通;融资融券,17,7,688692
603308.SH,航空发动机;大飞机;商业航天;可控核聚变;无人机;核污染防治;军工;核电;海工装备;3D打印;高端装备;风电;工业互联网;一带一路;参股银行;沪股通;融资融券,17,17,603308
300895.SZ,算力租赁;国资云;云计算;数据确权;东数西算(算力);数据安全;网络安全;抖音概念(字节概念);阿里巴巴概念;电力物联网;数据要素;数据中心(AIDC);数字孪生;数字经济;DeepSeek概念;物联网;量子科技;华为概念;京津冀一体化;核电;国企改革;深股通;融资融券,33,23,300895
300731.SZ,第三代半导体;液冷服务器;富士康概念;5G;数据中心(AIDC);华为概念;比亚迪概念;宁德时代概念;储能;新能源汽车;海峡两岸;粤港澳大湾区;小米汽车;汽车热管理;家用电器;创投;深股通,33,17,300731
601778.SH,算力租赁;东数西算(算力);数据中心(AIDC);虚拟电厂;绿色电力;光伏建筑一体化;储能;风电;光伏概念;阿里巴巴概念;碳交易;腾讯概念;碳中和;氢能源;沪股通;融资融券,17,16,601778
688097.SH,共封装光学(CPO);富士康概念;苹果概念;5G;AI眼镜;芯片概念;华为手机;消费电子概念;智能穿戴;汽车电子;光伏概念;MR(混合现实);固态电池;储能;充电桩;宁德时代概念;锂电池概念;华为概念;新能源汽车;机器视觉;无人机;特斯拉概念;换电概念;新型工业化;低空经济;机器人概念;人形机器人;高端装备;工业互联网;一带一路;智能物流;沪股通;融资融券,17,33,688097
001282.SZ,小米汽车;华为汽车;减速器;机器人概念;人形机器人;新能源汽车;特斯拉概念;专精特新;小米概念;比亚迪概念;融资融券,33,11,001282
688049.SH,MCU芯片;芯片概念;AI眼镜;智能穿戴;无线耳机;消费电子概念;智能音箱;小米概念;星闪概念;专精特新;华为概念;物联网;语音技术;机器人概念;粤港澳大湾区;人工智能;独角兽概念;沪股通;融资融券,17,19,688049
002897.SZ,共封装光学(CPO);铜缆高速连接;F5G概念;华为海思概念股;富士康概念;6G概念;5G;液冷服务器;消费电子概念;智能穿戴;数据中心(AIDC);新型烟草(电子烟);小米概念;华为概念;光伏概念;无人驾驶;比亚迪概念;新能源汽车;海峡两岸;华为汽车;长安汽车概念;人民币贬值受益;深股通;融资融券,33,24,002897
300380.SZ,互联网金融;AI应用;AIGC概念;鸿蒙概念;数据要素;信创;AI智能体;百度概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;深股通,33,14,300380
688479.SH,人工智能;云计算;数字经济;DeepSeek概念;ERP概念;AI智能体;融资融券,17,7,688479
000962.SZ,芯片概念;超级电容;超导概念;商业航天;3D打印;可控核聚变;小金属概念;航空发动机;核电;西部大开发;央企国企改革;国企改革;深股通,33,13,000962
688066.SH,ST板块;军工信息化;空间计算;时空大数据;智慧城市;数据要素;AI应用;水利;AI智能体;数字孪生;华为昇腾;人工智能;DeepSeek概念;雄安新区;云计算;卫星导航;低空经济;MR(混合现实);商业航天;军工;无人机;华为概念;碳中和;钙钛矿电池,22,24,688066
688171.SH,电力物联网;智能电网;量子科技;军工信息化;网络安全;信创;工业互联网;数据安全;虚拟电厂;数据要素;融资融券,17,11,688171
920834.BJ,可降解塑料;融资融券,151,2,920834
000682.SZ,电力物联网;虚拟电厂;智能电网;网络安全;充电桩;核电;物联网;风电;储能;区块链;数据中心(AIDC);智慧城市;DeepSeek概念;人工智能;人脸识别;语音技术;华为概念;工业互联网;机器人概念;国企改革;2026一季报预增;融资融券;深股通,33,23,000682
605277.SH,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通,17,16,605277
300838.SZ,中俄贸易概念;高端装备;专精特新;芯片概念,33,4,300838
300033.SZ,互联网金融;AI语料;ChatGPT概念;AI应用;AIGC概念;多模态AI;鸿蒙概念;数据要素;AI智能体;人工智能;智能医疗;融资融券;深股通;证金持股,33,14,300033
300647.SZ,液冷服务器;消费电子概念;数据中心(AIDC);锂电池概念;智慧城市;5G;智慧灯杆;动力电池回收;一带一路;跨境电商,33,10,300647
300400.SZ,柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通,33,17,300400
688392.SH,先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;宁德时代概念;军工;固态电池;新能源汽车;碳纤维;储能;人形机器人;人工智能;锂电池概念;医疗器械概念;沪股通;融资融券,17,18,688392
920718.BJ,新能源汽车;充电桩;融资融券;家用电器,151,4,920718
600703.SH,共封装光学(CPO);第三代半导体;MicroLED概念;MiniLED;汽车芯片;先进封装;AI眼镜;芯片概念;5G;消费电子概念;苹果概念;光伏概念;数据中心(AIDC);小米概念;卫星导航;商业航天;充电桩;比亚迪概念;无人驾驶;新能源汽车;华为汽车;安防;低空经济;海峡两岸;数字经济;福建自贸区;金属回收;沪股通;融资融券;同花顺漂亮100,17,30,600703
002130.SZ,海峡两岸;智能电网;互联网金融;风电;核电;大飞机;充电桩;军工;数据中心(AIDC);华为概念;绿色电力;高压快充;粤港澳大湾区;超导概念;工业互联网;3D打印;同花顺新质50;比亚迪概念;医疗器械概念;新能源汽车;机器人概念;华为海思概念股;消费电子概念;铜缆高速连接;锂电池概念;人形机器人;深股通;融资融券,33,28,002130
000547.SZ,军工信息化;军民融合;卫星导航;商业航天;军工;无人机;低空经济;海工装备;网络安全;安防;华为鲲鹏;信创;数据安全;智慧政务;华为欧拉;人工智能;数字经济;多模态AI;福建自贸区;DeepSeek概念;元宇宙;海峡两岸;华为概念;乡村振兴;虚拟现实;央企国企改革;国企改革;5G;风电;MR(混合现实);芯片概念;深股通;融资融券,33,33,000547
002421.SZ,数字孪生;华为鲲鹏;人脸识别;信创;云计算;鸿蒙概念;抖音概念(字节概念);物联网;AI智能体;小米概念;机器人概念;AI应用;工业互联网;智慧城市;华为概念;腾讯概念;液冷服务器;东数西算(算力);数字经济;人工智能;数据中心(AIDC);DeepSeek概念;建筑节能;粤港澳大湾区;宁德时代概念;雄安新区;碳中和;智能医疗;PPP概念;养老概念;深股通;融资融券,33,32,002421
300572.SZ,PM2.5;军工;比亚迪概念;新能源汽车;充电桩;机器人概念;粤港澳大湾区;换电概念;一体化压铸;创投;人工智能;新疆振兴;深股通;股权转让(并购重组),33,14,300572
603920.SH,共封装光学(CPO);PCB概念;OLED;汽车电子;AI眼镜;5G;毫米波雷达;智能座舱;人形机器人;数据中心(AIDC);特斯拉概念;无人驾驶;新能源汽车;商业航天;东数西算(算力);光伏概念;无人机;机器人概念;飞行汽车(eVTOL);充电桩;储能;低空经济;海峡两岸;粤港澳大湾区;脑机接口;人民币贬值受益;国企改革;股权转让(并购重组);融资融券;沪股通,17,30,603920
002192.SZ,锂电池概念;储能;粤港澳大湾区;比亚迪概念;深股通;融资融券,33,6,002192
688667.SH,汽车电子;专精特新;新能源汽车;车联网(车路协同);长安汽车概念;沪股通;融资融券,17,7,688667
603106.SH,互联网金融;区块链;鸿蒙概念;智慧政务;国产操作系统;AI应用;华为鲲鹏;虚拟数字人;AIGC概念;智慧城市;信创;人工智能;人脸识别;数据安全;语音技术;智能医疗;京津冀一体化;云计算;雄安新区;物业管理;天津自贸区;沪股通,17,22,603106
002051.SZ,水利;华为概念;新型城镇化;冰雪产业;东数西算(算力);人民币贬值受益;污水处理;一带一路;同花顺中特估100;固废处理;央企国企改革;雄安新区;乡村振兴;国企改革;生物质能发电;新疆振兴;深股通;融资融券;储能;液冷服务器;中字头股票,33,21,002051
688193.SH,食品安全;智能医疗;医疗器械概念;辅助生殖;猴痘概念;专精特新;流感;肝炎概念;融资融券,17,9,688193
301067.SZ,铜缆高速连接;无线充电;卫星导航;无人机;消费电子概念;AI眼镜;低空经济;粤港澳大湾区;机器人概念;融资融券,33,10,301067
688156.SH,专精特新;污水处理;固废处理;合成生物;融资融券,17,5,688156
605298.SH,高铁;专精特新;沪股通,17,3,605298
688378.SH,OLED;柔性屏(折叠屏);AI眼镜;光刻胶;钙钛矿电池;虚拟现实;商业航天;2026一季报预增;沪股通;融资融券,17,10,688378
603236.SH,英伟达概念;无人零售;卫星导航;商业航天;智能座舱;毫米波雷达;人形机器人;农机;机器视觉;无人驾驶;车联网(车路协同);移动支付;长安汽车概念;6G概念;星闪概念;机器人概念;AI智能体;智慧城市;AI应用;两轮车;数字乡村;电力物联网;东数西算(算力);智能电网;工业互联网;物联网;人工智能;充电桩;DeepSeek概念;区块链;汽车电子;小米概念;数字货币;智能穿戴;智能家居;智能医疗;5G;AI眼镜;WiFi 6;人民币贬值受益;芯片概念;跨境电商;华为海思概念股;储能;MCU芯片;融资融券;沪股通,17,47,603236
002515.SZ,共封装光学(CPO);芯片概念;数据中心(AIDC);人造肉;共同富裕示范区;深股通;网红经济;预制菜,33,8,002515
603588.SH,金属铅;黄金概念;金属镍;金属铜;金属回收;小金属概念;固废处理;土壤修复;一带一路;污水处理;垃圾分类;生物质能发电;PPP概念;沪股通;融资融券,17,15,603588
603616.SH,地下管网;京津冀一体化;水利;土壤修复;雄安新区;PPP概念;PEEK材料;一带一路;股权转让(并购重组),17,9,603616
300249.SZ,东数西算(算力);数据中心(AIDC);液冷服务器;5G;云计算;华为数字能源;腾讯概念;华为概念;抖音概念(字节概念);阿里巴巴概念;物联网;百度概念;智慧城市;专精特新;数字乡村;区块链;储能;数字孪生;人工智能;机器人概念;碳中和;西部大开发;深股通;融资融券,33,24,300249
601016.SH,绿色电力;风电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;沪股通;融资融券,17,9,601016
300688.SZ,智谱AI;Web3.0;财税数字化;ChatGPT概念;元宇宙;知识产权保护;AIGC概念;虚拟数字人;智慧政务;云计算;在线教育;AI应用;AI智能体;抖音概念(字节概念);数据要素;阿里巴巴概念;职业教育;区块链;数字经济;DeepSeek概念;人工智能;算力租赁;华为概念;独角兽概念;东数西算(算力);创投;股权转让(并购重组);深股通,33,28,300688
688350.SH,专精特新;盐湖提锂;氢能源;污水处理;融资融券,17,5,688350
688717.SH,虚拟电厂;锂电池概念;储能;充电桩;光伏概念;人民币贬值受益;沪股通;融资融券,17,8,688717
002617.SZ,第三代半导体;芯片概念;电力物联网;5G;智能家居;新能源汽车;人形机器人;机器人概念;特斯拉概念;绿色电力;跨境电商;深股通;融资融券,33,13,002617
688106.SH,中芯国际概念;俄乌冲突概念;天然气;存储芯片;第三代半导体;固态电池;氢能源;新疆振兴;芯片概念;锂电池概念;光伏概念;碳中和;可控核聚变;长三角一体化;燃料电池;冷链物流;宁德时代概念;专精特新;核电;商业航天;氟化工概念;沪股通;融资融券,17,23,688106
688223.SH,BC电池;TOPCON电池;钙钛矿电池;光伏概念;数据中心(AIDC);储能;DeepSeek概念;人民币贬值受益;同花顺漂亮100;沪股通;融资融券,17,11,688223
601908.SH,绿色电力;硅能源;风电;京津冀一体化;光伏概念;高端装备;专精特新;沪股通;第三代半导体;芯片概念;融资融券,17,11,601908
300031.SZ,数字孪生;新型工业化;元宇宙;云游戏;虚拟数字人;手机游戏;虚拟现实;网络游戏;机器视觉;AI应用;MR(混合现实);人工智能;机器人概念;数字经济;工业互联网;DeepSeek概念;IP经济(谷子经济);车联网(车路协同);传感器;百度概念;创投;华为概念;人民币贬值受益;无人驾驶;碳中和;无人机;深股通;融资融券,33,28,300031
603011.SH,可控核聚变;食品安全;核电;煤炭概念;新型烟草(电子烟);共封装光学(CPO);PCB概念;商业航天;海工装备;固废处理;军工;航空发动机;东数西算(算力);家用电器;氢能源;农机;高端装备;人工智能;新能源汽车;比亚迪概念;工业互联网;机器视觉;工业母机;新型工业化;特斯拉概念;消费电子概念;沪股通;融资融券,17,28,603011
920808.BJ,数据中心(AIDC);碳中和;腾讯概念;东数西算(算力);液冷服务器;抖音概念(字节概念);融资融券;专精特新;股权转让(并购重组),151,9,920808
002141.SZ,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区,33,8,002141
003015.SZ,柔性屏(折叠屏);新能源汽车;小米概念;华为概念;消费电子概念;AI眼镜;PET铜箔,33,7,003015
001269.SZ,硅能源;芯片概念;光伏概念;西部大开发;深股通,33,5,001269
002779.SZ,机器人概念;人民币贬值受益;华为概念;乡村振兴;融资融券;深股通,33,6,002779
600725.SH,西部大开发;国企改革;化肥;煤化工概念;超超临界发电;煤炭概念;股权转让(并购重组);沪股通,17,8,600725
600171.SH,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;共封装光学(CPO);无线充电;汽车电子;无线耳机;物联网;充电桩;低空经济;智能电网;锂电池概念;智能家居;长三角一体化;央企国企改革;国企改革;沪股通;融资融券,17,20,600171
600179.SH,航运概念;自由贸易港;统一大市场;中俄贸易概念;一带一路;海峡两岸;区块链;宁德时代概念;沪股通;融资融券,17,10,600179
300667.SZ,光纤概念;第三代半导体;芯片概念;可控核聚变;传感器;消费电子概念;钙钛矿电池;光伏概念;量子科技;商业航天;专精特新;军工;海工装备;数据中心(AIDC);安防;食品安全;虚拟现实;新型工业化;物联网;低空经济;智能电网;水利;工业互联网;医美概念;数字经济,33,25,300667
688450.SH,光纤概念;MR(混合现实);柔性直流输电;风电;智能电网;传感器;物联网;地下管网;机器人概念;工业互联网;人工智能;融资融券,17,12,688450
600996.SH,云计算;数字乡村;文化传媒概念;算力租赁;DeepSeek概念;物联网;人工智能;智能医疗;旅游概念;华为概念;智能家居;国企改革;西部大开发;数据中心(AIDC);5G;沪股通;融资融券,17,17,600996
603661.SH,培育钻石;芯片概念;智能家居;人民币贬值受益;一带一路;跨境电商;沪股通,17,7,603661
603297.SH,光刻机;芯片概念;AI眼镜;PCB概念;商业航天;机器视觉;无人驾驶;虚拟现实;无人机;智能医疗;共同富裕示范区;沪股通;融资融券,17,13,603297
000620.SZ,短剧游戏;数据要素;AI智能体;存储芯片;京津冀一体化;芯片概念;体育产业;IP经济(谷子经济);旅游概念;乡村振兴;参股银行;深股通;数据中心(AIDC),33,13,000620
002413.SZ,太赫兹;军工信息化;军民融合;大飞机;卫星导航;军工;商业航天;无人机;低空经济;车联网(车路协同);数据要素;人工智能;京津冀一体化;DeepSeek概念;6G概念;无人驾驶;毫米波雷达;养老概念;华为概念;比亚迪概念;东数西算(算力);5G;汽车电子;芯片概念;存储芯片;深股通;融资融券,33,27,002413
300916.SZ,物联网;无线耳机;新型烟草(电子烟);充电桩;智能家居;比亚迪概念;储能;机器人概念;汽车电子;家用电器;新能源汽车;粤港澳大湾区;消费电子概念;露营经济;净水概念;医疗器械概念;液冷服务器;深股通;融资融券,33,19,300916
603002.SH,PCB概念;先进封装;芯片概念;5G;英伟达概念;海峡两岸;比亚迪概念;3D打印;沪股通,17,9,603002
688699.SH,先进封装;芯片概念;MiniLED;专精特新;沪股通;融资融券,17,6,688699
301005.SZ,卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;专精特新;飞行汽车(eVTOL);PEEK材料;小米概念;机器人概念;汽车热管理;比亚迪概念;特斯拉概念;换电概念;新能源汽车;人形机器人;小米汽车;家用电器;华为汽车;创投;智能物流;氢能源;深股通;融资融券,33,26,301005
920402.BJ,融资融券;氢能源;光伏概念;碳中和;国企改革;硅能源;芯片概念,151,7,920402
688709.SH,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17,18,688709
688272.SH,军民融合;卫星导航;无人机;军工;量子科技;车联网(车路协同);机器视觉;专精特新;机器人概念;无人驾驶;芯片概念;融资融券,17,12,688272
300487.SZ,盐湖提锂;金属钴;金属镍;小金属概念;锂电池概念;金属回收;比亚迪概念;芯片概念;专精特新;净水概念;固废处理;减肥药;存储芯片;工业大麻;核污染防治;西部大开发;生物疫苗;碳中和;碳交易;融资融券;深股通,33,21,300487
601696.SH,期货概念;沪股通;融资融券,17,3,601696
600208.SH,黄金概念;NFT概念;Web3.0;知识产权保护;数据确权;互联网金融;乡村振兴;区块链;参股银行;独角兽概念;期货概念;长三角一体化;共同富裕示范区;元宇宙;参股券商;参股保险;国企改革;创投;煤炭概念;沪股通;融资融券,17,21,600208
000068.SZ,PPP概念;智慧城市;创投;国企改革;粤港澳大湾区;锂电池概念,33,6,000068
002068.SZ,PVDF概念;碳中和;国企改革;锂电池概念;固态电池;深股通;超级电容;融资融券,33,8,002068
002366.SZ,超超临界发电;风电;核电;海工装备;可控核聚变;国企改革;西部大开发;一带一路;高端装备;军工;机器人概念;航运概念;商业航天;深股通;融资融券,33,15,002366
300846.SZ,算力租赁;华为昇腾;云计算;智谱AI;东数西算(算力);数据安全;快手概念;云游戏;网络安全;信创;智慧政务;国产操作系统;数据中心(AIDC);小红书概念;百度概念;数据要素;AIGC概念;AI智能体;虚拟数字人;数字乡村;车联网(车路协同);华为概念;在线教育;DeepSeek概念;人工智能;商业航天;无人驾驶;专精特新;芯片概念;京津冀一体化;创投;一带一路;融资融券;深股通,33,34,300846
688045.SH,第三代半导体;芯片概念;MCU芯片;消费电子概念;AI眼镜;传感器;专精特新;小米概念;粤港澳大湾区;储能;人形机器人;融资融券,17,12,688045
001301.SZ,石墨电极;锂电池概念;宁德时代概念;储能;京津冀一体化;专精特新;深股通,33,7,001301
300386.SZ,数字货币;移动支付;跨境支付(CIPS);国产操作系统;华为鲲鹏;区块链;鸿蒙概念;人脸识别;知识产权保护;AI智能体;网络安全;车联网(车路协同);物联网;量子科技;芯片概念;MCU芯片;汽车芯片;深股通,33,18,300386
301217.SZ,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,33,11,301217
688375.SH,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;5G;毫米波雷达;芯片概念;DeepSeek概念;第三代半导体;先进封装;央企国企改革;国企改革;沪股通;融资融券,17,17,688375
