股票代码,code,所属概念,所属概念数量,market_code
000690.SZ,000690,超超临界发电;绿色电力;参股券商;风电;创投;深股通;融资融券,7,33
300790.SZ,300790,无人驾驶;汽车电子;小米概念;机器视觉;AI眼镜;消费电子概念;车联网(车路协同);机器人概念;安防;新能源汽车;无人机;华为概念;虚拟现实;智能家居;职业教育;深股通,16,33
002025.SZ,002025,商业航天;卫星导航;大飞机;军工;低空经济;同花顺新质50;核电;央企国企改革;机器视觉;华为概念;智能物流;5G;西部大开发;数据中心;国企改革;比亚迪概念;小米概念;新能源汽车;铜缆高速连接;液冷服务器;共封装光学(CPO);深股通;融资融券,23,33
688218.SH,688218,新型工业化;人形机器人;机器视觉;新能源汽车;特斯拉概念;机器人概念;专精特新;高端装备;无线充电;储能;宁德时代概念;低空经济;创投;人工智能;DeepSeek概念;融资融券,16,17
000573.SZ,000573,金属回收;动力电池回收;广东自贸区;锂电池概念;金属铅;物业管理;粤港澳大湾区;创投;互联网金融,9,33
601995.SH,601995,期货概念;同花顺中特估100;国企改革;2025年报预增;中字头股票;融资融券;沪股通,7,17
688334.SH,688334,柔性直流输电;特高压;智能电网;超导概念;充电桩;核电;固态电池;无人机;一带一路;央企国企改革;西部大开发;国企改革;沪股通;融资融券,14,17
000766.SZ,000766,DeepSeek概念;参股银行;民营医院;工业大麻;阿尔茨海默概念;流感;深股通;肝炎概念;创新药;融资融券,10,33
601990.SH,601990,期货概念;国企改革;创投;沪股通;融资融券,5,17
688128.SH,688128,特高压;储能;氢能源;可控核聚变;抽水蓄能;比亚迪概念;汽车热管理;新型工业化;锂电池概念;固态电池;一带一路;回购增持再贷款概念;无人机;央企国企改革;无人驾驶;国企改革;房屋检测;沪股通;中字头股票;融资融券,20,17
002752.SZ,002752,福建自贸区;海峡两岸;储能;IP经济(谷子经济);新能源汽车;抖音概念(字节概念);深股通,7,33
002166.SZ,002166,禽流感;工业大麻;合成生物;代糖概念;农业种植;啤酒概念;参股银行;西部大开发;回购增持再贷款概念;人民币贬值受益;乡村振兴;专精特新;股权转让(并购重组);深股通;融资融券,15,33
301116.SZ,301116,养鸡;预制菜;宠物经济;乡村振兴;体育产业;深股通;融资融券,7,33
001337.SZ,001337,黄金概念;2025年报预增;西部大开发;国企改革;融资融券;深股通,6,33
600597.SH,600597,超级品牌;乳业;冷链物流;三胎概念;上海国企改革;国企改革;数字经济;沪股通;融资融券,9,17
002437.SZ,002437,维生素;基因测序;肝炎概念;仿制药一致性评价;医药电商;创新药;民营医院;2025年报预增;黑龙江自贸区;深股通;融资融券,11,33
002635.SZ,002635,MiniLED;汽车电子;无线耳机;智能穿戴;小米概念;智能家居;机器人概念;消费电子概念;新能源汽车;传感器;柔性屏(折叠屏);特斯拉概念;无线充电;苹果概念;人民币贬值受益;智能音箱;MR(混合现实);充电桩;5G;储能;华为概念;虚拟现实;OLED;长三角一体化;燃料电池;海峡两岸;高压快充;一带一路;同花顺果指数;氢能源;元宇宙;深股通;无人机;融资融券,34,33
603969.SH,603969,核电;高铁;风电;水利;高端装备;储能;光伏概念;2025三季报预增;京津冀一体化;一带一路;创投;新疆振兴;雄安新区;地下管网;水泥概念;沪股通;融资融券,17,17
300656.SZ,300656,汽车芯片;芯片概念;第三代半导体;电子身份证;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;粤港澳大湾区;比亚迪概念;光伏概念;储能;特高压,15,33
688600.SH,688600,可控核聚变;专精特新;DeepSeek概念;医疗器械概念;2025年报预增;氢能源;融资融券,7,17
002387.SZ,002387,MicroLED概念;柔性屏(折叠屏);智能穿戴;虚拟现实;人脸识别;小米概念;汽车电子;消费电子概念;OLED;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,15,33
920553.BJ,920553,融资融券;高端装备;烟草;工业母机,4,151
300844.SZ,300844,新型城镇化;雄安新区;粤港澳大湾区;人工智能;DeepSeek概念;AIGC概念;百度概念;乡村振兴;旅游概念;元宇宙;融资融券,11,33
300439.SZ,300439,猴痘概念;肝炎概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,8,33
688565.SH,688565,共同富裕示范区;污水处理;燃料电池;氢能源;专精特新;核电;超超临界发电;2025年报预增;融资融券,9,17
600250.SH,600250,IP经济(谷子经济);跨境电商;旅游概念;养老概念;低空经济;国企改革,6,17
002388.SZ,002388,钠离子电池;固态电池;富士康概念;华为概念;无人机;锂电池概念;有机硅概念;比亚迪概念;氟化工概念;粤港澳大湾区;消费电子概念;新能源汽车;充电桩;人形机器人;摘帽,15,33
300542.SZ,300542,数字货币;跨境支付(CIPS);军工信息化;互联网金融;军民融合;财税数字化;智慧城市;信创;华为鲲鹏;鸿蒙概念;数据要素;网络安全;区块链;华为欧拉;商业航天;华为昇腾;低空经济;云计算;Web3.0;DeepSeek概念;百度概念;军工;人工智能;元宇宙;虚拟数字人;NFT概念;华为概念;同花顺新质50;数据中心;一带一路;华为海思概念股;AI应用;深股通;股权转让(并购重组),34,33
000543.SZ,000543,超超临界发电;抽水蓄能;绿色电力;风电;核电;碳交易;天然气;国企改革;参股银行;储能;参股券商;充电桩;深股通;融资融券,14,33
300278.SZ,300278,人形机器人;机器视觉;数字孪生;特斯拉概念;工业互联网;新型工业化;机器人概念;比亚迪概念;高端装备;长安汽车概念;新能源汽车;智能物流;光伏概念;人民币贬值受益;回购增持再贷款概念;深股通;融资融券,17,33
688058.SH,688058,华为鲲鹏;信创;数据要素;云计算;AI智能体;数据安全;ChatGPT概念;华为昇腾;鸿蒙概念;华为欧拉;AIGC概念;智慧城市;人脸识别;阿里巴巴概念;人工智能;DeepSeek概念;算力租赁;华为概念;互联网金融;跨境支付(CIPS);机器视觉;5G;专精特新;AI应用;融资融券,25,17
002615.SZ,002615,露营经济;共同富裕示范区;智能家居;一带一路;回购增持再贷款概念;体育产业;跨境电商;人民币贬值受益;三胎概念;华为概念;网红经济;星闪概念;数字经济;鸿蒙概念;IP经济(谷子经济);NFT概念,16,33
300795.SZ,300795,AIGC概念;AI智能体;数据要素;跨境电商;DeepSeek概念;体育产业;人工智能;创投;AI眼镜;AI应用;一带一路,11,33
920729.BJ,920729,融资融券;动物疫苗;禽流感,3,151
002940.SZ,002940,幽门螺杆菌概念;仿制药一致性评价;创新药;宠物经济;共同富裕示范区;维生素;MR(混合现实);合成生物;回购增持再贷款概念;深股通,10,33
688767.SH,688767,脑机接口;芬太尼;猴痘概念;医疗器械概念;幽门螺杆菌概念;肝炎概念;流感;人民币贬值受益;辅助生殖;沪股通;融资融券,11,17
001369.SZ,001369,锂电池概念;碳中和;光伏概念;西部大开发;注册制次新股;专精特新;深股通;新股与次新股;融资融券,9,33
688449.SH,688449,存储芯片;汽车芯片;芯片概念;沪股通;融资融券,5,17
600267.SH,600267,流感;创新药;仿制药一致性评价;医药电商;减肥药;阿尔茨海默概念;动物疫苗;合成生物;青蒿素;宠物经济;医美概念;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,16,17
688621.SH,688621,减肥药;细胞免疫治疗;创新药;CRO概念;华为盘古;仿制药一致性评价;智能医疗;人工智能;肝炎概念;专精特新;宠物经济;回购增持再贷款概念;股权转让(并购重组);融资融券;沪股通,15,17
002216.SZ,002216,超级品牌;预制菜;网红经济;冷链物流;融资融券;深股通,6,33
920693.BJ,920693,液冷服务器;机器人概念;芯片概念;融资融券;专精特新;人民币贬值受益;医疗器械概念,7,151
300096.SZ,300096,数字水印;家庭医生;AI应用;DRG/DIP;蚂蚁集团概念;Web3.0;移动支付;数据确权;福建自贸区;数据要素;智慧政务;托育服务;数据安全;AIGC概念;ChatGPT概念;腾讯概念;数字经济;华为鲲鹏;在线教育;区块链;信创;DeepSeek概念;智慧城市;海峡两岸;人脸识别;智能医疗;人工智能;参股保险;养老概念;华为概念;国企改革;机器视觉;ST板块,33,33
002186.SZ,002186,预制菜;网红经济;白酒概念;超级品牌;IP经济(谷子经济);职业教育;NFT概念;京津冀一体化;雄安新区;国企改革,10,33
688112.SH,688112,芯片概念;苹果概念;专精特新;英伟达概念;华为概念;人民币贬值受益;粤港澳大湾区;沪股通;融资融券,9,17
688571.SH,688571,国企改革;专精特新;稀土永磁;光刻胶;PCB概念;融资融券,6,17
603680.SH,603680,高铁;充电桩;储能;一带一路;2025年报预增;沪股通,6,17
603712.SH,603712,军工信息化;军民融合;卫星导航;商业航天;大飞机;军工;无人机;6G概念;京津冀一体化;DeepSeek概念;高铁;国企改革;一带一路;回购增持再贷款概念;融资融券;沪股通,16,17
000509.SZ,000509,碳交易;碳中和;国企改革;西部大开发;网络安全;人民币贬值受益;信创;工业母机,8,33
600160.SH,600160,PVDF概念;氟化工概念;消毒剂;锂电池概念;中芯国际概念;煤化工概念;液冷服务器;风电;绿色电力;2025年报预增;碳交易;国企改革;数据中心;融资融券;沪股通,15,17
600721.SH,600721,青蒿素;物业管理;合成生物;细胞免疫治疗;流感;肝炎概念;新疆振兴;CRO概念;创新药;西部大开发;减肥药,11,17
000809.SZ,000809,光伏建筑一体化;绿色电力;氢能源;风电;储能;摘帽,6,33
300411.SZ,300411,军民融合;军工;商业航天;低空经济;无人机;海工装备;核电;可控核聚变;飞行汽车(eVTOL);水利;人工智能;高铁;PM2.5;高端装备;专精特新;雅下水电概念;共同富裕示范区;深股通,18,33
000909.SZ,000909,物业管理;ST板块;国企改革;共同富裕示范区;换电概念;充电桩;智慧城市;车联网(车路协同);无人驾驶;消费电子概念;5G;智慧政务;元宇宙;云办公,14,33
603205.SH,603205,医药电商;三胎概念;医疗器械概念;消毒剂;跨境电商;人民币贬值受益;融资融券,7,17
600234.SH,600234,物业管理;抖音概念(字节概念);文化传媒概念;摘帽,4,17
002633.SZ,002633,高端装备;国企改革;军民融合;风电;海工装备;核电;股权转让(并购重组),7,33
000663.SZ,000663,海峡两岸;土地流转;乡村振兴;碳中和;央企国企改革;国企改革;碳交易;绿色电力;天然气,9,33
688363.SH,688363,重组蛋白;创新药;医美概念;合成生物;2025年报预增;沪股通;融资融券,7,17
688178.SH,688178,污水处理;固废处理;盐湖提锂;融资融券,4,17
300703.SZ,300703,托育服务;三胎概念;IP经济(谷子经济);体育产业;跨境电商;宠物经济;共同富裕示范区;文化传媒概念;人工智能;国企改革;一带一路;绿色电力;人民币贬值受益;深股通,14,33
300172.SZ,300172,土壤修复;净水概念;核污染防治;生物质能发电;污水处理;固废处理;超超临界发电;新型城镇化;PPP概念;PM2.5;一带一路;核电;高端装备;盐湖提锂;专精特新;物联网,16,33
601318.SH,601318,沪股通;融资融券;互联网保险;证金持股;家庭医生;同花顺漂亮100;同花顺中特估100;参股券商;独角兽概念,9,17
002766.SZ,002766,车联网(车路协同);数据要素;智能座舱;无人驾驶;人工智能;物联网;粤港澳大湾区;消费电子概念;5G;人民币贬值受益;深股通,11,33
300896.SZ,300896,毛发医疗;医美概念;同花顺漂亮100;重组蛋白;合成生物;减肥药;医疗器械概念;专精特新;深股通;融资融券,10,33
603062.SH,603062,专精特新;风电;储能;光伏概念;碳中和;海工装备;沪股通;融资融券,8,17
688176.SH,688176,创新药;沪股通;融资融券,3,17
920978.BJ,920978,汽车电子;融资融券;长安汽车概念;比亚迪概念;汽车热管理;传感器;机器人概念;专精特新;小米汽车;新能源汽车;储能,11,151
000607.SZ,000607,短剧游戏;快手概念;文化传媒概念;NFT概念;虚拟数字人;知识产权保护;在线教育;数据确权;蚂蚁集团概念;百度概念;阿里巴巴概念;职业教育;数字经济;托育服务;三胎概念;创投;AI应用;低空经济;共同富裕示范区;国企改革;长三角一体化;融资融券,22,33
603777.SH,603777,白酒概念;IP经济(谷子经济);智能物流;人工智能;腾讯概念;融资融券,6,17
920180.BJ,920180,医疗器械概念;新股与次新股;融资融券,3,151
600098.SH,600098,天然气;可燃冰;超超临界发电;绿色电力;国企改革;氢能源;抽水蓄能;回购增持再贷款概念;广东自贸区;风电;储能;充电桩;融资融券;粤港澳大湾区;沪股通,15,17
301581.SZ,301581,专精特新;芯片概念;供销社;新能源汽车;光伏概念;融资融券,6,33
600095.SH,600095,互联网金融;参股券商;创投;参股银行;黑龙江自贸区;2025年报预增;股权转让(并购重组);融资融券;沪股通,9,17
920039.BJ,920039,人工智能;碳交易;国企改革;新型城镇化;军工;数据要素;区块链;融资融券;碳中和,9,151
920779.BJ,920779,宁德时代概念;融资融券;比亚迪概念;消费电子概念;锂电池概念;固态电池,6,151
600990.SH,600990,国产航母;商业航天;大飞机;卫星导航;军民融合;军工信息化;可控核聚变;军工;低空经济;核电;毫米波雷达;量子科技;安防;水利;央企国企改革;比亚迪概念;新能源汽车;DeepSeek概念;国企改革;PCB概念;沪股通;融资融券,22,17
300021.SZ,300021,生态农业;土地流转;农业种植;粮食概念;新疆振兴;地下管网;新型城镇化;PPP概念;乡村振兴;土壤修复;光伏建筑一体化;污水处理;水利;西部大开发;一带一路;京津冀一体化;雅下水电概念;数字孪生;智慧城市;数字经济;数字乡村;机器人概念;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;数据安全;云计算;AI应用,30,33
000019.SZ,000019,粮食概念;预制菜;深圳国企改革;冷链物流;国企改革;一带一路;数字乡村;深股通,8,33
603816.SH,603816,跨境电商;智能家居;沪股通;融资融券,4,17
600119.SH,600119,国企改革;上海国企改革;物业管理;统一大市场;跨境电商;长三角一体化;自由贸易港;卫星导航;租售同权;金属铜,10,17
600965.SH,600965,乳业;粮食概念;预制菜;生态农业;农业种植;玉米;乡村振兴;冷链物流;京津冀一体化;土壤修复;融资融券,11,17
301392.SZ,301392,第三代半导体;芯片概念;富士康概念;PET铜箔;苹果概念;专精特新;比亚迪概念;锂电池概念;光伏概念;TOPCON电池;钙钛矿电池;融资融券;深股通,13,33
920146.BJ,920146,新能源汽车;氢能源;融资融券;比亚迪概念,4,151
920098.BJ,920098,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,14,151
920433.BJ,920433,西部大开发;融资融券,2,151
300886.SZ,300886,烟草;人民币贬值受益;融资融券,3,33
920278.BJ,920278,养老概念;宠物经济;智能医疗;融资融券;跨境电商;阿里巴巴概念;医疗器械概念;人民币贬值受益,8,151
000753.SZ,000753,海峡两岸;地下管网;垃圾分类;新型城镇化;PPP概念;装配式建筑;污水处理;水利;充电桩;乡村振兴;光伏概念;新能源汽车;低空经济;创投;智慧城市;绿色电力;国企改革;跨境电商;海工装备;数字经济;风电;智慧政务;DeepSeek概念;深股通,24,33
603991.SH,603991,先进封装;存储芯片;芯片概念;5G;机器视觉;华为概念;股权转让(并购重组);核电,8,17
301136.SZ,301136,卫星导航;商业航天;福建自贸区;时空大数据;海峡两岸;无人机;低空经济;智慧政务;房屋检测;数字乡村;智慧城市;车联网(车路协同);数据要素;数字经济;海工装备;数字孪生;水利;地下管网;人工智能;土壤修复;物联网;新型城镇化;虚拟现实;乡村振兴;数据中心;国企改革;碳中和;污水处理;AI应用;融资融券,30,33
920946.BJ,920946,锂电池概念;专精特新;融资融券;国企改革,4,151
301658.SZ,301658,光伏概念;储能;充电桩;一带一路;粤港澳大湾区;注册制次新股;人民币贬值受益;深股通;新股与次新股;融资融券,10,33
920663.BJ,920663,新能源汽车;减速器;专精特新;PEEK材料;融资融券,5,151
002169.SZ,002169,特高压;宁德时代概念;充电桩;智能电网;储能;芯片概念;光伏概念;电力物联网;虚拟电厂;数据中心;钒电池;绿色电力;碳中和;工业互联网;深股通;融资融券,16,33
301019.SZ,301019,POE胶膜;消费电子概念;染料;专精特新;3D打印;融资融券,6,33
600736.SH,600736,大飞机;航空发动机;商业航天;卫星导航;建筑节能;军工;低空经济;军民融合;水利;地下管网;新型城镇化;风电;虚拟电厂;创投;华为数字能源;工业母机;污水处理;医疗器械概念;固废处理;储能;华为概念;特色小镇;国企改革;绿色电力;芯片概念;乡村振兴;旅游概念;参股银行;净水概念;证金持股;冰雪产业;沪股通;融资融券,33,17
688013.SH,688013,医疗器械概念;2025年报预增;专精特新;智能医疗;融资融券,5,17
000752.SZ,000752,啤酒概念;ST板块;西部大开发;2025年报预增,4,33
000733.SZ,000733,军民融合;大飞机;商业航天;军工;卫星导航;低空经济;飞行汽车(eVTOL);第三代半导体;芯片概念;比亚迪概念;新能源汽车;华为概念;储能;央企国企改革;超级电容;西部大开发;锂电池概念;国企改革;参股券商;深股通;融资融券,21,33
688182.SH,688182,6G概念;WiFi 6;5G;芯片概念;华为概念;专精特新;卫星导航;2025年报预增;商业航天;国家大基金持股;新能源汽车;沪股通;融资融券,13,17
301018.SZ,301018,液冷服务器;数据中心;高压快充;5G;可控核聚变;抽水蓄能;储能;新能源汽车;华为概念;2025年报预增;核电;锂电池概念;成飞概念;空气能热泵;阿里巴巴概念;腾讯概念;抖音概念(字节概念);军工;百度概念;DeepSeek概念;碳中和;深股通;融资融券,23,33
603626.SH,603626,富士康概念;新型烟草(电子烟);AI PC;苹果概念;特斯拉概念;柔性屏(折叠屏);智能音箱;无线耳机;消费电子概念;智能穿戴;机器人概念;储能;固态电池;华为概念;虚拟现实;人民币贬值受益;元宇宙;海峡两岸;沪股通;融资融券,20,17
000065.SZ,000065,央企国企改革;水利;新型城镇化;无人机;国企改革;超超临界发电;智能物流;一带一路;同花顺中特估100;风电;绿色电力;煤炭概念;新能源汽车;人民币贬值受益;深股通;融资融券,16,33
600461.SH,600461,污水处理;PPP概念;固废处理;垃圾分类;天然气;国企改革;创投;融资融券;沪股通,9,17
000059.SZ,000059,化肥;煤化工概念;石墨电极;央企国企改革;国企改革;深股通;融资融券,7,33
920491.BJ,920491,飞行汽车(eVTOL);汽车电子;专精特新;物联网;新能源汽车;无人驾驶;液冷服务器;低空经济;芯片概念;无人机;消费电子概念;机器人概念;智能家居;融资融券;安防;人形机器人;传感器;医疗器械概念,18,151
603529.SH,603529,共享单车;两轮车;钠离子电池;换电概念;新能源汽车;鸿蒙概念;融资融券;沪股通,8,17
300026.SZ,300026,流感;仿制药一致性评价;创新药;医疗器械概念;养老概念;血氧仪;国企改革;京津冀一体化;深股通;融资融券,10,33
600198.SH,600198,卫星导航;商业航天;移动支付;量子科技;车联网(车路协同);低空经济;无人机;网络安全;数据安全;智慧政务;智慧城市;芯片概念;5G;智能穿戴;MCU芯片;核电;汽车芯片;创投;央企国企改革;一带一路;国企改革;股权转让(并购重组);沪股通,23,17
002685.SZ,002685,新型工业化;传感器;高端装备;军工;DeepSeek概念;信创;一带一路;航运概念;专精特新;芯片概念;深股通;股权转让(并购重组);融资融券,13,33
002106.SZ,002106,汽车电子;消费电子概念;柔性屏(折叠屏);新能源汽车;小米概念;人民币贬值受益;石墨烯;电子纸;粤港澳大湾区;华为概念;海峡两岸;绿色电力;深股通;融资融券,14,33
600435.SH,600435,国产航母;军工信息化;卫星导航;军民融合;军工;无人机;高端装备;央企国企改革;国企改革;2025年报预增;证金持股;沪股通;融资融券,13,17
600085.SH,600085,超级品牌;证金持股;医药电商;流感;国企改革;沪股通;融资融券;智能医疗;DeepSeek概念,9,17
920950.BJ,920950,人民币贬值受益;融资融券,2,151
000799.SZ,000799,白酒概念;国企改革;央企国企改革;深股通;融资融券,5,33
002039.SZ,002039,绿色电力;乡村振兴;国企改革;央企国企改革;西部大开发;2025三季报预增;2025年报预增;深股通;融资融券,9,33
002344.SZ,002344,民营医院;特色小镇;参股银行;养老概念;跨境电商;网红经济;国企改革;光伏建筑一体化;创投;长三角一体化;互联网金融;小红书概念;深股通;融资融券;股权转让(并购重组),15,33
603237.SH,603237,预制菜;共同富裕示范区;IP经济(谷子经济);长三角一体化;虚拟数字人,5,17
603312.SH,603312,锂电池概念;光伏概念;宁德时代概念;风电;储能;特斯拉概念;新能源汽车;高铁;比亚迪概念;沪股通;融资融券,11,17
002036.SZ,002036,OLED;智能座舱;毫米波雷达;无人驾驶;MR(混合现实);无人机;低空经济;智能穿戴;AI眼镜;军民融合;安防;芯片概念;机器视觉;消费电子概念;虚拟现实;汽车电子;无线充电;传感器;华为概念;无线耳机;比亚迪概念;苹果概念;英伟达概念;特斯拉概念;机器人概念;华为汽车;元宇宙;百度概念;新能源汽车;智能家居;人形机器人;创投;一带一路;深股通;股权转让(并购重组);融资融券,36,33
000403.SZ,000403,肝炎概念;国企改革;DeepSeek概念;股权转让(并购重组);深股通;融资融券,6,33
300813.SZ,300813,细胞免疫治疗;医疗器械概念;食品安全;共同富裕示范区;机器人概念,5,33
600169.SH,600169,国企改革;高铁;核电;海工装备;一带一路;高端装备;商业航天;中俄贸易概念;回购增持再贷款概念;ST板块;储能;减速器,12,22
600780.SH,600780,绿色电力;证金持股;国企改革;风电;沪股通;融资融券,6,17
301379.SZ,301379,PCB概念;存储芯片;MiniLED;消费电子概念;汽车电子;比亚迪概念;智能家居;海峡两岸;长安汽车概念;无人机;低空经济;人工智能;西部大开发;深股通;融资融券,15,33
688522.SH,688522,卫星导航;军工;低空经济;毫米波雷达;同花顺新质50;芯片概念;MCU芯片;专精特新;2025三季报预增;2025年报预增;沪股通;融资融券,12,17
300665.SZ,300665,新型城镇化;地下管网;光伏建筑一体化;有机硅概念;农业种植;高铁;一带一路;水利;新能源汽车;光伏概念;专精特新;风电;核电;股权转让(并购重组),14,33
300827.SZ,300827,光伏概念;智能电网;宁德时代概念;氢能源;储能;可控核聚变;绿色电力;一带一路;专精特新;数据中心;融资融券;深股通,12,33
688302.SH,688302,创新药;西部大开发;沪股通;融资融券,4,17
600779.SH,600779,白酒概念;西部大开发;沪股通;融资融券,4,17
301261.SZ,301261,减速器;人形机器人;工业母机;机器人概念;高端装备;专精特新;创投;京津冀一体化;深股通;融资融券,10,33
301449.SZ,301449,注册制次新股;宁德时代概念;锂电池概念;核电;高端装备;网络安全;水利;汽车热管理;储能;高压快充;粤港澳大湾区;充电桩;智能医疗;物联网;新能源汽车;机器人概念;深股通;新股与次新股;融资融券,19,33
000561.SZ,000561,军工信息化;商业航天;军民融合;大飞机;军工;低空经济;无人机;光伏概念;硅能源;西部大开发;国企改革;股权转让(并购重组);深股通,13,33
301617.SZ,301617,固态电池;专精特新;金属回收;深股通;融资融券,5,33
603696.SH,603696,海峡两岸;互联网金融;融资融券,3,17
688498.SH,688498,共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,9,17
600106.SH,600106,PPP概念;参股券商;参股银行;ETC;西部大开发;创投;智慧城市;沪股通;融资融券,9,17
603310.SH,603310,专精特新;创投;氟化工概念;沪股通;融资融券,5,17
002889.SZ,002889,冷链物流;统一大市场;广东自贸区;冰雪产业;航运概念;自由贸易港;光刻机;智能物流;跨境电商;一带一路;粤港澳大湾区;特斯拉概念;机器人概念;互联网金融;数字经济;华为概念;区块链;人工智能;DeepSeek概念;生物疫苗;深股通,21,33
920592.BJ,920592,蚂蚁集团概念;人工智能;AIGC概念;阿里巴巴概念;智谱AI;华为概念;智慧政务;数字经济;DeepSeek概念;信创;区块链;互联网金融;融资融券;数据要素;京津冀一体化;鸿蒙概念,16,151
002707.SZ,002707,冰雪产业;旅游概念;足球概念;体育产业;AI应用;IP经济(谷子经济);露营经济;跨境支付(CIPS);区块链;乡村振兴;AI智能体;互联网金融;阿里巴巴概念;京津冀一体化;人工智能;宠物经济;一带一路;深股通;融资融券,19,33
300879.SZ,300879,减速器;农机;机器人概念;人民币贬值受益;氢能源;乡村振兴;跨境电商;锂电池概念;物联网;储能;深股通;股权转让(并购重组);融资融券,13,33
002568.SZ,002568,超级品牌;长三角一体化;深股通;融资融券,4,33
000921.SZ,000921,空气能热泵;家用电器;智能家居;DeepSeek概念;深股通;融资融券;汽车热管理;新能源汽车;人形机器人,9,33
301448.SZ,301448,专精特新;锂电池概念;人民币贬值受益;跨境电商;融资融券,5,33
603139.SH,603139,流感;幽门螺杆菌概念;毛发医疗;肝炎概念;三胎概念;医药电商;合成生物;NMN概念;农业种植;医疗器械概念;乡村振兴;西部大开发;牙科医疗;股权转让(并购重组),14,17
600654.SH,600654,鸿蒙概念;信创;智慧城市;安防;网络安全;人工智能;东数西算(算力);华为概念;数据中心;智能医疗;传感器;养老概念;比亚迪概念;物业管理;沪股通,15,17
600071.SH,600071,安防;物联网;机器视觉;华为概念;机器人概念;新型工业化;太赫兹;汽车电子;消费电子概念;华为汽车;芯片概念;央企国企改革;国企改革;锂电池概念;2025年报预增;沪股通;融资融券,17,17
301587.SZ,301587,固态电池;特斯拉概念;新能源汽车;锂电池概念;储能;低空经济;商业航天;融资融券,8,33
600558.SH,600558,可控核聚变;核电;海工装备;超超临界发电;军工;水利;西部大开发;国企改革;2025三季报预增,9,17
002474.SZ,002474,Web3.0;军工信息化;云办公;智慧政务;华为鲲鹏;在线教育;数据安全;网络安全;信创;区块链;数据要素;鸿蒙概念;数字经济;虚拟现实;智慧城市;安防;福建自贸区;核污染防治;人工智能;军工;海峡两岸;华为概念;物联网;物业管理;电力物联网;智能电网;AI应用;融资融券,28,33
603203.SH,603203,富士康概念;PCB概念;先进封装;液冷服务器;苹果概念;共封装光学(CPO);中芯国际概念;存储芯片;宁德时代概念;OLED;第三代半导体;汽车电子;比亚迪概念;芯片概念;新能源汽车;无线耳机;新型工业化;AI眼镜;专精特新;智能穿戴;高端装备;机器视觉;机器人概念;华为概念;工业互联网;人工智能;沪股通,27,17
601006.SH,601006,证金持股;同花顺中特估100;国企改革;高铁;沪股通;融资融券,6,17
600592.SH,600592,人形机器人;军民融合;大飞机;商业航天;军工;海工装备;海峡两岸;新能源汽车;国企改革;参股券商;融资融券;沪股通,12,17
600794.SH,600794,统一大市场;国企改革;航运概念;智能物流;创投;数字货币;长三角一体化;数字经济;数据要素;沪股通,10,17
600129.SH,600129,医药电商;维生素;仿制药一致性评价;医美概念;流感;肝炎概念;眼科医疗;养老概念;创新药;医疗器械概念;禽流感;超级品牌;减肥药;农业种植;西部大开发;乡村振兴;国企改革;人工智能;土地流转;央企国企改革;AI智能体;百度概念;阿里巴巴概念;2025年报预增;股权转让(并购重组);沪股通;融资融券,27,17
920204.BJ,920204,PET铜箔;专精特新;融资融券;光伏概念;锂电池概念;核污染防治,6,151
603693.SH,603693,生物质能发电;绿色电力;风电;充电桩;储能;国企改革;钠离子电池;沪股通;融资融券,9,17
000726.SZ,000726,绿色电力;证金持股;一带一路;人民币贬值受益;创投;C2M概念;2025三季报预增;生物疫苗;职业教育;融资融券,10,33
002317.SZ,002317,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;辅助生殖;创新药;减肥药;医药电商;眼科医疗;维生素;NMN概念;医疗器械概念;智能医疗;养老概念;粤港澳大湾区;数字经济;深股通;融资融券,20,33
301631.SZ,301631,新能源汽车;华为汽车;低空经济;粤港澳大湾区;人形机器人;数据中心;宁德时代概念;储能;锂电池概念;固态电池;深股通;融资融券,12,33
600380.SH,600380,流感;创新药;医药电商;减肥药;辅助生殖;合成生物;猴痘概念;宠物经济;智能医疗;粤港澳大湾区;DeepSeek概念;人工智能;腾讯概念;沪股通;融资融券,15,17
601899.SH,601899,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属钴;盐湖提锂;同花顺出海50;同花顺中特估100;同花顺漂亮100;锂电池概念;2025年报预增;沪股通;融资融券;氢能源;证金持股;国企改革;一带一路;福建自贸区,19,17
600827.SH,600827,免税店;参股券商;IP经济(谷子经济);上海国企改革;国企改革;创投;阿里巴巴概念;华为概念;AI眼镜;沪股通;融资融券,11,17
603213.SH,603213,共同富裕示范区;消毒剂;国企改革;氢能源;石墨烯;工业互联网;沪股通;股权转让(并购重组),8,17
