股票代码,所属概念数量,code,所属概念,market_code
002551.SZ,5,002551,医疗器械概念;养老概念;粤港澳大湾区;独角兽概念;人民币贬值受益,33
002329.SZ,14,002329,乳业;冷链物流;生态农业;三胎概念;跨境电商;乡村振兴;智慧城市;西部大开发;绿色电力;文化传媒概念;数字经济;一带一路;光伏概念;融资融券,33
300869.SZ,13,300869,幽门螺杆菌概念;血氧仪;三胎概念;宠物经济;医疗器械概念;医药电商;智能医疗;养老概念;跨境电商;人民币贬值受益;智能穿戴;深股通;融资融券,33
002535.SZ,7,002535,高端装备;军工;储能;燃料电池;安防;蚂蚁集团概念;煤炭概念,33
600308.SH,17,600308,环氧丙烷;生物质能发电;一带一路;绿色电力;智能物流;数字孪生;数字经济;数据要素;工业互联网;光伏概念;DeepSeek概念;元宇宙;新型工业化;AI语料;AI应用;沪股通;融资融券,17
002550.SZ,5,002550,创新药;仿制药一致性评价;肝炎概念;合成生物;深股通,33
301297.SZ,9,301297,中芯国际概念;光刻机;OLED;芯片概念;富士康概念;2025年报预增;股权转让(并购重组);深股通;融资融券,33
920344.BJ,8,920344,重组蛋白;细胞免疫治疗;肝炎概念;三胎概念;京津冀一体化;专精特新;创新药;融资融券,151
601026.SH,13,601026,注册制次新股;碳纤维;风电;光伏概念;丙烯酸;专精特新;新能源汽车;储能;海工装备;芯片概念;锂电池概念;新股与次新股;融资融券,17
600195.SH,14,600195,动物疫苗;禽流感;流感;维生素;宠物经济;参股保险;国企改革;乡村振兴;央企国企改革;2025年报预增;赛马概念;沪股通;中字头股票;融资融券,17
300041.SZ,32,300041,有机硅概念;PVDF概念;固态电池;锂电池概念;宁德时代概念;光伏概念;比亚迪概念;高铁;新能源汽车;特斯拉概念;BC电池;小米汽车;钙钛矿电池;消费电子概念;风电;小米概念;建筑节能;华为汽车;芯片概念;光伏建筑一体化;军工;低空经济;先进封装;2025年报预增;创投;华为海思概念股;华为概念;雄安新区;大飞机;人工智能;深股通;融资融券,33
301603.SZ,13,301603,PCB概念;工业母机;人形机器人;新型工业化;新能源汽车;柔性屏(折叠屏);专精特新;机器人概念;2025年报预增;军工;粤港澳大湾区;深股通;融资融券,33
002640.SZ,9,002640,拼多多概念;互联网金融;数字经济;跨境电商;网红经济;三胎概念;人民币贬值受益;无线耳机;深股通,33
300845.SZ,15,300845,职业教育;数字孪生;人工智能;虚拟现实;元宇宙;高铁;军民融合;车联网(车路协同);军工;军工信息化;一带一路;机器视觉;专精特新;大飞机;航空发动机,33
002855.SZ,9,002855,智能家居;智能穿戴;虚拟现实;华为概念;无线耳机;消费电子概念;储能;风电;深股通,33
300346.SZ,12,300346,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;专精特新;氟化工概念;华为概念;长三角一体化;融资融券;深股通,33
920856.BJ,8,920856,参股银行;物联网;无人驾驶;融资融券;机器人概念;无人机;一带一路;专精特新,151
600594.SH,7,600594,医药电商;流感;民营医院;医美概念;创新药;西部大开发;融资融券,17
920690.BJ,12,920690,人形机器人;飞行汽车(eVTOL);汽车热管理;低空经济;汽车电子;专精特新;新能源汽车;芯片概念;特斯拉概念;机器人概念;军工;融资融券,151
002128.SZ,11,002128,煤炭概念;央企国企改革;西部大开发;绿色电力;国企改革;风电;深股通;融资融券;储能;数据要素;股权转让(并购重组),33
600612.SH,7,600612,黄金概念;小金属概念;国企改革;IP经济(谷子经济);沪股通;融资融券;AI眼镜,17
603277.SH,3,603277,人民币贬值受益;机器人概念;沪股通,17
002726.SZ,4,002726,预制菜;猪肉;融资融券;深股通,33
000925.SZ,36,000925,商业航天;卫星导航;低空经济;无人机;时空大数据;车联网(车路协同);智慧城市;数字孪生;空间计算;数字水印;高铁;数字经济;无人驾驶;数据要素;信创;人工智能;工业互联网;华为概念;元宇宙;机器人概念;机器视觉;ChatGPT概念;乡村振兴;虚拟数字人;一带一路;数据确权;多模态AI;东数西算(算力);数据中心;算力租赁;回购增持再贷款概念;芯片概念;医疗器械概念;合成生物;先进封装;深股通,33
300715.SZ,5,300715,光伏建筑一体化;光伏概念;长三角一体化;专精特新;芯片概念,33
300388.SZ,7,300388,新型城镇化;PPP概念;地下管网;污水处理;国企改革;央企国企改革;深股通,33
002703.SZ,10,002703,小米汽车;长安汽车概念;无人驾驶;共同富裕示范区;比亚迪概念;新能源汽车;汽车电子;小米概念;深股通;融资融券,33
002121.SZ,12,002121,虚拟电厂;智能电网;电力物联网;锂电池概念;充电桩;储能;绿色电力;新能源汽车;一带一路;机器人概念;深股通;融资融券,33
300211.SZ,9,300211,医疗器械概念;ST板块;血氧仪;传感器;物联网;智能穿戴;消费电子概念;人工智能;芯片概念,33
300787.SZ,14,300787,智能家居;安防;机器人概念;一带一路;苹果概念;智能穿戴;人民币贬值受益;消费电子概念;储能;宠物经济;无线耳机;无线充电;第三代半导体;锂电池概念,33
600082.SH,4,600082,天津自贸区;国企改革;京津冀一体化;创投,17
002034.SZ,9,002034,生物质能发电;PPP概念;固废处理;绿色电力;垃圾分类;回购增持再贷款概念;动力电池回收;融资融券;深股通,33
920160.BJ,6,920160,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,151
600332.SH,13,600332,青蒿素;证金持股;医药电商;仿制药一致性评价;流感;白酒概念;生物疫苗;创新药;国企改革;医疗器械概念;阿里巴巴概念;沪股通;融资融券,17
600488.SH,6,600488,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,17
920810.BJ,5,920810,智能物流;融资融券;高端装备;机器人概念;专精特新,151
601065.SH,8,601065,国企改革;储能;海峡两岸;锂电池概念;工业互联网;盐湖提锂;沪股通;融资融券,17
301055.SZ,11,301055,IP经济(谷子经济);NFT概念;AI智能体;DeepSeek概念;跨境电商;露营经济;家用电器;物联网;超级品牌;2025年报预增;融资融券,33
301618.SZ,4,301618,粤港澳大湾区;专精特新;深股通;融资融券,33
002039.SZ,9,002039,绿色电力;乡村振兴;国企改革;央企国企改革;西部大开发;2025三季报预增;2025年报预增;深股通;融资融券,33
301008.SZ,9,301008,减速器;人形机器人;新能源汽车;机器人概念;传感器;专精特新;家用电器;智能家居;融资融券,33
920926.BJ,7,920926,鸿蒙概念;物联网;智能家居;融资融券;家用电器;跨境电商;人民币贬值受益,151
000573.SZ,9,000573,金属回收;广东自贸区;动力电池回收;金属铅;锂电池概念;物业管理;粤港澳大湾区;创投;互联网金融,33
002775.SZ,14,002775,新型城镇化;PPP概念;雄安新区;旅游概念;土壤修复;乡村振兴;粤港澳大湾区;国企改革;绿色电力;一带一路;虚拟电厂;充电桩;雅下水电概念;储能,33
300625.SZ,5,300625,家用电器;跨境电商;智能家居;智慧灯杆;智慧城市,33
300351.SZ,30,300351,无人机;比亚迪概念;军工;高铁;新能源汽车;充电桩;低空经济;机器人概念;储能;换电概念;卫星导航;商业航天;5G;高压快充;军民融合;华为汽车;海工装备;长安汽车概念;人形机器人;数据中心;液冷服务器;华为概念;锂电池概念;风电;一带一路;光纤概念;共封装光学(CPO);共同富裕示范区;深股通;融资融券,33
603207.SH,6,603207,仿制药一致性评价;医药电商;创新药;毛发医疗;沪股通;融资融券,17
920405.BJ,5,920405,工业互联网;数据中心;融资融券;固态电池;储能,151
600497.SH,12,600497,金属铅;金属锌;黄金概念;小金属概念;金属回收;央企国企改革;西部大开发;国企改革;军工;光纤概念;沪股通;融资融券,17
920974.BJ,4,920974,金属回收;氢能源;融资融券;燃料电池,151
300692.SZ,8,300692,污水处理;燃料电池;固废处理;新型城镇化;PPP概念;绿色电力;合成生物;股权转让(并购重组),33
600853.SH,17,600853,黑龙江自贸区;水利;PPP概念;旅游概念;新型城镇化;冰雪产业;体育产业;地下管网;创投;农村电商;乡村振兴;智慧城市;雅下水电概念;国企改革;一带一路;生态农业;商业航天,17
601225.SH,7,601225,煤炭概念;证金持股;国企改革;同花顺漂亮100;西部大开发;沪股通;融资融券,17
001299.SZ,3,001299,天然气;西部大开发;物联网,33
600361.SH,16,600361,金属回收;金属铜;回购增持再贷款概念;超导概念;一带一路;宁德时代概念;消费电子概念;比亚迪概念;无线耳机;新能源汽车;小米汽车;小米概念;苹果概念;华为概念;特高压;沪股通,17
688395.SH,6,688395,新能源汽车;储能;新型工业化;专精特新;机器人概念;融资融券,17
300407.SZ,14,300407,智能电网;高铁;充电桩;智慧城市;职业教育;雄安新区;垃圾分类;京津冀一体化;机器人概念;一带一路;信创;专精特新;人民币贬值受益;无人驾驶,33
300145.SZ,26,300145,空气能热泵;液冷服务器;中俄贸易概念;比亚迪概念;储能;核电;垃圾分类;专精特新;风电;数据中心;水利;军工;污水处理;土壤修复;固废处理;创投;PPP概念;新型城镇化;国企改革;净水概念;智慧城市;中芯国际概念;腾讯概念;金属回收;深股通;融资融券,33
002553.SZ,18,002553,减速器;机器人概念;无人机;新能源汽车;物联网;比亚迪概念;语音技术;专精特新;人工智能;无线耳机;芯片概念;汽车芯片;ChatGPT概念;MCU芯片;2025年报预增;锂电池概念;融资融券;深股通,33
605303.SH,8,605303,新型城镇化;旅游概念;PPP概念;雄安新区;乡村振兴;存储芯片;芯片概念;共同富裕示范区,17
600085.SH,9,600085,超级品牌;证金持股;医药电商;流感;国企改革;智能医疗;DeepSeek概念;沪股通;融资融券,17
300298.SZ,11,300298,智能医疗;民营医院;医疗器械概念;蚂蚁集团概念;AI智能体;DeepSeek概念;人工智能;跨境电商;回购增持再贷款概念;深股通;融资融券,33
600721.SH,11,600721,青蒿素;物业管理;细胞免疫治疗;流感;合成生物;肝炎概念;CRO概念;创新药;新疆振兴;减肥药;西部大开发,17
000883.SZ,15,000883,证金持股;超超临界发电;参股券商;绿色电力;国企改革;天然气;央企国企改革;抽水蓄能;风电;回购增持再贷款概念;储能;页岩气;核电;深股通;融资融券,33
600795.SH,9,600795,超超临界发电;抽水蓄能;证金持股;绿色电力;国企改革;央企国企改革;沪股通;融资融券;风电,17
688349.SH,4,688349,风电;氢能源;沪股通;融资融券,17
603380.SH,9,603380,汽车电子;5G;消费电子概念;新能源汽车;机器人概念;数据中心;医疗器械概念;独角兽概念;沪股通,17
300397.SZ,29,300397,军工信息化;军民融合;太赫兹;卫星导航;军工;时空大数据;无人机;海工装备;量子科技;低空经济;安防;车联网(车路协同);智慧城市;智慧灯杆;东数西算(算力);算力租赁;毫米波雷达;人工智能;华为概念;5G;无人驾驶;数据中心;机器人概念;芯片概念;传感器;西部大开发;先进封装;深股通;融资融券,33
002543.SZ,16,002543,氢能源;智能家居;空气能热泵;创投;一带一路;净水概念;家用电器;粤港澳大湾区;独角兽概念;DeepSeek概念;人工智能;华为概念;AIGC概念;百度概念;深股通;融资融券,33
300635.SZ,19,300635,新型城镇化;安防;智慧城市;水利;数字孪生;数据要素;人工智能;华为鲲鹏;低空经济;土壤修复;污水处理;AI智能体;乡村振兴;5G;东数西算(算力);数据中心;国企改革;风电;股权转让(并购重组),33
002839.SZ,2,002839,深股通;融资融券,33
605580.SH,6,605580,培育钻石;固废处理;碳交易;绿色电力;芯片概念;沪股通,17
002524.SZ,11,002524,民营医院;眼科医疗;医美概念;装配式建筑;地下管网;智能医疗;创投;人工智能;西部大开发;新疆振兴;天然气,33
688187.SH,27,688187,特高压;柔性直流输电;风电;光伏概念;氢能源;储能;海工装备;第三代半导体;央企国企改革;充电桩;新能源汽车;一带一路;高铁;国家大基金持股;长安汽车概念;芯片概念;国企改革;机器人概念;传感器;汽车芯片;小米概念;可燃冰;数据中心;无人驾驶;数据要素;沪股通;融资融券,17
300109.SZ,9,300109,生物疫苗;基因测序;消毒剂;固态电池;细胞免疫治疗;创新药;智能医疗;深股通;融资融券,33
300957.SZ,12,300957,三胎概念;跨境电商;医疗器械概念;医美概念;创投;创新药;人工智能;智能医疗;西部大开发;AI应用;深股通;融资融券,33
000705.SZ,16,000705,医药电商;民营医院;流感;仿制药一致性评价;三胎概念;幽门螺杆菌概念;肝炎概念;冷链物流;阿尔茨海默概念;参股银行;合成生物;共同富裕示范区;创新药;医疗器械概念;国企改革;数字经济,33
600841.SH,11,600841,汽车芯片;农机;新能源汽车;换电概念;氢能源;无人驾驶;工业互联网;上海国企改革;数据中心;国企改革;沪股通,17
002677.SZ,7,002677,净水概念;长三角一体化;人工智能;家用电器;智能家居;无人驾驶;深股通,33
603528.SH,33,603528,卫星导航;无人驾驶;车联网(车路协同);低空经济;机器视觉;信创;数据安全;物联网;鸿蒙概念;智慧城市;华为鲲鹏;数据要素;人工智能;华为昇腾;机器人概念;DeepSeek概念;在线教育;东数西算(算力);ChatGPT概念;芯片概念;专精特新;职业教育;人形机器人;比亚迪概念;新能源汽车;充电桩;智能电网;高压快充;光伏概念;储能;参股银行;AI应用;沪股通,17
603183.SH,9,603183,新型城镇化;装配式建筑;建筑节能;房屋检测;碳中和;职业教育;智慧城市;机器人概念;数据中心,17
301015.SZ,8,301015,创新药;阿尔茨海默概念;医药电商;医疗器械概念;跨境电商;机器人概念;深股通;融资融券,33
688010.SH,16,688010,卫星导航;商业航天;军民融合;军工;安防;区块链;华为概念;机器视觉;福建自贸区;无人驾驶;海峡两岸;专精特新;机器人概念;光刻机;沪股通;融资融券,17
600198.SH,23,600198,卫星导航;商业航天;移动支付;量子科技;车联网(车路协同);低空经济;无人机;网络安全;数据安全;智慧政务;智慧城市;芯片概念;5G;智能穿戴;核电;MCU芯片;汽车芯片;创投;央企国企改革;一带一路;国企改革;股权转让(并购重组);沪股通,17
300086.SZ,9,300086,海南自贸区;幽门螺杆菌概念;仿制药一致性评价;肝炎概念;流感;消毒剂;创新药;医药电商;三胎概念,33
000539.SZ,12,000539,超超临界发电;绿色电力;国企改革;风电;参股保险;期货概念;储能;光伏概念;创投;粤港澳大湾区;深股通;融资融券,33
300252.SZ,27,300252,商业航天;卫星导航;6G概念;军民融合;国产航母;军工;WiFi 6;毫米波雷达;5G;铜缆高速连接;光纤概念;东数西算(算力);F5G概念;车联网(车路协同);芯片概念;华为概念;数据中心;物联网;富士康概念;汽车电子;共封装光学(CPO);人工智能;无线耳机;PCB概念;粤港澳大湾区;新能源汽车;深股通,33
301083.SZ,13,301083,人脸识别;安防;车联网(车路协同);智慧城市;人工智能;数字经济;新型城镇化;DeepSeek概念;机器人概念;专精特新;工业互联网;充电桩;融资融券,33
603223.SH,5,603223,2025年报预增;航运概念;天然气;沪股通;融资融券,17
603826.SH,6,603826,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,17
301258.SZ,8,301258,合成生物;维生素;医疗器械概念;医美概念;阿尔茨海默概念;创投;2025年报预增;融资融券,33
301419.SZ,8,301419,富士康概念;共封装光学(CPO);5G;汽车热管理;人形机器人;机器人概念;人民币贬值受益;融资融券,33
300547.SZ,19,300547,液冷服务器;汽车热管理;比亚迪概念;数据中心;新能源汽车;小米汽车;华为汽车;华为概念;长安汽车概念;飞行汽车(eVTOL);储能;无人机;军工;低空经济;成飞概念;氢能源;军民融合;西部大开发;深股通,33
300846.SZ,32,300846,智谱AI;云游戏;华为昇腾;快手概念;算力租赁;云计算;数据安全;智慧政务;信创;小红书概念;东数西算(算力);AI智能体;虚拟数字人;AIGC概念;国产操作系统;百度概念;在线教育;数据要素;商业航天;DeepSeek概念;车联网(车路协同);华为概念;人工智能;数据中心;芯片概念;无人驾驶;京津冀一体化;创投;专精特新;一带一路;融资融券;深股通,33
600023.SH,7,600023,超超临界发电;绿色电力;国企改革;核电;可控核聚变;沪股通;融资融券,17
002973.SZ,17,002973,垃圾分类;PPP概念;碳中和;DeepSeek概念;智慧城市;人工智能;污水处理;医疗废物处理;低空经济;乡村振兴;机器人概念;数字乡村;绿色电力;人形机器人;固废处理;无人驾驶;深股通,33
300597.SZ,15,300597,智慧政务;网络安全;DeepSeek概念;军工信息化;东数西算(算力);养老概念;车联网(车路协同);新型城镇化;创投;数据中心;5G;无人机;军工;一带一路;AI应用,33
688459.SH,14,688459,黑龙江自贸区;中俄贸易概念;一带一路;国企改革;高铁;专精特新;机器人概念;传感器;人工智能;华为概念;芯片概念;卫星导航;MCU芯片;融资融券,17
688072.SH,6,688072,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,17
300698.SZ,24,300698,网约车;车联网(车路协同);无人驾驶;数据要素;百度概念;卫星导航;华为昇腾;人工智能;智能物流;云计算;物联网;DeepSeek概念;算力租赁;阿里巴巴概念;东数西算(算力);智能医疗;5G;比亚迪概念;英伟达概念;数据中心;一带一路;光纤概念;液冷服务器;深股通,33
002889.SZ,21,002889,冷链物流;统一大市场;航运概念;广东自贸区;冰雪产业;自由贸易港;智能物流;跨境电商;光刻机;一带一路;粤港澳大湾区;机器人概念;数字经济;特斯拉概念;互联网金融;华为概念;生物疫苗;区块链;人工智能;DeepSeek概念;深股通,33
002145.SZ,10,002145,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;回购增持再贷款概念;宁德时代概念;西部大开发;深股通;融资融券,33
688332.SH,18,688332,2025年报预增;智能音箱;无线耳机;星闪概念;AI眼镜;智能穿戴;语音技术;消费电子概念;小米概念;芯片概念;物联网;专精特新;独角兽概念;人工智能;百度概念;抖音概念(字节概念);沪股通;融资融券,17
688371.SH,10,688371,AI眼镜;小米概念;液冷服务器;医疗器械概念;华为概念;一带一路;共封装光学(CPO);脑机接口;沪股通;融资融券,17
001325.SZ,5,001325,注册制次新股;参股银行;农机;新股与次新股;融资融券,33
300035.SZ,15,300035,钠离子电池;固态电池;宁德时代概念;石墨电极;锂电池概念;高压快充;储能;比亚迪概念;硅能源;PCB概念;专精特新;2025年报预增;创投;融资融券;深股通,33
600793.SH,3,600793,食品安全;西部大开发;国企改革,17
000589.SZ,11,000589,参股银行;国企改革;一带一路;回购增持再贷款概念;西部大开发;新能源汽车;机器人概念;无人机;军工;深股通;融资融券,33
603095.SH,6,603095,高端装备;机器视觉;创投;专精特新;华为概念;参股银行,17
605011.SH,5,605011,国企改革;碳中和;煤炭概念;融资融券;沪股通,17
300920.SZ,5,300920,人形机器人;机器人概念;新能源汽车;三胎概念;融资融券,33
600578.SH,11,600578,超超临界发电;2025年报预增;绿色电力;风电;氢能源;证金持股;国企改革;沪股通;融资融券;京津冀一体化;蚂蚁集团概念,17
920556.BJ,16,920556,数字孪生;商业航天;智能电网;腾讯概念;融资融券;物联网;百度概念;阿里巴巴概念;传感器;华为数字能源;储能;云计算;5G;华为概念;充电桩;数据中心,151
300238.SZ,9,300238,细胞免疫治疗;医美概念;医疗器械概念;生物疫苗;眼科医疗;创新药;创投;同花顺新质50;专精特新,33
688628.SH,8,688628,人民币贬值受益;芯片概念;光伏概念;PM2.5;核污染防治;DeepSeek概念;AI智能体;融资融券,17
002722.SZ,11,002722,创投;独角兽概念;人工智能;语音技术;国企改革;燃料电池;氢能源;高端装备;AIGC概念;ChatGPT概念;特钢概念,33
920050.BJ,3,920050,新股与次新股;融资融券;人民币贬值受益,151
600168.SH,10,600168,PPP概念;污水处理;地下管网;新型城镇化;固废处理;绿色电力;国企改革;智慧城市;人工智能;融资融券,17
000597.SZ,9,000597,流感;医药电商;仿制药一致性评价;维生素;创新药;辅助生殖;细胞免疫治疗;回购增持再贷款概念;深股通,33
300081.SZ,32,300081,数字水印;Web3.0;智慧政务;空间计算;数据确权;在线教育;算力租赁;AIGC概念;ChatGPT概念;虚拟数字人;数字乡村;文化传媒概念;AI智能体;数据安全;元宇宙;IP经济(谷子经济);区块链;网络游戏;数字经济;东数西算(算力);海峡两岸;人工智能;量子科技;虚拟现实;MR(混合现实);华为概念;京津冀一体化;三胎概念;乡村振兴;机器人概念;AI应用;融资融券,33
920351.BJ,6,920351,融资融券;中韩自贸区;一带一路;航运概念;跨境电商;统一大市场,151
920060.BJ,12,920060,一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151
688296.SH,14,688296,数字孪生;人工智能;地下管网;数据要素;DeepSeek概念;物联网;水利;华为概念;数据中心;污水处理;专精特新;净水概念;回购增持再贷款概念;融资融券,17
000915.SZ,10,000915,医药电商;维生素;创新药;流感;三胎概念;污水处理;消毒剂;国企改革;深股通;融资融券,33
002940.SZ,10,002940,幽门螺杆菌概念;仿制药一致性评价;创新药;宠物经济;维生素;共同富裕示范区;合成生物;MR(混合现实);回购增持再贷款概念;深股通,33
600604.SH,8,600604,创投;数字经济;DeepSeek概念;租售同权;蚂蚁集团概念;国企改革;融资融券;沪股通,17
301080.SZ,8,301080,猴痘概念;重组蛋白;细胞免疫治疗;人民币贬值受益;人工智能;专精特新;深股通;融资融券,33
601609.SH,29,601609,金属回收;金属铜;稀土永磁;铜缆高速连接;回购增持再贷款概念;PEEK材料;海工装备;液冷服务器;芯片概念;可控核聚变;苹果概念;光伏概念;核电;新能源汽车;比亚迪概念;特斯拉概念;高铁;人形机器人;小米汽车;高压快充;机器人概念;无人机;东数西算(算力);2025年报预增;低空经济;特高压;人工智能;数字经济;沪股通,17
688018.SH,17,688018,MCU芯片;星闪概念;WiFi 6;中国AI 50;语音技术;小米概念;芯片概念;抖音概念(字节概念);物联网;AI智能体;机器人概念;智能家居;人工智能;上海自贸区;数字经济;沪股通;融资融券,17
000036.SZ,6,000036,锂电池概念;盐湖提锂;碳中和;物业管理;深股通;融资融券,33
688311.SH,9,688311,商业航天;军工信息化;卫星导航;军民融合;大飞机;军工;西部大开发;沪股通;融资融券,17
300727.SZ,7,300727,液冷服务器;有机硅概念;硅能源;染料;东数西算(算力);医美概念;深股通,33
002701.SZ,16,002701,啤酒概念;预制菜;冰雪产业;工业大麻;足球概念;一带一路;体育产业;京津冀一体化;储能;虚拟数字人;新能源汽车;人工智能;锂电池概念;深股通;融资融券;股权转让(并购重组),33
600526.SH,8,600526,污水处理;PPP概念;碳中和;碳交易;共同富裕示范区;国企改革;PM2.5;机器人概念,17
300122.SZ,13,300122,生物疫苗;猴痘概念;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;同花顺漂亮100;西部大开发;创投;深股通;融资融券,33
600885.SH,19,600885,智能电网;风电;充电桩;储能;光伏概念;宁德时代概念;新能源汽车;特斯拉概念;飞行汽车(eVTOL);机器人概念;数据中心;低空经济;商业航天;福建自贸区;华为概念;物联网;汽车电子;沪股通;融资融券,17
600128.SH,8,600128,国企改革;跨境电商;宠物经济;创投;化肥;煤炭概念;知识产权保护;期货概念,17
300941.SZ,23,300941,移动支付;数字货币;智慧政务;信创;蚂蚁集团概念;数据安全;数据要素;鸿蒙概念;数字经济;云计算;AI智能体;DeepSeek概念;阿里巴巴概念;人工智能;海峡两岸;福建自贸区;养老概念;华为概念;智能医疗;雄安新区;AI应用;深股通;融资融券,33
300050.SZ,11,300050,职业教育;横琴新区;在线教育;物联网;DeepSeek概念;华为概念;鸿蒙概念;工业互联网;5G;华为海思概念股;苹果概念,33
603600.SH,8,603600,可降解塑料;跨境电商;养老概念;一带一路;智能家居;人民币贬值受益;工业互联网;鸿蒙概念,17
600149.SH,4,600149,雄安新区;物业管理;京津冀一体化;国企改革,17
002884.SZ,4,002884,空气能热泵;水利;人民币贬值受益;深股通,33
600908.SH,3,600908,参股银行;沪股通;融资融券,17
688466.SH,8,688466,专精特新;京津冀一体化;净水概念;DeepSeek概念;AI智能体;污水处理;碳中和;融资融券,17
300365.SZ,40,300365,职业教育;智慧城市;数字经济;水利;京津冀一体化;养老概念;时空大数据;在线教育;人工智能;智慧政务;换电概念;数据要素;物联网;电力物联网;低空经济;空间计算;DeepSeek概念;碳交易;无人机;鸿蒙概念;碳中和;光伏建筑一体化;信创;华为概念;工业互联网;AI智能体;虚拟电厂;智能电网;AIGC概念;机器视觉;华为数字能源;MLOps概念;一带一路;数据中心;储能;燃料电池;氢能源;特高压;柔性直流输电;AI应用,33
002900.SZ,9,002900,流感;仿制药一致性评价;创新药;维生素;医疗器械概念;医美概念;宠物经济;黑龙江自贸区;消毒剂,33
920855.BJ,3,920855,专精特新;融资融券;人民币贬值受益,151
000411.SZ,11,000411,医药电商;医美概念;冷链物流;减肥药;跨境电商;医疗器械概念;共同富裕示范区;国企改革;数字经济;股权转让(并购重组);深股通,33
688133.SH,2,688133,工业互联网;融资融券,17
603202.SH,10,603202,参股银行;两轮车;人民币贬值受益;比亚迪概念;新型工业化;注册制次新股;汽车电子;智能座舱;新股与次新股;融资融券,17
300335.SZ,19,300335,生物质能发电;雄安新区;净水概念;固废处理;生态农业;绿色电力;空气能热泵;天然气;氢能源;家用电器;PM2.5;创投;粤港澳大湾区;智能家居;光伏概念;锂电池概念;工业互联网;物联网;人工智能,33
301126.SZ,11,301126,医药电商;民营医院;医美概念;流感;维生素;辅助生殖;无人零售;医疗器械概念;创新药;物业管理;融资融券,33
002333.SZ,5,002333,光伏建筑一体化;房屋检测;光伏概念;智慧城市;工业互联网,33
688119.SH,8,688119,军工;核电;核污染防治;工业互联网;央企国企改革;国企改革;中字头股票;融资融券,17
600558.SH,9,600558,可控核聚变;核电;海工装备;超超临界发电;水利;军工;国企改革;西部大开发;2025三季报预增,17
300124.SZ,21,300124,人形机器人;小米汽车;新型工业化;工业母机;机器视觉;小米概念;机器人概念;新能源汽车;一体化压铸;液冷服务器;工业互联网;农机;人工智能;储能;数字经济;DeepSeek概念;换电概念;同花顺漂亮100;深股通;融资融券;碳中和,33
002892.SZ,15,002892,新型工业化;华为汽车;工业母机;机器人概念;新能源汽车;小米概念;3D打印;无人机;智能家居;专精特新;华为概念;粤港澳大湾区;人民币贬值受益;深股通;融资融券,33
600268.SH,27,600268,特高压;抽水蓄能;智能电网;虚拟电厂;核电;风电;超超临界发电;充电桩;雅下水电概念;储能;绿色电力;高端装备;高铁;水利;新疆振兴;央企国企改革;机器人概念;雄安新区;国企改革;商业航天;华为概念;人工智能;DeepSeek概念;数据要素;AI智能体;沪股通;融资融券,17
300701.SZ,7,300701,传感器;机器视觉;小米概念;智能家居;物联网;安防;股权转让(并购重组),33
601166.SH,6,601166,证金持股;跨境支付(CIPS);福建自贸区;海峡两岸;沪股通;融资融券,17
688593.SH,7,688593,电子纸;芯片概念;AI眼镜;OLED;智能穿戴;沪股通;融资融券,17
603683.SH,12,603683,石墨烯;新能源汽车;创投;柔性屏(折叠屏);锂电池概念;固态电池;宁德时代概念;机器人概念;传感器;消费电子概念;AI手机;沪股通,17
301257.SZ,9,301257,CRO概念;细胞免疫治疗;减肥药;智能医疗;创新药;AI智能体;肝炎概念;DeepSeek概念;融资融券,33
301428.SZ,32,301428,快手概念;抖音概念(字节概念);多模态AI;AIGC概念;云计算;腾讯概念;AI智能体;数据安全;网络安全;数据确权;数据要素;鸿蒙概念;DeepSeek概念;人工智能;移动支付;数字经济;数字货币;智慧城市;车联网(车路协同);ETC;物联网;华为概念;互联网金融;网约车;宠物经济;乡村振兴;无人驾驶;西部大开发;AI应用;新疆振兴;新能源汽车;融资融券,33
000788.SZ,10,000788,流感;医药电商;仿制药一致性评价;创新药;民营医院;医疗器械概念;冷链物流;京津冀一体化;西部大开发;股权转让(并购重组),33
300652.SZ,9,300652,脑机接口;人形机器人;机器人概念;长安汽车概念;无人驾驶;专精特新;芯片概念;新能源汽车;深股通,33
920504.BJ,3,920504,医疗器械概念;融资融券;食品安全,151
600744.SH,12,600744,超超临界发电;虚拟电厂;风电;绿色电力;核电;碳交易;央企国企改革;煤炭概念;碳中和;国企改革;融资融券;沪股通,17
300909.SZ,14,300909,创投;华为概念;新能源汽车;智能家居;小米概念;智能座舱;3D打印;专精特新;MiniLED;消费电子概念;储能;富士康概念;深股通;融资融券,33
