name,code,now,涨停价,跌停价
安培龙,301413,117.05,140.94,93.96
瀚蓝环境,600323,29.26,32.24,26.38
威力传动,300904,62.26,74.71,49.81
品高股份,688227,65.87,79.08,52.72
潞安环能,601699,12.21,13.42,10.98
东江环保,2672,4.91,5.37,4.39
昊华能源,601101,7.3,8.05,6.59
深南电A,37,8.53,9.38,7.68
南极光,300940,32.6,39.42,26.28
上海建科,603153,17.0,18.73,15.33
浙商证券,601878,10.95,12.03,9.85
新威凌,920634,25.84,33.17,17.87
新炬网络,605398,27.91,30.73,25.15
宁波富邦,600768,13.33,14.67,12.01
彩讯股份,300634,24.3,29.1,19.4
掌趣科技,300315,4.83,5.82,3.88
浙江力诺,300838,14.54,17.45,11.63
中捷精工,301072,21.82,26.17,17.45
金鸿顺,603922,19.38,21.32,17.44
上海能源,600508,12.2,13.31,10.89
中船汉光,300847,16.93,20.3,13.54
龙腾光电,688055,3.63,4.34,2.9
通策医疗,600763,40.92,45.12,36.92
时创能源,688429,13.26,15.91,10.61
*ST四环,518,2.41,2.53,2.29
华银电力,600744,5.99,6.62,5.42
宝钢股份,600019,7.21,7.94,6.5
海信家电,921,25.25,27.79,22.73
芯瑞达,2983,22.77,25.11,20.55
天富能源,600509,8.38,9.25,7.57
欣灵电气,301388,30.15,36.04,24.02
蔚蓝生物,603739,14.36,15.85,12.97
春立医疗,688236,24.1,28.8,19.2
包钢股份,600010,2.4,2.64,2.16
淮河能源,600575,3.6,3.96,3.24
红日药业,300026,3.6,4.32,2.88
爱科科技,688092,23.92,28.79,19.19
深纺织A,45,11.97,13.19,10.79
长联科技,301618,49.08,58.94,39.3
鼎捷数智,300378,41.89,50.22,33.48
登海种业,2041,9.56,10.52,8.6
长信科技,300088,5.95,7.16,4.78
杭州园林,300649,14.32,17.16,11.44
大地熊,688077,30.61,37.14,24.76
基蛋生物,603387,8.35,9.16,7.5
时代出版,600551,8.25,9.16,7.5
杭州热电,605011,20.23,22.25,18.21
迦南智能,300880,17.79,21.4,14.26
兰花科创,600123,5.93,6.53,5.35
成大生物,688739,26.12,31.36,20.9
紫光国微,2049,77.0,84.88,69.44
川网传媒,300987,16.6,19.92,13.28
哈空调,600202,5.89,6.51,5.33
柏楚电子,688188,131.68,157.67,105.11
三态股份,301558,8.26,9.94,6.62
怡亚通,2183,4.73,5.2,4.26
盛泰集团,605138,7.1,7.8,6.38
鼎佳精密,920005,0.0,55.3,29.78
伊力特,600197,14.15,15.58,12.74
万德斯,688178,24.58,29.72,19.82
新五丰,600975,5.87,6.48,5.3
羚锐制药,600285,21.24,23.32,19.08
*ST海源,2529,7.15,7.41,6.71
必得科技,605298,42.32,46.55,38.09
伟星股份,2003,10.59,11.63,9.51
华西证券,2926,9.39,10.33,8.45
中核科技,777,21.03,23.21,18.99
伯特利,603596,51.03,56.69,46.39
威高骨科,688161,28.0,33.72,22.48
航发动力,600893,38.62,42.47,34.75
隆华新材,301149,10.51,12.64,8.42
航亚科技,688510,24.59,29.46,19.64
九阳股份,2242,10.48,11.57,9.47
福斯达,603173,40.9,44.97,36.79
中国核建,601611,12.8,14.12,11.56
中粮科技,930,5.83,6.41,5.25
健友股份,603707,9.34,10.25,8.39
丝路视觉,300556,18.6,22.37,14.91
富春染织,605189,15.11,16.65,13.63
武商集团,501,10.5,11.51,9.41
光华股份,1333,22.19,24.29,19.87
国芯科技,688262,29.09,34.81,23.21
天键股份,301383,33.58,40.38,26.92
浪潮软件,600756,17.48,19.14,15.66
方大特钢,600507,5.81,6.38,5.22
雪天盐业,600929,5.84,6.38,5.22
开滦股份,600997,5.8,6.38,5.22
天有为,603202,92.26,101.86,83.34
陕西煤业,601225,21.95,24.19,19.79
纳微科技,688690,25.6,30.55,20.37
中船科技,600072,11.58,12.73,10.41
今飞凯达,2863,5.78,6.36,5.2
第一创业,2797,6.94,7.62,6.24
ST太重,600169,2.31,2.43,2.19
格力博,301260,16.17,19.4,12.94
全志科技,300458,41.36,49.87,33.25
恒顺醋业,600305,8.08,8.89,7.27
华昌化工,2274,5.77,6.35,5.19
诚迈科技,300598,45.12,54.0,36.0
宏鑫科技,301539,20.92,24.91,16.61
海波重科,300517,11.5,13.78,9.18
康恩贝,600572,4.59,5.05,4.13
千红制药,2550,8.04,8.83,7.23
上海贝岭,600171,30.97,34.07,27.87
中集环科,301559,16.19,19.26,12.84
红四方,603395,29.74,32.78,26.82
裕同科技,2831,28.74,31.52,25.79
吉比特,603444,445.59,491.03,401.75
亿嘉和,603666,30.0,32.7,26.76
科德教育,300192,20.58,24.68,16.46
科大讯飞,2230,49.01,53.96,44.15
淮北矿业,600985,11.41,12.54,10.26
禾迈股份,688032,0.0,114.9,76.6
东湖高新,600133,9.06,10.02,8.2
长源东谷,603950,29.53,32.56,26.64
艾德生物,300685,20.44,24.58,16.38
富森美,2818,11.35,12.51,10.23
江苏有线,600959,3.41,3.75,3.07
建工修复,300958,12.5,15.0,10.0
大港股份,2077,14.77,16.24,13.28
和元生物,688238,6.81,8.17,5.45
祥鑫科技,2965,37.46,41.13,33.65
上海艾录,301062,7.91,9.52,6.34
欧晶科技,1269,23.67,26.16,21.4
安迪苏,600299,9.1,9.96,8.15
彩虹集团,3023,22.6,24.88,20.36
苏州龙杰,603332,12.45,13.68,11.2
汉嘉设计,300746,12.53,14.93,9.95
大参林,603233,18.11,19.89,16.27
力芯微,688601,45.0,54.24,36.16
中材节能,603126,6.73,7.45,6.09
城地香江,603887,13.56,14.88,12.18
美迪凯,688079,11.32,13.52,9.02
新华医疗,600587,14.64,16.1,13.18
金晶科技,600586,5.63,6.19,5.07
新天药业,2873,10.08,11.14,9.12
雅本化学,300261,6.77,8.1,5.4
微电生理,688351,23.57,28.34,18.9
首华燃气,300483,14.67,17.53,11.69
众辰科技,603275,41.3,45.62,37.32
金天钛业,688750,19.05,22.85,15.23
诺思格,301333,57.75,69.88,46.58
优利德,688628,0.0,37.6,25.06
东富龙,300171,15.52,18.77,12.51
至正股份,603991,74.21,81.08,66.34
长华集团,605018,11.16,12.28,10.04
中国天楹,35,5.56,6.14,5.02
思林杰,688115,62.0,74.99,49.99
漫步者,2351,12.26,13.49,11.03
天海防务,300008,7.77,9.36,6.24
北自科技,603082,0.0,39.18,32.06
西山科技,688576,62.33,74.8,49.86
三博脑科,301293,55.4,66.77,44.51
三力士,2224,4.44,4.9,4.01
天罡股份,920651,46.0,59.29,31.93
线上线下,300959,106.0,126.78,84.52
湘财股份,600095,11.13,12.23,10.01
洽洽食品,2557,22.23,24.44,20.0
开开实业,600272,14.38,15.87,12.99
三钢闽光,2110,4.42,4.88,4.0
昌红科技,300151,13.32,15.97,10.65
海看股份,301262,24.38,29.28,19.52
赛伦生物,688163,22.25,26.62,17.74
中泰证券,600918,6.65,7.32,5.99
凯普生物,300639,5.54,6.65,4.43
并行科技,920493,134.23,175.56,94.54
苏豪汇鸿,600981,3.32,3.65,2.99
恒玄科技,688608,214.47,257.36,171.58
长芯博创,300548,156.52,188.36,125.58
通力科技,301255,27.66,33.16,22.1
楚天科技,300358,10.08,11.93,7.95
中国科传,601858,17.65,19.44,15.9
夜光明,920527,18.72,24.4,13.14
胜利精密,2426,3.3,3.64,2.98
华东重机,2685,7.7,8.49,6.95
唐人神,2567,4.4,4.85,3.97
地素时尚,603587,13.41,14.54,11.9
秀强股份,300160,5.49,6.6,4.4
仙乐健康,300791,25.21,30.34,20.22
利尔化学,2258,13.19,14.5,11.86
广州港,601228,3.3,3.62,2.96
中科微至,688211,30.6,36.82,24.54
南凌科技,300921,23.19,27.6,18.4
建研院,603183,4.38,4.82,3.94
华兰生物,2007,15.35,16.86,13.8
长虹美菱,521,6.57,7.23,5.91
青木科技,301110,65.43,77.51,51.67
先锋电子,2767,22.75,25.27,20.67
立霸股份,603519,12.06,13.22,10.82
中泰股份,300435,21.67,26.22,17.48
ST数源,909,0.0,5.73,5.19
华建集团,600629,18.54,20.41,16.7
锦和商管,603682,6.6,7.19,5.89
首药控股,688197,37.5,44.44,29.62
爱施德,2416,11.93,13.18,10.78
华润微,688396,55.03,66.59,44.39
迈赫股份,301199,21.65,26.05,17.37
永安药业,2365,15.19,16.71,13.67
禾望电气,603063,33.35,36.97,30.25
中炬高新,600872,17.32,19.07,15.61
国科恒泰,301370,11.91,14.3,9.54
莱宝高科,2106,10.81,11.91,9.75
华翔股份,603112,17.29,19.04,15.58
远东传动,2406,7.55,8.33,6.81
浙大网新,600797,9.75,10.7,8.76
国新能源,600617,3.24,3.56,2.92
中航机载,600372,12.95,14.26,11.66
统一股份,600506,23.75,26.13,21.38
贵绳股份,600992,12.95,14.25,11.66
城市传媒,600229,6.49,7.12,5.82
ST晨鸣,488,2.15,2.26,2.04
大秦铁路,601006,5.36,5.9,4.82
大湖股份,600257,6.43,7.07,5.79
万邦达,300055,7.48,9.0,6.0
海特高新,2023,12.82,14.12,11.56
伟星新材,2372,10.68,11.77,9.63
华数传媒,156,7.46,8.24,6.74
大亚圣象,910,7.49,8.24,6.74
凯龙股份,2783,9.37,10.59,8.67
友发集团,601686,6.41,7.05,5.77
维力医疗,603309,13.81,15.26,12.48
华电新能,600930,6.39,7.03,5.75
文科股份,2775,4.26,4.69,3.83
华阳智能,301502,43.63,52.34,34.9
高能环境,603588,7.44,8.18,6.7
喜悦智行,301198,11.65,14.02,9.34
三星医疗,601567,23.37,25.7,21.02
鸿博股份,2229,15.85,17.5,14.32
深圳华强,62,24.37,26.81,21.93
泽宇智能,301179,0.0,19.07,12.71
*ST传智,3032,6.31,6.66,6.02
祥和实业,603500,11.58,12.78,10.46
中国医药,600056,10.57,11.62,9.5
元琛科技,688659,9.5,11.4,7.6
常青股份,603768,11.69,12.77,10.45
*ST美谷,615,4.26,4.43,4.01
神奇制药,600613,6.33,6.96,5.7
天风证券,601162,4.2,4.63,3.79
双环传动,2472,41.9,46.23,37.83
康惠股份,603139,21.3,23.1,18.9
畅联股份,603648,10.57,11.55,9.45
隆利科技,300752,17.83,21.42,14.28
新乳业,2946,19.02,20.77,16.99
中孚信息,300659,15.95,18.86,12.58
美瑞新材,300848,14.71,17.6,11.74
浙江震元,705,9.41,10.37,8.49
冠龙节能,301151,18.86,22.63,15.09
隆鑫通用,603766,15.5,17.27,14.13
特力A,25,17.76,19.57,16.01
南华仪器,300417,13.56,16.32,10.88
顺控发展,3039,14.61,16.1,13.18
海达股份,300320,9.42,11.29,7.53
联翔股份,603272,18.95,20.69,16.93
国星光电,2449,8.35,9.2,7.52
鸿路钢构,2541,16.7,18.39,15.05
博通股份,600455,26.25,28.72,23.5
洪兴股份,1209,20.88,22.97,18.79
国联民生,601456,10.42,11.47,9.39
黄山谷捷,301581,46.8,56.3,37.54
共进股份,603118,11.39,12.61,10.31
*ST亿通,300211,8.31,10.0,6.66
海正生材,688203,12.44,14.98,9.98
合力泰,2217,3.12,3.43,2.81
中国外运,601598,6.24,6.86,5.62
英诺特,688253,31.18,37.43,24.95
海能实业,300787,11.38,13.72,9.14
泛微网络,603039,50.03,54.85,44.87
新天然气,603393,26.91,29.66,24.26
通行宝,301339,14.51,17.41,11.61
中钢天源,2057,10.35,11.4,9.32
新华传媒,600825,6.22,6.83,5.59
百川能源,600681,4.16,4.55,3.73
成都路桥,2628,4.14,4.55,3.73
博云新材,2297,10.3,11.37,9.31
万凯新材,301216,17.57,21.08,14.06
依依股份,1206,31.04,34.07,27.87
盘龙药业,2864,31.89,35.13,28.75
钒钛股份,629,3.09,3.4,2.78
海澜之家,600398,6.18,6.8,5.56
大唐药业,920433,6.17,8.02,4.32
新通联,603022,10.45,11.3,9.24
恒誉环保,688309,23.59,28.34,18.9
新柴股份,301032,12.29,14.78,9.86
华林证券,2945,14.35,15.79,12.92
万里石,2785,33.85,37.19,30.43
泰禾股份,301665,28.7,34.39,22.93
创耀科技,688259,40.63,49.07,32.71
博睿数据,688229,60.62,73.6,49.06
智翔金泰,688443,26.7,31.88,21.26
珠城科技,301280,0.0,57.56,38.38
蒙草生态,300355,4.07,4.9,3.26
森鹰窗业,301227,47.93,57.5,38.34
铜牛信息,300895,44.0,52.6,35.06
永新光学,603297,102.5,114.35,93.56
威孚高科,581,20.38,22.42,18.34
浙江东方,600120,6.11,6.72,5.5
锌业股份,751,4.07,4.48,3.66
美邦股份,605033,19.38,21.26,17.4
深圳机场,89,7.12,7.83,6.41
恒生电子,600570,29.5,32.44,26.54
佛山照明,541,6.1,6.71,5.49
美邦科技,920471,13.22,17.17,9.25
恒申新材,782,5.11,5.59,4.57
万兴科技,300624,66.1,79.2,52.8
康泰生物,300601,15.24,18.25,12.17
海达尔,920699,50.52,65.67,35.37
众业达,2441,9.08,10.0,8.18
金龙鱼,300999,29.25,35.1,23.4
利德曼,300289,7.06,8.47,5.65
巨星农牧,603477,17.06,18.85,15.43
渝开发,514,5.04,5.54,4.54
中视传媒,600088,16.16,17.73,14.51
海阳科技,603382,32.21,35.44,29.0
气派科技,688216,22.05,26.54,17.7
华胜天成,600410,17.11,18.8,15.38
阿科力,603722,37.0,40.84,33.42
洁特生物,688026,16.0,19.26,12.84
理工能科,2322,12.02,13.23,10.83
西上海,605151,19.0,20.9,17.1
西昌电力,600505,13.06,14.28,11.68
可靠股份,301009,13.05,15.58,10.38
天佑德酒,2646,8.99,9.88,8.08
志高机械,920101,41.19,53.14,28.62
康普化学,920033,0.0,22.02,11.86
麦克奥迪,300341,16.91,20.32,13.54
浙矿股份,300837,33.77,40.63,27.09
洲明科技,300232,6.95,8.36,5.58
三一重工,600031,20.85,22.98,18.8
青岛食品,1219,14.97,16.41,13.43
富佳股份,603219,15.93,17.5,14.32
*ST清研,301288,15.85,19.08,12.72
江天化学,300927,23.74,28.62,19.08
和晶科技,300279,6.9,8.34,5.56
五洲交通,600368,3.96,4.37,3.57
顺鑫农业,860,14.88,16.37,13.39
江南化工,2226,5.93,6.55,5.36
华康股份,605077,14.88,16.36,13.38
中晶科技,3026,30.74,33.79,27.65
万邦德,2082,11.9,13.08,10.7
天味食品,603317,12.87,14.17,11.59
韵达股份,2120,6.94,7.62,6.24
浙农股份,2758,9.96,10.89,8.91
精达股份,600577,10.83,11.98,9.8
科拓生物,300858,17.01,20.17,13.45
佳士科技,300193,8.89,10.67,7.11
诚意药业,603811,10.83,11.94,9.77
瑞迈特,301367,81.83,98.21,65.47
嘉益股份,301004,51.3,61.52,41.02
弘信电子,300657,27.55,33.12,22.08
合合信息,688615,218.58,258.94,172.62
莲花控股,600186,5.83,6.5,5.32
紫燕食品,603057,19.98,21.65,17.71
成都燃气,603053,9.86,10.82,8.86
国统股份,2205,13.75,15.13,12.38
易成新能,300080,4.9,5.89,3.93
东方环宇,603706,19.65,21.58,17.66
福田汽车,600166,2.93,3.23,2.65
闽东电力,993,12.64,14.01,11.47
爱玛科技,603529,30.35,33.4,27.32
绿色动力,601330,6.87,7.54,6.17
澳弘电子,605058,30.07,33.31,27.25
鸣志电器,603728,64.41,70.85,57.97
电工合金,300697,16.49,19.91,13.27
均普智能,688306,10.68,12.88,8.58
研奥股份,300923,25.32,30.43,20.29
斯莱克,300382,15.4,18.72,12.48
捷昌驱动,603583,35.02,38.59,31.57
益客食品,301116,11.66,14.02,9.34
国创高新,2377,2.91,3.21,2.63
光大证券,601788,17.55,19.27,15.77
芯联集成,688469,6.79,8.17,5.45
金利华电,300069,17.6,21.01,14.01
英集芯,688209,20.35,24.49,16.33
天和防务,300397,14.8,17.48,11.66
梦百合,603313,9.71,10.68,8.74
华纬科技,1380,22.33,24.55,20.09
康美药业,600518,1.94,2.13,1.75
光大嘉宝,600622,2.9,3.2,2.62
聚力文化,2247,2.92,3.2,2.62
华昌达,300278,5.8,6.98,4.66
帝欧水华,2798,5.81,6.39,5.23
中粮资本,2423,11.61,12.78,10.46
中机认检,301508,31.0,37.18,24.78
恒丰纸业,600356,8.7,9.58,7.84
三联锻造,1282,20.29,22.32,18.26
山东药玻,600529,20.27,22.31,18.25
博敏电子,603936,11.72,12.73,10.41
东方中科,2819,26.99,29.69,24.29
恒而达,300946,49.86,60.14,40.1
拓邦股份,2139,13.45,14.83,12.13
汉缆股份,2498,3.86,4.24,3.47
保税科技,600794,3.86,4.24,3.47
中新集团,601512,8.68,9.53,7.79
新坐标,603040,78.78,86.7,70.94
泰和新材,2254,9.61,10.57,8.65
山西焦化,600740,3.85,4.22,3.46
西部超导,688122,72.2,87.41,58.27
汉商集团,600774,9.55,10.54,8.62
招商港口,1872,20.13,22.1,18.08
金鹰重工,301048,11.49,13.78,9.18
建元信托,600816,2.87,3.16,2.58
海泰新能,920985,7.73,9.94,5.36
超研股份,301602,21.96,26.35,17.57
宜宾纸业,600793,21.12,23.1,18.9
金埔园林,301098,8.57,10.31,6.87
通裕重工,300185,2.85,3.43,2.29
金卡智能,300349,14.22,17.15,11.43
卧龙电驱,600580,43.81,48.19,39.43
新城控股,601155,14.25,15.71,12.85
皖仪科技,688600,24.0,28.56,19.04
长春燃气,600333,5.71,6.28,5.14
格林达,603931,33.48,36.58,29.93
华森制药,2907,15.16,16.67,13.64
奥美医疗,2950,11.31,12.49,10.22
德固特,300950,22.65,27.23,18.15
众诚科技,920207,21.88,28.24,15.22
万马股份,2276,16.0,17.66,14.45
世纪天鸿,300654,9.41,11.33,7.55
联域股份,1326,40.25,44.63,36.51
中绿电,537,8.48,9.34,7.64
红太阳,525,5.62,6.23,5.09
林州重机,2535,3.75,4.15,3.39
电投产融,958,6.57,7.23,5.91
万达电影,2739,11.25,12.39,10.13
中国长城,66,14.13,15.48,12.66
天健集团,90,3.75,4.13,3.38
广百股份,2187,8.3,9.27,7.59
极米科技,688696,106.19,126.97,84.65
小熊电器,2959,43.97,48.37,39.57
冠中生态,300948,20.45,24.68,16.46
国药现代,600420,10.28,11.31,9.25
云从科技,688327,13.96,16.81,11.21
真视通,2771,14.9,16.43,13.45
湖南投资,548,5.6,6.16,5.04
海融科技,300915,25.53,30.23,20.15
东港股份,2117,13.04,14.36,11.75
威高血净,603014,40.95,45.03,36.85
长城汽车,601633,22.33,24.56,20.1
万朗磁塑,603150,39.55,44.0,36.0
*ST摩登,2656,2.79,2.93,2.65
捷安高科,300845,11.12,13.39,8.93
中泰化学,2092,4.64,5.12,4.19
国机汽车,600335,6.5,7.15,5.85
慧博云通,301316,45.9,54.6,36.4
玲珑轮胎,601966,14.85,16.34,13.37
新易盛,300502,462.9,555.59,370.39
金帝股份,603270,24.14,26.51,21.69
安洁科技,2635,13.84,15.27,12.49
同享科技,920167,17.75,22.85,12.31
巴比食品,605338,29.38,32.55,26.63
信濠光电,301051,20.29,24.36,16.24
中油资本,617,9.21,10.13,8.29
海尔生物,688139,31.34,37.57,25.05
妙可蓝多,600882,29.74,31.38,25.68
中华企业,600675,2.76,3.04,2.48
广州酒家,603043,18.33,20.23,16.55
国邦医药,605507,22.91,25.26,20.66
长青集团,2616,5.51,6.06,4.96
芯海科技,688595,31.93,38.56,25.7
锦龙股份,712,11.93,13.12,10.74
盛德鑫泰,300881,33.8,40.72,27.14
亿帆医药,2019,11.94,13.11,10.73
中公教育,2607,2.73,3.03,2.48
国光连锁,605188,21.06,23.19,18.97
莱绅通灵,603900,9.25,10.08,8.24
侨源股份,301286,47.63,57.16,38.1
上海莱士,2252,6.41,7.05,5.77
口子窖,603589,31.14,34.23,28.01
菲沃泰,688371,19.13,23.06,15.38
金运激光,300220,14.61,17.57,11.71
广济药业,952,7.35,8.05,6.59
江苏新能,603693,11.9,13.08,10.7
九安医疗,2432,41.05,45.25,37.03
新泉股份,603179,63.96,70.38,57.58
致远互联,688369,22.81,27.42,18.28
*ST太和,605081,10.0,10.55,9.55
湖北广电,665,5.48,6.03,4.93
友升股份,603418,56.51,62.28,50.96
引力传媒,603598,16.32,18.07,14.79
省广集团,2400,8.25,9.03,7.39
澄星股份,600078,10.0,11.02,9.02
海辰药业,300584,51.93,62.3,41.54
富恒新材,920469,11.86,15.37,8.29
苏豪弘业,600128,10.87,11.99,9.81
深物业A,11,9.07,9.99,8.17
天正电气,605066,7.29,7.99,6.53
甘李药业,603087,68.04,74.86,61.25
*ST中地,736,5.43,5.71,5.17
晶科能源,688223,5.45,6.53,4.35
老百姓,603883,15.4,16.95,13.87
万德股份,920519,12.63,16.49,8.89
广东明珠,600382,7.24,7.98,6.53
国际医学,516,4.53,4.98,4.08
保利发展,600048,6.31,6.97,5.71
凡拓数创,301313,26.25,31.5,21.0
美格智能,2881,42.4,46.78,38.28
宝莱特,300246,8.2,9.77,6.51
苏州科达,603660,9.98,10.93,8.95
诺禾致源,688315,13.58,16.26,10.84
欧莱新材,688530,16.21,19.51,13.01
沃顿科技,920,12.65,13.9,11.38
亚香股份,301220,36.84,44.38,29.58
五矿发展,600058,9.91,10.9,8.92
燕塘乳业,2732,18.19,19.8,16.2
ST云动,903,2.7,2.84,2.57
上海建工,600170,2.7,2.97,2.43
中创股份,688695,26.82,32.39,21.59
共创草坪,605099,38.51,42.53,34.79
宣亚国际,300612,16.1,19.39,12.93
神州信息,555,16.44,17.78,14.54
中胤时尚,300901,16.17,19.38,12.92
奇正藏药,2287,24.22,26.64,21.8
阳谷华泰,300121,13.45,16.13,10.75
泽润新能,301636,49.03,59.1,39.4
和顺电气,300141,11.61,13.97,9.31
万胜智能,300882,18.82,22.56,15.04
秦港股份,601326,3.58,3.94,3.22
哈药股份,600664,3.57,3.94,3.22
新洁能,605111,33.88,37.38,30.58
广安爱众,600979,4.45,4.92,4.02
五方光电,2962,14.31,15.73,12.87
禾丰股份,603609,7.15,7.87,6.44
睿智医药,300149,9.84,11.8,7.86
中英科技,300936,36.63,43.96,29.3
尚品宅配,300616,14.29,17.15,11.43
奕瑞科技,688301,104.62,126.43,84.29
重庆路桥,600106,6.25,6.88,5.63
山东海化,822,5.35,5.89,4.82
帝奥微,688381,23.09,27.82,18.54
锦鸡股份,300798,7.12,8.56,5.7
健民集团,600976,35.5,39.14,32.02
智洋创新,688191,30.79,37.34,24.9
夏厦精密,1306,79.89,87.98,71.98
景旺电子,603228,72.86,80.16,65.58
博雅生物,300294,23.07,27.7,18.46
杭萧钢构,600477,2.66,2.93,2.39
泰凌微,688591,43.13,52.13,34.75
仕佳光子,688313,98.0,116.89,77.93
奥泰生物,688606,0.0,76.36,50.9
振邦智能,3028,29.14,32.05,26.23
邦彦技术,688132,18.75,22.21,14.81
东贝集团,601956,7.03,7.76,6.35
科远智慧,2380,27.18,30.02,24.56
新华制药,756,15.79,17.42,14.26
世纪瑞尔,300150,5.28,6.34,4.22
国安股份,839,2.64,2.9,2.38
中国铁物,927,2.64,2.9,2.38
*ST春天,600381,4.41,4.62,4.18
亿道信息,1314,43.03,47.42,38.8
热景生物,688068,168.99,201.61,134.41
蓝箭电子,301348,20.2,24.28,16.18
聚灿光电,300708,8.75,10.55,7.03
佳禾智能,300793,15.8,18.98,12.66
天润工业,2283,6.14,6.77,5.54
盛通股份,2599,7.91,8.69,7.11
国盛证券,2670,16.64,18.34,15.0
松芝股份,2454,8.78,9.65,7.89
三环集团,300408,44.49,53.62,35.74
中原证券,601375,4.36,4.81,3.93
华发股份,600325,4.38,4.81,3.93
海量数据,603138,14.07,15.38,12.58
立昂技术,300603,9.61,11.53,7.69
华利集团,300979,53.11,63.95,42.63
易瑞生物,300942,9.54,11.51,7.67
科陆电子,2121,7.86,8.62,7.06
华厦眼科,301267,18.29,21.94,14.62
ST京蓝,711,1.73,1.83,1.65
润建股份,2929,39.05,43.04,35.22
建研设计,301167,16.48,19.82,13.22
横店影视,603103,15.62,17.2,14.08
片仔癀,600436,171.98,189.18,154.78
汤臣倍健,300146,12.18,14.59,9.73
酒鬼酒,799,55.5,61.14,50.02
香溢融通,600830,9.48,10.51,8.6
致尚科技,301486,110.1,136.45,90.97
必创科技,300667,17.25,20.83,13.89
七匹狼,2029,11.28,12.4,10.14
大千生态,603955,30.32,33.37,27.31
冠捷科技,727,2.59,2.86,2.34
爱乐达,300696,26.79,32.16,21.44
中设咨询,920873,7.82,10.11,5.45
诺唯赞,688105,19.82,23.86,15.9
青岛双星,599,6.08,6.66,5.45
安井食品,603345,82.96,91.26,74.66
普联软件,300996,16.5,19.69,13.13
九典制药,300705,15.51,18.65,12.43
王力安防,605268,11.15,12.34,10.1
尖峰集团,600668,11.23,12.34,10.1
郑州煤电,600121,4.31,4.74,3.88
戴维医疗,300314,12.94,15.52,10.34
英力特,635,9.48,10.43,8.53
北方股份,600262,25.0,27.49,22.49
吉华集团,603980,5.15,5.69,4.65
远程股份,2692,5.16,5.69,4.65
杉杉股份,600884,13.7,15.16,12.4
通达股份,2560,9.42,10.42,8.52
键凯科技,688356,82.5,99.12,66.08
一汽解放,800,6.87,7.57,6.19
蓝天燃气,605368,7.71,8.49,6.95
广聚能源,96,10.29,11.32,9.26
万憬能源,2700,6.85,7.55,6.17
美利云,815,11.12,12.23,10.01
富士莱,301258,33.11,40.03,26.69
宁波高发,603788,16.2,17.88,14.63
安徽合力,600761,19.68,21.64,17.7
外服控股,600662,5.14,5.64,4.62
*ST辉丰,2496,1.71,1.8,1.62
捷强装备,300875,40.02,48.19,32.13
中环海陆,301040,31.56,37.87,25.25
安道麦A,553,5.95,6.57,5.37
江西铜业,600362,42.57,46.84,38.32
龙版传媒,605577,12.8,14.05,11.49
盈康生命,300143,10.2,12.25,8.17
宏华数科,688789,79.55,95.96,63.98
建新股份,300107,6.79,8.16,5.44
华大智造,688114,63.79,76.44,50.96
岩山科技,2195,6.79,7.47,6.11
博瑞医药,688166,50.06,60.06,40.04
英华特,301272,40.05,47.83,31.89
索辰科技,688507,92.6,111.94,74.62
蠡湖股份,300694,11.8,14.23,9.49
光启技术,2625,51.7,56.84,46.5
三全食品,2216,11.85,13.04,10.67
狮头股份,600539,10.14,11.17,9.14
仲景食品,300908,28.71,34.49,22.99
贵州轮胎,589,5.08,5.58,4.56
世茂能源,605028,27.0,29.73,24.33
茂硕电源,2660,9.25,10.22,8.36
凤竹纺织,600493,7.75,8.36,6.84
富维股份,600742,10.13,11.14,9.12
华大基因,300676,45.5,54.67,36.45
云南能投,2053,11.85,12.99,10.63
宁波建工,601789,5.03,5.57,4.55
农发种业,600313,6.73,7.41,6.07
康力源,301287,42.83,51.53,34.35
蒙娜丽莎,2918,14.32,15.73,12.87
三花智控,2050,45.79,49.96,40.88
千禾味业,603027,10.08,11.1,9.08
伟思医疗,688580,46.95,56.47,37.65
冠城新材,600067,4.19,4.62,3.78
交大昂立,600530,6.71,7.39,6.05
ST明诚,600136,1.67,1.76,1.6
上海汽配,603107,15.11,16.61,13.59
欣天科技,300615,13.38,16.09,10.73
远达环保,600292,12.55,13.83,11.31
阳普医疗,300030,7.6,9.04,6.02
苏垦农发,601952,9.18,10.12,8.28
圣元环保,300867,20.05,24.07,16.05
绿地控股,600606,1.67,1.84,1.5
酒钢宏兴,600307,1.69,1.84,1.5
瑞玛精密,2976,27.57,30.27,24.77
山外山,688410,15.0,18.01,12.01
博通集成,603068,36.6,40.36,33.02
鸿特科技,300176,6.66,8.0,5.34
顺威股份,2676,8.3,9.16,7.5
仁和药业,650,5.82,6.41,5.25
南兴股份,2757,15.87,17.4,14.24
中关村,931,4.99,5.49,4.49
星宸科技,301536,61.39,73.85,49.23
舒泰神,300204,27.63,32.92,21.94
万向德农,600371,9.14,10.05,8.23
赛升药业,300485,10.81,12.96,8.64
集智股份,300553,36.9,43.86,29.24
科汇股份,688681,17.38,20.93,13.95
金迪克,688670,21.49,25.91,17.27
全柴动力,600218,10.79,11.87,9.71
中国电信,601728,6.64,7.3,5.98
东软集团,600718,9.98,10.96,8.96
湘佳股份,2982,14.11,15.51,12.69
大全能源,688303,27.39,32.8,21.86
普门科技,688389,13.21,15.9,10.6
润都股份,2923,12.46,13.66,11.18
