股票代码,market_code,code,所属同花顺行业
603686.SH,17,603686,环保-环境治理-固废治理
300581.SZ,33,300581,国防军工-军工装备-航空装备
920089.BJ,151,920089,基础化工-塑料制品-改性塑料
600778.SH,17,600778,商贸零售-零售-百货零售
688358.SH,17,688358,医药生物-医疗器械-医疗设备
920407.BJ,151,920407,机械设备-通用设备-仪器仪表
600586.SH,17,600586,基础化工-化学原料-纯碱
300648.SZ,33,300648,电力设备-电池-锂电专用设备
300486.SZ,33,300486,机械设备-自动化设备-其他自动化设备
002161.SZ,33,002161,电子-其他电子-其他电子Ⅲ
300281.SZ,33,300281,机械设备-专用设备-其他专用设备
688033.SH,17,688033,电力设备-光伏设备-光伏辅材
688052.SH,17,688052,电子-半导体-模拟芯片设计
603390.SH,17,603390,汽车-汽车零部件-汽车电子电气系统
603091.SH,17,603091,轻工制造-家居用品-其他家居用品
002146.SZ,33,002146,房地产-房地产-住宅开发
002162.SZ,33,002162,轻工制造-家居用品-瓷砖地板
605080.SH,17,605080,轻工制造-家居用品-文娱用品
603290.SH,17,603290,电子-半导体-分立器件
600516.SH,17,600516,钢铁-钢铁-冶钢原料
688718.SH,17,688718,基础化工-塑料制品-膜材料
688297.SH,17,688297,国防军工-军工装备-航空装备
920541.BJ,151,920541,机械设备-轨交设备-轨交设备Ⅲ
002799.SZ,33,002799,轻工制造-包装印刷-包装
601298.SH,17,601298,交通运输-港口航运-港口
920080.BJ,151,920080,机械设备-专用设备-其他专用设备
002683.SZ,33,002683,基础化工-化学制品-民爆用品
600048.SH,17,600048,房地产-房地产-住宅开发
002209.SZ,33,002209,机械设备-专用设备-印刷包装机械
920106.BJ,151,920106,汽车-汽车零部件-底盘与发动机系统
688187.SH,17,688187,机械设备-轨交设备-轨交设备Ⅲ
600111.SH,17,600111,有色金属-小金属-稀土
601882.SH,17,601882,机械设备-通用设备-机床工具
688772.SH,17,688772,电力设备-电池-锂电池
002689.SZ,33,002689,机械设备-专用设备-楼宇设备
301458.SZ,33,301458,电子-元件-被动元件
600676.SH,17,600676,综合-综合-综合Ⅲ
000036.SZ,33,000036,房地产-房地产-住宅开发
300265.SZ,33,300265,电力设备-电网设备-线缆部件及其他
920719.BJ,151,920719,基础化工-非金属材料-非金属材料Ⅲ
605365.SH,17,605365,电子-光学光电子-LED
920101.BJ,151,920101,机械设备-工程机械-工程机械Ⅲ
000797.SZ,33,000797,房地产-房地产-住宅开发
002320.SZ,33,002320,交通运输-港口航运-航运
002952.SZ,33,002952,电子-光学光电子-面板
688426.SH,17,688426,医药生物-医疗器械-体外诊断
000708.SZ,33,000708,钢铁-钢铁-特钢
301138.SZ,33,301138,机械设备-专用设备-印刷包装机械
603098.SH,17,603098,建筑装饰-建筑装饰-专业工程
300254.SZ,33,300254,医药生物-化学制药-化学制剂
002933.SZ,33,002933,国防军工-军工装备-航空装备
603633.SH,17,603633,汽车-汽车零部件-汽车电子电气系统
002693.SZ,33,002693,医药生物-生物制品-其他生物制品
000401.SZ,33,000401,建筑材料-建筑材料-水泥
300197.SZ,33,300197,环保-环境治理-综合环境治理
000509.SZ,33,000509,电子-光学光电子-面板
300334.SZ,33,300334,基础化工-塑料制品-膜材料
002574.SZ,33,002574,纺织服饰-服装家纺-饰品
920160.BJ,151,920160,社会服务-其他社会服务-专业服务
300003.SZ,33,300003,医药生物-医疗器械-医疗耗材
301190.SZ,33,301190,基础化工-化学原料-其他化学原料
002152.SZ,33,002152,计算机-计算机设备-其他计算机设备
688789.SH,17,688789,机械设备-专用设备-纺织服装设备
600958.SH,17,600958,非银金融-证券-证券Ⅲ
001386.SZ,33,001386,轻工制造-家居用品-瓷砖地板
001222.SZ,33,001222,轻工制造-家居用品-文娱用品
002389.SZ,33,002389,国防军工-军工装备-航空装备
600916.SH,17,600916,纺织服饰-服装家纺-饰品
002045.SZ,33,002045,电子-消费电子-品牌消费电子
002170.SZ,33,002170,基础化工-农化制品-复合肥
600088.SH,17,600088,传媒-影视院线-影视院线Ⅲ
301508.SZ,33,301508,社会服务-其他社会服务-专业服务
688133.SH,17,688133,基础化工-化学制品-其他化学制品
001379.SZ,33,001379,机械设备-通用设备-金属制品
300784.SZ,33,300784,电子-消费电子-消费电子零部件及组装
600326.SH,17,600326,建筑材料-建筑材料-水泥
688238.SH,17,688238,医药生物-医疗服务-医疗研发外包
300865.SZ,33,300865,机械设备-专用设备-能源及重型设备
300894.SZ,33,300894,家用电器-厨卫电器-厨卫电器Ⅲ
002453.SZ,33,002453,基础化工-化学制品-其他化学制品
920826.BJ,151,920826,食品饮料-食品加工制造-预加工食品
301397.SZ,33,301397,汽车-汽车零部件-底盘与发动机系统
601595.SH,17,601595,传媒-影视院线-影视院线Ⅲ
301632.SZ,33,301632,社会服务-其他社会服务-专业服务
920608.BJ,151,920608,机械设备-专用设备-农用机械
601211.SH,17,601211,非银金融-证券-证券Ⅲ
603956.SH,17,603956,机械设备-专用设备-其他专用设备
603601.SH,17,603601,建筑材料-建筑材料-玻璃玻纤
603176.SH,17,603176,建筑装饰-建筑装饰-基础建设
605020.SH,17,605020,基础化工-化学制品-氟化工
300736.SZ,33,300736,电子-其他电子-其他电子Ⅲ
603180.SH,17,603180,轻工制造-家居用品-定制家居
688719.SH,17,688719,电力设备-其他电源设备-其他电源设备Ⅲ
920262.BJ,151,920262,纺织服饰-服装家纺-家纺
300513.SZ,33,300513,通信-通信服务-通信工程及服务
603988.SH,17,603988,电力设备-电机-电机Ⅲ
300596.SZ,33,300596,基础化工-化学制品-其他化学制品
002355.SZ,33,002355,汽车-汽车零部件-轮胎轮毂
600702.SH,17,600702,食品饮料-白酒-白酒Ⅲ
002616.SZ,33,002616,公用事业-电力-新能源发电
002183.SZ,33,002183,商贸零售-贸易-贸易Ⅲ
600826.SH,17,600826,社会服务-其他社会服务-专业服务
000721.SZ,33,000721,社会服务-旅游及酒店-餐饮
301581.SZ,33,301581,汽车-汽车零部件-汽车电子电气系统
301565.SZ,33,301565,基础化工-塑料制品-膜材料
002707.SZ,33,002707,社会服务-旅游及酒店-旅游综合
603151.SH,17,603151,农林牧渔-农产品加工-畜禽饲料
002855.SZ,33,002855,电子-消费电子-消费电子零部件及组装
603408.SH,17,603408,轻工制造-家居用品-其他家居用品
920679.BJ,151,920679,机械设备-通用设备-金属制品
002379.SZ,33,002379,有色金属-工业金属-铝
300247.SZ,33,300247,家用电器-小家电-小家电Ⅲ
600906.SH,17,600906,非银金融-证券-证券Ⅲ
001278.SZ,33,001278,汽车-汽车零部件-车身附件及饰件
603085.SH,17,603085,汽车-汽车零部件-车身附件及饰件
301191.SZ,33,301191,通信-通信设备-通信终端及配件
001366.SZ,33,001366,农林牧渔-农产品加工-畜禽饲料
301019.SZ,33,301019,基础化工-塑料制品-其他塑料制品
000800.SZ,33,000800,汽车-汽车整车-商用载货车
600418.SH,17,600418,汽车-汽车整车-商用载货车
600109.SH,17,600109,非银金融-证券-证券Ⅲ
000686.SZ,33,000686,非银金融-证券-证券Ⅲ
605186.SH,17,605186,机械设备-自动化设备-其他自动化设备
600742.SH,17,600742,汽车-汽车零部件-车身附件及饰件
301376.SZ,33,301376,轻工制造-家居用品-成品家居
002210.SZ,33,002210,环保-环境治理-固废治理
002905.SZ,33,002905,传媒-影视院线-影视院线Ⅲ
002376.SZ,33,002376,计算机-计算机设备-其他计算机设备
605155.SH,17,605155,轻工制造-家居用品-其他家居用品
002868.SZ,33,002868,农林牧渔-养殖业-动物保健
920110.BJ,151,920110,电力设备-其他电源设备-其他电源设备Ⅲ
688069.SH,17,688069,环保-环境治理-水务及水治理
300384.SZ,33,300384,建筑装饰-建筑装饰-专业工程
600133.SH,17,600133,环保-环境治理-综合环境治理
000926.SZ,33,000926,房地产-房地产-住宅开发
920030.BJ,151,920030,汽车-汽车服务及其他-汽车服务
920675.BJ,151,920675,基础化工-非金属材料-非金属材料Ⅲ
920068.BJ,151,920068,有色金属-小金属-其他小金属
688215.SH,17,688215,机械设备-自动化设备-其他自动化设备
300237.SZ,33,300237,汽车-汽车零部件-其他汽车零部件
000709.SZ,33,000709,钢铁-钢铁-普钢
603797.SH,17,603797,环保-环境治理-水务及水治理
002908.SZ,33,002908,计算机-IT服务-IT服务Ⅲ
920204.BJ,151,920204,轻工制造-包装印刷-包装
301238.SZ,33,301238,电力设备-电池-电池化学品
600162.SH,17,600162,房地产-房地产-住宅开发
920950.BJ,151,920950,机械设备-通用设备-其他通用设备
301491.SZ,33,301491,电子-消费电子-消费电子零部件及组装
601121.SH,17,601121,钢铁-钢铁-冶钢原料
600159.SH,17,600159,房地产-房地产-住宅开发
000736.SZ,33,000736,房地产-房地产-住宅开发
300143.SZ,33,300143,医药生物-医疗服务-医院
600596.SH,17,600596,基础化工-农化制品-农药
603376.SH,17,603376,汽车-汽车零部件-汽车电子电气系统
920809.BJ,151,920809,电力设备-电池-电池化学品
301059.SZ,33,301059,美容护理-美容护理-个护用品
001328.SZ,33,001328,美容护理-美容护理-个护用品
000825.SZ,33,000825,钢铁-钢铁-特钢
300080.SZ,33,300080,电力设备-光伏设备-光伏辅材
301586.SZ,33,301586,国防军工-军工装备-航空装备
002642.SZ,33,002642,计算机-IT服务-IT服务Ⅲ
300807.SZ,33,300807,计算机-计算机设备-其他计算机设备
000750.SZ,33,000750,非银金融-证券-证券Ⅲ
688466.SH,17,688466,环保-环境治理-水务及水治理
600239.SH,17,600239,商贸零售-零售-商业物业经营
300171.SZ,33,300171,医药生物-医疗器械-医疗设备
688722.SH,17,688722,基础化工-化学纤维-其他纤维
603276.SH,17,603276,基础化工-化学原料-其他化学原料
601518.SH,17,601518,交通运输-公路铁路运输-高速公路
300729.SZ,33,300729,轻工制造-家居用品-其他家居用品
300020.SZ,33,300020,计算机-IT服务-IT服务Ⅲ
920599.BJ,151,920599,机械设备-工程机械-工程机械Ⅲ
920871.BJ,151,920871,基础化工-塑料制品-其他塑料制品
002542.SZ,33,002542,建筑装饰-建筑装饰-专业工程
600653.SH,17,600653,汽车-汽车服务及其他-汽车服务
603982.SH,17,603982,汽车-汽车零部件-底盘与发动机系统
688707.SH,17,688707,电力设备-电池-电池化学品
605003.SH,17,605003,纺织服饰-服装家纺-家纺
920895.BJ,151,920895,机械设备-专用设备-农用机械
002236.SZ,33,002236,计算机-计算机设备-安防设备
601156.SH,17,601156,交通运输-物流-物流Ⅲ
301153.SZ,33,301153,计算机-软件开发-垂直应用软件
688348.SH,17,688348,电力设备-光伏设备-逆变器
603299.SH,17,603299,基础化工-化学原料-无机盐
300005.SZ,33,300005,纺织服饰-服装家纺-服装
603022.SH,17,603022,轻工制造-包装印刷-包装
000035.SZ,33,000035,环保-环境治理-固废治理
920810.BJ,151,920810,机械设备-专用设备-印刷包装机械
002198.SZ,33,002198,医药生物-中药-中药Ⅲ
603392.SH,17,603392,医药生物-医疗器械-体外诊断
003019.SZ,33,003019,电子-光学光电子-面板
002989.SZ,33,002989,建筑装饰-建筑装饰-装饰园林
001324.SZ,33,001324,机械设备-轨交设备-轨交设备Ⅲ
002110.SZ,33,002110,钢铁-钢铁-普钢
002416.SZ,33,002416,商贸零售-零售-专业连锁
300907.SZ,33,300907,电力设备-电机-电机Ⅲ
603062.SH,17,603062,基础化工-化学制品-涂料油墨
300901.SZ,33,300901,纺织服饰-服装家纺-鞋帽及其他
920957.BJ,151,920957,基础化工-化学制品-其他化学制品
920112.BJ,151,920112,机械设备-专用设备-其他专用设备
600383.SH,17,600383,房地产-房地产-住宅开发
000922.SZ,33,000922,电力设备-电机-电机Ⅲ
601177.SH,17,601177,机械设备-通用设备-金属制品
301316.SZ,33,301316,计算机-IT服务-IT服务Ⅲ
002160.SZ,33,002160,有色金属-工业金属-铝
001234.SZ,33,001234,纺织服饰-服装家纺-服装
920392.BJ,151,920392,轻工制造-包装印刷-包装
600706.SH,17,600706,社会服务-旅游及酒店-人工景点
688067.SH,17,688067,医药生物-医疗器械-体外诊断
000886.SZ,33,000886,交通运输-公路铁路运输-高速公路
600449.SH,17,600449,建筑材料-建筑材料-水泥
300872.SZ,33,300872,计算机-IT服务-IT服务Ⅲ
300546.SZ,33,300546,计算机-计算机设备-其他计算机设备
300896.SZ,33,300896,美容护理-美容护理-医疗美容
301538.SZ,33,301538,基础化工-塑料制品-改性塑料
920504.BJ,151,920504,医药生物-医疗器械-医疗设备
002206.SZ,33,002206,基础化工-化学纤维-涤纶
000768.SZ,33,000768,国防军工-军工装备-航空装备
003038.SZ,33,003038,有色金属-工业金属-铝
600963.SH,17,600963,轻工制造-造纸-造纸Ⅲ
002877.SZ,33,002877,机械设备-通用设备-金属制品
300109.SZ,33,300109,基础化工-化学制品-其他化学制品
600635.SH,17,600635,公用事业-燃气-燃气Ⅲ
002981.SZ,33,002981,电子-消费电子-消费电子零部件及组装
301358.SZ,33,301358,电力设备-电池-电池化学品
920050.BJ,151,920050,医药生物-医疗器械-医疗耗材
300827.SZ,33,300827,电力设备-光伏设备-逆变器
688613.SH,17,688613,医药生物-医疗器械-医疗耗材
600345.SH,17,600345,通信-通信设备-其他通信设备
002406.SZ,33,002406,汽车-汽车零部件-底盘与发动机系统
603069.SH,17,603069,交通运输-公路铁路运输-公交
603025.SH,17,603025,机械设备-自动化设备-工控设备
688529.SH,17,688529,机械设备-专用设备-其他专用设备
002277.SZ,33,002277,商贸零售-零售-百货零售
300888.SZ,33,300888,美容护理-美容护理-个护用品
300311.SZ,33,300311,计算机-软件开发-横向通用软件
605319.SH,17,605319,汽车-汽车零部件-其他汽车零部件
300050.SZ,33,300050,通信-通信服务-通信工程及服务
000014.SZ,33,000014,房地产-房地产-住宅开发
603103.SH,17,603103,传媒-影视院线-影视院线Ⅲ
300416.SZ,33,300416,社会服务-其他社会服务-专业服务
301032.SZ,33,301032,机械设备-通用设备-其他通用设备
603579.SH,17,603579,家用电器-小家电-小家电Ⅲ
603111.SH,17,603111,机械设备-轨交设备-轨交设备Ⅲ
600718.SH,17,600718,计算机-IT服务-IT服务Ⅲ
002357.SZ,33,002357,交通运输-公路铁路运输-公交
603535.SH,17,603535,交通运输-物流-物流Ⅲ
603049.SH,17,603049,汽车-汽车零部件-轮胎轮毂
301217.SZ,33,301217,电力设备-电池-锂电池
301300.SZ,33,301300,基础化工-橡胶制品-炭黑
000700.SZ,33,000700,汽车-汽车零部件-车身附件及饰件
600226.SH,17,600226,公用事业-电力-热力
300425.SZ,33,300425,环保-环境治理-水务及水治理
600528.SH,17,600528,机械设备-轨交设备-轨交设备Ⅲ
603903.SH,17,603903,环保-环境治理-水务及水治理
688195.SH,17,688195,电子-光学光电子-光学元件
603277.SH,17,603277,机械设备-通用设备-制冷空调设备
600558.SH,17,600558,机械设备-通用设备-金属制品
688121.SH,17,688121,机械设备-专用设备-能源及重型设备
920856.BJ,151,920856,机械设备-专用设备-其他专用设备
600693.SH,17,600693,商贸零售-零售-百货零售
600318.SH,17,600318,非银金融-多元金融-多元金融Ⅲ
603528.SH,17,603528,计算机-软件开发-垂直应用软件
001317.SZ,33,001317,交通运输-物流-物流Ⅲ
300189.SZ,33,300189,农林牧渔-种植业与林业-种子生产
002033.SZ,33,002033,社会服务-旅游及酒店-自然景点
002301.SZ,33,002301,轻工制造-家居用品-文娱用品
301088.SZ,33,301088,纺织服饰-服装家纺-服装
002078.SZ,33,002078,轻工制造-造纸-造纸Ⅲ
600215.SH,17,600215,机械设备-自动化设备-机器人
600289.SH,22,600289,通信-通信服务-通信工程及服务
300317.SZ,33,300317,公用事业-电力-新能源发电
002232.SZ,33,002232,计算机-IT服务-IT服务Ⅲ
601878.SH,17,601878,非银金融-证券-证券Ⅲ
600166.SH,17,600166,汽车-汽车整车-商用载货车
300235.SZ,33,300235,计算机-软件开发-垂直应用软件
300817.SZ,33,300817,机械设备-通用设备-金属制品
601038.SH,17,601038,机械设备-专用设备-农用机械
605196.SH,17,605196,电力设备-电网设备-线缆部件及其他
300681.SZ,33,300681,汽车-汽车零部件-汽车电子电气系统
002816.SZ,33,002816,机械设备-专用设备-其他专用设备
002579.SZ,33,002579,电子-元件-印制电路板
600708.SH,17,600708,房地产-房地产-住宅开发
600571.SH,17,600571,计算机-软件开发-垂直应用软件
002442.SZ,33,002442,基础化工-橡胶制品-炭黑
603009.SH,17,603009,汽车-汽车零部件-底盘与发动机系统
920925.BJ,151,920925,医药生物-医疗器械-医疗设备
002145.SZ,33,002145,基础化工-化学原料-钛白粉
000799.SZ,33,000799,食品饮料-白酒-白酒Ⅲ
002090.SZ,33,002090,电力设备-电网设备-电气自控设备
000829.SZ,33,000829,商贸零售-零售-专业连锁
002613.SZ,33,002613,建筑材料-建筑材料-玻璃玻纤
600828.SH,17,600828,商贸零售-零售-百货零售
603190.SH,17,603190,汽车-汽车零部件-其他汽车零部件
002771.SZ,33,002771,计算机-IT服务-IT服务Ⅲ
301020.SZ,33,301020,汽车-汽车零部件-底盘与发动机系统
002582.SZ,33,002582,食品饮料-食品加工制造-休闲食品
600551.SH,17,600551,传媒-文化传媒-出版
002114.SZ,33,002114,有色金属-工业金属-铅锌
300307.SZ,33,300307,机械设备-专用设备-纺织服装设备
002594.SZ,33,002594,汽车-汽车整车-乘用车
605389.SH,17,605389,机械设备-工程机械-工程机械Ⅲ
603093.SH,17,603093,非银金融-多元金融-多元金融Ⅲ
000589.SZ,33,000589,汽车-汽车零部件-轮胎轮毂
002044.SZ,33,002044,医药生物-医疗服务-医院
300096.SZ,33,300096,计算机-软件开发-垂直应用软件
000545.SZ,33,000545,基础化工-化学原料-钛白粉
600212.SH,17,600212,电力设备-其他电源设备-其他电源设备Ⅲ
601375.SH,17,601375,非银金融-证券-证券Ⅲ
603081.SH,17,603081,机械设备-专用设备-其他专用设备
301087.SZ,33,301087,医药生物-医疗器械-医疗设备
300221.SZ,33,300221,基础化工-塑料制品-改性塑料
300015.SZ,33,300015,医药生物-医疗服务-医院
003023.SZ,33,003023,家用电器-小家电-小家电Ⅲ
301061.SZ,33,301061,轻工制造-家居用品-成品家居
600977.SH,17,600977,传媒-影视院线-影视院线Ⅲ
002079.SZ,33,002079,电力设备-光伏设备-光伏辅材
000888.SZ,33,000888,社会服务-旅游及酒店-自然景点
603366.SH,17,603366,家用电器-厨卫电器-厨卫电器Ⅲ
300228.SZ,33,300228,机械设备-通用设备-金属制品
000778.SZ,33,000778,钢铁-钢铁-普钢
600655.SH,17,600655,商贸零售-零售-商业物业经营
002926.SZ,33,002926,非银金融-证券-证券Ⅲ
300553.SZ,33,300553,机械设备-通用设备-仪器仪表
301038.SZ,33,301038,建筑装饰-建筑装饰-工程咨询服务
002741.SZ,33,002741,电子-电子化学品-电子化学品Ⅲ
300207.SZ,33,300207,电力设备-电池-锂电池
002489.SZ,33,002489,轻工制造-家居用品-成品家居
300928.SZ,33,300928,汽车-汽车零部件-汽车电子电气系统
301092.SZ,33,301092,基础化工-塑料制品-合成树脂
002850.SZ,33,002850,电力设备-电池-锂电池
000570.SZ,33,000570,机械设备-通用设备-其他通用设备
300640.SZ,33,300640,轻工制造-家居用品-其他家居用品
601058.SH,17,601058,汽车-汽车零部件-轮胎轮毂
688057.SH,17,688057,环保-环境治理-水务及水治理
603033.SH,17,603033,基础化工-橡胶制品-其他橡胶制品
301533.SZ,33,301533,机械设备-专用设备-农用机械
600478.SH,17,600478,电力设备-电池-锂电池
300214.SZ,33,300214,基础化工-化学制品-其他化学制品
002278.SZ,33,002278,机械设备-专用设备-能源及重型设备
300760.SZ,33,300760,医药生物-医疗器械-医疗设备
300800.SZ,33,300800,环保-环保设备-环保设备Ⅲ
300756.SZ,33,300756,机械设备-专用设备-其他专用设备
002624.SZ,33,002624,传媒-游戏-游戏Ⅲ
002028.SZ,33,002028,电力设备-电网设备-输变电设备
600266.SH,17,600266,房地产-房地产-住宅开发
600366.SH,17,600366,有色金属-金属新材料-磁性材料
605377.SH,17,605377,轻工制造-造纸-造纸Ⅲ
300386.SZ,33,300386,计算机-计算机设备-其他计算机设备
601890.SH,17,601890,国防军工-军工装备-航海装备
605098.SH,17,605098,社会服务-教育-教育Ⅲ
600030.SH,17,600030,非银金融-证券-证券Ⅲ
688570.SH,17,688570,机械设备-自动化设备-工控设备
301082.SZ,33,301082,电力设备-电网设备-线缆部件及其他
688557.SH,17,688557,机械设备-通用设备-其他通用设备
002218.SZ,33,002218,公用事业-电力-新能源发电
600008.SH,17,600008,环保-环境治理-综合环境治理
002669.SZ,33,002669,基础化工-化学制品-其他化学制品
605099.SH,17,605099,轻工制造-家居用品-其他家居用品
001229.SZ,33,001229,计算机-计算机设备-其他计算机设备
603369.SH,17,603369,食品饮料-白酒-白酒Ⅲ
300631.SZ,33,300631,环保-环保设备-环保设备Ⅲ
603759.SH,17,603759,环保-环境治理-水务及水治理
000532.SZ,33,000532,非银金融-多元金融-多元金融Ⅲ
000670.SZ,33,000670,电子-其他电子-其他电子Ⅲ
300848.SZ,33,300848,基础化工-化学制品-聚氨酯
605567.SH,17,605567,食品饮料-食品加工制造-肉制品
600703.SH,17,600703,电子-光学光电子-LED
002378.SZ,33,002378,有色金属-小金属-钨
601279.SH,17,601279,汽车-汽车零部件-其他汽车零部件
003012.SZ,33,003012,轻工制造-家居用品-瓷砖地板
688185.SH,17,688185,医药生物-生物制品-疫苗
002792.SZ,33,002792,通信-通信设备-通信网络设备及器件
300341.SZ,33,300341,医药生物-医疗器械-医疗设备
300904.SZ,33,300904,电力设备-风电设备-风电零部件
600523.SH,17,600523,汽车-汽车零部件-其他汽车零部件
688359.SH,17,688359,电子-电子化学品-电子化学品Ⅲ
605555.SH,17,605555,家用电器-小家电-小家电Ⅲ
603358.SH,17,603358,汽车-汽车零部件-其他汽车零部件
000683.SZ,33,000683,基础化工-化学原料-纯碱
002091.SZ,33,002091,商贸零售-贸易-贸易Ⅲ
001382.SZ,33,001382,电力设备-电网设备-线缆部件及其他
601096.SH,17,601096,电力设备-电网设备-线缆部件及其他
000530.SZ,33,000530,机械设备-通用设备-制冷空调设备
000410.SZ,33,000410,机械设备-通用设备-机床工具
920020.BJ,151,920020,汽车-汽车零部件-轮胎轮毂
603823.SH,17,603823,基础化工-化学制品-涂料油墨
301680.SZ,33,301680,汽车-汽车零部件-其他汽车零部件
920682.BJ,151,920682,电力设备-电网设备-线缆部件及其他
688549.SH,17,688549,电子-电子化学品-电子化学品Ⅲ
300957.SZ,33,300957,美容护理-美容护理-化妆品
603788.SH,17,603788,汽车-汽车零部件-底盘与发动机系统
002015.SZ,33,002015,公用事业-电力-新能源发电
002977.SZ,33,002977,国防军工-军工电子-军工电子Ⅲ
000069.SZ,33,000069,社会服务-旅游及酒店-旅游综合
002017.SZ,33,002017,通信-通信设备-通信终端及配件
300961.SZ,33,300961,环保-环境治理-水务及水治理
603616.SH,17,603616,建筑材料-建筑材料-水泥
601208.SH,17,601208,基础化工-塑料制品-膜材料
603937.SH,17,603937,有色金属-工业金属-铝
603023.SH,17,603023,汽车-汽车零部件-汽车电子电气系统
002652.SZ,33,002652,建筑材料-建筑材料-其他建材
920061.BJ,151,920061,机械设备-专用设备-其他专用设备
920022.BJ,151,920022,汽车-汽车零部件-底盘与发动机系统
300882.SZ,33,300882,电力设备-电网设备-电气自控设备
603500.SH,17,603500,机械设备-轨交设备-轨交设备Ⅲ
300340.SZ,33,300340,电力设备-电池-锂电专用设备
301003.SZ,33,301003,基础化工-塑料制品-改性塑料
600838.SH,17,600838,商贸零售-零售-百货零售
300266.SZ,33,300266,环保-环境治理-综合环境治理
002034.SZ,33,002034,环保-环境治理-固废治理
600307.SH,17,600307,钢铁-钢铁-普钢
603817.SH,17,603817,环保-环境治理-水务及水治理
601218.SH,17,601218,电力设备-风电设备-风电零部件
002193.SZ,33,002193,纺织服饰-服装家纺-服装
601669.SH,17,601669,建筑装饰-建筑装饰-基础建设
600172.SH,17,600172,机械设备-通用设备-磨具磨料
301575.SZ,33,301575,轻工制造-家居用品-其他家居用品
600527.SH,17,600527,基础化工-化学纤维-其他纤维
603007.SH,22,603007,汽车-汽车零部件-底盘与发动机系统
000795.SZ,33,000795,有色金属-金属新材料-磁性材料
920007.BJ,151,920007,电力设备-光伏设备-光伏辅材
688765.SH,17,688765,医药生物-生物制品-血液制品
003039.SZ,33,003039,环保-环境治理-水务及水治理
920471.BJ,151,920471,基础化工-化学制品-其他化学制品
001296.SZ,33,001296,基础化工-非金属材料-非金属材料Ⅲ
002506.SZ,33,002506,电力设备-光伏设备-光伏电池组件
601066.SH,17,601066,非银金融-证券-证券Ⅲ
688202.SH,17,688202,医药生物-医疗服务-医疗研发外包
600757.SH,17,600757,传媒-文化传媒-出版
000685.SZ,33,000685,环保-环境治理-水务及水治理
300013.SZ,33,300013,交通运输-物流-物流Ⅲ
300160.SZ,33,300160,家用电器-白色家电-家电零部件
002526.SZ,33,002526,机械设备-专用设备-能源及重型设备
000728.SZ,33,000728,非银金融-证券-证券Ⅲ
603002.SH,17,603002,电子-电子化学品-电子化学品Ⅲ
300511.SZ,33,300511,农林牧渔-种植业与林业-其他种植业
300876.SZ,33,300876,基础化工-化学纤维-其他纤维
603767.SH,17,603767,汽车-汽车零部件-底盘与发动机系统
603132.SH,17,603132,有色金属-工业金属-铅锌
300589.SZ,33,300589,国防军工-军工装备-航海装备
002813.SZ,33,002813,汽车-汽车零部件-汽车电子电气系统
603332.SH,17,603332,基础化工-化学纤维-涤纶
002059.SZ,33,002059,社会服务-旅游及酒店-人工景点
600284.SH,17,600284,建筑装饰-建筑装饰-基础建设
002945.SZ,33,002945,非银金融-证券-证券Ⅲ
603194.SH,17,603194,机械设备-工程机械-工程机械Ⅲ
000599.SZ,33,000599,汽车-汽车零部件-轮胎轮毂
603829.SH,17,603829,电力设备-电网设备-输变电设备
600203.SH,17,600203,电子-消费电子-消费电子零部件及组装
688578.SH,17,688578,医药生物-化学制药-化学制剂
300910.SZ,33,300910,基础化工-化学制品-其他化学制品
920121.BJ,151,920121,轻工制造-包装印刷-包装
688176.SH,17,688176,医药生物-化学制药-化学制剂
601868.SH,17,601868,建筑装饰-建筑装饰-基础建设
002486.SZ,33,002486,纺织服饰-服装家纺-服装
600505.SH,17,600505,公用事业-电力-电能综合服务
601399.SH,17,601399,机械设备-专用设备-能源及重型设备
600729.SH,17,600729,商贸零售-零售-百货零售
300747.SZ,33,300747,机械设备-自动化设备-激光设备
920455.BJ,151,920455,机械设备-通用设备-其他通用设备
301393.SZ,33,301393,医药生物-生物制品-其他生物制品
301448.SZ,33,301448,机械设备-通用设备-其他通用设备
300733.SZ,33,300733,汽车-汽车零部件-底盘与发动机系统
002244.SZ,33,002244,房地产-房地产-住宅开发
300217.SZ,33,300217,电力设备-光伏设备-光伏加工设备
600796.SH,17,600796,环保-环境治理-综合环境治理
300441.SZ,33,300441,机械设备-通用设备-其他通用设备
300715.SZ,33,300715,建筑材料-建筑材料-其他建材
300510.SZ,33,300510,电力设备-电网设备-电气自控设备
603657.SH,17,603657,家用电器-白色家电-家电零部件
603828.SH,22,603828,建筑装饰-建筑装饰-装饰园林
603505.SH,17,603505,基础化工-化学制品-氟化工
920118.BJ,151,920118,电力设备-电网设备-线缆部件及其他
688161.SH,17,688161,医药生物-医疗器械-医疗耗材
601026.SH,17,601026,基础化工-塑料制品-合成树脂
688671.SH,17,688671,环保-环保设备-环保设备Ⅲ
002806.SZ,33,002806,汽车-汽车零部件-底盘与发动机系统
300121.SZ,33,300121,基础化工-橡胶制品-其他橡胶制品
600661.SH,17,600661,社会服务-教育-教育Ⅲ
002011.SZ,33,002011,家用电器-白色家电-家电零部件
603709.SH,17,603709,轻工制造-家居用品-成品家居
600868.SH,17,600868,公用事业-电力-水电
688663.SH,17,688663,电力设备-电网设备-电气自控设备
688621.SH,17,688621,医药生物-医疗服务-医疗研发外包
