所属同花顺行业,market_code,code,股票代码
非银金融-证券-证券Ⅲ,17,600155,600155.SH
机械设备-自动化设备-激光设备,33,000988,000988.SZ
国防军工-军工电子-军工电子Ⅲ,33,301571,301571.SZ
非银金融-证券-证券Ⅲ,17,600906,600906.SH
医药生物-生物制品-疫苗,33,301207,301207.SZ
计算机-计算机设备-安防设备,33,002835,002835.SZ
基础化工-化学制品-其他化学制品,33,300405,300405.SZ
医药生物-化学制药-化学制剂,33,300086,300086.SZ
非银金融-证券-证券Ⅲ,17,601198,601198.SH
交通运输-机场航运-航空运输,17,603885,603885.SH
交通运输-物流-物流Ⅲ,17,600755,600755.SH
公用事业-电力-火电,17,600575,600575.SH
轻工制造-家居用品-其他家居用品,33,001322,001322.SZ
农林牧渔-农产品加工-水产饲料,17,603668,603668.SH
农林牧渔-农产品加工-畜禽饲料,33,000702,000702.SZ
计算机-软件开发-垂直应用软件,33,002362,002362.SZ
电力设备-电网设备-电气自控设备,17,688663,688663.SH
社会服务-旅游及酒店-餐饮,33,002186,002186.SZ
电力设备-光伏设备-光伏辅材,33,301266,301266.SZ
机械设备-自动化设备-工控设备,33,002527,002527.SZ
汽车-汽车零部件-车身附件及饰件,17,600626,600626.SH
石油石化-石油加工贸易-石油加工,17,600346,600346.SH
汽车-汽车零部件-其他汽车零部件,151,920247,920247.BJ
商贸零售-零售-商业物业经营,17,600655,600655.SH
基础化工-化学制品-其他化学制品,33,300437,300437.SZ
电力设备-电池-锂电池,33,301210,301210.SZ
通信-通信设备-通信网络设备及器件,17,688313,688313.SH
农林牧渔-养殖业-其他养殖,33,300313,300313.SZ
轻工制造-家居用品-成品家居,33,001323,001323.SZ
电力设备-电网设备-电气自控设备,33,301179,301179.SZ
国防军工-军工装备-航空装备,17,688237,688237.SH
电力设备-风电设备-风电零部件,33,301040,301040.SZ
基础化工-化学纤维-其他纤维,17,688722,688722.SH
电力设备-电网设备-线缆部件及其他,33,001382,001382.SZ
汽车-汽车零部件-底盘与发动机系统,17,603158,603158.SH
基础化工-化学制品-食品及饲料添加剂,33,002166,002166.SZ
商贸零售-零售-百货零售,33,000501,000501.SZ
基础化工-化学原料-无机盐,17,600328,600328.SH
计算机-IT服务-IT服务Ⅲ,17,688509,688509.SH
电子-光学光电子-LED,33,300303,300303.SZ
计算机-IT服务-IT服务Ⅲ,17,688500,688500.SH
医药生物-医疗器械-体外诊断,17,688338,688338.SH
银行-银行-农商行,17,601528,601528.SH
汽车-汽车零部件-底盘与发动机系统,151,920146,920146.BJ
汽车-汽车零部件-底盘与发动机系统,33,300694,300694.SZ
基础化工-农化制品-农药,33,300261,300261.SZ
计算机-软件开发-垂直应用软件,33,300465,300465.SZ
机械设备-通用设备-金属制品,33,002871,002871.SZ
交通运输-港口航运-航运,33,001205,001205.SZ
有色金属-金属新材料-磁性材料,17,603072,603072.SH
纺织服饰-纺织制造-辅料,33,002674,002674.SZ
电力设备-电池-锂电池,33,301511,301511.SZ
汽车-汽车零部件-汽车电子电气系统,33,300304,300304.SZ
医药生物-中药-中药Ⅲ,17,600976,600976.SH
基础化工-塑料制品-膜材料,17,601208,601208.SH
农林牧渔-农产品加工-畜禽饲料,17,603609,603609.SH
农林牧渔-农产品加工-粮油加工,33,000505,000505.SZ
公用事业-电力-热力,17,600167,600167.SH
食品饮料-白酒-白酒Ⅲ,33,000995,000995.SZ
机械设备-专用设备-农用机械,22,603789,603789.SH
社会服务-旅游及酒店-人工景点,33,002059,002059.SZ
电力设备-电网设备-输变电设备,33,301291,301291.SZ
食品饮料-饮料制造-啤酒,33,000752,000752.SZ
电力设备-电池-锂电池,17,600478,600478.SH
建筑装饰-建筑装饰-工程咨询服务,17,600720,600720.SH
食品饮料-白酒-白酒Ⅲ,33,002304,002304.SZ
传媒-文化传媒-出版,33,300788,300788.SZ
电力设备-电网设备-线缆部件及其他,33,002953,002953.SZ
有色金属-工业金属-铝,33,002532,002532.SZ
传媒-文化传媒-电视广播,33,000665,000665.SZ
社会服务-其他社会服务-专业服务,17,600861,600861.SH
美容护理-美容护理-化妆品,17,600223,600223.SH
电力设备-电网设备-电气自控设备,151,920556,920556.BJ
基础化工-化学制品-有机硅,33,002909,002909.SZ
医药生物-化学制药-原料药,17,603538,603538.SH
商贸零售-零售-商业物业经营,33,000007,000007.SZ
机械设备-通用设备-仪器仪表,33,300897,300897.SZ
电力设备-电池-电池化学品,33,300409,300409.SZ
传媒-影视院线-影视院线Ⅲ,33,002739,002739.SZ
农林牧渔-养殖业-生猪养殖,17,600975,600975.SH
电子-电子化学品-电子化学品Ⅲ,33,002741,002741.SZ
纺织服饰-服装家纺-服装,17,603587,603587.SH
交通运输-公路铁路运输-高速公路,17,600033,600033.SH
电子-元件-印制电路板,17,605258,605258.SH
汽车-汽车零部件-底盘与发动机系统,17,603788,603788.SH
非银金融-证券-证券Ⅲ,17,600061,600061.SH
银行-银行-城商行,33,002936,002936.SZ
计算机-计算机设备-其他计算机设备,17,603516,603516.SH
汽车-汽车零部件-汽车电子电气系统,33,301221,301221.SZ
环保-环境治理-水务及水治理,17,600283,600283.SH
社会服务-教育-教育Ⅲ,33,300010,300010.SZ
国防军工-军工装备-航空装备,33,002625,002625.SZ
交通运输-机场航运-机场,17,600004,600004.SH
家用电器-厨卫电器-厨卫电器Ⅲ,17,603366,603366.SH
机械设备-专用设备-其他专用设备,17,603076,603076.SH
食品饮料-饮料制造-乳品,33,300915,300915.SZ
交通运输-公路铁路运输-高速公路,33,000548,000548.SZ
机械设备-专用设备-能源及重型设备,33,300275,300275.SZ
汽车-汽车零部件-轮胎轮毂,17,600182,600182.SH
计算机-IT服务-IT服务Ⅲ,33,300248,300248.SZ
轻工制造-家居用品-成品家居,33,002489,002489.SZ
传媒-文化传媒-出版,17,601900,601900.SH
通信-通信服务-电信运营商,17,601728,601728.SH
医药生物-医疗服务-医疗研发外包,33,300347,300347.SZ
商贸零售-零售-商业物业经营,17,600743,600743.SH
汽车-汽车服务及其他-其他运输设备,17,603776,603776.SH
传媒-文化传媒-电视广播,17,600037,600037.SH
机械设备-通用设备-金属制品,33,300943,300943.SZ
房地产-房地产-住宅开发,17,600376,600376.SH
环保-环境治理-综合环境治理,17,688178,688178.SH
汽车-汽车零部件-其他汽车零部件,17,605018,605018.SH
基础化工-塑料制品-膜材料,17,688323,688323.SH
公用事业-电力-电能综合服务,17,600310,600310.SH
基础化工-化学原料-氯碱,17,603213,603213.SH
农林牧渔-养殖业-动物保健,33,002868,002868.SZ
医药生物-化学制药-原料药,33,301065,301065.SZ
轻工制造-家居用品-文娱用品,33,301011,301011.SZ
商贸零售-零售-专业连锁,17,603214,603214.SH
公用事业-电力-新能源发电,17,600163,600163.SH
美容护理-美容护理-化妆品,151,920123,920123.BJ
有色金属-金属新材料-其他金属新材料,33,000633,000633.SZ
纺织服饰-服装家纺-家纺,33,003041,003041.SZ
房地产-房地产-住宅开发,33,000668,000668.SZ
电力设备-电池-电池化学品,33,002759,002759.SZ
通信-通信设备-通信网络设备及器件,17,688182,688182.SH
环保-环境治理-大气治理,17,603177,603177.SH
基础化工-化学原料-氯碱,17,600075,600075.SH
交通运输-港口航运-航运,17,600751,600751.SH
商贸零售-零售-百货零售,17,600697,600697.SH
交通运输-物流-物流Ⅲ,33,001391,001391.SZ
社会服务-其他社会服务-专业服务,33,003008,003008.SZ
计算机-IT服务-IT服务Ⅲ,33,300339,300339.SZ
社会服务-其他社会服务-专业服务,33,300795,300795.SZ
医药生物-医疗器械-医疗耗材,33,300529,300529.SZ
商贸零售-零售-商业物业经营,33,000882,000882.SZ
建筑装饰-建筑装饰-工程咨询服务,17,600846,600846.SH
电力设备-其他电源设备-其他电源设备Ⅲ,151,920110,920110.BJ
医药生物-生物制品-其他生物制品,17,688177,688177.SH
机械设备-专用设备-印刷包装机械,33,001256,001256.SZ
电力设备-电机-电机Ⅲ,33,002176,002176.SZ
食品饮料-食品加工制造-调味发酵品,17,600305,600305.SH
机械设备-专用设备-其他专用设备,17,603081,603081.SH
公用事业-电力-热力,17,605580,605580.SH
电子-半导体-模拟芯片设计,17,688512,688512.SH
基础化工-农化制品-钾肥,33,000408,000408.SZ
医药生物-医药商业-医药流通,33,000950,000950.SZ
公用事业-电力-火电,17,600780,600780.SH
电子-消费电子-消费电子零部件及组装,33,301486,301486.SZ
电力设备-电网设备-输变电设备,33,002927,002927.SZ
轻工制造-包装印刷-包装,151,920163,920163.BJ
机械设备-专用设备-能源及重型设备,33,002535,002535.SZ
电力设备-电池-其他电池,33,301222,301222.SZ
计算机-IT服务-IT服务Ⅲ,33,002777,002777.SZ
汽车-汽车零部件-底盘与发动机系统,33,301170,301170.SZ
计算机-软件开发-垂直应用软件,33,300925,300925.SZ
非银金融-多元金融-多元金融Ⅲ,17,600901,600901.SH
商贸零售-零售-商业物业经营,17,600790,600790.SH
机械设备-专用设备-其他专用设备,33,300210,300210.SZ
电子-元件-被动元件,33,000636,000636.SZ
公用事业-电力-火电,17,600642,600642.SH
医药生物-医疗服务-医疗研发外包,17,688131,688131.SH
医药生物-化学制药-原料药,33,301258,301258.SZ
电力设备-电网设备-电气自控设备,33,300514,300514.SZ
计算机-IT服务-IT服务Ⅲ,33,002380,002380.SZ
有色金属-工业金属-铜,33,000630,000630.SZ
机械设备-自动化设备-工控设备,33,301418,301418.SZ
房地产-房地产-商业地产,17,600663,600663.SH
机械设备-通用设备-金属制品,33,002633,002633.SZ
电力设备-风电设备-风电零部件,33,300569,300569.SZ
轻工制造-包装印刷-包装,33,002831,002831.SZ
食品饮料-食品加工制造-休闲食品,17,603057,603057.SH
医药生物-中药-中药Ⅲ,33,002873,002873.SZ
医药生物-中药-中药Ⅲ,17,600479,600479.SH
纺织服饰-服装家纺-服装,17,600398,600398.SH
交通运输-机场航运-航空运输,33,000099,000099.SZ
电子-消费电子-品牌消费电子,33,002351,002351.SZ
医药生物-中药-中药Ⅲ,33,300039,300039.SZ
基础化工-塑料制品-其他塑料制品,17,605008,605008.SH
纺织服饰-服装家纺-饰品,33,002867,002867.SZ
环保-环境治理-固废治理,17,601200,601200.SH
医药生物-医药商业-医药流通,17,600056,600056.SH
环保-环境治理-固废治理,17,603686,603686.SH
医药生物-生物制品-疫苗,33,300122,300122.SZ
轻工制造-造纸-造纸Ⅲ,17,600793,600793.SH
机械设备-专用设备-其他专用设备,33,002073,002073.SZ
家用电器-小家电-小家电Ⅲ,33,002242,002242.SZ
电力设备-电网设备-线缆部件及其他,33,300069,300069.SZ
机械设备-通用设备-仪器仪表,33,301528,301528.SZ
医药生物-医疗服务-医院,33,301103,301103.SZ
机械设备-通用设备-金属制品,17,600860,600860.SH
机械设备-通用设备-其他通用设备,33,300470,300470.SZ
非银金融-证券-证券Ⅲ,33,000750,000750.SZ
建筑装饰-建筑装饰-工程咨询服务,17,603860,603860.SH
非银金融-证券-证券Ⅲ,17,600918,600918.SH
机械设备-自动化设备-工控设备,17,688160,688160.SH
基础化工-塑料制品-合成树脂,17,603879,603879.SH
非银金融-证券-证券Ⅲ,17,601375,601375.SH
钢铁-钢铁-普钢,17,600126,600126.SH
电力设备-电网设备-输变电设备,17,600379,600379.SH
基础化工-化学纤维-其他纤维,17,605166,605166.SH
机械设备-自动化设备-其他自动化设备,17,605186,605186.SH
建筑装饰-建筑装饰-工程咨询服务,33,301365,301365.SZ
基础化工-非金属材料-非金属材料Ⅲ,17,603612,603612.SH
医药生物-化学制药-原料药,22,688076,688076.SH
电子-消费电子-消费电子零部件及组装,33,301285,301285.SZ
交通运输-港口航运-航运,17,603209,603209.SH
机械设备-通用设备-仪器仪表,33,002175,002175.SZ
汽车-汽车零部件-车身附件及饰件,33,002537,002537.SZ
基础化工-塑料制品-其他塑料制品,33,002825,002825.SZ
基础化工-化学纤维-涤纶,17,603406,603406.SH
国防军工-军工电子-军工电子Ⅲ,33,300474,300474.SZ
社会服务-教育-教育Ⅲ,17,600730,600730.SH
公用事业-电力-电能综合服务,17,600116,600116.SH
农林牧渔-养殖业-生猪养殖,33,300498,300498.SZ
基础化工-化学制品-其他化学制品,33,300169,300169.SZ
交通运输-物流-物流Ⅲ,33,002010,002010.SZ
基础化工-塑料制品-改性塑料,17,688203,688203.SH
传媒-文化传媒-广告营销,33,000917,000917.SZ
轻工制造-造纸-造纸Ⅲ,17,605500,605500.SH
环保-环境治理-水务及水治理,17,601158,601158.SH
医药生物-中药-中药Ⅲ,17,600572,600572.SH
电力设备-电网设备-电气自控设备,33,002980,002980.SZ
电子-半导体-模拟芯片设计,17,688220,688220.SH
电力设备-光伏设备-光伏电池组件,17,688472,688472.SH
电力设备-风电设备-风电零部件,17,603507,603507.SH
银行-银行-城商行,33,001227,001227.SZ
交通运输-物流-物流Ⅲ,33,002352,002352.SZ
煤炭-煤炭开采加工-煤炭开采,17,600925,600925.SH
计算机-IT服务-IT服务Ⅲ,151,920790,920790.BJ
房地产-房地产-房地产服务,33,001914,001914.SZ
建筑装饰-建筑装饰-装饰园林,17,601886,601886.SH
医药生物-中药-中药Ⅲ,33,002198,002198.SZ
环保-环境治理-固废治理,33,000885,000885.SZ
传媒-文化传媒-数字媒体,33,300413,300413.SZ
通信-通信服务-通信应用增值服务,17,603887,603887.SH
机械设备-通用设备-仪器仪表,17,603700,603700.SH
公用事业-电力-热力,17,600052,600052.SH
汽车-汽车服务及其他-汽车服务,151,920030,920030.BJ
社会服务-其他社会服务-专业服务,33,301508,301508.SZ
商贸零售-零售-百货零售,17,600694,600694.SH
商贸零售-零售-百货零售,17,600824,600824.SH
传媒-文化传媒-数字媒体,17,603888,603888.SH
农林牧渔-农产品加工-宠物食品,151,920419,920419.BJ
计算机-计算机设备-安防设备,17,688489,688489.SH
交通运输-港口航运-航运,17,601919,601919.SH
社会服务-旅游及酒店-自然景点,33,000430,000430.SZ
医药生物-医疗器械-体外诊断,33,300289,300289.SZ
社会服务-旅游及酒店-自然景点,33,000978,000978.SZ
医药生物-中药-中药Ⅲ,17,603439,603439.SH
计算机-计算机设备-其他计算机设备,33,300386,300386.SZ
交通运输-港口航运-港口,33,000582,000582.SZ
计算机-软件开发-垂直应用软件,33,002410,002410.SZ
机械设备-专用设备-能源及重型设备,17,603173,603173.SH
家用电器-小家电-小家电Ⅲ,33,002705,002705.SZ
非银金融-多元金融-多元金融Ⅲ,17,603300,603300.SH
电力设备-光伏设备-逆变器,33,300827,300827.SZ
医药生物-生物制品-疫苗,17,600739,600739.SH
基础化工-塑料制品-其他塑料制品,33,300218,300218.SZ
医药生物-医疗器械-医疗设备,33,300171,300171.SZ
电力设备-电网设备-输变电设备,33,002452,002452.SZ
基础化工-化学制品-有机硅,33,300041,300041.SZ
基础化工-非金属材料-非金属材料Ⅲ,17,603688,603688.SH
非银金融-证券-证券Ⅲ,17,601211,601211.SH
基础化工-农化制品-钾肥,33,000792,000792.SZ
交通运输-公路铁路运输-铁路运输,17,601006,601006.SH
非银金融-证券-证券Ⅲ,33,002939,002939.SZ
轻工制造-家居用品-成品家居,151,920765,920765.BJ
商贸零售-零售-百货零售,17,600327,600327.SH
家用电器-白色家电-家电零部件,17,601956,601956.SH
医药生物-医疗器械-体外诊断,33,300942,300942.SZ
电子-半导体-模拟芯片设计,17,688141,688141.SH
基础化工-塑料制品-合成树脂,33,001333,001333.SZ
汽车-汽车零部件-汽车电子电气系统,33,002664,002664.SZ
通信-通信服务-通信应用增值服务,33,002123,002123.SZ
计算机-软件开发-垂直应用软件,33,002405,002405.SZ
医药生物-中药-中药Ⅲ,33,002349,002349.SZ
轻工制造-家居用品-瓷砖地板,33,002162,002162.SZ
电子-半导体-数字芯片设计,17,688620,688620.SH
环保-环保设备-环保设备Ⅲ,33,300800,300800.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,33,002630,002630.SZ
汽车-汽车零部件-轮胎轮毂,33,000589,000589.SZ
机械设备-通用设备-机床工具,33,000410,000410.SZ
钢铁-钢铁-冶钢原料,33,000655,000655.SZ
医药生物-医药商业-药店,17,603883,603883.SH
商贸零售-零售-百货零售,17,601086,601086.SH
电子-消费电子-消费电子零部件及组装,33,300735,300735.SZ
医药生物-医疗器械-医疗耗材,17,600529,600529.SH
基础化工-化学制品-聚氨酯,17,603041,603041.SH
计算机-软件开发-垂直应用软件,33,300468,300468.SZ
非银金融-证券-证券Ⅲ,17,600958,600958.SH
食品饮料-食品加工制造-预加工食品,17,603345,603345.SH
商贸零售-零售-百货零售,33,002251,002251.SZ
环保-环保设备-环保设备Ⅲ,33,300137,300137.SZ
非银金融-证券-证券Ⅲ,17,601901,601901.SH
轻工制造-家居用品-成品家居,17,603610,603610.SH
医药生物-生物制品-血液制品,33,002880,002880.SZ
基础化工-化学纤维-其他纤维,33,002254,002254.SZ
医药生物-医疗器械-体外诊断,17,688193,688193.SH
国防军工-军工装备-地面兵装,33,002265,002265.SZ
基础化工-农化制品-磷肥及磷化工,33,300505,300505.SZ
电子-消费电子-消费电子零部件及组装,33,300951,300951.SZ
计算机-IT服务-IT服务Ⅲ,17,605398,605398.SH
医药生物-化学制药-化学制剂,33,000597,000597.SZ
计算机-计算机设备-其他计算机设备,33,300508,300508.SZ
非银金融-证券-证券Ⅲ,17,601990,601990.SH
基础化工-农化制品-复合肥,33,002758,002758.SZ
社会服务-旅游及酒店-旅游综合,33,000069,000069.SZ
食品饮料-饮料制造-乳品,33,001318,001318.SZ
医药生物-医疗器械-医疗耗材,17,688314,688314.SH
农林牧渔-养殖业-生猪养殖,33,002124,002124.SZ
商贸零售-零售-专业连锁,33,301078,301078.SZ
食品饮料-白酒-白酒Ⅲ,17,600197,600197.SH
医药生物-生物制品-其他生物制品,33,301166,301166.SZ
医药生物-医疗服务-医疗研发外包,33,301096,301096.SZ
医药生物-医疗器械-医疗设备,151,920925,920925.BJ
石油石化-石油加工贸易-石油加工,33,300055,300055.SZ
汽车-汽车整车-乘用车,17,601238,601238.SH
商贸零售-零售-商业物业经营,17,600113,600113.SH
交通运输-公路铁路运输-高速公路,33,000828,000828.SZ
商贸零售-零售-商业物业经营,17,600738,600738.SH
计算机-计算机设备-其他计算机设备,17,603106,603106.SH
机械设备-通用设备-磨具磨料,33,300700,300700.SZ
轻工制造-家居用品-成品家居,17,603848,603848.SH
交通运输-港口航运-港口,33,001872,001872.SZ
医药生物-生物制品-血液制品,17,688163,688163.SH
传媒-文化传媒-电视广播,33,002238,002238.SZ
电力设备-电网设备-输变电设备,17,603829,603829.SH
汽车-汽车零部件-汽车电子电气系统,33,301581,301581.SZ
电力设备-电网设备-线缆部件及其他,33,002533,002533.SZ
汽车-汽车零部件-底盘与发动机系统,33,001282,001282.SZ
纺织服饰-服装家纺-服装,33,002656,002656.SZ
交通运输-港口航运-港口,17,601298,601298.SH
电子-光学光电子-LED,33,300323,300323.SZ
汽车-汽车零部件-底盘与发动机系统,33,000030,000030.SZ
基础化工-化学制品-涂料油墨,17,603110,603110.SH
轻工制造-造纸-造纸Ⅲ,33,002521,002521.SZ
基础化工-化学制品-氟化工,33,002407,002407.SZ
房地产-房地产-商业地产,17,600007,600007.SH
机械设备-自动化设备-工控设备,33,001266,001266.SZ
计算机-软件开发-垂直应用软件,33,002987,002987.SZ
机械设备-专用设备-能源及重型设备,17,601717,601717.SH
机械设备-专用设备-其他专用设备,17,688071,688071.SH
非银金融-证券-证券Ⅲ,33,002945,002945.SZ
机械设备-通用设备-制冷空调设备,17,603912,603912.SH
通信-通信设备-其他通信设备,33,301202,301202.SZ
有色金属-能源金属-锂,17,603399,603399.SH
机械设备-轨交设备-轨交设备Ⅲ,33,300960,300960.SZ
银行-银行-城商行,17,601997,601997.SH
银行-银行-农商行,17,600908,600908.SH
汽车-汽车零部件-其他汽车零部件,33,002190,002190.SZ
有色金属-工业金属-铜,17,603527,603527.SH
社会服务-其他社会服务-专业服务,151,920208,920208.BJ
建筑装饰-建筑装饰-工程咨询服务,33,301058,301058.SZ
交通运输-物流-物流Ⅲ,17,600704,600704.SH
医药生物-生物制品-其他生物制品,17,600867,600867.SH
纺织服饰-服装家纺-服装,33,002875,002875.SZ
食品饮料-白酒-白酒Ⅲ,17,603589,603589.SH
传媒-文化传媒-广告营销,17,603729,603729.SH
医药生物-医疗器械-医疗设备,33,301363,301363.SZ
交通运输-公路铁路运输-公交,17,600834,600834.SH
电子-光学光电子-LED,33,002449,002449.SZ
电子-半导体-模拟芯片设计,17,688391,688391.SH
传媒-影视院线-影视院线Ⅲ,33,300182,300182.SZ
电子-光学光电子-LED,33,002723,002723.SZ
电力设备-电网设备-线缆部件及其他,33,002276,002276.SZ
基础化工-化学纤维-其他纤维,17,600810,600810.SH
机械设备-自动化设备-工控设备,17,688777,688777.SH
农林牧渔-养殖业-肉鸡养殖,33,002234,002234.SZ
非银金融-证券-证券Ⅲ,33,002500,002500.SZ
医药生物-中药-中药Ⅲ,33,002287,002287.SZ
计算机-计算机设备-安防设备,33,300155,300155.SZ
传媒-文化传媒-出版,17,600757,600757.SH
纺织服饰-服装家纺-服装,33,002832,002832.SZ
社会服务-旅游及酒店-酒店,17,600754,600754.SH
非银金融-多元金融-多元金融Ⅲ,33,002647,002647.SZ
商贸零售-零售-百货零售,17,600827,600827.SH
纺织服饰-纺织制造-棉纺,33,002083,002083.SZ
医药生物-化学制药-化学制剂,33,300016,300016.SZ
电子-其他电子-其他电子Ⅲ,33,300131,300131.SZ
汽车-汽车零部件-轮胎轮毂,33,300428,300428.SZ
电子-半导体-模拟芯片设计,17,688052,688052.SH
医药生物-医疗服务-其他医疗服务,33,000504,000504.SZ
环保-环境治理-固废治理,17,601033,601033.SH
基础化工-化学制品-涂料油墨,17,603062,603062.SH
电力设备-电池-电池化学品,33,000695,000695.SZ
电子-光学光电子-光学元件,33,002962,002962.SZ
医药生物-化学制药-化学制剂,33,002332,002332.SZ
公用事业-电力-新能源发电,17,601016,601016.SH
轻工制造-家居用品-其他家居用品,33,001238,001238.SZ
机械设备-通用设备-仪器仪表,33,300557,300557.SZ
通信-通信设备-通信终端及配件,33,003040,003040.SZ
计算机-计算机设备-安防设备,33,300884,300884.SZ
公用事业-电力-新能源发电,33,001289,001289.SZ
医药生物-医药商业-医药流通,33,000028,000028.SZ
公用事业-电力-新能源发电,17,603693,603693.SH
家用电器-厨卫电器-厨卫电器Ⅲ,33,002035,002035.SZ
有色金属-金属新材料-其他金属新材料,17,603124,603124.SH
计算机-软件开发-垂直应用软件,33,300542,300542.SZ
机械设备-自动化设备-机器人,33,300276,300276.SZ
基础化工-农化制品-农药,33,300796,300796.SZ
房地产-房地产-住宅开发,17,600383,600383.SH
商贸零售-零售-商业物业经营,33,000785,000785.SZ
电力设备-电机-电机Ⅲ,17,603819,603819.SH
医药生物-医疗器械-医疗耗材,17,603718,603718.SH
有色金属-工业金属-铝,17,603876,603876.SH
交通运输-港口航运-航运,151,920571,920571.BJ
电子-光学光电子-LED,33,300752,300752.SZ
医药生物-化学制药-化学制剂,33,301507,301507.SZ
计算机-软件开发-横向通用软件,17,603138,603138.SH
家用电器-白色家电-家电零部件,17,603519,603519.SH
医药生物-化学制药-原料药,33,301089,301089.SZ
计算机-IT服务-IT服务Ⅲ,33,002331,002331.SZ
商贸零售-零售-百货零售,33,000419,000419.SZ
电子-半导体-数字芯片设计,17,688728,688728.SH
公用事业-电力-水电,17,600886,600886.SH
有色金属-小金属-稀土,17,600111,600111.SH
机械设备-自动化设备-工控设备,17,688395,688395.SH
医药生物-医疗器械-医疗耗材,33,301122,301122.SZ
非银金融-证券-证券Ⅲ,17,600999,600999.SH
非银金融-证券-证券Ⅲ,17,600864,600864.SH
电子-半导体-半导体设备,33,003043,003043.SZ
房地产-房地产-住宅开发,33,000014,000014.SZ
食品饮料-食品加工制造-其他食品,33,002626,002626.SZ
传媒-文化传媒-出版,17,601928,601928.SH
国防军工-军工装备-地面兵装,17,601606,601606.SH
基础化工-化学制品-其他化学制品,17,603683,603683.SH
传媒-游戏-游戏Ⅲ,33,300031,300031.SZ
医药生物-中药-中药Ⅲ,33,000623,000623.SZ
基础化工-橡胶制品-其他橡胶制品,33,300320,300320.SZ
机械设备-通用设备-其他通用设备,17,603279,603279.SH
交通运输-物流-物流Ⅲ,17,603535,603535.SH
计算机-软件开发-垂直应用软件,33,300730,300730.SZ
国防军工-军工电子-军工电子Ⅲ,17,688011,688011.SH
社会服务-旅游及酒店-自然景点,17,600749,600749.SH
计算机-计算机设备-其他计算机设备,33,300130,300130.SZ
食品饮料-饮料制造-其他酒类,17,601579,601579.SH
机械设备-工程机械-工程机械Ⅲ,151,920839,920839.BJ
电子-消费电子-消费电子零部件及组装,33,301051,301051.SZ
传媒-文化传媒-出版,17,601801,601801.SH
电力设备-电池-锂电池,17,688772,688772.SH
社会服务-教育-教育Ⅲ,33,300338,300338.SZ
医药生物-化学制药-原料药,17,688690,688690.SH
医药生物-化学制药-化学制剂,33,002437,002437.SZ
传媒-文化传媒-出版,33,301025,301025.SZ
医药生物-中药-中药Ⅲ,33,002317,002317.SZ
医药生物-化学制药-化学制剂,17,600664,600664.SH
基础化工-化学制品-氟化工,17,603310,603310.SH
房地产-房地产-产业地产,17,600648,600648.SH
医药生物-化学制药-化学制剂,17,688247,688247.SH
电子-其他电子-其他电子Ⅲ,33,300975,300975.SZ
有色金属-金属新材料-其他金属新材料,17,688456,688456.SH
传媒-文化传媒-广告营销,33,300071,300071.SZ
计算机-计算机设备-其他计算机设备,33,300368,300368.SZ
医药生物-化学制药-化学制剂,33,000915,000915.SZ
医药生物-化学制药-化学制剂,33,300254,300254.SZ
家用电器-小家电-小家电Ⅲ,151,920926,920926.BJ
国防军工-军工电子-军工电子Ⅲ,17,603678,603678.SH
汽车-汽车服务及其他-汽车服务,33,301215,301215.SZ
电力设备-电池-电池化学品,33,002709,002709.SZ
医药生物-中药-中药Ⅲ,33,002275,002275.SZ
医药生物-化学制药-原料药,33,000953,000953.SZ
基础化工-化学制品-食品及饲料添加剂,17,600866,600866.SH
医药生物-医疗服务-医疗研发外包,17,688046,688046.SH
电力设备-电机-电机Ⅲ,33,002576,002576.SZ
非银金融-多元金融-多元金融Ⅲ,17,603093,603093.SH
交通运输-港口航运-港口,17,601018,601018.SH
食品饮料-食品加工制造-调味发酵品,17,603170,603170.SH
传媒-文化传媒-出版,17,601811,601811.SH
电力设备-电网设备-输变电设备,17,603070,603070.SH
计算机-软件开发-垂直应用软件,33,002261,002261.SZ
计算机-软件开发-垂直应用软件,33,300085,300085.SZ
医药生物-医疗器械-医疗设备,33,002432,002432.SZ
商贸零售-互联网电商-互联网电商Ⅲ,17,600539,600539.SH
电力设备-电池-电池化学品,17,688707,688707.SH
建筑装饰-建筑装饰-装饰园林,33,002081,002081.SZ
公用事业-电力-热力,33,000692,000692.SZ
计算机-IT服务-IT服务Ⅲ,17,600718,600718.SH
银行-银行-股份制银行,17,600016,600016.SH
有色金属-金属新材料-磁性材料,33,300748,300748.SZ
电子-元件-印制电路板,151,920060,920060.BJ
传媒-游戏-游戏Ⅲ,33,002605,002605.SZ
医药生物-中药-中药Ⅲ,17,600750,600750.SH
建筑材料-建筑材料-管材,33,002457,002457.SZ
计算机-软件开发-垂直应用软件,17,603383,603383.SH
计算机-计算机设备-其他计算机设备,33,300249,300249.SZ
机械设备-通用设备-磨具磨料,33,002282,002282.SZ
机械设备-工程机械-工程机械Ⅲ,33,000528,000528.SZ
机械设备-专用设备-能源及重型设备,33,002730,002730.SZ
公用事业-电力-热力,33,002893,002893.SZ
医药生物-医疗器械-体外诊断,17,688289,688289.SH
电力设备-电网设备-输变电设备,151,920062,920062.BJ
电子-元件-被动元件,33,301458,301458.SZ
基础化工-农化制品-农药,151,920819,920819.BJ
有色金属-工业金属-铜,33,000737,000737.SZ
电子-光学光电子-面板,33,300076,300076.SZ
