code,market_code,所属同花顺行业,股票代码
300694,33,汽车-汽车零部件-底盘与发动机系统,300694.SZ
301137,33,机械设备-通用设备-金属制品,301137.SZ
000557,33,交通运输-公路铁路运输-铁路运输,000557.SZ
600212,17,电力设备-其他电源设备-其他电源设备Ⅲ,600212.SH
300765,33,医药生物-化学制药-原料药,300765.SZ
603466,17,传媒-文化传媒-数字媒体,603466.SH
920091,151,机械设备-专用设备-其他专用设备,920091.BJ
600221,17,交通运输-机场航运-航空运输,600221.SH
600971,17,煤炭-煤炭开采加工-煤炭开采,600971.SH
600861,17,社会服务-其他社会服务-专业服务,600861.SH
002164,33,机械设备-通用设备-金属制品,002164.SZ
920689,151,机械设备-通用设备-其他通用设备,920689.BJ
688016,17,医药生物-医疗器械-医疗耗材,688016.SH
301355,33,轻工制造-包装印刷-包装,301355.SZ
603006,17,交通运输-物流-物流Ⅲ,603006.SH
001260,33,汽车-汽车零部件-车身附件及饰件,001260.SZ
301535,33,汽车-汽车零部件-其他汽车零部件,301535.SZ
000837,33,机械设备-通用设备-机床工具,000837.SZ
601339,17,纺织服饰-纺织制造-棉纺,601339.SH
001220,33,交通运输-物流-物流Ⅲ,001220.SZ
002690,33,机械设备-专用设备-其他专用设备,002690.SZ
000553,33,基础化工-农化制品-农药,000553.SZ
002873,33,医药生物-中药-中药Ⅲ,002873.SZ
600476,22,计算机-IT服务-IT服务Ⅲ,600476.SH
300591,33,纺织服饰-服装家纺-鞋帽及其他,300591.SZ
601798,17,机械设备-专用设备-能源及重型设备,601798.SH
301287,33,轻工制造-家居用品-文娱用品,301287.SZ
688070,17,国防军工-军工装备-航空装备,688070.SH
600261,17,电子-光学光电子-LED,600261.SH
688309,17,环保-环保设备-环保设备Ⅲ,688309.SH
603725,17,轻工制造-家居用品-瓷砖地板,603725.SH
600810,17,基础化工-化学纤维-其他纤维,600810.SH
300543,33,电子-消费电子-消费电子零部件及组装,300543.SZ
301056,33,机械设备-专用设备-楼宇设备,301056.SZ
002493,33,石油石化-石油加工贸易-石油加工,002493.SZ
001234,33,纺织服饰-服装家纺-服装,001234.SZ
002382,33,医药生物-医疗器械-医疗耗材,002382.SZ
920346,151,电子-消费电子-消费电子零部件及组装,920346.BJ
600865,17,商贸零售-零售-百货零售,600865.SH
600611,17,交通运输-公路铁路运输-公交,600611.SH
001388,33,电力设备-电网设备-电气自控设备,001388.SZ
002315,33,商贸零售-互联网电商-互联网电商Ⅲ,002315.SZ
002303,33,轻工制造-包装印刷-包装,002303.SZ
600358,17,传媒-文化传媒-广告营销,600358.SH
000718,33,房地产-房地产-住宅开发,000718.SZ
603237,17,食品饮料-食品加工制造-预加工食品,603237.SH
688729,17,电子-半导体-半导体设备,688729.SH
603686,17,环保-环境治理-固废治理,603686.SH
300278,33,机械设备-自动化设备-工控设备,300278.SZ
301529,33,汽车-汽车零部件-车身附件及饰件,301529.SZ
002918,33,轻工制造-家居用品-瓷砖地板,002918.SZ
603939,17,医药生物-医药商业-药店,603939.SH
600968,17,石油石化-油气开采及服务-油服工程,600968.SH
300884,33,计算机-计算机设备-安防设备,300884.SZ
002092,33,基础化工-化学原料-氯碱,002092.SZ
300425,33,环保-环境治理-水务及水治理,300425.SZ
002052,33,电力设备-其他电源设备-其他电源设备Ⅲ,002052.SZ
000007,33,商贸零售-零售-商业物业经营,000007.SZ
600216,17,医药生物-化学制药-原料药,600216.SH
600326,17,建筑材料-建筑材料-水泥,600326.SH
002530,33,机械设备-通用设备-其他通用设备,002530.SZ
002905,33,传媒-影视院线-影视院线Ⅲ,002905.SZ
688638,17,电力设备-电池-锂电专用设备,688638.SH
600123,17,煤炭-煤炭开采加工-煤炭开采,600123.SH
301578,33,家用电器-黑色家电-其他黑色家电,301578.SZ
688196,17,基础化工-化学制品-其他化学制品,688196.SH
000928,33,建筑装饰-建筑装饰-专业工程,000928.SZ
000799,33,食品饮料-白酒-白酒Ⅲ,000799.SZ
000605,33,环保-环境治理-水务及水治理,000605.SZ
605117,17,电力设备-光伏设备-逆变器,605117.SH
002218,33,公用事业-电力-新能源发电,002218.SZ
300032,33,电子-消费电子-消费电子零部件及组装,300032.SZ
688625,17,基础化工-化学制品-其他化学制品,688625.SH
002289,33,通信-通信服务-通信应用增值服务,002289.SZ
688310,17,机械设备-自动化设备-其他自动化设备,688310.SH
002488,33,汽车-汽车零部件-轮胎轮毂,002488.SZ
920701,151,电子-消费电子-消费电子零部件及组装,920701.BJ
300838,33,机械设备-通用设备-金属制品,300838.SZ
002826,33,医药生物-化学制药-化学制剂,002826.SZ
002271,33,建筑材料-建筑材料-其他建材,002271.SZ
001338,33,农林牧渔-农产品加工-其他农产品加工,001338.SZ
600429,17,食品饮料-饮料制造-乳品,600429.SH
000401,33,建筑材料-建筑材料-水泥,000401.SZ
301255,33,机械设备-通用设备-金属制品,301255.SZ
601089,17,医药生物-化学制药-化学制剂,601089.SH
001299,33,公用事业-燃气-燃气Ⅲ,001299.SZ
300462,33,计算机-计算机设备-其他计算机设备,300462.SZ
000899,33,公用事业-电力-火电,000899.SZ
603370,17,电力设备-电机-电机Ⅲ,603370.SH
688182,17,通信-通信设备-通信网络设备及器件,688182.SH
300517,33,建筑装饰-建筑装饰-专业工程,300517.SZ
603168,17,医药生物-化学制药-化学制剂,603168.SH
002274,33,基础化工-化学原料-煤化工,002274.SZ
603393,17,石油石化-油气开采及服务-油气开采,603393.SH
920027,151,机械设备-轨交设备-轨交设备Ⅲ,920027.BJ
600967,17,国防军工-军工装备-地面兵装,600967.SH
300972,33,商贸零售-零售-百货零售,300972.SZ
601279,17,汽车-汽车零部件-其他汽车零部件,601279.SH
300141,33,电力设备-电网设备-输变电设备,300141.SZ
002109,33,基础化工-化学原料-其他化学原料,002109.SZ
300623,33,电子-半导体-分立器件,300623.SZ
003012,33,轻工制造-家居用品-瓷砖地板,003012.SZ
603079,17,基础化工-化学制品-食品及饲料添加剂,603079.SH
601992,17,建筑材料-建筑材料-水泥,601992.SH
002116,33,建筑装饰-建筑装饰-专业工程,002116.SZ
300559,33,计算机-软件开发-垂直应用软件,300559.SZ
002524,33,医药生物-医疗服务-医院,002524.SZ
601512,17,房地产-房地产-产业地产,601512.SH
300370,33,机械设备-通用设备-仪器仪表,300370.SZ
600763,17,医药生物-医疗服务-医院,600763.SH
301108,33,美容护理-美容护理-个护用品,301108.SZ
003007,33,计算机-软件开发-垂直应用软件,003007.SZ
300157,33,机械设备-通用设备-其他通用设备,300157.SZ
002256,33,公用事业-电力-新能源发电,002256.SZ
600732,17,电力设备-光伏设备-光伏电池组件,600732.SH
301080,33,医药生物-生物制品-其他生物制品,301080.SZ
002791,33,建筑材料-建筑材料-其他建材,002791.SZ
000420,33,基础化工-化学纤维-粘胶,000420.SZ
001311,33,汽车-汽车零部件-其他汽车零部件,001311.SZ
920123,151,美容护理-美容护理-化妆品,920123.BJ
603239,17,汽车-汽车零部件-其他汽车零部件,603239.SH
603098,17,建筑装饰-建筑装饰-专业工程,603098.SH
002555,33,传媒-游戏-游戏Ⅲ,002555.SZ
301158,33,机械设备-专用设备-能源及重型设备,301158.SZ
603588,17,环保-环境治理-固废治理,603588.SH
002880,33,医药生物-生物制品-血液制品,002880.SZ
002977,33,国防军工-军工电子-军工电子Ⅲ,002977.SZ
001212,33,建筑材料-建筑材料-其他建材,001212.SZ
002688,33,农林牧渔-养殖业-动物保健,002688.SZ
003025,33,机械设备-通用设备-机床工具,003025.SZ
603215,17,家用电器-小家电-小家电Ⅲ,603215.SH
300298,33,医药生物-医疗器械-医疗设备,300298.SZ
920239,151,电力设备-电池-其他电池,920239.BJ
301088,33,纺织服饰-服装家纺-服装,301088.SZ
603369,17,食品饮料-白酒-白酒Ⅲ,603369.SH
600163,17,公用事业-电力-新能源发电,600163.SH
688050,17,医药生物-医疗器械-医疗耗材,688050.SH
603860,17,建筑装饰-建筑装饰-工程咨询服务,603860.SH
600894,17,机械设备-专用设备-楼宇设备,600894.SH
600637,17,传媒-文化传媒-电视广播,600637.SH
605138,17,纺织服饰-服装家纺-服装,605138.SH
300906,33,机械设备-轨交设备-轨交设备Ⅲ,300906.SZ
000708,33,钢铁-钢铁-特钢,000708.SZ
601588,17,社会服务-其他社会服务-专业服务,601588.SH
300822,33,电子-消费电子-消费电子零部件及组装,300822.SZ
000408,33,基础化工-农化制品-钾肥,000408.SZ
002517,33,传媒-游戏-游戏Ⅲ,002517.SZ
920433,151,医药生物-中药-中药Ⅲ,920433.BJ
301601,33,机械设备-专用设备-能源及重型设备,301601.SZ
920146,151,汽车-汽车零部件-底盘与发动机系统,920146.BJ
301126,33,医药生物-医药商业-医药流通,301126.SZ
002763,33,纺织服饰-服装家纺-服装,002763.SZ
603351,17,医药生物-化学制药-原料药,603351.SH
688032,17,电力设备-光伏设备-逆变器,688032.SH
600223,17,美容护理-美容护理-化妆品,600223.SH
301073,33,社会服务-旅游及酒店-酒店,301073.SZ
688153,17,电子-半导体-模拟芯片设计,688153.SH
688395,17,机械设备-自动化设备-工控设备,688395.SH
002470,33,基础化工-农化制品-复合肥,002470.SZ
300239,33,医药生物-生物制品-其他生物制品,300239.SZ
000910,33,轻工制造-家居用品-瓷砖地板,000910.SZ
600569,17,钢铁-钢铁-普钢,600569.SH
920088,151,石油石化-油气开采及服务-油服工程,920088.BJ
301229,33,汽车-汽车零部件-底盘与发动机系统,301229.SZ
605188,17,商贸零售-零售-百货零售,605188.SH
003011,33,轻工制造-家居用品-瓷砖地板,003011.SZ
603113,17,基础化工-化学原料-其他化学原料,603113.SH
688398,17,基础化工-化学制品-其他化学制品,688398.SH
000029,33,房地产-房地产-住宅开发,000029.SZ
603132,17,有色金属-工业金属-铅锌,603132.SH
300150,33,计算机-IT服务-IT服务Ⅲ,300150.SZ
002737,33,医药生物-中药-中药Ⅲ,002737.SZ
688107,17,电子-半导体-数字芯片设计,688107.SH
001390,33,纺织服饰-纺织制造-其他纺织,001390.SZ
301515,33,医药生物-医疗器械-医疗设备,301515.SZ
300062,33,电力设备-电网设备-输变电设备,300062.SZ
001312,33,纺织服饰-纺织制造-其他纺织,001312.SZ
301106,33,电子-光学光电子-面板,301106.SZ
002014,33,轻工制造-包装印刷-包装,002014.SZ
002825,33,基础化工-塑料制品-其他塑料制品,002825.SZ
301065,33,医药生物-化学制药-原料药,301065.SZ
001319,33,汽车-汽车零部件-车身附件及饰件,001319.SZ
300529,33,医药生物-医疗器械-医疗耗材,300529.SZ
300119,33,农林牧渔-养殖业-动物保健,300119.SZ
002188,33,房地产-房地产-房地产服务,002188.SZ
000709,33,钢铁-钢铁-普钢,000709.SZ
920056,151,基础化工-塑料制品-其他塑料制品,920056.BJ
603658,17,医药生物-医疗器械-体外诊断,603658.SH
300549,33,机械设备-专用设备-其他专用设备,300549.SZ
600280,17,商贸零售-零售-百货零售,600280.SH
603257,17,建筑装饰-建筑装饰-工程咨询服务,603257.SH
601727,17,电力设备-其他电源设备-其他电源设备Ⅲ,601727.SH
001209,33,纺织服饰-服装家纺-服装,001209.SZ
300955,33,美容护理-美容护理-化妆品,300955.SZ
300866,33,电子-消费电子-品牌消费电子,300866.SZ
601615,17,电力设备-风电设备-风电整机,601615.SH
600081,17,汽车-汽车零部件-车身附件及饰件,600081.SH
600268,17,电力设备-电网设备-电气自控设备,600268.SH
603788,17,汽车-汽车零部件-底盘与发动机系统,603788.SH
300770,33,传媒-文化传媒-电视广播,300770.SZ
002259,33,公用事业-燃气-燃气Ⅲ,002259.SZ
300272,33,家用电器-小家电-小家电Ⅲ,300272.SZ
002835,33,计算机-计算机设备-安防设备,002835.SZ
002997,33,汽车-汽车零部件-其他汽车零部件,002997.SZ
000881,33,基础化工-化学制品-其他化学制品,000881.SZ
603409,17,汽车-汽车零部件-车身附件及饰件,603409.SH
601390,17,建筑装饰-建筑装饰-基础建设,601390.SH
600006,17,汽车-汽车整车-商用载货车,600006.SH
000552,33,煤炭-煤炭开采加工-煤炭开采,000552.SZ
000816,33,有色金属-工业金属-铅锌,000816.SZ
920751,151,有色金属-金属新材料-其他金属新材料,920751.BJ
002169,33,电力设备-电网设备-电气自控设备,002169.SZ
600838,17,商贸零售-零售-百货零售,600838.SH
300997,33,食品饮料-饮料制造-软饮料,300997.SZ
300479,33,计算机-计算机设备-其他计算机设备,300479.SZ
688383,17,机械设备-专用设备-其他专用设备,688383.SH
603013,17,汽车-汽车零部件-底盘与发动机系统,603013.SH
301559,33,机械设备-通用设备-金属制品,301559.SZ
600883,17,农林牧渔-种植业与林业-其他种植业,600883.SH
000550,33,汽车-汽车整车-商用载货车,000550.SZ
300026,33,医药生物-中药-中药Ⅲ,300026.SZ
920039,151,社会服务-其他社会服务-专业服务,920039.BJ
603590,17,医药生物-生物制品-其他生物制品,603590.SH
688796,17,医药生物-医疗服务-医疗研发外包,688796.SH
300788,33,传媒-文化传媒-出版,300788.SZ
301038,33,建筑装饰-建筑装饰-工程咨询服务,301038.SZ
301439,33,电力设备-电网设备-线缆部件及其他,301439.SZ
600403,17,煤炭-煤炭开采加工-煤炭开采,600403.SH
300680,33,汽车-汽车零部件-底盘与发动机系统,300680.SZ
300920,33,基础化工-塑料制品-其他塑料制品,300920.SZ
600785,17,商贸零售-零售-百货零售,600785.SH
301636,33,电力设备-光伏设备-光伏电池组件,301636.SZ
600348,17,煤炭-煤炭开采加工-煤炭开采,600348.SH
603681,17,基础化工-化学制品-其他化学制品,603681.SH
300423,33,电力设备-电网设备-输变电设备,300423.SZ
920180,151,医药生物-医疗器械-医疗耗材,920180.BJ
603505,17,基础化工-化学制品-氟化工,603505.SH
301021,33,机械设备-自动化设备-激光设备,301021.SZ
600740,17,煤炭-煤炭开采加工-焦炭加工,600740.SH
600982,17,公用事业-电力-热力,600982.SH
001222,33,轻工制造-家居用品-文娱用品,001222.SZ
605118,17,计算机-计算机设备-安防设备,605118.SH
000926,33,房地产-房地产-住宅开发,000926.SZ
300190,33,环保-环境治理-综合环境治理,300190.SZ
688151,17,医药生物-医疗器械-医疗耗材,688151.SH
600872,17,食品饮料-食品加工制造-调味发酵品,600872.SH
920195,151,汽车-汽车零部件-底盘与发动机系统,920195.BJ
603859,17,计算机-IT服务-IT服务Ⅲ,603859.SH
920075,151,轻工制造-包装印刷-包装,920075.BJ
301528,33,机械设备-通用设备-仪器仪表,301528.SZ
301568,33,机械设备-自动化设备-其他自动化设备,301568.SZ
000753,33,综合-综合-综合Ⅲ,000753.SZ
002357,33,交通运输-公路铁路运输-公交,002357.SZ
300760,33,医药生物-医疗器械-医疗设备,300760.SZ
920976,151,计算机-计算机设备-安防设备,920976.BJ
301206,33,基础化工-化学制品-食品及饲料添加剂,301206.SZ
603081,17,机械设备-专用设备-其他专用设备,603081.SH
301011,33,轻工制造-家居用品-文娱用品,301011.SZ
002369,33,电子-消费电子-消费电子零部件及组装,002369.SZ
920419,151,农林牧渔-农产品加工-宠物食品,920419.BJ
300176,33,汽车-汽车零部件-底盘与发动机系统,300176.SZ
300902,33,机械设备-专用设备-其他专用设备,300902.SZ
920124,151,家用电器-白色家电-家电零部件,920124.BJ
001314,33,电子-消费电子-消费电子零部件及组装,001314.SZ
002278,33,机械设备-专用设备-能源及重型设备,002278.SZ
300215,33,社会服务-其他社会服务-专业服务,300215.SZ
688560,17,电力设备-光伏设备-光伏辅材,688560.SH
300299,33,传媒-游戏-游戏Ⅲ,300299.SZ
300138,33,农林牧渔-农产品加工-其他农产品加工,300138.SZ
002389,33,国防军工-军工装备-航空装备,002389.SZ
300079,33,计算机-IT服务-IT服务Ⅲ,300079.SZ
600787,17,交通运输-物流-物流Ⅲ,600787.SH
000739,33,医药生物-化学制药-原料药,000739.SZ
000059,33,石油石化-石油加工贸易-石油加工,000059.SZ
603037,17,汽车-汽车零部件-底盘与发动机系统,603037.SH
600893,17,国防军工-军工装备-航空装备,600893.SH
300063,33,传媒-文化传媒-广告营销,300063.SZ
688399,17,医药生物-医疗器械-体外诊断,688399.SH
688162,17,机械设备-专用设备-其他专用设备,688162.SH
920454,151,汽车-汽车零部件-底盘与发动机系统,920454.BJ
603197,17,汽车-汽车零部件-其他汽车零部件,603197.SH
600110,17,电力设备-电池-锂电池,600110.SH
300918,33,纺织服饰-纺织制造-其他纺织,300918.SZ
600399,17,钢铁-钢铁-特钢,600399.SH
000905,33,交通运输-港口航运-港口,000905.SZ
000993,33,公用事业-电力-水电,000993.SZ
601100,17,机械设备-工程机械-工程机械Ⅲ,601100.SH
600029,17,交通运输-机场航运-航空运输,600029.SH
002073,33,机械设备-专用设备-其他专用设备,002073.SZ
300932,33,电力设备-电网设备-输变电设备,300932.SZ
301608,33,汽车-汽车零部件-汽车电子电气系统,301608.SZ
002526,33,机械设备-专用设备-能源及重型设备,002526.SZ
600744,17,公用事业-电力-火电,600744.SH
000683,33,基础化工-化学原料-纯碱,000683.SZ
600197,17,食品饮料-白酒-白酒Ⅲ,600197.SH
605050,17,交通运输-物流-物流Ⅲ,605050.SH
301207,33,医药生物-生物制品-疫苗,301207.SZ
601068,17,建筑装饰-建筑装饰-专业工程,601068.SH
600010,17,钢铁-钢铁-普钢,600010.SH
920682,151,电力设备-电网设备-线缆部件及其他,920682.BJ
603606,17,电力设备-电网设备-线缆部件及其他,603606.SH
300856,33,美容护理-美容护理-化妆品,300856.SZ
300589,33,国防军工-军工装备-航海装备,300589.SZ
300945,33,纺织服饰-服装家纺-饰品,300945.SZ
603311,17,家用电器-白色家电-家电零部件,603311.SH
301066,33,纺织服饰-纺织制造-其他纺织,301066.SZ
688696,17,家用电器-黑色家电-其他黑色家电,688696.SH
603999,17,传媒-文化传媒-出版,603999.SH
002287,33,医药生物-中药-中药Ⅲ,002287.SZ
300963,33,有色金属-金属新材料-其他金属新材料,300963.SZ
603833,17,轻工制造-家居用品-定制家居,603833.SH
002474,33,计算机-IT服务-IT服务Ⅲ,002474.SZ
600765,17,国防军工-军工装备-航空装备,600765.SH
000886,33,交通运输-公路铁路运输-高速公路,000886.SZ
601890,17,国防军工-军工装备-航海装备,601890.SH
003002,33,基础化工-化学制品-民爆用品,003002.SZ
603759,17,环保-环境治理-水务及水治理,603759.SH
605299,17,轻工制造-家居用品-文娱用品,605299.SH
603198,17,食品饮料-白酒-白酒Ⅲ,603198.SH
002486,33,纺织服饰-服装家纺-服装,002486.SZ
601086,17,商贸零售-零售-百货零售,601086.SH
002941,33,建筑装饰-建筑装饰-基础建设,002941.SZ
920957,151,基础化工-化学制品-其他化学制品,920957.BJ
300360,33,电力设备-电网设备-电气自控设备,300360.SZ
301006,33,机械设备-通用设备-仪器仪表,301006.SZ
600419,17,食品饮料-饮料制造-乳品,600419.SH
002984,33,汽车-汽车零部件-轮胎轮毂,002984.SZ
688283,17,通信-通信设备-其他通信设备,688283.SH
688184,22,电力设备-电池-电池化学品,688184.SH
002772,33,农林牧渔-种植业与林业-其他种植业,002772.SZ
300597,33,通信-通信服务-通信工程及服务,300597.SZ
600138,17,社会服务-旅游及酒店-人工景点,600138.SH
920414,151,电力设备-光伏设备-光伏加工设备,920414.BJ
301658,33,电力设备-光伏设备-逆变器,301658.SZ
002677,33,家用电器-厨卫电器-厨卫电器Ⅲ,002677.SZ
300107,33,基础化工-化学制品-纺织化学用品,300107.SZ
300995,33,基础化工-塑料制品-改性塑料,300995.SZ
002187,33,商贸零售-零售-百货零售,002187.SZ
301258,33,医药生物-化学制药-原料药,301258.SZ
920082,151,机械设备-通用设备-金属制品,920082.BJ
000716,33,食品饮料-食品加工制造-休闲食品,000716.SZ
601607,17,医药生物-医药商业-医药流通,601607.SH
600062,17,医药生物-化学制药-化学制剂,600062.SH
301233,33,汽车-汽车零部件-底盘与发动机系统,301233.SZ
300463,33,医药生物-医疗器械-体外诊断,300463.SZ
003022,33,电力设备-光伏设备-光伏辅材,003022.SZ
600592,17,机械设备-通用设备-金属制品,600592.SH
300286,33,电力设备-电网设备-电气自控设备,300286.SZ
920006,151,国防军工-军工装备-航空装备,920006.BJ
002107,33,医药生物-中药-中药Ⅲ,002107.SZ
000558,33,社会服务-旅游及酒店-自然景点,000558.SZ
603617,17,机械设备-通用设备-其他通用设备,603617.SH
600153,17,交通运输-物流-物流Ⅲ,600153.SH
920168,151,汽车-汽车零部件-车身附件及饰件,920168.BJ
002094,33,轻工制造-家居用品-其他家居用品,002094.SZ
002828,33,石油石化-油气开采及服务-油服工程,002828.SZ
300725,33,医药生物-医疗服务-医疗研发外包,300725.SZ
600686,17,汽车-汽车整车-商用载客车,600686.SH
688256,17,电子-半导体-数字芯片设计,688256.SH
600489,17,有色金属-贵金属-贵金属Ⅲ,600489.SH
600748,17,房地产-房地产-住宅开发,600748.SH
000898,33,钢铁-钢铁-普钢,000898.SZ
688410,17,医药生物-医疗器械-医疗设备,688410.SH
301551,33,传媒-文化传媒-电视广播,301551.SZ
000014,33,房地产-房地产-住宅开发,000014.SZ
600076,17,轻工制造-包装印刷-包装,600076.SH
605377,17,轻工制造-造纸-造纸Ⅲ,605377.SH
002298,33,电力设备-电网设备-输变电设备,002298.SZ
002692,33,电力设备-电网设备-线缆部件及其他,002692.SZ
002401,33,计算机-IT服务-IT服务Ⅲ,002401.SZ
002438,33,机械设备-通用设备-金属制品,002438.SZ
920069,151,医药生物-医疗器械-医疗耗材,920069.BJ
688105,17,医药生物-生物制品-其他生物制品,688105.SH
000800,33,汽车-汽车整车-商用载货车,000800.SZ
601916,17,银行-银行-股份制银行,601916.SH
600584,17,电子-半导体-集成电路封测,600584.SH
002642,33,计算机-IT服务-IT服务Ⅲ,002642.SZ
000526,33,社会服务-教育-教育Ⅲ,000526.SZ
600227,17,基础化工-农化制品-氮肥,600227.SH
603069,17,交通运输-公路铁路运输-公交,603069.SH
603583,17,机械设备-自动化设备-工控设备,603583.SH
300941,33,计算机-计算机设备-其他计算机设备,300941.SZ
002648,33,基础化工-化学制品-其他化学制品,002648.SZ
603290,17,电子-半导体-分立器件,603290.SH
600456,17,有色金属-小金属-其他小金属,600456.SH
002575,33,综合-综合-综合Ⅲ,002575.SZ
300669,33,机械设备-专用设备-楼宇设备,300669.SZ
920832,151,基础化工-化学制品-其他化学制品,920832.BJ
603189,22,计算机-软件开发-垂直应用软件,603189.SH
002589,33,医药生物-医药商业-医药流通,002589.SZ
300181,33,医药生物-中药-中药Ⅲ,300181.SZ
605158,17,有色金属-金属新材料-其他金属新材料,605158.SH
000037,33,公用事业-电力-火电,000037.SZ
301025,33,传媒-文化传媒-出版,301025.SZ
301086,33,电子-消费电子-消费电子零部件及组装,301086.SZ
920375,151,电力设备-电网设备-电气自控设备,920375.BJ
300878,33,医药生物-中药-中药Ⅲ,300878.SZ
688096,17,环保-环境治理-水务及水治理,688096.SH
300077,33,电子-半导体-数字芯片设计,300077.SZ
605100,17,机械设备-通用设备-金属制品,605100.SH
920608,151,机械设备-专用设备-农用机械,920608.BJ
300405,33,基础化工-化学制品-其他化学制品,300405.SZ
000600,33,公用事业-电力-火电,000600.SZ
300436,33,医药生物-化学制药-化学制剂,300436.SZ
603697,17,食品饮料-食品加工制造-休闲食品,603697.SH
300965,33,国防军工-军工装备-航空装备,300965.SZ
300503,33,机械设备-通用设备-其他通用设备,300503.SZ
002350,33,电力设备-电网设备-输变电设备,002350.SZ
600712,17,商贸零售-零售-百货零售,600712.SH
600847,17,电力设备-电池-其他电池,600847.SH
300875,33,国防军工-军工装备-地面兵装,300875.SZ
301335,33,轻工制造-家居用品-文娱用品,301335.SZ
600405,17,电力设备-其他电源设备-其他电源设备Ⅲ,600405.SH
000919,33,医药生物-化学制药-化学制剂,000919.SZ
920892,151,建筑装饰-建筑装饰-工程咨询服务,920892.BJ
300213,33,通信-通信设备-其他通信设备,300213.SZ
603662,17,机械设备-通用设备-仪器仪表,603662.SH
002624,33,传媒-游戏-游戏Ⅲ,002624.SZ
605011,17,公用事业-电力-热力,605011.SH
605266,17,医药生物-医药商业-药店,605266.SH
920570,151,机械设备-通用设备-其他通用设备,920570.BJ
002322,33,计算机-软件开发-垂直应用软件,002322.SZ
600573,17,食品饮料-饮料制造-啤酒,600573.SH
002246,33,基础化工-化学制品-民爆用品,002246.SZ
003028,33,家用电器-白色家电-家电零部件,003028.SZ
002627,33,社会服务-旅游及酒店-旅游综合,002627.SZ
300513,33,通信-通信服务-通信工程及服务,300513.SZ
002215,33,农林牧渔-种植业与林业-其他种植业,002215.SZ
600511,17,医药生物-医药商业-医药流通,600511.SH
688659,17,基础化工-化学制品-其他化学制品,688659.SH
301149,33,基础化工-化学制品-其他化学制品,301149.SZ
300648,33,电力设备-电池-锂电专用设备,300648.SZ
002554,33,石油石化-油气开采及服务-油服工程,002554.SZ
603895,17,机械设备-专用设备-其他专用设备,603895.SH
301370,33,医药生物-医药商业-医药流通,301370.SZ
600676,17,综合-综合-综合Ⅲ,600676.SH
600249,17,美容护理-美容护理-个护用品,600249.SH
300397,33,国防军工-军工电子-军工电子Ⅲ,300397.SZ
002436,33,电子-元件-印制电路板,002436.SZ
002785,33,建筑材料-建筑材料-其他建材,002785.SZ
002798,33,轻工制造-家居用品-瓷砖地板,002798.SZ
002588,33,基础化工-农化制品-复合肥,002588.SZ
300581,33,国防军工-军工装备-航空装备,300581.SZ
300314,33,医药生物-医疗器械-医疗设备,300314.SZ
002045,33,电子-消费电子-品牌消费电子,002045.SZ
920946,151,医药生物-化学制药-原料药,920946.BJ
301397,33,汽车-汽车零部件-底盘与发动机系统,301397.SZ
688271,17,医药生物-医疗器械-医疗设备,688271.SH
002248,33,机械设备-通用设备-机床工具,002248.SZ
300523,33,计算机-IT服务-IT服务Ⅲ,300523.SZ
002803,33,商贸零售-互联网电商-互联网电商Ⅲ,002803.SZ
600575,17,公用事业-电力-火电,600575.SH
600409,17,基础化工-化学原料-纯碱,600409.SH
920122,151,社会服务-其他社会服务-专业服务,920122.BJ
603219,17,家用电器-小家电-小家电Ⅲ,603219.SH
301638,33,计算机-IT服务-IT服务Ⅲ,301638.SZ
688585,17,基础化工-塑料制品-合成树脂,688585.SH
002093,33,通信-通信服务-通信工程及服务,002093.SZ
600714,17,基础化工-化学原料-无机盐,600714.SH
600089,17,综合-综合-综合Ⅲ,600089.SH
603958,17,纺织服饰-服装家纺-鞋帽及其他,603958.SH
300492,33,社会服务-教育-教育Ⅲ,300492.SZ
000906,33,交通运输-物流-物流Ⅲ,000906.SZ
300957,33,美容护理-美容护理-化妆品,300957.SZ
002339,33,电力设备-电网设备-电气自控设备,002339.SZ
000676,33,传媒-文化传媒-广告营销,000676.SZ
603080,17,公用事业-燃气-燃气Ⅲ,603080.SH
600742,17,汽车-汽车零部件-车身附件及饰件,600742.SH
300427,33,电力设备-电网设备-电气自控设备,300427.SZ
605179,17,食品饮料-饮料制造-乳品,605179.SH
001287,33,电子-其他电子-其他电子Ⅲ,001287.SZ
002415,33,计算机-计算机设备-安防设备,002415.SZ
605337,17,食品饮料-饮料制造-软饮料,605337.SH
605183,17,基础化工-橡胶制品-炭黑,605183.SH
688439,17,国防军工-军工电子-军工电子Ⅲ,688439.SH
300168,33,计算机-IT服务-IT服务Ⅲ,300168.SZ
002639,33,机械设备-通用设备-制冷空调设备,002639.SZ
600769,17,环保-环境治理-水务及水治理,600769.SH
300893,33,汽车-汽车零部件-车身附件及饰件,300893.SZ
605162,17,公用事业-电力-热力,605162.SH
300163,33,轻工制造-家居用品-其他家居用品,300163.SZ
601611,17,建筑装饰-建筑装饰-基础建设,601611.SH
920663,151,汽车-汽车零部件-车身附件及饰件,920663.BJ
000915,33,医药生物-化学制药-化学制剂,000915.SZ
002729,33,电子-其他电子-其他电子Ⅲ,002729.SZ
300105,33,环保-环保设备-环保设备Ⅲ,300105.SZ
002392,33,建筑材料-建筑材料-耐火材料,002392.SZ
600422,17,医药生物-中药-中药Ⅲ,600422.SH
