所属同花顺行业,code,market_code,股票代码
医药生物-生物制品-其他生物制品,688520,17,688520.SH
电力设备-电池-锂电池,301210,33,301210.SZ
家用电器-白色家电-家电零部件,300279,33,300279.SZ
钢铁-钢铁-普钢,000932,33,000932.SZ
计算机-IT服务-IT服务Ⅲ,300872,33,300872.SZ
综合-综合-综合Ⅲ,000025,33,000025.SZ
轻工制造-家居用品-其他家居用品,605155,17,605155.SH
基础化工-化学纤维-其他纤维,603382,17,603382.SH
轻工制造-家居用品-定制家居,300616,33,300616.SZ
医药生物-医疗器械-体外诊断,688217,17,688217.SH
汽车-汽车零部件-汽车电子电气系统,603786,17,603786.SH
机械设备-专用设备-能源及重型设备,300865,33,300865.SZ
社会服务-其他社会服务-专业服务,600826,17,600826.SH
医药生物-医疗器械-体外诊断,688253,17,688253.SH
通信-通信设备-通信网络设备及器件,300710,33,300710.SZ
医药生物-生物制品-其他生物制品,002693,33,002693.SZ
农林牧渔-养殖业-生猪养殖,000048,33,000048.SZ
机械设备-通用设备-其他通用设备,301596,33,301596.SZ
医药生物-医疗器械-体外诊断,688426,17,688426.SH
非银金融-多元金融-多元金融Ⅲ,600390,17,600390.SH
建筑装饰-建筑装饰-工程咨询服务,300977,33,300977.SZ
汽车-汽车零部件-底盘与发动机系统,603701,17,603701.SH
房地产-房地产-产业地产,600463,17,600463.SH
电力设备-电网设备-输变电设备,600768,17,600768.SH
机械设备-自动化设备-其他自动化设备,688329,17,688329.SH
基础化工-化学制品-涂料油墨,688129,17,688129.SH
计算机-计算机设备-安防设备,002835,33,002835.SZ
电力设备-电池-锂电池,300530,33,300530.SZ
机械设备-工程机械-工程机械Ⅲ,688425,17,688425.SH
煤炭-煤炭开采加工-煤炭开采,000571,33,000571.SZ
机械设备-通用设备-其他通用设备,603201,17,603201.SH
医药生物-医疗服务-其他医疗服务,000504,33,000504.SZ
非银金融-多元金融-多元金融Ⅲ,600816,17,600816.SH
传媒-文化传媒-电视广播,000665,33,000665.SZ
电力设备-电网设备-输变电设备,600525,22,600525.SH
基础化工-化学原料-钛白粉,002601,33,002601.SZ
社会服务-教育-教育Ⅲ,300492,33,300492.SZ
医药生物-化学制药-化学制剂,002940,33,002940.SZ
纺织服饰-服装家纺-饰品,000017,33,000017.SZ
交通运输-机场航运-航空运输,600029,17,600029.SH
美容护理-美容护理-化妆品,300856,33,300856.SZ
电力设备-光伏设备-光伏电池组件,300051,33,300051.SZ
电力设备-电池-电池化学品,688733,17,688733.SH
医药生物-医疗器械-医疗耗材,300981,33,300981.SZ
有色金属-工业金属-铝,601677,17,601677.SH
建筑材料-建筑材料-其他建材,300234,33,300234.SZ
计算机-软件开发-横向通用软件,600288,17,600288.SH
电力设备-电网设备-输变电设备,600379,17,600379.SH
机械设备-工程机械-工程机械Ⅲ,920599,151,920599.BJ
基础化工-化学制品-其他化学制品,002666,33,002666.SZ
机械设备-专用设备-印刷包装机械,301105,33,301105.SZ
医药生物-医疗器械-体外诊断,603392,17,603392.SH
计算机-计算机设备-其他计算机设备,002376,33,002376.SZ
社会服务-旅游及酒店-人工景点,600593,17,600593.SH
电力设备-电网设备-输变电设备,603045,17,603045.SH
电力设备-电机-电机Ⅲ,003021,33,003021.SZ
机械设备-通用设备-其他通用设备,603617,17,603617.SH
轻工制造-造纸-造纸Ⅲ,600103,17,600103.SH
基础化工-化学制品-民爆用品,002226,33,002226.SZ
机械设备-通用设备-其他通用设备,002598,33,002598.SZ
医药生物-化学制药-化学制剂,600521,17,600521.SH
机械设备-通用设备-仪器仪表,301006,33,301006.SZ
电子-光学光电子-面板,000045,33,000045.SZ
基础化工-农化制品-复合肥,603395,17,603395.SH
计算机-计算机设备-其他计算机设备,002990,33,002990.SZ
商贸零售-零售-百货零售,000417,33,000417.SZ
建筑装饰-建筑装饰-基础建设,600284,17,600284.SH
计算机-软件开发-横向通用软件,688695,17,688695.SH
汽车-汽车服务及其他-其他运输设备,603766,17,603766.SH
电子-光学光电子-LED,600261,17,600261.SH
基础化工-农化制品-农药,001231,33,001231.SZ
医药生物-化学制药-原料药,300702,33,300702.SZ
医药生物-化学制药-化学制剂,688658,17,688658.SH
交通运输-物流-物流Ⅲ,001220,33,001220.SZ
汽车-汽车服务及其他-汽车服务,601965,17,601965.SH
传媒-文化传媒-广告营销,000607,33,000607.SZ
综合-综合-综合Ⅲ,000631,33,000631.SZ
电力设备-光伏设备-光伏辅材,603806,17,603806.SH
建筑材料-建筑材料-水泥,600585,17,600585.SH
计算机-计算机设备-安防设备,688619,17,688619.SH
电力设备-电网设备-输变电设备,601567,17,601567.SH
电子-消费电子-消费电子零部件及组装,920876,151,920876.BJ
建筑装饰-建筑装饰-工程咨询服务,300564,33,300564.SZ
电力设备-电网设备-电气自控设备,001388,33,001388.SZ
轻工制造-家居用品-文娱用品,002348,33,002348.SZ
汽车-汽车整车-商用载货车,600166,17,600166.SH
医药生物-中药-中药Ⅲ,002317,33,002317.SZ
基础化工-橡胶制品-其他橡胶制品,603033,17,603033.SH
社会服务-旅游及酒店-餐饮,002306,33,002306.SZ
轻工制造-家居用品-其他家居用品,300993,33,300993.SZ
基础化工-农化制品-磷肥及磷化工,000422,33,000422.SZ
社会服务-旅游及酒店-旅游综合,002707,33,002707.SZ
食品饮料-饮料制造-乳品,300898,33,300898.SZ
机械设备-工程机械-工程机械Ⅲ,603338,17,603338.SH
社会服务-教育-教育Ⅲ,600661,17,600661.SH
机械设备-自动化设备-其他自动化设备,688306,17,688306.SH
医药生物-医疗服务-医院,000516,33,000516.SZ
通信-通信服务-通信工程及服务,603559,22,603559.SH
基础化工-化学制品-其他化学制品,300910,33,300910.SZ
建筑装饰-建筑装饰-专业工程,603098,17,603098.SH
电力设备-电机-电机Ⅲ,603819,17,603819.SH
机械设备-专用设备-纺织服装设备,600843,17,600843.SH
轻工制造-包装印刷-包装,000812,33,000812.SZ
农林牧渔-农产品加工-其他农产品加工,300268,33,300268.SZ
机械设备-专用设备-能源及重型设备,603391,17,603391.SH
计算机-计算机设备-其他计算机设备,300845,33,300845.SZ
医药生物-化学制药-化学制剂,688553,17,688553.SH
医药生物-医疗服务-医院,002172,33,002172.SZ
基础化工-化学纤维-其他纤维,600810,17,600810.SH
医药生物-医疗器械-医疗耗材,688366,17,688366.SH
计算机-软件开发-垂直应用软件,300465,33,300465.SZ
计算机-IT服务-IT服务Ⅲ,603869,22,603869.SH
纺织服饰-服装家纺-饰品,002574,33,002574.SZ
商贸零售-零售-百货零售,002356,33,002356.SZ
医药生物-医疗器械-体外诊断,688468,17,688468.SH
电力设备-其他电源设备-其他电源设备Ⅲ,300693,33,300693.SZ
机械设备-自动化设备-工控设备,301633,33,301633.SZ
医药生物-医疗服务-医疗研发外包,600721,17,600721.SH
医药生物-医疗器械-医疗设备,002223,33,002223.SZ
机械设备-专用设备-印刷包装机械,300512,33,300512.SZ
电子-光学光电子-光学元件,002222,33,002222.SZ
纺织服饰-服装家纺-饰品,002345,33,002345.SZ
机械设备-通用设备-仪器仪表,688115,17,688115.SH
基础化工-化学制品-其他化学制品,301149,33,301149.SZ
汽车-汽车零部件-轮胎轮毂,301539,33,301539.SZ
建筑装饰-建筑装饰-工程咨询服务,301024,33,301024.SZ
汽车-汽车整车-乘用车,600733,17,600733.SH
机械设备-通用设备-仪器仪表,920651,151,920651.BJ
房地产-房地产-房地产服务,002285,33,002285.SZ
计算机-软件开发-垂直应用软件,300550,33,300550.SZ
建筑装饰-建筑装饰-装饰园林,600234,17,600234.SH
计算机-软件开发-垂直应用软件,600571,17,600571.SH
计算机-软件开发-垂直应用软件,300559,33,300559.SZ
商贸零售-零售-商业物业经营,600605,17,600605.SH
轻工制造-家居用品-成品家居,603313,17,603313.SH
轻工制造-包装印刷-包装,002752,33,002752.SZ
医药生物-医疗器械-体外诊断,300642,33,300642.SZ
有色金属-贵金属-贵金属Ⅲ,000506,33,000506.SZ
非银金融-多元金融-多元金融Ⅲ,600517,17,600517.SH
环保-环保设备-环保设备Ⅲ,600817,17,600817.SH
基础化工-化学制品-涂料油墨,688571,17,688571.SH
电力设备-电网设备-输变电设备,002168,33,002168.SZ
医药生物-化学制药-化学制剂,000566,33,000566.SZ
机械设备-专用设备-其他专用设备,603855,17,603855.SH
通信-通信服务-通信工程及服务,603206,17,603206.SH
钢铁-钢铁-普钢,600231,17,600231.SH
计算机-IT服务-IT服务Ⅲ,300682,33,300682.SZ
计算机-计算机设备-其他计算机设备,002577,33,002577.SZ
建筑装饰-建筑装饰-专业工程,601068,17,601068.SH
家用电器-小家电-小家电Ⅲ,603579,17,603579.SH
机械设备-通用设备-金属制品,002896,33,002896.SZ
电力设备-电网设备-电气自控设备,603050,17,603050.SH
基础化工-化学原料-无机盐,600328,17,600328.SH
电力设备-电网设备-电气自控设备,300222,33,300222.SZ
机械设备-通用设备-机床工具,688305,17,688305.SH
医药生物-医疗器械-医疗耗材,301093,33,301093.SZ
基础化工-化学制品-涂料油墨,688157,17,688157.SH
建筑装饰-建筑装饰-基础建设,002941,33,002941.SZ
钢铁-钢铁-冶钢原料,600382,17,600382.SH
计算机-软件开发-垂直应用软件,601519,17,601519.SH
传媒-影视院线-影视院线Ⅲ,600977,17,600977.SH
房地产-房地产-住宅开发,600159,17,600159.SH
有色金属-能源金属-锂,002240,33,002240.SZ
计算机-IT服务-IT服务Ⅲ,002771,33,002771.SZ
基础化工-化学原料-纯碱,600586,17,600586.SH
家用电器-厨卫电器-厨卫电器Ⅲ,300894,33,300894.SZ
传媒-影视院线-影视院线Ⅲ,002739,33,002739.SZ
环保-环境治理-水务及水治理,301372,33,301372.SZ
汽车-汽车零部件-底盘与发动机系统,301225,33,301225.SZ
机械设备-专用设备-农用机械,002890,33,002890.SZ
计算机-软件开发-垂直应用软件,300451,33,300451.SZ
汽车-汽车零部件-底盘与发动机系统,603040,17,603040.SH
农林牧渔-养殖业-动物保健,688526,17,688526.SH
汽车-汽车零部件-底盘与发动机系统,000903,33,000903.SZ
建筑材料-建筑材料-其他建材,301010,33,301010.SZ
机械设备-自动化设备-其他自动化设备,688215,17,688215.SH
机械设备-通用设备-金属制品,600992,17,600992.SH
基础化工-化学纤维-涤纶,603406,17,603406.SH
综合-综合-综合Ⅲ,600689,17,600689.SH
机械设备-自动化设备-工控设备,300124,33,300124.SZ
电力设备-电池-锂电专用设备,688006,17,688006.SH
食品饮料-食品加工制造-预加工食品,002702,33,002702.SZ
汽车-汽车零部件-车身附件及饰件,001260,33,001260.SZ
汽车-汽车零部件-汽车电子电气系统,688612,17,688612.SH
环保-环境治理-综合环境治理,300190,33,300190.SZ
医药生物-医药商业-药店,301017,33,301017.SZ
医药生物-生物制品-其他生物制品,688687,17,688687.SH
基础化工-塑料制品-其他塑料制品,603330,17,603330.SH
汽车-汽车零部件-车身附件及饰件,002420,33,002420.SZ
医药生物-医疗服务-医疗研发外包,300347,33,300347.SZ
商贸零售-零售-百货零售,600712,17,600712.SH
钢铁-钢铁-普钢,000709,33,000709.SZ
基础化工-化学原料-纯碱,000683,33,000683.SZ
计算机-IT服务-IT服务Ⅲ,300264,33,300264.SZ
电子-光学光电子-光学元件,002962,33,002962.SZ
家用电器-白色家电-家电零部件,002860,33,002860.SZ
汽车-汽车零部件-车身附件及饰件,601799,17,601799.SH
医药生物-中药-中药Ⅲ,002603,33,002603.SZ
基础化工-农化制品-农药,603639,17,603639.SH
交通运输-物流-物流Ⅲ,002010,33,002010.SZ
机械设备-通用设备-制冷空调设备,603912,17,603912.SH
机械设备-专用设备-印刷包装机械,002209,33,002209.SZ
钢铁-钢铁-普钢,600569,17,600569.SH
汽车-汽车零部件-其他汽车零部件,300998,33,300998.SZ
电子-消费电子-消费电子零部件及组装,603296,17,603296.SH
医药生物-中药-中药Ⅲ,301331,33,301331.SZ
环保-环保设备-环保设备Ⅲ,688309,17,688309.SH
建筑材料-建筑材料-其他建材,002333,33,002333.SZ
环保-环境治理-固废治理,600217,17,600217.SH
汽车-汽车零部件-底盘与发动机系统,301170,33,301170.SZ
医药生物-医疗器械-医疗耗材,301188,33,301188.SZ
医药生物-医疗器械-医疗耗材,603309,17,603309.SH
计算机-软件开发-垂直应用软件,300365,33,300365.SZ
医药生物-医疗器械-医疗设备,300206,33,300206.SZ
机械设备-通用设备-其他通用设备,603090,17,603090.SH
电子-光学光电子-光学元件,301183,33,301183.SZ
公用事业-电力-电能综合服务,003035,33,003035.SZ
电子-电子化学品-电子化学品Ⅲ,603256,17,603256.SH
医药生物-医疗服务-医疗研发外包,688265,17,688265.SH
医药生物-医疗器械-体外诊断,688317,17,688317.SH
轻工制造-家居用品-文娱用品,300703,33,300703.SZ
基础化工-化学制品-其他化学制品,301373,33,301373.SZ
计算机-软件开发-垂直应用软件,000503,33,000503.SZ
电力设备-电网设备-输变电设备,603861,17,603861.SH
轻工制造-包装印刷-包装,300501,33,300501.SZ
建筑装饰-建筑装饰-装饰园林,002482,33,002482.SZ
电力设备-风电设备-风电零部件,603218,17,603218.SH
电子-消费电子-消费电子零部件及组装,603380,17,603380.SH
商贸零售-零售-百货零售,600857,17,600857.SH
电子-光学光电子-LED,300808,33,300808.SZ
机械设备-通用设备-其他通用设备,301448,33,301448.SZ
商贸零售-互联网电商-互联网电商Ⅲ,605136,17,605136.SH
公用事业-电力-新能源发电,600821,17,600821.SH
电子-元件-被动元件,301458,33,301458.SZ
食品饮料-食品加工制造-休闲食品,300783,33,300783.SZ
电力设备-电池-电池化学品,002125,33,002125.SZ
有色金属-贵金属-贵金属Ⅲ,600547,17,600547.SH
有色金属-工业金属-铝,002540,33,002540.SZ
电力设备-电网设备-线缆部件及其他,002692,33,002692.SZ
机械设备-专用设备-能源及重型设备,603325,17,603325.SH
环保-环境治理-综合环境治理,603359,17,603359.SH
电力设备-电机-电机Ⅲ,002823,33,002823.SZ
电子-消费电子-品牌消费电子,301189,33,301189.SZ
医药生物-生物制品-其他生物制品,300239,33,300239.SZ
电力设备-电池-锂电池,688567,17,688567.SH
电子-光学光电子-面板,002955,33,002955.SZ
基础化工-化学制品-民爆用品,002783,33,002783.SZ
基础化工-化学制品-有机硅,603260,17,603260.SH
社会服务-教育-教育Ⅲ,300688,33,300688.SZ
房地产-房地产-住宅开发,600773,17,600773.SH
汽车-汽车零部件-车身附件及饰件,300893,33,300893.SZ
医药生物-医药商业-医药流通,300937,33,300937.SZ
机械设备-工程机械-工程机械Ⅲ,600031,17,600031.SH
电子-其他电子-其他电子Ⅲ,002388,33,002388.SZ
农林牧渔-养殖业-动物保健,300871,33,300871.SZ
医药生物-中药-中药Ⅲ,600080,17,600080.SH
计算机-软件开发-横向通用软件,002439,33,002439.SZ
机械设备-自动化设备-工控设备,688570,17,688570.SH
非银金融-多元金融-多元金融Ⅲ,600053,17,600053.SH
汽车-汽车零部件-车身附件及饰件,300611,33,300611.SZ
电子-消费电子-消费电子零部件及组装,300322,33,300322.SZ
医药生物-生物制品-其他生物制品,301393,33,301393.SZ
电力设备-电网设备-电气自控设备,300882,33,300882.SZ
商贸零售-贸易-贸易Ⅲ,600981,17,600981.SH
家用电器-白色家电-家电零部件,300160,33,300160.SZ
医药生物-中药-中药Ⅲ,300158,33,300158.SZ
电力设备-电池-电池化学品,688005,17,688005.SH
汽车-汽车零部件-底盘与发动机系统,002363,33,002363.SZ
公用事业-电力-火电,600021,17,600021.SH
公用事业-电力-新能源发电,600163,17,600163.SH
电子-半导体-半导体设备,688785,17,688785.SH
电力设备-光伏设备-光伏辅材,601865,17,601865.SH
机械设备-专用设备-其他专用设备,000856,33,000856.SZ
医药生物-化学制药-化学制剂,688192,17,688192.SH
机械设备-专用设备-其他专用设备,002031,33,002031.SZ
美容护理-美容护理-化妆品,603630,17,603630.SH
传媒-游戏-游戏Ⅲ,600892,22,600892.SH
医药生物-医药商业-医药流通,002788,33,002788.SZ
轻工制造-造纸-造纸Ⅲ,603284,17,603284.SH
传媒-文化传媒-数字媒体,600228,22,600228.SH
基础化工-化学制品-聚氨酯,600309,17,600309.SH
医药生物-生物制品-其他生物制品,300485,33,300485.SZ
机械设备-专用设备-其他专用设备,603289,17,603289.SH
电子-光学光电子-LED,300389,33,300389.SZ
环保-环境治理-固废治理,301175,33,301175.SZ
计算机-软件开发-垂直应用软件,300598,33,300598.SZ
环保-环境治理-大气治理,003027,33,003027.SZ
计算机-计算机设备-其他计算机设备,920190,151,920190.BJ
基础化工-化学制品-聚氨酯,603041,17,603041.SH
食品饮料-饮料制造-乳品,300892,33,300892.SZ
家用电器-白色家电-家电零部件,002418,33,002418.SZ
建筑材料-建筑材料-水泥,000877,33,000877.SZ
汽车-汽车服务及其他-其他运输设备,689009,17,689009.SH
传媒-影视院线-影视院线Ⅲ,603103,17,603103.SH
传媒-文化传媒-广告营销,000917,33,000917.SZ
建筑材料-建筑材料-耐火材料,002088,33,002088.SZ
电力设备-电网设备-电气自控设备,603556,17,603556.SH
计算机-软件开发-垂直应用软件,301153,33,301153.SZ
基础化工-塑料制品-改性塑料,300834,33,300834.SZ
商贸零售-零售-百货零售,601116,17,601116.SH
传媒-影视院线-影视院线Ⅲ,002343,33,002343.SZ
钢铁-钢铁-普钢,000959,33,000959.SZ
轻工制造-造纸-造纸Ⅲ,301469,33,301469.SZ
医药生物-化学制药-原料药,605177,17,605177.SH
轻工制造-包装印刷-包装,002228,33,002228.SZ
美容护理-美容护理-化妆品,300740,33,300740.SZ
计算机-软件开发-横向通用软件,603232,17,603232.SH
电子-光学光电子-面板,000020,33,000020.SZ
机械设备-通用设备-其他通用设备,600889,17,600889.SH
轻工制造-家居用品-成品家居,603008,17,603008.SH
基础化工-化学制品-其他化学制品,603255,17,603255.SH
纺织服饰-纺织制造-其他纺织,603889,17,603889.SH
基础化工-化学原料-其他化学原料,301118,33,301118.SZ
计算机-软件开发-横向通用软件,300188,33,300188.SZ
房地产-房地产-住宅开发,000042,33,000042.SZ
电力设备-电网设备-电气自控设备,002857,33,002857.SZ
医药生物-医疗服务-医院,002622,33,002622.SZ
传媒-文化传媒-电视广播,600831,17,600831.SH
社会服务-教育-教育Ⅲ,600636,22,600636.SH
电力设备-电网设备-电气自控设备,688597,17,688597.SH
传媒-文化传媒-电视广播,600959,17,600959.SH
基础化工-化学原料-其他化学原料,600423,17,600423.SH
机械设备-轨交设备-轨交设备Ⅲ,300351,33,300351.SZ
机械设备-通用设备-仪器仪表,688665,17,688665.SH
机械设备-通用设备-其他通用设备,301125,33,301125.SZ
国防军工-军工装备-航海装备,601890,17,601890.SH
通信-通信设备-通信终端及配件,300628,33,300628.SZ
国防军工-军工装备-航海装备,300600,33,300600.SZ
机械设备-自动化设备-其他自动化设备,300400,33,300400.SZ
房地产-房地产-住宅开发,600325,17,600325.SH
计算机-软件开发-垂直应用软件,002178,33,002178.SZ
基础化工-化学纤维-粘胶,000677,33,000677.SZ
基础化工-塑料制品-膜材料,000920,33,000920.SZ
机械设备-专用设备-能源及重型设备,600560,17,600560.SH
机械设备-通用设备-仪器仪表,688528,17,688528.SH
机械设备-自动化设备-工控设备,603025,17,603025.SH
电子-消费电子-消费电子零部件及组装,002475,33,002475.SZ
综合-综合-综合Ⅲ,000753,33,000753.SZ
基础化工-化学制品-涂料油墨,300225,33,300225.SZ
传媒-文化传媒-出版,000793,33,000793.SZ
轻工制造-家居用品-文娱用品,301287,33,301287.SZ
电力设备-电机-电机Ⅲ,603370,17,603370.SH
轻工制造-家居用品-文娱用品,300651,33,300651.SZ
机械设备-专用设备-其他专用设备,001395,33,001395.SZ
机械设备-专用设备-农用机械,300879,33,300879.SZ
机械设备-通用设备-机床工具,003025,33,003025.SZ
电子-消费电子-消费电子零部件及组装,301383,33,301383.SZ
计算机-计算机设备-安防设备,301318,33,301318.SZ
商贸零售-互联网电商-互联网电商Ⅲ,301110,33,301110.SZ
汽车-汽车零部件-底盘与发动机系统,002806,33,002806.SZ
医药生物-医疗器械-医疗耗材,002950,33,002950.SZ
传媒-文化传媒-广告营销,600358,22,600358.SH
轻工制造-家居用品-成品家居,603848,17,603848.SH
建筑装饰-建筑装饰-基础建设,603815,17,603815.SH
电力设备-电池-锂电专用设备,300410,33,300410.SZ
环保-环境治理-固废治理,002210,33,002210.SZ
计算机-软件开发-垂直应用软件,300096,33,300096.SZ
基础化工-化学制品-民爆用品,003002,33,003002.SZ
基础化工-塑料制品-膜材料,688718,17,688718.SH
建筑装饰-建筑装饰-基础建设,601390,17,601390.SH
计算机-软件开发-垂直应用软件,300348,33,300348.SZ
国防军工-军工装备-航空装备,920642,151,920642.BJ
商贸零售-互联网电商-互联网电商Ⅲ,002127,33,002127.SZ
机械设备-专用设备-其他专用设备,300988,33,300988.SZ
机械设备-专用设备-能源及重型设备,601369,17,601369.SH
医药生物-生物制品-疫苗,300142,33,300142.SZ
计算机-软件开发-垂直应用软件,301185,33,301185.SZ
基础化工-农化制品-复合肥,000902,33,000902.SZ
电子-消费电子-消费电子零部件及组装,603052,17,603052.SH
家用电器-白色家电-家电零部件,603677,17,603677.SH
建筑装饰-建筑装饰-基础建设,002586,33,002586.SZ
环保-环境治理-综合环境治理,000826,33,000826.SZ
传媒-文化传媒-电视广播,600037,17,600037.SH
医药生物-化学制药-化学制剂,002004,33,002004.SZ
电力设备-电池-电池化学品,688353,17,688353.SH
建筑装饰-建筑装饰-专业工程,605167,17,605167.SH
环保-环保设备-环保设备Ⅲ,000967,33,000967.SZ
基础化工-化学纤维-涤纶,603332,17,603332.SH
汽车-汽车零部件-汽车电子电气系统,300928,33,300928.SZ
建筑装饰-建筑装饰-装饰园林,002989,33,002989.SZ
基础化工-塑料制品-其他塑料制品,300243,33,300243.SZ
汽车-汽车整车-乘用车,601127,17,601127.SH
汽车-汽车零部件-其他汽车零部件,300473,33,300473.SZ
机械设备-轨交设备-轨交设备Ⅲ,300906,33,300906.SZ
传媒-文化传媒-出版,603230,17,603230.SH
轻工制造-家居用品-文娱用品,002103,33,002103.SZ
电力设备-电网设备-线缆部件及其他,600067,17,600067.SH
建筑装饰-建筑装饰-专业工程,002593,33,002593.SZ
轻工制造-家居用品-成品家居,301336,33,301336.SZ
美容护理-美容护理-化妆品,300957,33,300957.SZ
轻工制造-包装印刷-包装,300260,33,300260.SZ
基础化工-化学制品-其他化学制品,603822,22,603822.SH
纺织服饰-服装家纺-鞋帽及其他,603001,17,603001.SH
汽车-汽车服务及其他-其他运输设备,301322,33,301322.SZ
传媒-文化传媒-出版,603999,17,603999.SH
轻工制造-家居用品-其他家居用品,301113,33,301113.SZ
建筑装饰-建筑装饰-装饰园林,000010,33,000010.SZ
汽车-汽车零部件-汽车电子电气系统,603376,17,603376.SH
公用事业-电力-热力,600475,17,600475.SH
家用电器-白色家电-家电零部件,003028,33,003028.SZ
建筑材料-建筑材料-其他建材,002791,33,002791.SZ
电力设备-电机-电机Ⅲ,002801,33,002801.SZ
汽车-汽车零部件-其他汽车零部件,603655,17,603655.SH
机械设备-通用设备-仪器仪表,002767,33,002767.SZ
医药生物-化学制药-原料药,301089,33,301089.SZ
基础化工-橡胶制品-其他橡胶制品,002224,33,002224.SZ
建筑装饰-建筑装饰-装饰园林,300536,33,300536.SZ
机械设备-通用设备-金属制品,002514,33,002514.SZ
机械设备-工程机械-工程机械Ⅲ,603298,17,603298.SH
商贸零售-互联网电商-互联网电商Ⅲ,300464,33,300464.SZ
家用电器-白色家电-家电零部件,601956,17,601956.SH
电力设备-电池-电池化学品,001301,33,001301.SZ
建筑材料-建筑材料-玻璃玻纤,600819,17,600819.SH
轻工制造-家居用品-其他家居用品,301055,33,301055.SZ
建筑装饰-建筑装饰-装饰园林,002663,33,002663.SZ
电子-半导体-模拟芯片设计,300782,33,300782.SZ
石油石化-石油加工贸易-石油加工,002493,33,002493.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,600482,17,600482.SH
医药生物-医疗器械-医疗设备,300246,33,300246.SZ
汽车-汽车零部件-车身附件及饰件,002048,33,002048.SZ
汽车-汽车零部件-底盘与发动机系统,603949,17,603949.SH
非银金融-证券-证券Ⅲ,601696,17,601696.SH
轻工制造-家居用品-其他家居用品,603408,17,603408.SH
医药生物-化学制药-原料药,301211,33,301211.SZ
医药生物-化学制药-化学制剂,688799,17,688799.SH
机械设备-通用设备-金属制品,002877,33,002877.SZ
汽车-汽车零部件-底盘与发动机系统,600933,17,600933.SH
汽车-汽车零部件-底盘与发动机系统,002590,33,002590.SZ
汽车-汽车零部件-汽车电子电气系统,002766,33,002766.SZ
基础化工-化学制品-其他化学制品,002648,33,002648.SZ
汽车-汽车零部件-其他汽车零部件,301000,33,301000.SZ
食品饮料-食品加工制造-休闲食品,002956,33,002956.SZ
建筑装饰-建筑装饰-装饰园林,300949,33,300949.SZ
医药生物-医疗器械-体外诊断,300289,33,300289.SZ
计算机-软件开发-垂直应用软件,688232,17,688232.SH
基础化工-化学制品-民爆用品,002037,33,002037.SZ
电子-光学光电子-光学元件,600071,17,600071.SH
电子-半导体-模拟芯片设计,688368,17,688368.SH
基础化工-化学制品-纺织化学用品,301618,33,301618.SZ
传媒-文化传媒-广告营销,000676,33,000676.SZ
房地产-房地产-住宅开发,000863,33,000863.SZ
建筑材料-建筑材料-其他建材,002247,33,002247.SZ
钢铁-钢铁-特钢,600117,17,600117.SH
基础化工-化学制品-食品及饲料添加剂,603079,17,603079.SH
汽车-汽车零部件-底盘与发动机系统,301459,33,301459.SZ
机械设备-轨交设备-轨交设备Ⅲ,002972,33,002972.SZ
电子-其他电子-其他电子Ⅲ,301031,33,301031.SZ
电子-消费电子-消费电子零部件及组装,301067,33,301067.SZ
计算机-计算机设备-其他计算机设备,300743,33,300743.SZ
环保-环境治理-综合环境治理,688178,17,688178.SH
公用事业-电力-火电,600157,17,600157.SH
传媒-影视院线-影视院线Ⅲ,300133,33,300133.SZ
商贸零售-零售-商业物业经营,002305,33,002305.SZ
机械设备-通用设备-金属制品,601002,17,601002.SH
纺织服饰-服装家纺-服装,301276,33,301276.SZ
传媒-影视院线-影视院线Ⅲ,600088,17,600088.SH
基础化工-化学制品-涂料油墨,300665,33,300665.SZ
商贸零售-零售-专业连锁,300622,33,300622.SZ
环保-环境治理-水务及水治理,301148,33,301148.SZ
环保-环境治理-水务及水治理,688466,17,688466.SH
建筑材料-建筑材料-管材,300198,33,300198.SZ
基础化工-塑料制品-其他塑料制品,002825,33,002825.SZ
机械设备-工程机械-工程机械Ⅲ,603611,17,603611.SH
机械设备-专用设备-其他专用设备,300412,33,300412.SZ
建筑装饰-建筑装饰-专业工程,002541,33,002541.SZ
建筑材料-建筑材料-其他建材,300374,33,300374.SZ
计算机-IT服务-IT服务Ⅲ,688004,17,688004.SH
建筑装饰-建筑装饰-房屋建设,601789,17,601789.SH
机械设备-专用设备-农用机械,301260,33,301260.SZ
机械设备-自动化设备-机器人,301112,33,301112.SZ
商贸零售-零售-百货零售,000715,33,000715.SZ
传媒-影视院线-影视院线Ⅲ,000892,33,000892.SZ
食品饮料-食品加工制造-休闲食品,603517,22,603517.SH
机械设备-自动化设备-机器人,688218,17,688218.SH
基础化工-化学原料-其他化学原料,603938,17,603938.SH
社会服务-教育-教育Ⅲ,003032,33,003032.SZ
纺织服饰-服装家纺-服装,603557,22,603557.SH
家用电器-小家电-小家电Ⅲ,603355,17,603355.SH
电子-半导体-半导体设备,688037,17,688037.SH
机械设备-通用设备-仪器仪表,300203,33,300203.SZ
汽车-汽车零部件-轮胎轮毂,002863,33,002863.SZ
电子-元件-被动元件,600563,17,600563.SH
房地产-房地产-住宅开发,600748,17,600748.SH
商贸零售-贸易-贸易Ⅲ,000626,33,000626.SZ
机械设备-工程机械-工程机械Ⅲ,001239,33,001239.SZ
房地产-房地产-住宅开发,000573,33,000573.SZ
食品饮料-食品加工制造-休闲食品,000716,33,000716.SZ
