股票代码,code,market_code,所属同花顺行业
002729.SZ,002729,33,电子-其他电子-其他电子Ⅲ
002088.SZ,002088,33,建筑材料-建筑材料-耐火材料
300675.SZ,300675,33,建筑装饰-建筑装饰-工程咨询服务
002955.SZ,002955,33,电子-光学光电子-面板
300588.SZ,300588,33,计算机-计算机设备-安防设备
000063.SZ,000063,33,通信-通信设备-通信网络设备及器件
002007.SZ,002007,33,医药生物-生物制品-血液制品
603730.SH,603730,17,汽车-汽车零部件-车身附件及饰件
603400.SH,603400,17,机械设备-通用设备-其他通用设备
300329.SZ,300329,33,轻工制造-家居用品-文娱用品
688120.SH,688120,17,电子-半导体-半导体设备
603290.SH,603290,17,电子-半导体-分立器件
002922.SZ,002922,33,电子-其他电子-其他电子Ⅲ
000768.SZ,000768,33,国防军工-军工装备-航空装备
002326.SZ,002326,33,基础化工-化学制品-氟化工
600941.SH,600941,17,通信-通信服务-电信运营商
603706.SH,603706,17,公用事业-燃气-燃气Ⅲ
600088.SH,600088,17,传媒-影视院线-影视院线Ⅲ
002981.SZ,002981,33,电子-消费电子-消费电子零部件及组装
603341.SH,603341,17,电子-消费电子-消费电子零部件及组装
002165.SZ,002165,33,基础化工-化学制品-聚氨酯
603323.SH,603323,17,银行-银行-农商行
300095.SZ,300095,33,机械设备-专用设备-能源及重型设备
600795.SH,600795,17,公用事业-电力-火电
300679.SZ,300679,33,电子-消费电子-消费电子零部件及组装
688360.SH,688360,17,机械设备-通用设备-其他通用设备
000166.SZ,000166,33,非银金融-证券-证券Ⅲ
600095.SH,600095,17,非银金融-证券-证券Ⅲ
301156.SZ,301156,33,基础化工-化学制品-食品及饲料添加剂
002560.SZ,002560,33,电力设备-电网设备-线缆部件及其他
002998.SZ,002998,33,基础化工-化学纤维-涤纶
000415.SZ,000415,33,非银金融-多元金融-多元金融Ⅲ
605398.SH,605398,17,计算机-IT服务-IT服务Ⅲ
002405.SZ,002405,33,计算机-软件开发-垂直应用软件
000088.SZ,000088,33,交通运输-港口航运-港口
000012.SZ,000012,33,建筑材料-建筑材料-玻璃玻纤
002839.SZ,002839,33,银行-银行-农商行
688685.SH,688685,17,国防军工-军工装备-航空装备
002657.SZ,002657,33,计算机-IT服务-IT服务Ⅲ
603023.SH,603023,17,汽车-汽车零部件-汽车电子电气系统
600406.SH,600406,17,电力设备-电网设备-电气自控设备
000778.SZ,000778,33,钢铁-钢铁-普钢
000519.SZ,000519,33,国防军工-军工装备-地面兵装
002625.SZ,002625,33,国防军工-军工装备-航空装备
600372.SH,600372,17,国防军工-军工装备-航空装备
600115.SH,600115,17,交通运输-机场航运-航空运输
003017.SZ,003017,33,基础化工-化学原料-无机盐
603639.SH,603639,17,基础化工-农化制品-农药
300592.SZ,300592,33,商贸零售-互联网电商-互联网电商Ⅲ
601158.SH,601158,17,环保-环境治理-水务及水治理
688288.SH,688288,17,计算机-计算机设备-其他计算机设备
300582.SZ,300582,33,电子-光学光电子-LED
300508.SZ,300508,33,计算机-计算机设备-其他计算机设备
601965.SH,601965,17,汽车-汽车服务及其他-汽车服务
001379.SZ,001379,33,机械设备-通用设备-金属制品
600371.SH,600371,17,农林牧渔-种植业与林业-种子生产
601838.SH,601838,17,银行-银行-城商行
300661.SZ,300661,33,电子-半导体-模拟芯片设计
002926.SZ,002926,33,非银金融-证券-证券Ⅲ
300768.SZ,300768,33,计算机-软件开发-横向通用软件
688156.SH,688156,17,农林牧渔-农产品加工-畜禽饲料
600926.SH,600926,17,银行-银行-城商行
603929.SH,603929,17,建筑装饰-建筑装饰-专业工程
002065.SZ,002065,33,计算机-IT服务-IT服务Ⅲ
603711.SH,603711,17,食品饮料-饮料制造-软饮料
688330.SH,688330,17,电力设备-电网设备-电气自控设备
300622.SZ,300622,33,商贸零售-零售-专业连锁
002987.SZ,002987,33,计算机-软件开发-垂直应用软件
301355.SZ,301355,33,轻工制造-包装印刷-包装
301263.SZ,301263,33,医药生物-化学制药-化学制剂
002434.SZ,002434,33,汽车-汽车零部件-底盘与发动机系统
300446.SZ,300446,33,汽车-汽车零部件-车身附件及饰件
002827.SZ,002827,33,基础化工-化学制品-民爆用品
000848.SZ,000848,33,食品饮料-饮料制造-软饮料
002201.SZ,002201,33,建筑材料-建筑材料-玻璃玻纤
600323.SH,600323,17,环保-环境治理-固废治理
000010.SZ,000010,33,建筑装饰-建筑装饰-装饰园林
002523.SZ,002523,33,机械设备-专用设备-能源及重型设备
603310.SH,603310,17,基础化工-化学制品-氟化工
001213.SZ,001213,33,交通运输-公路铁路运输-铁路运输
003040.SZ,003040,33,通信-通信设备-通信终端及配件
000725.SZ,000725,33,电子-光学光电子-面板
601921.SH,601921,17,传媒-文化传媒-出版
603260.SH,603260,17,基础化工-化学制品-有机硅
301296.SZ,301296,33,轻工制造-包装印刷-包装
300213.SZ,300213,33,通信-通信设备-其他通信设备
002637.SZ,002637,33,基础化工-化学制品-其他化学制品
300625.SZ,300625,33,电子-光学光电子-LED
002532.SZ,002532,33,有色金属-工业金属-铝
688366.SH,688366,17,医药生物-医疗器械-医疗耗材
002537.SZ,002537,33,汽车-汽车零部件-车身附件及饰件
002409.SZ,002409,33,电子-半导体-半导体材料
001279.SZ,001279,33,轻工制造-包装印刷-印刷
688766.SH,688766,17,电子-半导体-数字芯片设计
300602.SZ,300602,33,电子-消费电子-消费电子零部件及组装
000750.SZ,000750,33,非银金融-证券-证券Ⅲ
601099.SH,601099,17,非银金融-证券-证券Ⅲ
600865.SH,600865,17,商贸零售-零售-百货零售
603708.SH,603708,17,商贸零售-零售-百货零售
002912.SZ,002912,33,计算机-计算机设备-其他计算机设备
603181.SH,603181,17,基础化工-化学制品-其他化学制品
300120.SZ,300120,33,电子-光学光电子-面板
002299.SZ,002299,33,农林牧渔-养殖业-肉鸡养殖
002457.SZ,002457,33,建筑材料-建筑材料-管材
601398.SH,601398,17,银行-银行-国有大型银行
600016.SH,600016,17,银行-银行-股份制银行
300671.SZ,300671,33,电子-半导体-模拟芯片设计
300269.SZ,300269,33,电子-光学光电子-LED
301190.SZ,301190,33,基础化工-化学原料-其他化学原料
301011.SZ,301011,33,轻工制造-家居用品-文娱用品
605077.SH,605077,17,基础化工-化学制品-食品及饲料添加剂
300419.SZ,300419,33,计算机-IT服务-IT服务Ⅲ
603036.SH,603036,17,机械设备-专用设备-能源及重型设备
000565.SZ,000565,33,基础化工-化学制品-涂料油墨
002774.SZ,002774,33,机械设备-专用设备-楼宇设备
600973.SH,600973,17,电力设备-电网设备-线缆部件及其他
301503.SZ,301503,33,计算机-计算机设备-其他计算机设备
603035.SH,603035,17,汽车-汽车零部件-车身附件及饰件
002345.SZ,002345,33,纺织服饰-服装家纺-饰品
301519.SZ,301519,33,环保-环境治理-水务及水治理
688237.SH,688237,17,国防军工-军工装备-航空装备
300792.SZ,300792,33,商贸零售-互联网电商-互联网电商Ⅲ
002857.SZ,002857,33,电力设备-电网设备-电气自控设备
300803.SZ,300803,33,计算机-软件开发-垂直应用软件
002158.SZ,002158,33,机械设备-通用设备-制冷空调设备
301061.SZ,301061,33,轻工制造-家居用品-成品家居
603071.SH,603071,17,公用事业-电力-热力
600210.SH,600210,17,轻工制造-包装印刷-包装
300836.SZ,300836,33,机械设备-专用设备-其他专用设备
300717.SZ,300717,33,基础化工-塑料制品-其他塑料制品
000735.SZ,000735,33,农林牧渔-养殖业-生猪养殖
301312.SZ,301312,33,机械设备-自动化设备-工控设备
002270.SZ,002270,33,电力设备-电网设备-输变电设备
300722.SZ,300722,33,国防军工-军工装备-航天装备
002540.SZ,002540,33,有色金属-工业金属-铝
000532.SZ,000532,33,非银金融-多元金融-多元金融Ⅲ
000615.SZ,000615,33,美容护理-美容护理-医疗美容
300531.SZ,300531,33,计算机-计算机设备-其他计算机设备
603993.SH,603993,17,有色金属-工业金属-铜
688067.SH,688067,17,医药生物-医疗器械-体外诊断
002407.SZ,002407,33,基础化工-化学制品-氟化工
002123.SZ,002123,33,通信-通信服务-通信应用增值服务
600667.SH,600667,17,建筑装饰-建筑装饰-工程咨询服务
001335.SZ,001335,33,基础化工-化学制品-涂料油墨
603536.SH,603536,17,食品饮料-食品加工制造-预加工食品
603712.SH,603712,17,国防军工-军工电子-军工电子Ⅲ
003003.SZ,003003,33,轻工制造-包装印刷-包装
002373.SZ,002373,33,计算机-IT服务-IT服务Ⅲ
300066.SZ,300066,33,机械设备-通用设备-仪器仪表
002587.SZ,002587,33,电子-光学光电子-LED
001696.SZ,001696,33,机械设备-通用设备-其他通用设备
601228.SH,601228,17,交通运输-港口航运-港口
600665.SH,600665,17,房地产-房地产-住宅开发
600906.SH,600906,17,非银金融-证券-证券Ⅲ
301149.SZ,301149,33,基础化工-化学制品-其他化学制品
000523.SZ,000523,33,食品饮料-饮料制造-软饮料
002164.SZ,002164,33,机械设备-通用设备-金属制品
601689.SH,601689,17,汽车-汽车零部件-底盘与发动机系统
688767.SH,688767,17,医药生物-医疗器械-体外诊断
688511.SH,688511,22,国防军工-军工电子-军工电子Ⅲ
688122.SH,688122,17,国防军工-军工装备-航空装备
002343.SZ,002343,33,传媒-影视院线-影视院线Ⅲ
301213.SZ,301213,33,国防军工-军工电子-军工电子Ⅲ
300244.SZ,300244,33,医药生物-医疗服务-其他医疗服务
002590.SZ,002590,33,汽车-汽车零部件-底盘与发动机系统
000603.SZ,000603,33,有色金属-工业金属-铅锌
300085.SZ,300085,33,计算机-软件开发-垂直应用软件
301332.SZ,301332,33,家用电器-小家电-小家电Ⅲ
301276.SZ,301276,33,纺织服饰-服装家纺-服装
301328.SZ,301328,33,电子-其他电子-其他电子Ⅲ
002031.SZ,002031,33,机械设备-专用设备-其他专用设备
300828.SZ,300828,33,机械设备-通用设备-金属制品
300496.SZ,300496,33,计算机-IT服务-IT服务Ⅲ
603376.SH,603376,17,汽车-汽车零部件-汽车电子电气系统
600610.SH,600610,17,基础化工-化学原料-其他化学原料
300631.SZ,300631,33,环保-环保设备-环保设备Ⅲ
688076.SH,688076,22,医药生物-化学制药-原料药
603612.SH,603612,17,基础化工-非金属材料-非金属材料Ⅲ
002195.SZ,002195,33,计算机-IT服务-IT服务Ⅲ
601825.SH,601825,17,银行-银行-农商行
000993.SZ,000993,33,公用事业-电力-水电
003041.SZ,003041,33,纺织服饰-服装家纺-家纺
600008.SH,600008,17,环保-环境治理-水务及水治理
300930.SZ,300930,33,有色金属-金属新材料-其他金属新材料
301668.SZ,301668,33,电力设备-电网设备-输变电设备
300968.SZ,300968,33,电子-消费电子-消费电子零部件及组装
600918.SH,600918,17,非银金融-证券-证券Ⅲ
601598.SH,601598,17,交通运输-物流-物流Ⅲ
301336.SZ,301336,33,轻工制造-家居用品-成品家居
605259.SH,605259,17,机械设备-专用设备-其他专用设备
601107.SH,601107,17,交通运输-公路铁路运输-高速公路
600930.SH,600930,17,公用事业-电力-新能源发电
688597.SH,688597,17,电力设备-电网设备-电气自控设备
300517.SZ,300517,33,建筑装饰-建筑装饰-专业工程
601618.SH,601618,17,建筑装饰-建筑装饰-专业工程
603833.SH,603833,17,轻工制造-家居用品-定制家居
600059.SH,600059,17,食品饮料-饮料制造-其他酒类
688248.SH,688248,17,公用事业-电力-电能综合服务
000042.SZ,000042,33,房地产-房地产-住宅开发
600570.SH,600570,17,计算机-软件开发-垂直应用软件
301381.SZ,301381,33,商贸零售-互联网电商-互联网电商Ⅲ
002722.SZ,002722,33,机械设备-专用设备-纺织服装设备
600884.SH,600884,17,电子-光学光电子-面板
000680.SZ,000680,33,机械设备-工程机械-工程机械Ⅲ
600377.SH,600377,17,交通运输-公路铁路运输-高速公路
002243.SZ,002243,33,美容护理-美容护理-化妆品
603195.SH,603195,17,轻工制造-家居用品-其他家居用品
300466.SZ,300466,33,机械设备-通用设备-仪器仪表
600739.SH,600739,17,医药生物-生物制品-疫苗
300286.SZ,300286,33,电力设备-电网设备-电气自控设备
600111.SH,600111,17,有色金属-小金属-稀土
688285.SH,688285,17,机械设备-轨交设备-轨交设备Ⅲ
002829.SZ,002829,33,国防军工-军工装备-航天装备
002616.SZ,002616,33,公用事业-电力-新能源发电
601988.SH,601988,17,银行-银行-国有大型银行
600120.SH,600120,17,非银金融-多元金融-多元金融Ⅲ
688320.SH,688320,17,机械设备-自动化设备-工控设备
301067.SZ,301067,33,电子-消费电子-消费电子零部件及组装
000521.SZ,000521,33,家用电器-白色家电-冰洗
603350.SH,603350,17,电力设备-电机-电机Ⅲ
603028.SH,603028,17,机械设备-通用设备-金属制品
600908.SH,600908,17,银行-银行-农商行
002128.SZ,002128,33,煤炭-煤炭开采加工-煤炭开采
002319.SZ,002319,33,基础化工-化学制品-涂料油墨
688712.SH,688712,17,医药生物-医疗器械-医疗耗材
300771.SZ,300771,33,计算机-计算机设备-其他计算机设备
600516.SH,600516,17,钢铁-钢铁-冶钢原料
300146.SZ,300146,33,食品饮料-食品加工制造-其他食品
002182.SZ,002182,33,有色金属-小金属-其他小金属
301202.SZ,301202,33,通信-通信设备-其他通信设备
002047.SZ,002047,33,建筑装饰-建筑装饰-装饰园林
000937.SZ,000937,33,煤炭-煤炭开采加工-煤炭开采
301558.SZ,301558,33,商贸零售-互联网电商-互联网电商Ⅲ
601555.SH,601555,17,非银金融-证券-证券Ⅲ
300868.SZ,300868,33,电子-消费电子-消费电子零部件及组装
002058.SZ,002058,33,电力设备-电池-电池化学品
301025.SZ,301025,33,传媒-文化传媒-出版
600170.SH,600170,17,建筑装饰-建筑装饰-房屋建设
601066.SH,601066,17,非银金融-证券-证券Ⅲ
000869.SZ,000869,33,食品饮料-饮料制造-其他酒类
002761.SZ,002761,33,建筑装饰-建筑装饰-房屋建设
000727.SZ,000727,33,电子-光学光电子-面板
603105.SH,603105,17,公用事业-电力-新能源发电
300411.SZ,300411,33,机械设备-专用设备-其他专用设备
002452.SZ,002452,33,电力设备-电网设备-输变电设备
603418.SH,603418,17,汽车-汽车零部件-车身附件及饰件
300785.SZ,300785,33,传媒-文化传媒-数字媒体
301382.SZ,301382,33,通信-通信服务-通信应用增值服务
600199.SH,600199,17,食品饮料-白酒-白酒Ⅲ
301010.SZ,301010,33,建筑材料-建筑材料-其他建材
000058.SZ,000058,33,商贸零售-零售-商业物业经营
603279.SH,603279,17,机械设备-通用设备-其他通用设备
300177.SZ,300177,33,国防军工-军工电子-军工电子Ⅲ
601860.SH,601860,17,银行-银行-农商行
603767.SH,603767,17,汽车-汽车零部件-底盘与发动机系统
002881.SZ,002881,33,通信-通信设备-通信终端及配件
603076.SH,603076,17,机械设备-专用设备-其他专用设备
600630.SH,600630,17,纺织服饰-服装家纺-服装
688376.SH,688376,17,环保-环保设备-环保设备Ⅲ
300751.SZ,300751,33,电力设备-光伏设备-光伏加工设备
603598.SH,603598,17,传媒-文化传媒-广告营销
600578.SH,600578,17,公用事业-电力-火电
300908.SZ,300908,33,食品饮料-食品加工制造-调味发酵品
301292.SZ,301292,33,电力设备-电池-电池化学品
300514.SZ,300514,33,电力设备-电网设备-电气自控设备
000823.SZ,000823,33,电子-元件-印制电路板
300957.SZ,300957,33,美容护理-美容护理-化妆品
002572.SZ,002572,33,轻工制造-家居用品-定制家居
002298.SZ,002298,33,电力设备-电网设备-输变电设备
003000.SZ,003000,33,食品饮料-食品加工制造-休闲食品
601198.SH,601198,17,非银金融-证券-证券Ⅲ
002420.SZ,002420,33,汽车-汽车零部件-车身附件及饰件
300062.SZ,300062,33,电力设备-电网设备-输变电设备
603688.SH,603688,17,基础化工-非金属材料-非金属材料Ⅲ
002624.SZ,002624,33,传媒-游戏-游戏Ⅲ
603681.SH,603681,17,基础化工-化学制品-其他化学制品
603919.SH,603919,17,食品饮料-白酒-白酒Ⅲ
603258.SH,603258,17,传媒-游戏-游戏Ⅲ
603344.SH,603344,17,电力设备-电机-电机Ⅲ
000903.SZ,000903,33,汽车-汽车零部件-底盘与发动机系统
603348.SH,603348,17,汽车-汽车零部件-其他汽车零部件
300071.SZ,300071,33,传媒-文化传媒-广告营销
002223.SZ,002223,33,医药生物-医疗器械-医疗设备
002570.SZ,002570,33,食品饮料-饮料制造-乳品
605033.SH,605033,17,基础化工-农化制品-农药
000955.SZ,000955,33,纺织服饰-纺织制造-其他纺织
300856.SZ,300856,33,美容护理-美容护理-化妆品
688623.SH,688623,17,机械设备-自动化设备-其他自动化设备
601012.SH,601012,17,电力设备-光伏设备-光伏电池组件
001325.SZ,001325,33,基础化工-橡胶制品-其他橡胶制品
600729.SH,600729,17,商贸零售-零售-百货零售
603506.SH,603506,17,房地产-房地产-房地产服务
002245.SZ,002245,33,电力设备-电池-锂电池
600416.SH,600416,17,电力设备-电机-电机Ⅲ
600279.SH,600279,17,交通运输-港口航运-港口
002042.SZ,002042,33,纺织服饰-纺织制造-棉纺
002582.SZ,002582,33,食品饮料-食品加工制造-休闲食品
301222.SZ,301222,33,电力设备-电池-其他电池
300375.SZ,300375,33,汽车-汽车零部件-底盘与发动机系统
603235.SH,603235,17,医药生物-化学制药-原料药
688021.SH,688021,17,汽车-汽车零部件-其他汽车零部件
002461.SZ,002461,33,食品饮料-饮料制造-啤酒
301246.SZ,301246,33,医药生物-化学制药-原料药
603194.SH,603194,17,机械设备-工程机械-工程机械Ⅲ
601878.SH,601878,17,非银金融-证券-证券Ⅲ
301170.SZ,301170,33,汽车-汽车零部件-底盘与发动机系统
600992.SH,600992,17,机械设备-通用设备-金属制品
301308.SZ,301308,33,电子-半导体-数字芯片设计
000538.SZ,000538,33,医药生物-中药-中药Ⅲ
301311.SZ,301311,33,机械设备-通用设备-其他通用设备
603390.SH,603390,17,汽车-汽车零部件-汽车电子电气系统
600072.SH,600072,17,电力设备-风电设备-风电整机
688209.SH,688209,17,电子-半导体-模拟芯片设计
688347.SH,688347,17,电子-半导体-集成电路制造
300932.SZ,300932,33,电力设备-电网设备-输变电设备
000877.SZ,000877,33,建筑材料-建筑材料-水泥
600356.SH,600356,17,轻工制造-造纸-造纸Ⅲ
001366.SZ,001366,33,农林牧渔-农产品加工-畜禽饲料
603098.SH,603098,17,建筑装饰-建筑装饰-专业工程
300399.SZ,300399,33,计算机-IT服务-IT服务Ⅲ
601116.SH,601116,17,商贸零售-零售-百货零售
601939.SH,601939,17,银行-银行-国有大型银行
603282.SH,603282,17,环保-环保设备-环保设备Ⅲ
600996.SH,600996,17,传媒-文化传媒-电视广播
603291.SH,603291,17,环保-环境治理-水务及水治理
002917.SZ,002917,33,基础化工-化学制品-民爆用品
688479.SH,688479,17,计算机-软件开发-垂直应用软件
301298.SZ,301298,33,汽车-汽车零部件-其他汽车零部件
603636.SH,603636,17,计算机-IT服务-IT服务Ⅲ
000898.SZ,000898,33,钢铁-钢铁-普钢
301229.SZ,301229,33,汽车-汽车零部件-底盘与发动机系统
600027.SH,600027,17,公用事业-电力-火电
000883.SZ,000883,33,公用事业-电力-电能综合服务
000709.SZ,000709,33,钢铁-钢铁-普钢
301096.SZ,301096,33,医药生物-医疗服务-医疗研发外包
603040.SH,603040,17,汽车-汽车零部件-底盘与发动机系统
300673.SZ,300673,33,农林牧渔-农产品加工-宠物食品
601186.SH,601186,17,建筑装饰-建筑装饰-基础建设
600480.SH,600480,17,汽车-汽车零部件-其他汽车零部件
300634.SZ,300634,33,计算机-IT服务-IT服务Ⅲ
301367.SZ,301367,33,医药生物-医疗器械-医疗设备
603124.SH,603124,17,有色金属-金属新材料-其他金属新材料
600548.SH,600548,17,交通运输-公路铁路运输-高速公路
600642.SH,600642,17,公用事业-电力-火电
603883.SH,603883,17,医药生物-医药商业-药店
603558.SH,603558,17,纺织服饰-服装家纺-鞋帽及其他
300436.SZ,300436,33,医药生物-化学制药-化学制剂
301303.SZ,301303,33,机械设备-通用设备-仪器仪表
603658.SH,603658,17,医药生物-医疗器械-体外诊断
002690.SZ,002690,33,机械设备-专用设备-其他专用设备
688093.SH,688093,17,电子-其他电子-其他电子Ⅲ
000633.SZ,000633,33,有色金属-金属新材料-其他金属新材料
300825.SZ,300825,33,汽车-汽车服务及其他-汽车服务
002877.SZ,002877,33,机械设备-通用设备-金属制品
600398.SH,600398,17,纺织服饰-服装家纺-服装
603185.SH,603185,17,电力设备-光伏设备-硅料硅片
002204.SZ,002204,33,机械设备-专用设备-能源及重型设备
300345.SZ,300345,33,电力设备-光伏设备-硅料硅片
001227.SZ,001227,33,银行-银行-城商行
000027.SZ,000027,33,公用事业-电力-火电
300409.SZ,300409,33,电力设备-电池-电池化学品
600004.SH,600004,17,交通运输-机场航运-机场
002819.SZ,002819,33,机械设备-通用设备-仪器仪表
603848.SH,603848,17,轻工制造-家居用品-成品家居
300289.SZ,300289,33,医药生物-医疗器械-体外诊断
002984.SZ,002984,33,汽车-汽车零部件-轮胎轮毂
002891.SZ,002891,33,农林牧渔-农产品加工-宠物食品
002344.SZ,002344,33,商贸零售-零售-商业物业经营
603069.SH,603069,17,交通运输-公路铁路运输-公交
301208.SZ,301208,33,计算机-IT服务-IT服务Ⅲ
300250.SZ,300250,33,计算机-IT服务-IT服务Ⅲ
002295.SZ,002295,33,有色金属-工业金属-铜
605300.SH,605300,17,食品饮料-饮料制造-乳品
002076.SZ,002076,33,电子-光学光电子-LED
603331.SH,603331,17,机械设备-通用设备-其他通用设备
603070.SH,603070,17,电力设备-电网设备-输变电设备
002188.SZ,002188,33,房地产-房地产-房地产服务
000738.SZ,000738,33,国防军工-军工装备-航空装备
600109.SH,600109,17,非银金融-证券-证券Ⅲ
603059.SH,603059,17,美容护理-美容护理-个护用品
300698.SZ,300698,33,通信-通信设备-通信网络设备及器件
601881.SH,601881,17,非银金融-证券-证券Ⅲ
603737.SH,603737,17,建筑材料-建筑材料-其他建材
688617.SH,688617,17,医药生物-医疗器械-医疗耗材
600449.SH,600449,17,建筑材料-建筑材料-水泥
603733.SH,603733,17,轻工制造-造纸-造纸Ⅲ
001323.SZ,001323,33,轻工制造-家居用品-成品家居
600328.SH,600328,17,基础化工-化学原料-无机盐
000818.SZ,000818,33,基础化工-化学原料-氯碱
000718.SZ,000718,33,房地产-房地产-住宅开发
301559.SZ,301559,33,机械设备-通用设备-金属制品
001331.SZ,001331,33,公用事业-燃气-燃气Ⅲ
600373.SH,600373,17,传媒-文化传媒-出版
600694.SH,600694,17,商贸零售-零售-百货零售
000692.SZ,000692,33,公用事业-电力-热力
300737.SZ,300737,33,建筑材料-建筑材料-其他建材
603298.SH,603298,17,机械设备-工程机械-工程机械Ⅲ
300891.SZ,300891,33,基础化工-化学原料-钛白粉
601059.SH,601059,17,非银金融-证券-证券Ⅲ
300600.SZ,300600,33,国防军工-军工装备-航海装备
603779.SH,603779,17,食品饮料-饮料制造-其他酒类
600231.SH,600231,17,钢铁-钢铁-普钢
300711.SZ,300711,33,通信-通信设备-其他通信设备
605111.SH,605111,17,电子-半导体-分立器件
300745.SZ,300745,33,汽车-汽车零部件-汽车电子电气系统
688295.SH,688295,17,基础化工-化学纤维-其他纤维
300624.SZ,300624,33,计算机-软件开发-横向通用软件
603161.SH,603161,17,汽车-汽车零部件-底盘与发动机系统
301275.SZ,301275,33,电子-其他电子-其他电子Ⅲ
600529.SH,600529,17,医药生物-医疗器械-医疗耗材
002323.SZ,002323,33,建筑装饰-建筑装饰-专业工程
300360.SZ,300360,33,电力设备-电网设备-电气自控设备
301596.SZ,301596,33,机械设备-通用设备-其他通用设备
603528.SH,603528,17,计算机-软件开发-垂直应用软件
002748.SZ,002748,33,基础化工-化学原料-氯碱
000900.SZ,000900,33,交通运输-公路铁路运输-高速公路
601136.SH,601136,17,非银金融-证券-证券Ⅲ
300820.SZ,300820,33,电力设备-其他电源设备-其他电源设备Ⅲ
300061.SZ,300061,33,传媒-文化传媒-广告营销
601127.SH,601127,17,汽车-汽车整车-乘用车
601801.SH,601801,17,传媒-文化传媒-出版
601966.SH,601966,17,汽车-汽车零部件-轮胎轮毂
300527.SZ,300527,33,国防军工-军工装备-地面兵装
300619.SZ,300619,33,电力设备-电池-锂电专用设备
603689.SH,603689,17,公用事业-燃气-燃气Ⅲ
002117.SZ,002117,33,轻工制造-包装印刷-印刷
601375.SH,601375,17,非银金融-证券-证券Ⅲ
000691.SZ,000691,33,基础化工-化学原料-其他化学原料
000922.SZ,000922,33,电力设备-电机-电机Ⅲ
600598.SH,600598,17,农林牧渔-种植业与林业-粮食种植
600956.SH,600956,17,公用事业-电力-新能源发电
600838.SH,600838,17,商贸零售-零售-百货零售
300784.SZ,300784,33,电子-消费电子-消费电子零部件及组装
300790.SZ,300790,33,计算机-计算机设备-安防设备
603657.SH,603657,17,家用电器-白色家电-家电零部件
301187.SZ,301187,33,家用电器-小家电-小家电Ⅲ
601377.SH,601377,17,非银金融-证券-证券Ⅲ
002797.SZ,002797,33,非银金融-证券-证券Ⅲ
600638.SH,600638,17,房地产-房地产-住宅开发
300439.SZ,300439,33,医药生物-医疗器械-体外诊断
301020.SZ,301020,33,汽车-汽车零部件-底盘与发动机系统
600455.SH,600455,17,社会服务-教育-教育Ⅲ
688636.SH,688636,17,国防军工-军工电子-军工电子Ⅲ
301260.SZ,301260,33,机械设备-专用设备-农用机械
002945.SZ,002945,33,非银金融-证券-证券Ⅲ
688339.SH,688339,17,电力设备-电池-其他电池
688679.SH,688679,17,环保-环境治理-固废治理
688258.SH,688258,17,计算机-IT服务-IT服务Ⅲ
688095.SH,688095,17,计算机-软件开发-横向通用软件
000972.SZ,000972,33,农林牧渔-农产品加工-果蔬加工
300657.SZ,300657,33,电子-元件-印制电路板
301327.SZ,301327,33,电力设备-电池-锂电池
600571.SH,600571,17,计算机-软件开发-垂直应用软件
000701.SZ,000701,33,商贸零售-贸易-贸易Ⅲ
002142.SZ,002142,33,银行-银行-城商行
002061.SZ,002061,33,建筑装饰-建筑装饰-基础建设
300164.SZ,300164,33,石油石化-油气开采及服务-油服工程
300749.SZ,300749,33,轻工制造-家居用品-定制家居
300678.SZ,300678,33,计算机-IT服务-IT服务Ⅲ
000676.SZ,000676,33,传媒-文化传媒-广告营销
301153.SZ,301153,33,计算机-软件开发-垂直应用软件
600189.SH,600189,17,食品饮料-饮料制造-软饮料
600582.SH,600582,17,机械设备-专用设备-能源及重型设备
603602.SH,603602,17,传媒-文化传媒-广告营销
600025.SH,600025,17,公用事业-电力-水电
600826.SH,600826,17,社会服务-其他社会服务-专业服务
002267.SZ,002267,33,公用事业-燃气-燃气Ⅲ
002050.SZ,002050,33,家用电器-白色家电-家电零部件
002351.SZ,002351,33,电子-消费电子-品牌消费电子
601187.SH,601187,17,银行-银行-城商行
603018.SH,603018,17,建筑装饰-建筑装饰-工程咨询服务
603128.SH,603128,17,交通运输-物流-物流Ⅲ
300864.SZ,300864,33,环保-环境治理-综合环境治理
002091.SZ,002091,33,商贸零售-贸易-贸易Ⅲ
002825.SZ,002825,33,基础化工-塑料制品-其他塑料制品
603365.SH,603365,17,纺织服饰-服装家纺-家纺
603488.SH,603488,17,机械设备-专用设备-楼宇设备
600237.SH,600237,17,电子-元件-被动元件
688270.SH,688270,17,电子-半导体-模拟芯片设计
688581.SH,688581,17,医药生物-医疗器械-医疗耗材
603868.SH,603868,17,家用电器-小家电-小家电Ⅲ
603798.SH,603798,17,石油石化-石油加工贸易-石油加工
600597.SH,600597,17,食品饮料-饮料制造-乳品
600639.SH,600639,17,房地产-房地产-产业地产
603230.SH,603230,17,传媒-文化传媒-出版
002920.SZ,002920,33,汽车-汽车零部件-汽车电子电气系统
603395.SH,603395,17,基础化工-农化制品-复合肥
300118.SZ,300118,33,电力设备-光伏设备-光伏电池组件
601096.SH,601096,17,电力设备-电网设备-线缆部件及其他
001336.SZ,001336,33,环保-环保设备-环保设备Ⅲ
600023.SH,600023,17,公用事业-电力-火电
000566.SZ,000566,33,医药生物-化学制药-化学制剂
