所属同花顺行业,股票代码,code,market_code
电子-电子化学品-电子化学品Ⅲ,688035.SH,688035,17
房地产-房地产-产业地产,000909.SZ,000909,33
计算机-IT服务-IT服务Ⅲ,300536.SZ,300536,33
汽车-汽车零部件-底盘与发动机系统,300694.SZ,300694,33
机械设备-专用设备-能源及重型设备,300095.SZ,300095,33
医药生物-医药商业-医药流通,600829.SH,600829,17
电力设备-电池-电池化学品,688275.SH,688275,17
电子-半导体-数字芯片设计,688766.SH,688766,17
电力设备-电网设备-线缆部件及其他,688226.SH,688226,17
机械设备-专用设备-其他专用设备,920856.BJ,920856,151
基础化工-非金属材料-非金属材料Ⅲ,920971.BJ,920971,151
电力设备-电网设备-线缆部件及其他,300069.SZ,300069,33
医药生物-医疗器械-医疗设备,688358.SH,688358,17
轻工制造-造纸-造纸Ⅲ,600793.SH,600793,17
医药生物-医疗器械-医疗设备,688273.SH,688273,17
通信-通信服务-通信应用增值服务,002289.SZ,002289,33
社会服务-其他社会服务-体育,600676.SH,600676,17
计算机-软件开发-垂直应用软件,688109.SH,688109,17
轻工制造-家居用品-其他家居用品,301595.SZ,301595,33
机械设备-自动化设备-工控设备,920425.BJ,920425,151
电子-消费电子-消费电子零部件及组装,300602.SZ,300602,33
交通运输-物流-物流Ⅲ,002800.SZ,002800,33
机械设备-专用设备-其他专用设备,300281.SZ,300281,33
基础化工-橡胶制品-其他橡胶制品,603033.SH,603033,17
汽车-汽车零部件-底盘与发动机系统,920220.BJ,920220,151
电力设备-电网设备-电气自控设备,002546.SZ,002546,33
机械设备-自动化设备-激光设备,688518.SH,688518,17
电子-半导体-数字芯片设计,300223.SZ,300223,33
家用电器-小家电-小家电Ⅲ,688793.SH,688793,17
电子-电子化学品-电子化学品Ⅲ,920402.BJ,920402,151
传媒-游戏-游戏Ⅲ,300467.SZ,300467,33
基础化工-化学制品-有机硅,605399.SH,605399,17
电子-半导体-分立器件,300373.SZ,300373,33
基础化工-化学制品-氟化工,605020.SH,605020,17
轻工制造-包装印刷-包装,300883.SZ,300883,33
传媒-文化传媒-数字媒体,600228.SH,600228,17
基础化工-塑料制品-改性塑料,300538.SZ,300538,33
电力设备-电池-电池化学品,603026.SH,603026,17
通信-通信设备-通信网络设备及器件,688618.SH,688618,17
电子-半导体-数字芯片设计,603986.SH,603986,17
电子-半导体-数字芯片设计,688486.SH,688486,17
计算机-软件开发-横向通用软件,300352.SZ,300352,33
有色金属-小金属-其他小金属,002149.SZ,002149,33
国防军工-军工电子-军工电子Ⅲ,603488.SH,603488,17
建筑材料-建筑材料-其他建材,002652.SZ,002652,33
机械设备-自动化设备-工控设备,688320.SH,688320,17
建筑材料-建筑材料-水泥,603616.SH,603616,17
电力设备-电池-锂电池,300438.SZ,300438,33
医药生物-医疗服务-医疗研发外包,301096.SZ,301096,33
汽车-汽车零部件-底盘与发动机系统,301119.SZ,301119,33
机械设备-专用设备-其他专用设备,920177.BJ,920177,151
电子-半导体-数字芯片设计,688595.SH,688595,17
电子-元件-印制电路板,605058.SH,605058,17
石油石化-油气开采及服务-油服工程,002207.SZ,002207,33
电子-元件-印制电路板,600183.SH,600183,17
社会服务-教育-教育Ⅲ,300338.SZ,300338,33
基础化工-化学原料-其他化学原料,301118.SZ,301118,33
电子-其他电子-其他电子Ⅲ,300991.SZ,300991,33
计算机-计算机设备-安防设备,300790.SZ,300790,33
通信-通信设备-通信终端及配件,003031.SZ,003031,33
纺织服饰-纺织制造-辅料,920527.BJ,920527,151
建筑材料-建筑材料-水泥,600449.SH,600449,17
电子-光学光电子-LED,001326.SZ,001326,33
通信-通信设备-其他通信设备,688080.SH,688080,17
交通运输-物流-物流Ⅲ,600119.SH,600119,22
机械设备-通用设备-金属制品,920693.BJ,920693,151
电子-半导体-半导体材料,920012.BJ,920012,151
电子-光学光电子-LED,600703.SH,600703,17
电子-半导体-半导体设备,688147.SH,688147,17
电力设备-电池-其他电池,002733.SZ,002733,33
计算机-软件开发-横向通用软件,300311.SZ,300311,33
基础化工-化学制品-涂料油墨,301683.SZ,301683,33
电子-元件-印制电路板,603175.SH,603175,17
建筑材料-建筑材料-其他建材,001212.SZ,001212,33
农林牧渔-农产品加工-畜禽饲料,920275.BJ,920275,151
电力设备-电网设备-电气自控设备,688597.SH,688597,17
电力设备-光伏设备-光伏辅材,603212.SH,603212,17
机械设备-专用设备-其他专用设备,920156.BJ,920156,151
电力设备-电池-电池化学品,688148.SH,688148,17
建筑装饰-建筑装饰-装饰园林,605303.SH,605303,17
电力设备-电池-锂电专用设备,301325.SZ,301325,33
机械设备-自动化设备-其他自动化设备,300486.SZ,300486,33
基础化工-化学制品-其他化学制品,301212.SZ,301212,33
通信-通信设备-通信网络设备及器件,002796.SZ,002796,33
电力设备-电网设备-电气自控设备,002169.SZ,002169,33
汽车-汽车零部件-其他汽车零部件,920247.BJ,920247,151
电子-消费电子-品牌消费电子,920183.BJ,920183,151
交通运输-港口航运-航运,000520.SZ,000520,33
电子-光学光电子-LED,300323.SZ,300323,33
医药生物-医疗器械-医疗耗材,301290.SZ,301290,33
电子-半导体-数字芯片设计,688589.SH,688589,17
电力设备-电池-锂电专用设备,301599.SZ,301599,33
电子-光学光电子-面板,300545.SZ,300545,33
电力设备-电池-电池化学品,688353.SH,688353,17
基础化工-塑料制品-其他塑料制品,920871.BJ,920871,151
电子-光学光电子-光学元件,002962.SZ,002962,33
电力设备-电池-锂电专用设备,301513.SZ,301513,33
通信-通信设备-通信网络设备及器件,688387.SH,688387,17
机械设备-通用设备-金属制品,603278.SH,603278,17
基础化工-化学制品-其他化学制品,301286.SZ,301286,33
机械设备-通用设备-机床工具,301603.SZ,301603,33
轻工制造-家居用品-其他家居用品,920218.BJ,920218,151
汽车-汽车零部件-车身附件及饰件,603085.SH,603085,17
医药生物-中药-中药Ⅲ,002728.SZ,002728,33
商贸零售-零售-商业物业经营,603682.SH,603682,17
环保-环境治理-大气治理,603315.SH,603315,17
国防军工-军工装备-航空装备,301696.SZ,301696,33
机械设备-专用设备-其他专用设备,920026.BJ,920026,151
电力设备-电网设备-电气自控设备,601126.SH,601126,17
基础化工-化学制品-其他化学制品,603255.SH,603255,17
轻工制造-家居用品-成品家居,603389.SH,603389,17
电力设备-光伏设备-硅料硅片,600481.SH,600481,17
医药生物-医疗器械-医疗设备,688805.SH,688805,17
基础化工-化学制品-涂料油墨,300225.SZ,300225,33
计算机-IT服务-IT服务Ⅲ,603636.SH,603636,17
轻工制造-包装印刷-包装,300501.SZ,300501,33
计算机-IT服务-IT服务Ⅲ,300687.SZ,300687,33
基础化工-化学制品-其他化学制品,603004.SH,603004,17
基础化工-化学制品-其他化学制品,300174.SZ,300174,33
基础化工-橡胶制品-其他橡胶制品,300731.SZ,300731,33
电力设备-电池-锂电专用设备,603032.SH,603032,17
机械设备-通用设备-机床工具,688558.SH,688558,17
有色金属-工业金属-铝,600888.SH,600888,17
商贸零售-零售-商业物业经营,002305.SZ,002305,33
国防军工-军工电子-军工电子Ⅲ,688272.SH,688272,17
电子-消费电子-消费电子零部件及组装,603327.SH,603327,17
纺织服饰-服装家纺-鞋帽及其他,603665.SH,603665,17
电力设备-电网设备-输变电设备,920222.BJ,920222,151
电子-消费电子-消费电子零部件及组装,300322.SZ,300322,33
电子-电子化学品-电子化学品Ⅲ,688683.SH,688683,17
机械设备-通用设备-制冷空调设备,000811.SZ,000811,33
医药生物-生物制品-其他生物制品,002693.SZ,002693,33
电力设备-电池-锂电池,300068.SZ,300068,33
电子-光学光电子-面板,688299.SH,688299,17
电子-光学光电子-面板,688181.SH,688181,17
计算机-计算机设备-其他计算机设备,001339.SZ,001339,33
机械设备-专用设备-印刷包装机械,001256.SZ,001256,33
电力设备-电网设备-电气自控设备,688663.SH,688663,17
国防军工-军工电子-军工电子Ⅲ,688311.SH,688311,17
有色金属-金属新材料-磁性材料,301531.SZ,301531,33
基础化工-塑料制品-改性塑料,920469.BJ,920469,151
汽车-汽车零部件-轮胎轮毂,603335.SH,603335,17
电子-半导体-半导体材料,688720.SH,688720,17
纺织服饰-服装家纺-鞋帽及其他,603958.SH,603958,17
电子-光学光电子-LED,300162.SZ,300162,33
基础化工-化学制品-其他化学制品,603722.SH,603722,17
计算机-计算机设备-其他计算机设备,002577.SZ,002577,33
建筑材料-建筑材料-水泥,000672.SZ,000672,33
机械设备-通用设备-仪器仪表,688337.SH,688337,17
电子-元件-印制电路板,920821.BJ,920821,151
机械设备-通用设备-仪器仪表,688622.SH,688622,22
基础化工-化学制品-其他化学制品,300801.SZ,300801,33
电子-半导体-集成电路封测,301348.SZ,301348,33
电子-半导体-半导体设备,920186.BJ,920186,151
电子-消费电子-消费电子零部件及组装,300843.SZ,300843,33
环保-环境治理-固废治理,301265.SZ,301265,33
通信-通信设备-通信网络设备及器件,688182.SH,688182,17
电子-元件-印制电路板,300476.SZ,300476,33
钢铁-钢铁-特钢,002443.SZ,002443,33
电力设备-光伏设备-光伏电池组件,300093.SZ,300093,33
建筑装饰-建筑装饰-工程咨询服务,301027.SZ,301027,33
通信-通信设备-通信网络设备及器件,002902.SZ,002902,33
社会服务-其他社会服务-专业服务,300416.SZ,300416,33
电力设备-电池-电池化学品,603906.SH,603906,17
电子-半导体-半导体设备,603061.SH,603061,17
轻工制造-家居用品-定制家居,300749.SZ,300749,33
电子-消费电子-消费电子零部件及组装,002861.SZ,002861,33
电子-半导体-分立器件,603290.SH,603290,17
机械设备-通用设备-金属制品,605100.SH,605100,17
轻工制造-家居用品-瓷砖地板,603221.SH,603221,17
基础化工-农化制品-农药,300804.SZ,300804,33
电力设备-其他电源设备-其他电源设备Ⅲ,301157.SZ,301157,33
机械设备-自动化设备-其他自动化设备,301360.SZ,301360,33
电子-元件-被动元件,600237.SH,600237,17
电子-半导体-分立器件,688689.SH,688689,17
机械设备-自动化设备-其他自动化设备,688215.SH,688215,17
计算机-软件开发-垂直应用软件,688038.SH,688038,17
电子-其他电子-其他电子Ⅲ,301563.SZ,301563,33
电子-电子化学品-电子化学品Ⅲ,688548.SH,688548,17
传媒-文化传媒-广告营销,000676.SZ,000676,33
电子-电子化学品-电子化学品Ⅲ,002643.SZ,002643,33
电子-消费电子-消费电子零部件及组装,301626.SZ,301626,33
国防军工-军工电子-军工电子Ⅲ,688788.SH,688788,17
基础化工-塑料制品-膜材料,001378.SZ,001378,33
电子-光学光电子-光学元件,688322.SH,688322,17
环保-环境治理-综合环境治理,002717.SZ,002717,33
机械设备-专用设备-楼宇设备,603356.SH,603356,17
农林牧渔-农产品加工-畜禽饲料,688156.SH,688156,17
基础化工-塑料制品-改性塑料,002838.SZ,002838,33
汽车-汽车零部件-车身附件及饰件,301398.SZ,301398,33
传媒-游戏-游戏Ⅲ,002605.SZ,002605,33
传媒-文化传媒-广告营销,603729.SH,603729,22
电子-消费电子-消费电子零部件及组装,002635.SZ,002635,33
基础化工-化学纤维-其他纤维,000782.SZ,000782,33
非银金融-多元金融-多元金融Ⅲ,002647.SZ,002647,33
医药生物-医疗器械-医疗耗材,603880.SH,603880,17
环保-环保设备-环保设备Ⅲ,688376.SH,688376,17
汽车-汽车零部件-其他汽车零部件,300473.SZ,300473,33
家用电器-白色家电-家电零部件,603726.SH,603726,17
基础化工-塑料制品-改性塑料,301538.SZ,301538,33
机械设备-通用设备-仪器仪表,920509.BJ,920509,151
建筑装饰-建筑装饰-工程咨询服务,301505.SZ,301505,33
基础化工-化学制品-有机硅,603281.SH,603281,17
有色金属-小金属-其他小金属,000962.SZ,000962,33
电子-电子化学品-电子化学品Ⅲ,300481.SZ,300481,33
传媒-文化传媒-广告营销,605168.SH,605168,17
电子-半导体-集成电路封测,688403.SH,688403,17
机械设备-通用设备-仪器仪表,688583.SH,688583,17
公用事业-电力-新能源发电,300125.SZ,300125,33
机械设备-通用设备-其他通用设备,300420.SZ,300420,33
农林牧渔-种植业与林业-林业,601996.SH,601996,17
建筑材料-建筑材料-玻璃玻纤,601636.SH,601636,17
机械设备-通用设备-金属制品,603339.SH,603339,17
基础化工-塑料制品-膜材料,301565.SZ,301565,33
机械设备-自动化设备-其他自动化设备,001223.SZ,001223,33
基础化工-化学制品-其他化学制品,300721.SZ,300721,33
机械设备-通用设备-金属制品,300828.SZ,300828,33
医药生物-生物制品-血液制品,688163.SH,688163,17
环保-环境治理-水务及水治理,300692.SZ,300692,33
机械设备-通用设备-金属制品,301151.SZ,301151,33
通信-通信设备-通信网络设备及器件,301577.SZ,301577,33
国防军工-军工电子-军工电子Ⅲ,603267.SH,603267,17
计算机-计算机设备-其他计算机设备,300551.SZ,300551,33
电力设备-电机-电机Ⅲ,920011.BJ,920011,151
计算机-IT服务-IT服务Ⅲ,600476.SH,600476,22
电力设备-电池-锂电池,688345.SH,688345,17
电子-元件-印制电路板,600601.SH,600601,17
计算机-软件开发-垂直应用软件,300550.SZ,300550,33
基础化工-塑料制品-合成树脂,603879.SH,603879,17
电子-消费电子-消费电子零部件及组装,002925.SZ,002925,33
家用电器-厨卫电器-厨卫电器Ⅲ,300894.SZ,300894,33
电子-元件-印制电路板,000823.SZ,000823,33
纺织服饰-服装家纺-服装,603196.SH,603196,17
机械设备-自动化设备-其他自动化设备,688329.SH,688329,17
机械设备-专用设备-其他专用设备,301468.SZ,301468,33
机械设备-通用设备-仪器仪表,688628.SH,688628,17
电力设备-其他电源设备-其他电源设备Ⅲ,002227.SZ,002227,33
国防军工-军工电子-军工电子Ⅲ,002977.SZ,002977,33
机械设备-通用设备-金属制品,600114.SH,600114,17
机械设备-专用设备-其他专用设备,688529.SH,688529,17
电子-半导体-模拟芯片设计,688699.SH,688699,17
机械设备-通用设备-仪器仪表,920476.BJ,920476,151
电子-光学光电子-光学元件,002456.SZ,002456,33
电子-半导体-模拟芯片设计,603068.SH,603068,17
医药生物-医疗服务-医疗研发外包,301201.SZ,301201,33
机械设备-通用设备-磨具磨料,920807.BJ,920807,151
机械设备-通用设备-制冷空调设备,002158.SZ,002158,33
电子-其他电子-其他电子Ⅲ,688093.SH,688093,17
通信-通信设备-通信网络设备及器件,002792.SZ,002792,33
钢铁-钢铁-特钢,603995.SH,603995,17
汽车-汽车零部件-车身附件及饰件,000700.SZ,000700,33
汽车-汽车零部件-车身附件及饰件,001319.SZ,001319,33
电子-半导体-集成电路封测,920139.BJ,920139,151
机械设备-通用设备-金属制品,688355.SH,688355,17
电子-半导体-模拟芯片设计,688045.SH,688045,17
医药生物-生物制品-其他生物制品,002581.SZ,002581,33
通信-通信设备-通信终端及配件,300590.SZ,300590,33
机械设备-通用设备-仪器仪表,920491.BJ,920491,151
电子-其他电子-其他电子Ⅲ,300736.SZ,300736,33
通信-通信设备-其他通信设备,920374.BJ,920374,151
纺织服饰-服装家纺-饰品,000026.SZ,000026,33
机械设备-自动化设备-机器人,688017.SH,688017,17
通信-通信设备-通信网络设备及器件,300548.SZ,300548,33
建筑装饰-建筑装饰-装饰园林,000010.SZ,000010,33
汽车-汽车零部件-底盘与发动机系统,603286.SH,603286,17
建筑材料-建筑材料-玻璃玻纤,603601.SH,603601,17
汽车-汽车零部件-底盘与发动机系统,603950.SH,603950,17
机械设备-通用设备-仪器仪表,603662.SH,603662,17
国防军工-军工电子-军工电子Ⅲ,688522.SH,688522,17
机械设备-通用设备-其他通用设备,300984.SZ,300984,33
有色金属-小金属-钨,000657.SZ,000657,33
轻工制造-包装印刷-包装,301198.SZ,301198,33
机械设备-通用设备-磨具磨料,300554.SZ,300554,33
建筑装饰-建筑装饰-工程咨询服务,300635.SZ,300635,33
计算机-软件开发-垂直应用软件,688083.SH,688083,17
基础化工-塑料制品-合成树脂,301395.SZ,301395,33
轻工制造-家居用品-其他家居用品,605155.SH,605155,17
电子-电子化学品-电子化学品Ⅲ,300236.SZ,300236,33
通信-通信设备-通信网络设备及器件,600498.SH,600498,17
基础化工-塑料制品-其他塑料制品,920028.BJ,920028,151
基础化工-化学制品-氟化工,603505.SH,603505,17
电子-半导体-集成电路封测,002156.SZ,002156,33
机械设备-自动化设备-工控设备,001266.SZ,001266,33
环保-环境治理-大气治理,002549.SZ,002549,33
机械设备-通用设备-金属制品,688379.SH,688379,17
机械设备-通用设备-仪器仪表,300572.SZ,300572,33
机械设备-专用设备-印刷包装机械,301138.SZ,301138,33
电力设备-光伏设备-光伏加工设备,688556.SH,688556,17
电子-半导体-分立器件,688230.SH,688230,17
有色金属-金属新材料-其他金属新材料,688102.SH,688102,17
汽车-汽车零部件-其他汽车零部件,301005.SZ,301005,33
传媒-游戏-游戏Ⅲ,002919.SZ,002919,33
医药生物-化学制药-化学制剂,002900.SZ,002900,33
机械设备-通用设备-其他通用设备,300145.SZ,300145,33
电子-半导体-集成电路封测,688352.SH,688352,17
汽车-汽车零部件-底盘与发动机系统,603926.SH,603926,17
轻工制造-包装印刷-包装,002735.SZ,002735,33
基础化工-化学制品-涂料油墨,603110.SH,603110,17
机械设备-专用设备-能源及重型设备,300084.SZ,300084,33
机械设备-通用设备-其他通用设备,301226.SZ,301226,33
纺织服饰-纺织制造-印染,605055.SH,605055,17
计算机-IT服务-IT服务Ⅲ,301172.SZ,301172,33
基础化工-塑料制品-其他塑料制品,300243.SZ,300243,33
电力设备-光伏设备-光伏加工设备,300776.SZ,300776,33
商贸零售-互联网电商-互联网电商Ⅲ,300518.SZ,300518,33
社会服务-旅游及酒店-人工景点,600593.SH,600593,17
基础化工-化学制品-涂料油墨,688571.SH,688571,17
国防军工-军工装备-航空装备,300900.SZ,300900,33
机械设备-自动化设备-工控设备,920405.BJ,920405,151
建筑材料-建筑材料-玻璃玻纤,300196.SZ,300196,33
电子-光学光电子-面板,300120.SZ,300120,33
汽车-汽车零部件-底盘与发动机系统,605088.SH,605088,17
电力设备-电池-其他电池,301222.SZ,301222,33
有色金属-小金属-钨,600549.SH,600549,17
电力设备-电池-锂电池,301210.SZ,301210,33
机械设备-自动化设备-激光设备,300227.SZ,300227,33
电子-元件-被动元件,300408.SZ,300408,33
建筑装饰-建筑装饰-工程咨询服务,003013.SZ,003013,33
美容护理-美容护理-个护用品,301059.SZ,301059,33
电子-半导体-数字芯片设计,688591.SH,688591,17
基础化工-化学制品-其他化学制品,688350.SH,688350,17
电子-半导体-数字芯片设计,688728.SH,688728,17
机械设备-自动化设备-其他自动化设备,300097.SZ,300097,33
电子-消费电子-消费电子零部件及组装,002426.SZ,002426,33
基础化工-塑料制品-合成树脂,301555.SZ,301555,33
电力设备-光伏设备-光伏辅材,002079.SZ,002079,33
电子-光学光电子-面板,301379.SZ,301379,33
有色金属-金属新材料-磁性材料,300811.SZ,300811,33
计算机-计算机设备-其他计算机设备,300845.SZ,300845,33
机械设备-通用设备-金属制品,002896.SZ,002896,33
电子-光学光电子-光学元件,002222.SZ,002222,33
交通运输-物流-物流Ⅲ,002485.SZ,002485,33
食品饮料-食品加工制造-肉制品,002515.SZ,002515,33
机械设备-通用设备-磨具磨料,300700.SZ,300700,33
机械设备-自动化设备-其他自动化设备,688623.SH,688623,17
机械设备-通用设备-仪器仪表,300259.SZ,300259,33
电力设备-电池-电池化学品,688733.SH,688733,17
机械设备-通用设备-制冷空调设备,301018.SZ,301018,33
机械设备-自动化设备-机器人,688218.SH,688218,17
电子-半导体-模拟芯片设计,688458.SH,688458,17
有色金属-金属新材料-磁性材料,300835.SZ,300835,33
电子-半导体-数字芯片设计,688449.SH,688449,17
电子-光学光电子-面板,003019.SZ,003019,33
电力设备-其他电源设备-其他电源设备Ⅲ,688719.SH,688719,17
电子-消费电子-消费电子零部件及组装,002055.SZ,002055,33
电子-光学光电子-LED,002983.SZ,002983,33
电力设备-电池-电池化学品,920193.BJ,920193,151
电子-光学光电子-光学元件,688195.SH,688195,17
机械设备-通用设备-其他通用设备,300503.SZ,300503,33
机械设备-轨交设备-轨交设备Ⅲ,688367.SH,688367,17
有色金属-金属新材料-磁性材料,600366.SH,600366,17
食品饮料-饮料制造-软饮料,600962.SH,600962,17
汽车-汽车零部件-底盘与发动机系统,002806.SZ,002806,33
电子-其他电子-其他电子Ⅲ,688800.SH,688800,17
电子-半导体-模拟芯片设计,688790.SH,688790,17
医药生物-化学制药-化学制剂,301075.SZ,301075,33
电子-半导体-半导体设备,688478.SH,688478,17
基础化工-非金属材料-非金属材料Ⅲ,920083.BJ,920083,151
机械设备-通用设备-其他通用设备,688448.SH,688448,17
机械设备-专用设备-其他专用设备,300382.SZ,300382,33
基础化工-化学原料-其他化学原料,920489.BJ,920489,151
机械设备-自动化设备-激光设备,688025.SH,688025,17
电子-半导体-模拟芯片设计,300671.SZ,300671,33
房地产-房地产-产业地产,600895.SH,600895,17
基础化工-塑料制品-膜材料,605488.SH,605488,17
汽车-汽车零部件-底盘与发动机系统,301072.SZ,301072,33
机械设备-专用设备-其他专用设备,300472.SZ,300472,33
环保-环境治理-综合环境治理,603359.SH,603359,22
电子-元件-印制电路板,605258.SH,605258,17
基础化工-化学制品-其他化学制品,688398.SH,688398,17
基础化工-塑料制品-膜材料,300334.SZ,300334,33
医药生物-医疗器械-医疗设备,002432.SZ,002432,33
房地产-房地产-商业地产,000608.SZ,000608,33
电子-半导体-模拟芯片设计,688325.SH,688325,17
机械设备-自动化设备-工控设备,301418.SZ,301418,33
电子-半导体-半导体设备,688652.SH,688652,17
机械设备-轨交设备-轨交设备Ⅲ,300594.SZ,300594,33
纺织服饰-服装家纺-鞋帽及其他,603001.SH,603001,17
基础化工-塑料制品-改性塑料,002886.SZ,002886,33
通信-通信设备-通信网络设备及器件,002897.SZ,002897,33
电子-半导体-模拟芯片设计,688173.SH,688173,17
农林牧渔-养殖业-生猪养殖,603717.SH,603717,17
电力设备-电池-电池化学品,300769.SZ,300769,33
电力设备-其他电源设备-其他电源设备Ⅲ,002534.SZ,002534,33
电子-消费电子-消费电子零部件及组装,603890.SH,603890,17
机械设备-自动化设备-机器人,300853.SZ,300853,33
环保-环境治理-综合环境治理,301259.SZ,301259,33
环保-环境治理-固废治理,001230.SZ,001230,33
商贸零售-互联网电商-互联网电商Ⅲ,300592.SZ,300592,33
汽车-汽车零部件-底盘与发动机系统,300585.SZ,300585,33
机械设备-专用设备-其他专用设备,300499.SZ,300499,33
医药生物-医疗器械-医疗设备,300430.SZ,300430,33
电子-半导体-分立器件,605111.SH,605111,17
基础化工-化学原料-氯碱,002748.SZ,002748,33
机械设备-专用设备-能源及重型设备,002691.SZ,002691,33
社会服务-其他社会服务-专业服务,301169.SZ,301169,33
食品饮料-食品加工制造-其他食品,000639.SZ,000639,33
基础化工-非金属材料-非金属材料Ⅲ,603663.SH,603663,17
基础化工-化学制品-有机硅,002211.SZ,002211,33
房地产-房地产-房地产服务,002822.SZ,002822,33
机械设备-专用设备-能源及重型设备,002730.SZ,002730,33
机械设备-专用设备-印刷包装机械,300521.SZ,300521,33
环保-环保设备-环保设备Ⅲ,301081.SZ,301081,33
机械设备-通用设备-其他通用设备,603400.SH,603400,17
公用事业-电力-热力,001210.SZ,001210,33
电力设备-其他电源设备-其他电源设备Ⅲ,301669.SZ,301669,33
电子-半导体-数字芯片设计,300077.SZ,300077,33
电子-半导体-半导体材料,300666.SZ,300666,33
电力设备-电池-锂电专用设备,300410.SZ,300410,33
电子-元件-印制电路板,688655.SH,688655,17
汽车-汽车零部件-其他汽车零部件,300643.SZ,300643,33
电子-其他电子-其他电子Ⅲ,300975.SZ,300975,33
计算机-计算机设备-其他计算机设备,002512.SZ,002512,33
基础化工-塑料制品-膜材料,000859.SZ,000859,33
通信-通信设备-通信终端及配件,688592.SH,688592,17
计算机-IT服务-IT服务Ⅲ,300167.SZ,300167,33
基础化工-农化制品-农药,002734.SZ,002734,33
机械设备-自动化设备-其他自动化设备,688400.SH,688400,17
轻工制造-家居用品-其他家居用品,300640.SZ,300640,33
电力设备-其他电源设备-其他电源设备Ⅲ,300870.SZ,300870,33
电子-半导体-半导体材料,920179.BJ,920179,151
基础化工-塑料制品-其他塑料制品,300920.SZ,300920,33
有色金属-能源金属-锂,002667.SZ,002667,33
汽车-汽车零部件-轮胎轮毂,300695.SZ,300695,33
机械设备-通用设备-其他通用设备,301596.SZ,301596,33
食品饮料-食品加工制造-调味发酵品,600186.SH,600186,17
基础化工-化学制品-涂料油墨,920206.BJ,920206,151
汽车-汽车零部件-底盘与发动机系统,300547.SZ,300547,33
机械设备-通用设备-机床工具,002559.SZ,002559,33
机械设备-通用设备-其他通用设备,300992.SZ,300992,33
医药生物-化学制药-原料药,300401.SZ,300401,33
电子-半导体-半导体设备,688072.SH,688072,17
建筑装饰-建筑装饰-房屋建设,600491.SH,600491,22
建筑材料-建筑材料-水泥,600678.SH,600678,22
电子-元件-被动元件,301458.SZ,301458,33
电力设备-电池-锂电专用设备,920117.BJ,920117,151
电力设备-电网设备-电气自控设备,300018.SZ,300018,33
机械设备-专用设备-能源及重型设备,300480.SZ,300480,33
机械设备-通用设备-仪器仪表,300112.SZ,300112,33
电子-光学光电子-面板,300909.SZ,300909,33
纺织服饰-服装家纺-鞋帽及其他,300901.SZ,300901,33
有色金属-金属新材料-磁性材料,301323.SZ,301323,33
商贸零售-互联网电商-互联网电商Ⅲ,300464.SZ,300464,33
商贸零售-互联网电商-互联网电商Ⅲ,002803.SZ,002803,33
建筑装饰-建筑装饰-装饰园林,300506.SZ,300506,33
轻工制造-家居用品-瓷砖地板,301356.SZ,301356,33
纺织服饰-服装家纺-鞋帽及其他,603608.SH,603608,17
机械设备-通用设备-其他通用设备,603082.SH,603082,17
电子-元件-印制电路板,301041.SZ,301041,33
计算机-计算机设备-安防设备,920036.BJ,920036,151
传媒-文化传媒-数字媒体,301313.SZ,301313,33
医药生物-中药-中药Ⅲ,301111.SZ,301111,33
机械设备-自动化设备-机器人,301112.SZ,301112,33
国防军工-军工装备-航空装备,300696.SZ,300696,33
机械设备-自动化设备-机器人,301199.SZ,301199,33
电子-半导体-半导体材料,688401.SH,688401,17
电力设备-电机-电机Ⅲ,300626.SZ,300626,33
电子-半导体-集成电路封测,603005.SH,603005,17
电子-半导体-数字芯片设计,688380.SH,688380,17
电子-消费电子-消费电子零部件及组装,300136.SZ,300136,33
电子-半导体-集成电路制造,688691.SH,688691,17
电子-半导体-模拟芯片设计,688061.SH,688061,17
电子-半导体-分立器件,300623.SZ,300623,33
家用电器-白色家电-家电零部件,002050.SZ,002050,33
纺织服饰-服装家纺-鞋帽及其他,300591.SZ,300591,33
环保-环保设备-环保设备Ⅲ,688718.SH,688718,17
电子-半导体-半导体设备,688605.SH,688605,17
机械设备-通用设备-其他通用设备,301317.SZ,301317,33
电子-元件-印制电路板,603386.SH,603386,17
家用电器-小家电-小家电Ⅲ,001259.SZ,001259,33
基础化工-塑料制品-合成树脂,603928.SH,603928,17
机械设备-通用设备-磨具磨料,300179.SZ,300179,33
通信-通信设备-通信终端及配件,603118.SH,603118,17
电力设备-其他电源设备-其他电源设备Ⅲ,688551.SH,688551,17
机械设备-轨交设备-轨交设备Ⅲ,603500.SH,603500,17
汽车-汽车零部件-底盘与发动机系统,603158.SH,603158,17
电力设备-电池-锂电专用设备,688392.SH,688392,17
基础化工-化学制品-食品及饲料添加剂,603020.SH,603020,17
机械设备-专用设备-能源及重型设备,300435.SZ,300435,33
家用电器-白色家电-家电零部件,603311.SH,603311,17
电子-消费电子-消费电子零部件及组装,603626.SH,603626,17
煤炭-煤炭开采加工-煤炭开采,000571.SZ,000571,33
基础化工-化学制品-其他化学制品,920957.BJ,920957,151
基础化工-塑料制品-膜材料,002585.SZ,002585,33
电子-电子化学品-电子化学品Ⅲ,002584.SZ,002584,33
食品饮料-食品加工制造-休闲食品,002719.SZ,002719,33
计算机-IT服务-IT服务Ⅲ,301248.SZ,301248,33
电子-半导体-模拟芯片设计,688515.SH,688515,17
通信-通信设备-其他通信设备,688283.SH,688283,17
